iter,buffer,beta,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,eval_succ,best_succ
36,729,0.464,0.0,20.0,0.0,0.003280019387602806,0.30503830313682556,0.2948777675628662,-0.44202715158462524,-2.4999966621398926,2.004716396331787,0.028061887249350548,0.003153221681714058,0.05038244277238846,0.004162482917308807,64,,-1.0
37,749,0.463,0.0,20.0,0.0,0.003276238450780511,0.29122960567474365,0.2996571362018585,-0.7794179320335388,-2.5,1.6735239028930664,0.024030586704611778,0.004639476537704468,0.04605516791343689,0.003577691735699773,64,,-1.0
38,769,0.462,0.0,20.0,0.0,0.0019505321979522705,0.26582491397857666,0.2713966965675354,-0.29016977548599243,-2.4999961853027344,2.1421656608581543,0.04143860191106796,0.0031681496184319258,0.05244429409503937,0.003991711884737015,64,,-1.0
39,804,0.461,0.0,17.5,0.0,0.003394307801499963,0.28344082832336426,0.29206740856170654,0.38549214601516724,-2.5,2.8272933959960938,0.03352680802345276,0.00548664340749383,0.04934387654066086,0.0042007542215287685,64,,-1.0
40,824,0.46,0.0,20.0,0.0,0.0034784963354468346,0.2859274446964264,0.28460296988487244,-0.2446647733449936,-2.5,2.2208878993988037,0.008403392508625984,0.005182878114283085,0.052087876945734024,0.0031805536709725857,64,,-1.0
41,844,0.459,0.0,20.0,0.0,0.004623302258551121,0.2868247330188751,0.2952420115470886,0.4316655993461609,-2.5,2.876647710800171,0.034170787781476974,0.007380318362265825,0.04169424995779991,0.003098074346780777,64,,-1.0
42,864,0.458,0.0,20.0,0.0,0.002678185934200883,0.2172207236289978,0.22939012944698334,-0.2536632716655731,-2.499999761581421,2.2188754081726074,2.687698543013539e-05,0.004485760815441608,0.054868411272764206,0.003603701712563634,64,,-1.0
43,864,0.457,0.0,0.0,0.0,0.002026510192081332,0.2826439440250397,0.27572494745254517,0.8865646719932556,-2.499999761581421,3.3576831817626953,0.0005005287239328027,0.003496788442134857,0.05676146224141121,0.0028744316659867764,64,,-1.0
44,904,0.456,0.0,20.0,0.0,0.003745914436876774,0.2998250722885132,0.29994258284568787,1.367630124092102,-2.499998092651367,3.806154727935791,0.03627171367406845,0.006405090447515249,0.05040354281663895,0.0036268802359700203,64,,-1.0
45,924,0.455,0.0,20.0,0.0,0.003950845915824175,0.2782621383666992,0.2894013524055481,1.0563868284225464,-2.5,3.50415301322937,0.02621498517692089,0.006015293765813112,0.05203766003251076,0.0043312180787324905,64,,-1.0
46,924,0.454,0.0,0.0,0.0,0.0028543362859636545,0.2626115083694458,0.2583044171333313,-1.132291316986084,-2.5,1.3118339776992798,0.03593877702951431,0.004794374108314514,0.03987196832895279,0.005775148048996925,64,,-1.0
47,924,0.453,0.0,0.0,0.0,0.00235558720305562,0.2546934485435486,0.2512865364551544,1.1248297691345215,-2.499999761581421,3.5303306579589844,0.07282034307718277,0.003940694499760866,0.043357111513614655,0.0054762400686740875,64,,-1.0
48,944,0.452,0.0,20.0,0.0,0.0037526662927120924,0.24956387281417847,0.2587848901748657,0.8684442639350891,-2.5,3.3209643363952637,0.02175697684288025,0.00649823434650898,0.05144580081105232,0.006748417392373085,64,,-1.0
49,964,0.451,0.0,20.0,0.0,0.003077089786529541,0.26168400049209595,0.2688039541244507,-0.49547991156578064,-2.500000238418579,1.9595874547958374,0.017400361597537994,0.005219689104706049,0.05506497621536255,0.005723817273974419,64,,-1.0
50,964,0.45,0.0,0.0,0.0,0.002334500662982464,0.28562384843826294,0.289095401763916,-0.059874873608350754,-2.4999990463256836,2.3988749980926514,0.017993466928601265,0.003891077358275652,0.046511419117450714,0.004811787512153387,64,0.0,0.0
51,964,0.449,0.0,0.0,0.0,0.001460847444832325,0.26584702730178833,0.2603362202644348,0.10301008075475693,-2.4999961853027344,2.5584568977355957,0.025881284847855568,0.0025688554160296917,0.03733617067337036,0.004509213380515575,64,,0.0
52,1004,0.448,0.0,20.0,0.0,0.004409904591739178,0.23515534400939941,0.2435818910598755,1.1185400485992432,-2.499995708465576,3.5687499046325684,0.023663373664021492,0.006341838743537664,0.052244920283555984,0.004852162208408117,64,,0.0
53,1044,0.447,0.0,20.0,0.0,0.002399031538516283,0.2691357135772705,0.2713577151298523,-0.9137490391731262,-2.500000238418579,1.539581298828125,0.020482294261455536,0.00400700094178319,0.05237516015768051,0.004635597579181194,64,,0.0
54,1064,0.446,0.0,20.0,0.0,0.0030914046801626682,0.2605130076408386,0.2732519209384918,1.3407163619995117,-2.5,3.804494857788086,0.011116172187030315,0.005295407027006149,0.050210803747177124,0.004172009881585836,64,,0.0
55,1077,0.445,0.0,13.0,0.0,0.002225975738838315,0.25149983167648315,0.24594077467918396,-0.532616376876831,-2.5,1.9427846670150757,0.0003063449403271079,0.003717846004292369,0.04858512058854103,0.005932030733674765,64,,0.0
56,1117,0.444,0.0,20.0,0.0,0.0029166729655116796,0.28981924057006836,0.2885500490665436,-0.26687777042388916,-2.5,2.1808242797851562,0.031438685953617096,0.005371386185288429,0.04171855002641678,0.0057778372429311275,64,,0.0
57,1117,0.443,0.0,0.0,0.0,0.0030301306396722794,0.30278727412223816,0.3002604842185974,0.7870500087738037,-2.499983072280884,3.251941204071045,0.0061942231841385365,0.004675175528973341,0.05779530480504036,0.005997163243591785,64,,0.0
58,1137,0.442,0.0,20.0,0.0,0.002474679611623287,0.30362558364868164,0.3017159104347229,0.5711821913719177,-2.499993085861206,3.0189425945281982,0.02558119036257267,0.00451465742662549,0.05330299586057663,0.008051327429711819,64,,0.0
59,1157,0.441,0.0,20.0,0.0,0.002318768994882703,0.2777535021305084,0.2719007134437561,-0.9421822428703308,-2.5,1.4780035018920898,0.05317940562963486,0.004231051076203585,0.05326976254582405,0.007845090702176094,64,,0.0
60,1197,0.44,0.0,20.0,0.0,0.0022038433235138655,0.28750139474868774,0.28847524523735046,-0.897106945514679,-2.499999761581421,1.568079948425293,0.0020309947431087494,0.003991017118096352,0.06556380540132523,0.006055969744920731,64,,0.0
61,1217,0.439,0.0,20.0,0.0,0.0035881202202290297,0.23167170584201813,0.23420217633247375,-0.46674978733062744,-2.5,1.9870542287826538,0.014001432806253433,0.006183012388646603,0.06438910961151123,0.00678984634578228,64,,0.0
62,1237,0.438,0.0,20.0,0.0,0.002354438416659832,0.24366328120231628,0.24385902285575867,0.594892680644989,-2.500000238418579,3.05049204826355,0.013697145506739616,0.004143609665334225,0.06140739470720291,0.006860510446131229,64,,0.0
63,1237,0.437,0.0,0.0,0.0,0.0021487949416041374,0.24620851874351501,0.24727506935596466,-1.0024642944335938,-2.5,1.459312915802002,0.009903239086270332,0.003994383383542299,0.05663927271962166,0.007186866365373135,64,,0.0
64,1237,0.436,0.0,0.0,0.0,0.0026201955042779446,0.26019102334976196,0.2611905634403229,0.4284931719303131,-2.4999966621398926,2.821392059326172,0.08496032655239105,0.0049700383096933365,0.04427485167980194,0.007502678316086531,64,,0.0
65,1277,0.435,0.0,20.0,0.0,0.0034325113520026207,0.3047579526901245,0.3075426518917084,-0.06810571253299713,-2.499998092651367,2.3454737663269043,0.06124553084373474,0.006378109101206064,0.05034616217017174,0.007827821187675,64,,0.0
66,1317,0.434,0.0,20.0,0.0,0.0035902385134249926,0.26988548040390015,0.26468348503112793,-0.2756993770599365,-2.5,2.138921022415161,0.06059468910098076,0.006439358461648226,0.04956984519958496,0.011230278760194778,64,,0.0
67,1337,0.433,0.0,20.0,0.0,0.002123541198670864,0.27978867292404175,0.28183913230895996,1.4355263710021973,-2.4999966621398926,3.8997697830200195,0.003823590464890003,0.003792677540332079,0.06385930627584457,0.009171683341264725,64,,0.0
68,1357,0.432,0.0,20.0,0.0,0.001909014768898487,0.25352081656455994,0.2570226192474365,0.310310423374176,-2.4999966621398926,2.7583847045898438,0.022843100130558014,0.003507321933284402,0.058158569037914276,0.010273506864905357,64,,0.0
69,1357,0.431,0.0,0.0,0.0,0.002135680755600333,0.27668148279190063,0.27980849146842957,0.08565542101860046,-2.5,2.5344042778015137,0.02476416528224945,0.003715054364874959,0.05297396332025528,0.010599147528409958,64,,0.0
70,1397,0.43,0.0,20.0,0.0,0.0037399381399154663,0.2305431365966797,0.22778142988681793,2.4646739959716797,-2.5,4.925932884216309,0.009105708450078964,0.006950366776436567,0.05927073955535889,0.007175216916948557,64,,0.0
71,1417,0.429,0.0,20.0,0.0,0.003534821094945073,0.31545665860176086,0.31101369857788086,-0.23877717554569244,-2.499999761581421,2.2141530513763428,0.0192265547811985,0.006644535809755325,0.05568595603108406,0.009834269061684608,64,,0.0
72,1437,0.428,0.0,20.0,0.0,0.005258587654680014,0.26663824915885925,0.26052382588386536,-0.2589000463485718,-2.4999942779541016,2.168149471282959,0.05041529983282089,0.009983609430491924,0.04505890607833862,0.01928328350186348,64,,0.0
73,1457,0.427,0.0,20.0,0.0,0.005416726227849722,0.25882744789123535,0.2639915347099304,0.13323180377483368,-2.5,2.568258762359619,0.03388430178165436,0.009372910484671593,0.062177471816539764,0.017850181087851524,64,,0.0
74,1497,0.426,0.0,20.0,0.0,0.00295748608186841,0.27747398614883423,0.2752033472061157,-1.446555733680725,-2.5,1.0003957748413086,0.026232359930872917,0.00510226096957922,0.05363220348954201,0.01446305401623249,64,,0.0
75,1497,0.425,0.0,0.0,0.0,0.00272556534036994,0.2631060779094696,0.2597040832042694,0.30299463868141174,-2.4999876022338867,2.758007049560547,0.016442369669675827,0.0047898730263113976,0.05706564709544182,0.018180664628744125,64,,0.0
76,1537,0.424,0.0,20.0,0.0,0.002997810021042824,0.2716713547706604,0.27421584725379944,-0.3550907075405121,-2.5,2.1061322689056396,0.015755265951156616,0.005436047911643982,0.04604350030422211,0.020955976098775864,64,,0.0
77,1537,0.423,0.0,0.0,0.0,0.001640636706724763,0.2679787874221802,0.27057725191116333,0.13862940669059753,-2.5,2.5942764282226562,0.018014833331108093,0.0029163318686187267,0.05267628654837608,0.0167476087808609,64,,0.0
78,1557,0.422,0.0,20.0,0.0,0.0024900524877011776,0.2639159560203552,0.25875818729400635,-0.7356240153312683,-2.5,1.734292984008789,7.762826862744987e-05,0.0028385755140334368,0.06001073867082596,0.02064252644777298,64,,0.0
79,1597,0.421,0.0,20.0,0.0,0.0027208845131099224,0.2855216860771179,0.2805042266845703,1.0230190753936768,-2.5,3.4907970428466797,0.0047242166474461555,0.004652942530810833,0.05499577522277832,0.051086898893117905,64,,0.0
80,1597,0.42,0.0,0.0,0.0,0.002837914740666747,0.24951478838920593,0.2494925558567047,-0.32872438430786133,-2.500000238418579,2.118774890899658,0.022728007286787033,0.0047485968098044395,0.059545934200286865,0.07047257572412491,64,,0.0
81,1637,0.419,0.0,20.0,0.0,0.0030661728233098984,0.22433710098266602,0.2248525768518448,-0.8472476601600647,-2.5,1.5823010206222534,0.041596852242946625,0.005610991269350052,0.05770892649888992,0.04563241824507713,64,,0.0
82,1657,0.418,0.0,20.0,0.0,0.0018878137925639749,0.2467266321182251,0.24011191725730896,0.6504687666893005,-2.4999990463256836,3.0949249267578125,0.024293050169944763,0.003207764821127057,0.062499623745679855,0.0302642323076725,64,,0.0
83,1697,0.417,0.0,20.0,0.0,0.0027807229198515415,0.24605220556259155,0.2477736622095108,0.14352384209632874,-2.5,2.6031999588012695,0.011312199756503105,0.005041024181991816,0.0580233670771122,0.039665963500738144,64,,0.0
84,1737,0.416,0.0,20.0,0.0,0.0024559523444622755,0.2782783508300781,0.2759236693382263,0.7615486979484558,-2.4998583793640137,3.1716103553771973,0.055033814162015915,0.004590372089296579,0.06952580064535141,0.22082515060901642,64,,0.0
85,1757,0.415,0.0,20.0,0.0,0.0025600576773285866,0.27594295144081116,0.277446448802948,3.3572304248809814,2.3875479698181152,0.9415343999862671,0.0014729861868545413,0.004337696824222803,0.053350165486335754,0.14007648825645447,64,,0.0
86,1757,0.414,0.0,0.0,0.0,0.0018805344589054585,0.27208414673805237,0.27523308992385864,-0.6559356451034546,-2.5,1.8108620643615723,0.006270317360758781,0.0034559168852865696,0.0538640022277832,0.059190165251493454,64,,0.0
87,1777,0.413,0.0,20.0,0.0,0.004270835313946009,0.25495466589927673,0.2570362687110901,-0.7591357827186584,-2.5,1.7118854522705078,0.004304414615035057,0.008177091367542744,0.049348704516887665,0.023494569584727287,64,,0.0
88,1797,0.412,0.0,20.0,0.0,0.0026296800933778286,0.30492937564849854,0.31027746200561523,0.7183489203453064,-2.500000238418579,3.1898632049560547,0.006844280753284693,0.0042670355178415775,0.043283313512802124,0.0784938782453537,64,,0.0
89,1817,0.411,0.0,20.0,0.0,0.0026462781243026257,0.28887245059013367,0.28831106424331665,-0.9076347351074219,-2.5,1.552994728088379,0.014456384815275669,0.003975259605795145,0.04982834309339523,0.11088962852954865,64,,0.0
90,1837,0.41,0.0,20.0,0.0,0.0016185868298634887,0.263378381729126,0.2658831477165222,-0.12827154994010925,-2.499999761581421,2.3339450359344482,0.009455597028136253,0.0028945107478648424,0.056655168533325195,0.12686549127101898,64,,0.0
91,1857,0.409,0.0,20.0,0.0,0.0015769873280078173,0.2552434206008911,0.25831377506256104,2.6240551471710205,2.005892276763916,0.580633282661438,0.006405949126929045,0.0029164005536586046,0.06224775314331055,0.6609645485877991,64,,0.0
92,1877,0.408,0.0,20.0,0.0,0.003136320970952511,0.2350572645664215,0.22928082942962646,-1.7931119203567505,-2.5,0.6746103167533875,0.00018379365792497993,0.0036677015013992786,0.06418786942958832,2.7663791179656982,64,,0.0
93,1917,0.407,0.0,20.0,0.0,0.00317737041041255,0.28426432609558105,0.2786843776702881,-1.8236680030822754,-2.5,0.6452963352203369,1.0094284533991353e-28,0.005056926980614662,0.062071263790130615,1.8122897148132324,64,,0.0
94,1917,0.406,0.0,0.0,0.0,0.0031850426457822323,0.20016807317733765,0.19882534444332123,-0.9385792016983032,-2.5,0.5863806009292603,0.9486029148101807,0.006114635616540909,0.05287454277276993,1.7518625259399414,64,,0.0
95,1937,0.405,0.0,20.0,0.0,0.0031111924909055233,0.22791001200675964,0.23542571067810059,-1.9380894899368286,-2.5,0.5376368761062622,0.0010067224502563477,0.0038952322211116552,0.046533774584531784,1.8041222095489502,64,,0.0
96,1937,0.404,0.0,0.0,0.0,0.0023174292873591185,0.25359421968460083,0.2539041042327881,-1.9234007596969604,-2.5,0.5450115203857422,2.364814281463623e-05,0.004234570078551769,0.06312818825244904,2.043830156326294,64,,0.0
97,1977,0.403,0.0,20.0,0.0,0.0022721304558217525,0.25337350368499756,0.2575637698173523,-1.8193256855010986,-2.5,0.6501755118370056,9.846610544996262e-28,0.003634305903688073,0.060997553169727325,1.7588744163513184,64,,0.0
98,1997,0.402,0.0,20.0,0.0,0.0023309574462473392,0.22893096506595612,0.23195962607860565,-1.0322887897491455,-2.4877750873565674,0.4803023338317871,0.9460397958755493,0.003995658364146948,0.05828821659088135,1.9546539783477783,64,,0.0
99,2017,0.401,0.0,20.0,0.0,0.0014977969694882631,0.22887304425239563,0.23122341930866241,-1.8473622798919678,-2.49442195892334,0.4536280035972595,0.1642645299434662,0.002580824075266719,0.05833404138684273,1.875877857208252,64,,0.0
100,2037,0.4,0.0,20.0,0.0,0.0022605028934776783,0.28992801904678345,0.28381821513175964,-1.9430320262908936,-2.4944205284118652,0.5235060453414917,2.195322284253317e-28,0.003857930190861225,0.05576496571302414,1.8661959171295166,64,0.0,0.0
101,2037,0.399,0.0,0.0,0.0,0.001641170703805983,0.2654721140861511,0.26860612630844116,-0.695079505443573,-2.5,0.6025270223617554,1.1742792129516602,0.0022462462075054646,0.056228507310152054,2.05417537689209,64,,0.0
102,2057,0.398,0.0,20.0,0.0,0.003841840662062168,0.25614649057388306,0.2517559230327606,-1.6663979291915894,-2.5,0.46252673864364624,0.3434745669364929,0.005224527791142464,0.055201370269060135,2.3086190223693848,64,,0.0
103,2077,0.397,0.0,20.0,0.0,0.0033843256533145905,0.2601671516895294,0.26330897212028503,-2.119023084640503,-2.4980437755584717,0.3549826741218567,2.8346926373798583e-16,0.004528012126684189,0.048076361417770386,1.9228614568710327,64,,0.0
104,2097,0.396,0.0,20.0,0.0,0.003038091119378805,0.2556474208831787,0.2535141706466675,-1.9886434078216553,-2.5,0.48601895570755005,1.2843237321915673e-25,0.00372469425201416,0.05067535862326622,2.168149709701538,64,,0.0
105,2137,0.395,0.0,20.0,0.0,0.003909061662852764,0.27690231800079346,0.2764372229576111,-1.933131217956543,-2.5,0.542518138885498,7.982532409307542e-24,0.007228248752653599,0.04870129004120827,2.01053524017334,64,,0.0
106,2137,0.394,0.0,0.0,0.0,0.0016690370393916965,0.2613964080810547,0.2602359652519226,-2.0697333812713623,-2.5,0.4020741581916809,3.0957017330275944e-22,0.003030048217624426,0.05638505518436432,1.910524845123291,64,,0.0
107,2177,0.393,0.0,20.0,0.0,0.002462993375957012,0.2536710500717163,0.2536619305610657,-2.0698721408843994,-2.5,0.4093260169029236,1.5971924938185111e-07,0.0043770018965005875,0.041603147983551025,2.286829710006714,64,,0.0
108,2177,0.392,0.0,0.0,0.0,0.001823080237954855,0.26952412724494934,0.2720986604690552,-2.0635979175567627,-2.5,0.4152124524116516,4.111142198064448e-25,0.0029458031058311462,0.04237939789891243,2.222548484802246,64,,0.0
109,2215,0.391,0.5,19.0,0.5,0.001721591455861926,0.2926623523235321,0.29040536284446716,-2.000337839126587,-2.5,0.4754091203212738,8.219370541160236e-25,0.0022222346160560846,0.04850625991821289,2.1118321418762207,64,,0.0
110,2235,0.39,0.0,20.0,0.0,0.004370442591607571,0.2509991526603699,0.24637359380722046,-1.3836345672607422,-2.5,0.46261513233184814,0.629393994808197,0.007154068909585476,0.04871268942952156,2.30753755569458,64,,0.0
111,2255,0.389,0.0,20.0,0.0,0.0024014373775571585,0.2833980917930603,0.281033992767334,-1.9256083965301514,-2.4819369316101074,0.5355691313743591,2.4641211293641163e-10,0.003966796677559614,0.04151872172951698,2.3031070232391357,64,,0.0
112,2255,0.388,0.0,0.0,0.0,0.0015742243267595768,0.2581028342247009,0.2615395784378052,-1.9823460578918457,-2.499999761581421,0.48990941047668457,1.9264903908244868e-11,0.002111853798851371,0.05548860505223274,2.0772104263305664,64,,0.0
113,2255,0.387,0.0,0.0,0.0,0.0011192135279998183,0.29220065474510193,0.2876770496368408,-1.7429018020629883,-2.5,0.36386537551879883,0.36571112275123596,0.001671969541348517,0.055043432861566544,2.216265916824341,64,,0.0
114,2275,0.386,0.0,20.0,0.0,0.0025099432095885277,0.2959401607513428,0.29793423414230347,-2.096072196960449,-2.499999761581421,0.37726661562919617,1.3779121783916798e-23,0.003187313675880432,0.0533219575881958,2.1742711067199707,64,,0.0
115,2295,0.385,0.0,20.0,0.0,0.0031196505296975374,0.2682781219482422,0.2710701823234558,-1.889920949935913,-2.49735164642334,0.45212459564208984,0.12950152158737183,0.0049773091450333595,0.05160912498831749,2.094763994216919,64,,0.0
116,2315,0.384,0.0,20.0,0.0,0.002023788169026375,0.2650142312049866,0.269785612821579,-2.1014366149902344,-2.500000238418579,0.37417739629745483,2.5465274101702848e-24,0.00359967234544456,0.0487724132835865,2.1133322715759277,64,,0.0
