epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,52.48,0.26542361497579886,0.023186171866738364,0.16230320337799892,0.054267545315405466,0.21657074871969642,0.5478410917513045,0.4520599839080083,0.6436221930134102,0.9748862923462986,0.007944153660354456,0.03793752506150954,23.186171866738363,0.32951757069729287,0.03326697976795398,0.2328688596226588,0.062982134145348,0.2958509932045175,0.6240100723688676,0.6410801216166895,0.6069399949883213,0.9747899176359844,0.011165538659261889,0.03549011113221238,33.266979767953984
1,0.0009842915805643156,56.16,0.21908874469464515,0.01964836117286829,0.13753852818437023,0.042872565591046435,0.18041109379703457,0.478524526807864,0.3830300460720302,0.5740190120682662,0.9807481179422836,0.006731060769413616,0.033810446384728625,19.648361172868288,0.29296637687529503,0.031179827932758825,0.21825879762152664,0.0689057394945655,0.2871645310011898,0.5764374229587427,0.6096376433592885,0.5432371986346418,0.9635854341736695,0.010593087820685795,0.03165242292446082,31.179827932758826
2,0.0009648882429441258,51.71,0.20047425451586806,0.01849070696190579,0.12943494889226134,0.04151581897233219,0.17095076799430092,0.44778300165531776,0.3605298642232696,0.5350361422283886,0.9803952321204517,0.0063357519031440376,0.03151664594737544,18.49070696190579,0.297153305397982,0.03332145114531036,0.2332501593006759,0.07257930932342171,0.30582946806060834,0.583230297271611,0.6513463383963128,0.5151142409535683,0.9607843153950881,0.011366466313329231,0.030065865227196065,33.32145114531036
3,0.0009381533400219318,51.81,0.18742852974005295,0.017728076578168155,0.12409653598758179,0.039799483800587364,0.1638960197773602,0.4257274113754406,0.3462782266036779,0.5051765972876938,0.9817675658720201,0.00608529174703885,0.0297500640223997,17.728076578168153,0.2759829405643025,0.03221701475835982,0.22551910207719028,0.08703907577096581,0.31255818319086937,0.552043038339508,0.6301840973668406,0.4739019908324009,0.949579833602371,0.010984555645963224,0.027628273382282055,32.21701475835982
4,0.0009045084971874737,51.99,0.17835372070334338,0.01723586771066956,0.12065107418385473,0.03894567557486707,0.15959674973447469,0.4098439020673783,0.3364107685264111,0.48327703944114103,0.9818459849435383,0.005911871884953011,0.02845193518832831,17.23586771066956,0.26741002900760713,0.03179790991611507,0.22258536830669692,0.04500093932996611,0.26758630419311735,0.5348248211275629,0.6193722912243435,0.4502774083814701,0.988795518207283,0.010804864092722159,0.026229246219500107,31.797909916115074
5,0.0008644843137107057,51.64,0.1710224998191728,0.016694315559601172,0.11686020896979228,0.03762071763709832,0.15448092651486844,0.39715405285283645,0.3261547745620292,0.4681533336489832,0.9824341279799247,0.005734803780815196,0.027573478072788215,16.694315559601172,0.2540198287793568,0.030938788596279816,0.21657152432186597,0.04971182211732664,0.266283354839357,0.516340571708706,0.6069275700077623,0.42575359928841683,0.9775910380841637,0.01055205550764789,0.024915306742827433,30.938788596279814
6,0.0008187119948743448,51.7,0.16512381814541752,0.01617640133951808,0.11323480946543525,0.03617351943389787,0.14940832860982853,0.38648586392103507,0.31625011763354316,0.4567216122090592,0.9832379234629862,0.005560930843150695,0.02688734991291311,16.176401339518083,0.25117932606478033,0.03006640414209092,0.21046483024161736,0.06668273551540882,0.277147568324033,0.5059848002025059,0.5879539960906619,0.42401563102791623,0.9663865546218487,0.010233002281760802,0.024796484231281012,30.06640414209092
7,0.0007679133974894982,51.53,0.16031641639311012,0.015782894256993325,0.11048026004317713,0.034066265072659536,0.1445465251205108,0.37733545159007253,0.3086730275616293,0.4459978754502468,0.9841789523212046,0.005428013122445405,0.026269526151914517,15.782894256993325,0.2524384738100009,0.03024459221199447,0.21171214692398949,0.05485625348004306,0.26656840240755003,0.5093198148977189,0.5951783053514337,0.4234613182664919,0.9663865579610446,0.010343068848032745,0.024852982865703872,30.24459221199447
8,0.0007128896457825362,55.68,0.15638395956012804,0.015457678912265911,0.10820375251089465,0.03360478818437629,0.14180854076012464,0.37045930157715884,0.30226195124042227,0.4386566554288493,0.9846298619824341,0.005313110616411008,0.02583812384479393,15.45767891226591,0.2432369511334502,0.02945720830133983,0.20620045499975273,0.04577993099637726,0.2519803849421963,0.4937160150343631,0.5808440216449129,0.40658804273404997,0.980392158532343,0.010087861382097257,0.02388534790911928,29.45720830133983
9,0.0006545084971874736,51.16,0.15186706422787238,0.015084109033038431,0.10558876337266178,0.031520530658597626,0.13710929409436032,0.3629936052759738,0.2951006593189694,0.4308865519060544,0.9853160288582183,0.0051896563851493065,0.025381306485463415,15.08410903303843,0.24598331127514025,0.02978195450907829,0.20847367998264751,0.045278402269721366,0.2537520759078969,0.498910726452408,0.5831559975775016,0.41466542469019313,0.9747899176359844,0.010144535966050559,0.024263396645251775,29.781954509078286
