epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm,val_cond_delta
0,0.0009890738003669028,148.4,0.09676232712706698,0.017352703099445112,0.12146892186470316,0.04731718422866659,0.22441951127414056,0.05563340549301039,0.2686470940438501,0.21776849774324064,0.31952568831922856,0.9813360427650849,0.0058319645033037375,0.027448955466114224,17.35270309944511,37.993287202789205,16.754912668039832,55.63340549301039,0.11800727032003865,0.022998018251856715,0.16098612750995647,0.03090951758638059,0.26437474271094186,0.07247909882687675,0.3210455104564957,0.29264957554069687,0.3494414438735555,0.9856709837420777,0.007788403390720179,0.02974988201252765,22.998018251856717,48.464900886110776,21.595652644184053,72.47909882687675,0.5544100403785706
1,0.0009567727288213003,147.93,0.09538899177459506,0.01718894052076441,0.1203225839012327,0.0442266814539855,0.21980235292224348,0.05525308760351163,0.267296606056091,0.2160275933568982,0.31856561671695866,0.9823612331575864,0.005783419699288629,0.027363819603202073,17.188940520764408,37.7214875532719,16.648196588561653,55.253087603511624,0.12093908929790338,0.022955980076441493,0.1606918608897578,0.030898358444196933,0.26617321839310243,0.07458300030766915,0.3249731354433894,0.28939179787461045,0.3605544676002835,0.9878754477817581,0.00772482931080638,0.03075914706426092,22.95598007644149,49.482863796754266,22.355284841226567,74.58300030766915,0.7530559301376343
2,0.0009045084971874737,147.97,0.0932791618533175,0.016765637082655,0.11735945964023671,0.042213261516273186,0.2135839312570306,0.054011210137961826,0.26338785761933475,0.21030373367637517,0.31647198109963376,0.9827639865260691,0.005630714286066369,0.027165053459238992,16.765637082655,36.91375685400724,16.454217008425726,54.011210137961825,0.11626611452279717,0.022730287377968672,0.159112011730983,0.04407174769787954,0.27901622604965737,0.07583246387584408,0.31759518582849144,0.28890172037565204,0.3462886464730476,0.9834665197023974,0.0077107357030355116,0.02945398080444231,22.730287377968672,50.70481637323911,20.990876451990317,75.83246387584408,0.8257707953453064
3,0.0008345653031794292,148.02,0.09160883063434087,0.016470558942455468,0.11529391277286835,0.040848077502796336,0.20906784648635476,0.05292585623512229,0.26002692724084325,0.2069825894855657,0.3130712649961208,0.983661028119508,0.0055428206575265145,0.026877169796294578,16.47055894245547,36.135286771472465,16.25539189823041,52.92585623512229,0.11638798971077108,0.02221065961398322,0.15547461735870463,0.022039742918993552,0.24691915698503455,0.06940479617033099,0.31882494667914,0.2818353856051714,0.3558145091450881,0.9922843758611187,0.007528009143991349,0.030295956748457906,22.210659613983218,45.31137864820128,20.887996651391404,69.404796170331,0.6968269348144531
4,0.00075,148.04,0.08925363758396669,0.016070897338500516,0.11249628150208205,0.0362805052456048,0.20005387590688506,0.05127708914820116,0.25542787682018436,0.20175403364408623,0.30910172072082637,0.9856931019332161,0.005401955664187329,0.026534775936540696,16.070897338500515,34.915797883785466,15.935472845253102,51.277089148201156,0.11254560728766565,0.021062932965507618,0.14744053122819242,0.02722526140200253,0.24801299233399138,0.07334719942797968,0.30798135469951193,0.26810826770560936,0.34785444639493823,0.9898043538164784,0.0071624318103376055,0.02970742559141037,21.062932965507617,49.90398009623598,20.732972855671314,73.34719942797967,0.7674123048782349
5,0.0006545084971874737,148.05,0.08712265763145899,0.015527890196400702,0.10869523163123235,0.033985408535598866,0.19229118540385487,0.04961054510800861,0.2502212258515193,0.19521688143970956,0.3052255694078435,0.9868739015817223,0.005228424673942564,0.026199820846991365,15.527890196400703,33.83998730174616,15.554905387123817,49.61054510800861,0.10970591360661536,0.02142056088651317,0.14994392619584013,0.031242403527137922,0.2500673384747252,0.06888100796513368,0.3050911813711588,0.2725460493275534,0.33763630474260864,0.987599889776798,0.0072895610242051405,0.0288303729514218,21.420560886513172,46.42759444390686,20.536408913754265,68.88100796513368,0.7171101570129395
6,0.0005522642316338268,147.9,0.08461182813722624,0.015081869721451941,0.10557308818819792,0.030658094713060097,0.1841505838849423,0.04791940090927941,0.24462783265930907,0.18967896574201398,0.299576700615408,0.9885398359695372,0.0050812724910351305,0.02571765061819246,15.081869721451941,32.67180930340786,15.297561811451724,47.91940090927941,0.10979602372155238,0.021647498138365945,0.15153248776053227,0.037175598553342785,0.25869720246253775,0.06998911809784941,0.303816150172777,0.2734235958862186,0.3342087014906004,0.9898043538164784,0.007295348792631753,0.028487383631014666,21.647498138365947,47.48473957911869,19.74342532317637,69.98911809784941,0.7184954881668091
7,0.0004477357683661734,147.99,0.0816759869104931,0.014496111041496878,0.10147277746997735,0.029328393813731035,0.17690533020724034,0.04610415883951531,0.2385859990685602,0.18255817600786162,0.2946138233993929,0.9886405243116578,0.004890028535981467,0.02530161231836958,14.496111041496878,31.45168830684807,14.932723284662293,46.10415883951531,0.10505260068376092,0.020687626650134502,0.14481338708319919,0.03215739740073921,0.24297477375560964,0.06600398976703786,0.29289136199985333,0.26181416857764883,0.3239685497473803,0.9856709837420777,0.0069897331355910025,0.027622961060658043,20.687626650134504,43.83164941833413,20.010177256881242,66.00398976703787,0.7574729919433594
8,0.0003454915028125264,148.39,0.07965513664572191,0.014010129433712312,0.09807090619693531,0.024193362434096016,0.16683712186576613,0.044572853016780004,0.23331143193309184,0.17643340769991514,0.29018945807801677,0.9908282073813708,0.004725722851658346,0.02492265647204127,14.010129433712313,30.387048607917997,14.69601031738521,44.57285301678,0.1086534628114381,0.021215552845998027,0.14850887125904613,0.039018186374682164,0.25520997966869896,0.06768292210920188,0.30038740239743855,0.26994634274527796,0.33082845398104527,0.9884265637916781,0.007203707333549459,0.028157253264374855,21.215552845998026,45.83723141051383,19.721604932985944,67.68292210920187,0.7762852907180786
9,0.0002500000000000001,148.21,0.07762586375928686,0.013499260488864826,0.09449482367848121,0.02160601823136202,0.15903539301780628,0.04293455110178681,0.22749868597492673,0.16981306334266763,0.2851843108593824,0.9921371558289397,0.004549425214394822,0.024486664955967446,13.499260488864827,29.30001251718142,14.468482703640927,42.93455110178681,0.10356301406783879,0.020531456662944016,0.1437201966436877,0.03129614767491508,0.24050217647219402,0.06548583253778745,0.29068748337173306,0.259830208127247,0.3215447645044156,0.9898043538164784,0.006932735302095186,0.027325766767765512,20.531456662944013,43.87273233549166,19.09822105448559,65.48583253778745,0.8748752474784851
