iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,153,0.5,28,22,0.5,30.0,0.5,0.0017546397866681218,0.40194883942604065,0.4074450135231018,0.4526784121990204,-0.09927897155284882,0.013264723122119904,0.5198920965194702,0.002940723905339837,0.011071667075157166,0.24462416768074036,64,0.0117,0.5,11,0,1,0,3,1.0,,,,,,,0.4058428406715393,0.8356755971908569,1.9941962957382202,0.02614,,-1.0
1,308,0.4921,28,22,0.0,0.0,0.0,0.0025814564432948828,0.4232666790485382,0.42593634128570557,0.26405537128448486,-0.09926322847604752,0.014191992580890656,0.3297790586948395,0.0038695766124874353,0.010311123915016651,0.23674698173999786,64,,0.0,11,0,0,0,5,1.0,,,,,,,0.4192798137664795,0.8048367500305176,2.1767215728759766,0.02922,,-1.0
2,460,0.4841,27,21,0.0,30.0,0.0,0.002337924437597394,0.3541194796562195,0.3576689660549164,0.39592087268829346,-0.09838423132896423,0.01020944956690073,0.46762311458587646,0.003977666608989239,0.01252615638077259,0.2592703402042389,64,0.0101,0.0,11,0,3,0,2,1.0,,,,,,,0.37946581840515137,0.8332414627075195,1.9979772567749023,0.02391,,-1.0
3,685,0.4762,27,21,0.0,28.0,0.0,0.0028582282830029726,0.33735936880111694,0.3315581679344177,0.3092116713523865,-0.09954241663217545,0.010341900400817394,0.38097625970840454,0.003636252135038376,0.014188078232109547,0.327152818441391,64,0.0082,0.0,8,0,4,1,3,0.667,,,,,,,0.30426889657974243,0.7137612700462341,2.079871416091919,0.01898,,-1.0
4,989,0.4683,26,20,0.0,30.0,0.0,0.0051148561760783195,0.3371742367744446,0.3568187355995178,0.29884883761405945,-0.09975894540548325,0.014165015891194344,0.3662632703781128,0.004385483916848898,0.008028949610888958,0.3144855797290802,64,0.0108,0.0,6,0,6,0,4,1.0,,,,,,,0.31721311807632446,0.7174655795097351,2.0480446815490723,0.01719,,-1.0
5,1292,0.4603,26,20,0.0,29.25,0.0,0.003499929327517748,0.4392164647579193,0.44084152579307556,0.2605868875980377,-0.09929057955741882,0.012046179734170437,0.32695692777633667,0.003836523275822401,0.017656395211815834,0.39316806197166443,64,0.0125,0.0,6,0,3,1,6,1.0,,,,,,,0.25253981351852417,0.8226503729820251,2.210052490234375,0.0178,,-1.0
6,1444,0.4524,26,20,0.0,30.0,0.0,0.00836825743317604,0.3040449023246765,0.32606014609336853,0.34370240569114685,-0.09985317289829254,0.009028060361742973,0.4203587770462036,0.002704331884160638,0.010281405411660671,0.3540011942386627,64,0.0079,0.0,11,0,3,0,2,1.0,,,,,,,0.2820701599121094,0.7470123171806335,2.087559223175049,0.01731,,-1.0
7,1686,0.4444,25,19,0.0,30.0,0.0,0.0023563560098409653,0.31446051597595215,0.31189197301864624,0.4075179398059845,-0.09924057126045227,0.012033311650156975,0.47827595472335815,0.0023866284172981977,0.008831864222884178,0.3187452256679535,64,0.0077,0.0,8,0,3,0,5,0.8,0.2204,0.7941,0.0,0,24,0,0.311347633600235,0.828722357749939,1.9600985050201416,0.0172,0.0,0.0
8,1898,0.4365,25,19,0.0,30.0,0.0,0.0027289623394608498,0.27449676394462585,0.27051058411598206,0.35289716720581055,-0.09904159605503082,0.010272618383169174,0.4274442195892334,0.0013709242921322584,0.007898635230958462,0.373494952917099,64,0.0085,0.0,9,0,5,0,2,1.0,,,,,,,0.2651751935482025,0.7044755220413208,2.0748026371002197,0.01633,,0.0
9,2140,0.4286,25,19,0.0,30.0,0.0,0.0017163152806460857,0.2905876636505127,0.2927706241607666,0.34990283846855164,-0.09962639212608337,0.012119164690375328,0.4217202663421631,0.0013616037322208285,0.007141283247619867,0.4313293993473053,64,0.0065,0.0,8,0,5,0,3,0.667,,,,,,,0.2309752106666565,0.7536578178405762,2.0539979934692383,0.01542,,0.0
