epoch,lr,wall_s,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc
0,0.0009997532801828658,12.4,0.2460418843313471,0.10227904693743625,0.34832093216382065,0.5282151070121047,0.5055769693541836,0.5508532409931158,0.9575892857142857,0.1918755338138559,0.08970384694197599,0.2815793815280209,0.4582865865123706,0.4761499583888121,0.4404232483618066,0.9523809540505502
1,0.0009990133642141358,8.1,0.14951847914557953,0.07922616552609901,0.22874464447815696,0.385643221921735,0.3845635942824475,0.38672284743228513,0.9602272727272727,0.15460532133569235,0.07175485990127596,0.22636018313613593,0.405909908251936,0.4097387344897294,0.4020810766714294,0.9775910364145658
2,0.00099778098230154,7.31,0.12335671073237023,0.06870776613835584,0.19206447710658048,0.3424602315410391,0.34368710432733807,0.3412333535296576,0.9703733766233766,0.12059003584274725,0.05165641209115835,0.17224644687997193,0.34164864676339285,0.36284548252904447,0.3204518109977412,0.9803921568627451
3,0.000996057350657239,11.87,0.10948784915464264,0.06716248468048387,0.17665033371417554,0.31719528361187355,0.31984162959572554,0.31454894440127656,0.9692573051948052,0.11671556897607505,0.0794407377849106,0.19615630676098564,0.33340438749609874,0.3392923878771918,0.3275163810627133,0.9663865562914467
4,0.0009938441702975688,7.22,0.10022602605258489,0.06785288892154183,0.16807891549421594,0.2981640879403461,0.2985446587591976,0.2977835130575415,0.9695616883116883,0.11242351981521655,0.06714614063334398,0.17956965911288222,0.32059895057304233,0.3414633150110726,0.29973462578796206,0.9663865562914467
5,0.0009911436253643444,8.4,0.09361824857724177,0.06477785005246277,0.15839609856922904,0.287400329654867,0.2911844350300826,0.28361622544078086,0.9716923701298701,0.11019346746159535,0.065727606885323,0.17592107339733454,0.31865516350883727,0.3316165879994881,0.305693729877138,0.9719887971878052
6,0.0009879583809693736,7.28,0.08490343599930986,0.0645717090999635,0.14947514531093758,0.27149228519433505,0.27594155150574523,0.26704301675418757,0.9723011363636364,0.1091872605205584,0.09190614884640991,0.20109341337400324,0.31837430550437684,0.33208303917355897,0.3046655634037253,0.9523809557201481
7,0.0009842915805643154,7.85,0.08121182629233831,0.06304456616522043,0.14425639246965383,0.2650425407019528,0.27011515916167916,0.25996992427420307,0.9715909090909091,0.09924722119581465,0.10088468265800583,0.20013190213204765,0.29821294533605336,0.3098293064104743,0.2865965995801931,0.9551820761683274
8,0.0009801468428384714,7.26,0.07923719698151985,0.06178409941252563,0.14102129609166802,0.2607629523648844,0.2658840652990651,0.2556418429140921,0.9719967532467533,0.09912980785097729,0.08023445525256191,0.17936426271744468,0.30408096889487835,0.2860135559190889,0.3221483651329489,0.9495798352719689
9,0.0009755282581475767,8.41,0.07276468141028633,0.05873662863507286,0.1315013099606935,0.24848298776846428,0.2515816099264405,0.24538436406231545,0.9733157467532467,0.11425718399030822,0.07390289108793274,0.18816007469214646,0.32656574003001887,0.32736042392354053,0.32577107905172836,0.9607843153950881
10,0.0009704403844771127,7.3,0.07088790011483354,0.05586142300978884,0.12674932341490472,0.2442209201973754,0.24832796721489397,0.2401138741474647,0.9756493506493507,0.09821777717739928,0.0557316589933567,0.15394943430811084,0.2979626714849338,0.3141098712839666,0.28181547590163575,0.9803921568627451
11,0.0009648882429441257,7.4,0.06844220557189606,0.05900940031430067,0.12745160573198425,0.238751203982861,0.24068103333959331,0.2368213760775405,0.9746347402597403,0.10401518714903783,0.04126370532819036,0.14527889361985924,0.31155121856543866,0.30170672785501185,0.3213957130742006,0.9803921568627451
12,0.0009588773128419905,7.31,0.0645492985336618,0.05719675211381022,0.12174605091961173,0.23158426495728554,0.23459775020162782,0.2285707795194217,0.973823051948052,0.10722729403014276,0.2324480662325851,0.33967535569220364,0.3217324080670915,0.3142948497911127,0.32916999234705746,0.9523809557201481
13,0.0009524135262330098,7.79,0.06253277573299099,0.06100467273771956,0.12353744853723359,0.2263272814936452,0.23073297361661863,0.2219215884998247,0.9730113636363636,0.09107562457146097,0.06534849909715959,0.15642412528604352,0.2892350750644,0.29491272956884207,0.28355740073348296,0.9663865562914467
14,0.0009455032620941839,7.34,0.05979964928096765,0.052382406306924756,0.11218205578141398,0.22071644247739347,0.22287505100686827,0.21855783636693832,0.9776785714285714,0.09254879556617149,0.03508151071641792,0.12763030864611394,0.2833982539110157,0.2843770476198998,0.28241946708922294,0.9859943977591037
15,0.0009381533400219318,7.41,0.05755756561970943,0.057248717022745255,0.11480628266059734,0.21581263337042425,0.21939186500264451,0.21223340435074523,0.9762581168831169,0.09970137245264374,0.061978066726183355,0.1616794387040352,0.3018508545574354,0.30583448561967586,0.2978672310918653,0.9747899159663865
16,0.0009303710135019719,52.28,0.05605873943294411,0.05029375552707775,0.10635249498118828,0.21304410628297113,0.21770429862784102,0.20838391819557586,0.978997564935065,0.09075061708730475,0.03840541327241756,0.12915603303107895,0.2838126974029033,0.296261002035702,0.2713643943144828,0.9859943977591037
17,0.0009221639627510076,7.44,0.05448244175837411,0.055547302268300354,0.1100297441294828,0.20926665843694242,0.21323377764844276,0.20529953767726947,0.9770698051948052,0.09983676258756333,0.055140057479550524,0.15497682045320837,0.3044134321666899,0.3031352123542994,0.30569164818074523,0.9691876767396259
18,0.000913540287137281,8.02,0.051683477041396225,0.051242494937516266,0.10292597165839239,0.20305651735949826,0.20615890060926412,0.19995413372268925,0.9769683441558441,0.0987103431582117,0.03995968103513163,0.1386700253359744,0.2938514153580038,0.3090417097095682,0.27866110764965624,0.9747899159663865
19,0.0009045084971874739,7.3,0.05014412998911235,0.051773203733413445,0.10191733402187948,0.2001599750735543,0.20427172756814338,0.19604822248220444,0.9757508116883117,0.09731811207800019,0.06166604086652357,0.1589841540871548,0.2937958766432369,0.29780216510890245,0.28978961489113775,0.969187675070028
20,0.0008950775061878452,7.41,0.046876146337138366,0.042519920584201426,0.08939606686691184,0.1921459801204793,0.19588739870043545,0.18840456347573886,0.981939935064935,0.08516290961276918,0.04681001670387279,0.13197292765232027,0.26990849268035727,0.2716729356711652,0.26814405348788456,0.9719887955182073
21,0.0008852566213878947,7.43,0.04938362929486222,0.05036921768340391,0.09975284710526466,0.199322519848099,0.20331068491780913,0.19533435632656146,0.9771712662337663,0.09419208518764217,0.06433288768685165,0.15852497326058834,0.28533364978491094,0.2904271784783745,0.28024016341575386,0.969187675070028
22,0.0008750555348152298,7.44,0.045689117877030526,0.04590581068859811,0.09159492845223709,0.18874644952548014,0.19081035324118353,0.186682543874561,0.9798092532467533,0.09553857692399946,0.04027475084305978,0.13581332729226736,0.28782171307324694,0.29332760844577926,0.28231581348497997,0.9831932773109243
23,0.0008644843137107057,7.49,0.04468085826072213,0.04575375726373939,0.09043461529465464,0.18895923549478705,0.19237456132065167,0.18554391150737737,0.9813311688311688,0.0927776683549754,0.06061987641478787,0.15339754505150793,0.2781661018019631,0.28442542062921017,0.27190677496064614,0.969187675070028
24,0.0008535533905932737,7.4,0.04398912403055213,0.04950600089323888,0.09349512536223832,0.18629899108177655,0.18983668601745135,0.18276129401736446,0.9784902597402597,0.10237314585460668,0.08916624369887578,0.1915393870751731,0.3036285484788798,0.3014058437334055,0.30585124829904037,0.9635854358432674
25,0.0008422735529643444,8.23,0.04370140343565832,0.04535499258970769,0.08905639628843441,0.1852260958645251,0.1876949520854207,0.18275724046609618,0.9800121753246753,0.08981059906946845,0.04544992983362087,0.13526052637260502,0.2795810071694083,0.2840989246254876,0.27506308549759434,0.9775910364145658
26,0.0008306559326618259,7.48,0.04110626767498332,0.03932617492852854,0.08043244270632019,0.1787558239582297,0.18035939945416016,0.17715224972018948,0.9849837662337663,0.09157290752111029,0.07053668481618666,0.1621095933834044,0.28589409952905,0.30151102456058104,0.27027717295314085,0.9719887955182073
27,0.0008187119948743449,8.26,0.03936069355914732,0.046793103765381816,0.08615379734569556,0.17499519961994964,0.17976863943524174,0.170221763675089,0.9808238636363636,0.08931909096675093,0.05146531197203308,0.14078440360662317,0.2723504023976019,0.2714940430987783,0.2732067521379775,0.9747899159663865
28,0.0008064535268264883,7.4,0.040688779253464244,0.04206250508031627,0.08275128472838308,0.17792528674199984,0.1814021042415074,0.1744484719517943,0.981939935064935,0.09233827666700387,0.06914871913336572,0.16148699713604792,0.2823616577630617,0.281179569056388,0.2835437331129523,0.9775910364145658
29,0.0007938926261462367,8.38,0.0385877973484722,0.046180085259392954,0.08476788314760893,0.17226574540912332,0.17555525066790642,0.1689762415533716,0.9801136363636364,0.09329637322647899,0.04065753655972518,0.13395391055056693,0.2828781764630844,0.2943667201768784,0.2713896373824245,0.9831932773109243
30,0.0007810416889260654,7.38,0.03668323133818128,0.038994048214094204,0.0756772794192294,0.16817653798437737,0.17006424374201082,0.16628883125913607,0.9834618506493507,0.09873075573509481,0.037292599920652994,0.13602335644619806,0.288163066995578,0.2954915395053495,0.28083461360270234,0.9831932773109243
31,0.0007679133974894983,7.51,0.03554373701985974,0.0422495122500597,0.0777932491830804,0.1650980356354992,0.1684430122085206,0.1617530592559994,0.9830560064935064,0.09653556088105637,0.053912331639718605,0.15044789252077498,0.28356840367577657,0.28649754075109124,0.28063926434650477,0.9747899159663865
32,0.0007545207078751857,7.4,0.035555627432881626,0.04019831236476054,0.07575393973716668,0.16494570720892449,0.1683621968251544,0.16152921831840045,0.9828530844155844,0.10056550996978075,0.06853544690674927,0.16910095573389897,0.29341362408396243,0.30249609654190157,0.28433114473893195,0.9719887955182073
33,0.0007408768370508577,7.87,0.03564866340126504,0.033855457144620064,0.06950412072579969,0.16700070917412832,0.17030008292043364,0.16370133755656033,0.9860998376623377,0.09669378172366225,0.09661836188589157,0.19331214533132665,0.28184061512058856,0.28835101150164083,0.2753302207013138,0.9747899159663865
34,0.0007269952498697734,7.54,0.034832329047819625,0.04190694818321567,0.07673927750922256,0.16392517776845336,0.1684892936186357,0.15936106051523963,0.9813311688311688,0.0892737546116531,0.036063666611972474,0.1253374206001351,0.2722880403284265,0.27242843965355423,0.27214762919089375,0.988795518207283
35,0.0007128896457825364,7.53,0.03336857823509868,0.038922580332471084,0.07229115873236548,0.16009198274318273,0.16400439524418348,0.15617956854886822,0.9839691558441559,0.09422410037420711,0.053388327370588184,0.14761242612737233,0.28230075588246356,0.29509357360898614,0.2695079392829195,0.9747899159663865
36,0.0006985739453173903,7.6,0.030623137805756036,0.03271825705630729,0.06334139498603808,0.15265889049737486,0.15467315370386298,0.15064462767792985,0.9860998376623377,0.0881287823913812,0.05045953220283451,0.13858831139589226,0.26997284315714315,0.27114609464042994,0.2687995923834355,0.980392158532343
37,0.0006840622763423391,7.44,0.030442534329055193,0.034635885121027166,0.06507841957273422,0.1507230025123466,0.15375923312136106,0.14768677117762627,0.986810064935065,0.08979646347108342,0.05610503368497062,0.14590149629516763,0.27315747529184786,0.28142319352519946,0.2648917757579926,0.9775910364145658
38,0.0006693689601226458,7.32,0.03136712782592936,0.04114193276066769,0.07250906063800121,0.15401313018489193,0.15772684586125535,0.1502994139763442,0.984375,0.09362636321858198,0.10564817855505049,0.19927454215972698,0.28553673850388084,0.29499142310198617,0.2760820672625587,0.9663865562914467
39,0.0006545084971874737,7.35,0.030141516860768006,0.038148638173974084,0.06829015551401037,0.1515274608096519,0.15668451278047127,0.14637040729065995,0.9836647727272727,0.09001600635903222,0.06132979547547526,0.15134579930402317,0.27149227862598513,0.2759612267758666,0.26702333694579555,0.9803921568627451
40,0.0006394955530196147,7.4,0.02781513083556836,0.029768034589761117,0.057583165342931626,0.14378619677834698,0.14493828387810037,0.14263410842070331,0.9893465909090909,0.09715091499711286,0.05431090448383002,0.15146182284426957,0.2886333958942349,0.30052512930053954,0.2767416636149089,0.9803921568627451
