iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,29,0.5,24,22,1.0,29.0,1.0,0.005892239511013031,0.41676628589630127,0.40804052352905273,0.33976417779922485,-0.10000000149011612,0.050798919051885605,0.331968754529953,0.007993457838892937,0.012395160272717476,0.20821312069892883,64,0.0279,1.0,2,0,0,0,0,0.0,,,,,,,0.4802771508693695,0.5333762168884277,2.159412384033203,0.03448,,-1.0
1,121,0.4985,24,22,0.0,30.0,0.0,0.010941652581095695,0.32960045337677,0.321463406085968,0.35236412286758423,-0.10000000894069672,0.031304486095905304,0.38096410036087036,0.013880525715649128,0.01758214831352234,0.293343186378479,64,0.0125,0.0,0,0,0,1,2,0.5,,,,,,,0.34089764952659607,0.6356648802757263,1.9202824831008911,0.01653,,-1.0
2,212,0.497,24,22,0.0,30.0,0.0,0.009046346880495548,0.34817326068878174,0.35422956943511963,0.374317467212677,-0.09999999403953552,0.04485168308019638,0.3747728168964386,0.01164744421839714,0.01968253031373024,0.3293952941894531,64,0.0048,0.0,0,0,2,0,1,1.0,,,,,,,0.30358660221099854,0.7388399839401245,2.127856731414795,0.01415,,-1.0
3,303,0.4955,24,22,0.0,30.0,0.0,0.008191240951418877,0.3161362409591675,0.322490930557251,0.41276413202285767,-0.10000000894069672,0.033874668180942535,0.4345448315143585,0.006053783930838108,0.020939946174621582,0.3431726396083832,64,0.0122,0.0,0,0,2,0,1,1.0,,,,,,,0.2913985252380371,0.6967333555221558,2.148376941680908,0.0132,,-1.0
4,303,0.494,24,22,0.0,0.0,0.0,0.0061964779160916805,0.33723530173301697,0.33737242221832275,0.3691600263118744,-0.09991586208343506,0.03410636633634567,0.3890448808670044,0.008719148114323616,0.023636529222130775,0.33481141924858093,64,,0.0,3,0,0,0,0,0.0,,,,,,,0.29842430353164673,0.6117757558822632,2.0399560928344727,0.0132,,-1.0
5,364,0.4926,24,22,0.0,30.0,0.0,0.006873326376080513,0.3252318501472473,0.34192919731140137,0.35301917791366577,-0.10000000894069672,0.03411725163459778,0.37369775772094727,0.009028903208673,0.022173859179019928,0.3726927936077118,64,0.0055,0.0,1,0,1,0,1,0.0,,,,,,,0.2683175206184387,0.6223158836364746,2.05888032913208,0.01099,,-1.0
6,394,0.4911,24,22,0.0,30.0,0.0,0.006609109230339527,0.26555657386779785,0.29242897033691406,0.3080664873123169,-0.09991905093193054,0.024535730481147766,0.35222217440605164,0.007325897458940744,0.013383816927671432,0.37762296199798584,64,0.0046,0.0,2,0,1,0,0,0.0,,,,,,,0.2646000385284424,0.6077886819839478,2.2326903343200684,0.01015,,-1.0
7,456,0.4896,24,22,0.0,0.0,0.0,0.006426659412682056,0.3982057571411133,0.41155123710632324,0.3774517774581909,-0.09914472699165344,0.03487050533294678,0.3975549042224884,0.006829018238931894,0.0186011902987957,0.3534788489341736,64,,0.0,1,0,0,0,2,1.0,,,,,,,0.28048276901245117,0.7383213043212891,2.0011792182922363,0.01316,,-1.0
8,549,0.4881,24,22,0.0,0.0,0.0,0.006905445363372564,0.3470141887664795,0.3588320314884186,0.36801671981811523,-0.0988476425409317,0.018022816628217697,0.424721896648407,0.007645606994628906,0.012193669565021992,0.3446669578552246,64,,0.0,0,0,0,0,3,1.0,,,,,,,0.28679177165031433,0.7149659991264343,2.0470616817474365,0.01639,,-1.0
9,641,0.4866,24,22,0.0,30.0,0.0,0.005018741823732853,0.3450913429260254,0.3393952250480652,0.35478734970092773,-0.09999999403953552,0.03685393184423447,0.37509211897850037,0.00692979758605361,0.011974677443504333,0.3060356378555298,64,0.0383,0.0,0,0,1,0,2,1.0,,,,,,,0.32675933837890625,0.655885636806488,2.0862021446228027,0.01716,,-1.0
