epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,51.21,0.21333645517323294,0.21333645517323294,0.0557232527220685,0.3684367908709714,0.09937708370742343,0.4791421355033407,0.44488208066849483,0.5134021868916596,0.9754251700680272,0.007873206699051621,0.029622512156156456,22.979467972910324,67.76820670585244,27.606416536643657,99.37708370742344,0.2560020274057442,0.2560020274057442,0.0668929091417322,0.3957639296515649,0.07286899328148332,0.5320291615166918,0.6160155232547044,0.4480428335045566,0.9719887955182073,0.010887182206802425,0.025564127818209118,31.845860991950463,46.56739230332922,24.18282839739728,72.86899328148331
1,0.0009842915805643156,50.9,0.16727561349568723,0.16727561349568723,0.04602477471502561,0.2919358972586742,0.07863550907393702,0.406756429566818,0.37768677801501993,0.4358260819295637,0.9778486394557823,0.006678252529707693,0.025158007688769676,19.442690049811286,53.87749651662347,20.29240863423539,78.63550907393702,0.2434848703506614,0.2434848703506614,0.05516208626893388,0.3719337937377748,0.07328683321549445,0.5109790535200209,0.5897581827740709,0.43219988461302106,0.9775910364145658,0.010398961431464227,0.024748499335653307,30.51555279318859,47.91375250667751,19.730826120794173,73.28683321549445
2,0.0009648882429441258,53.37,0.15311182906635765,0.15311182906635765,0.040642026062820386,0.26226331405088205,0.06850945800035989,0.3833001009055546,0.3536484748125076,0.41295172576190664,0.9816751700680272,0.006259455908165902,0.023851063277344313,18.220621334756313,47.15453829286861,17.506029422943232,68.50945800035988,0.23342142130981305,0.23342142130981305,0.05731358207991811,0.35628709923319457,0.06555209689739705,0.49199146207641153,0.5612080414422086,0.42277485148913385,0.9803921568627451,0.009812857465249817,0.02419169839335924,29.109560041910125,44.6352075357564,16.957560865465556,65.55209689739705
3,0.0009381533400219318,51.15,0.1433519949617029,0.1433519949617029,0.03879305145554371,0.24567801368479825,0.06353296715588796,0.36714204249738835,0.33876848808762167,0.39551559621784965,0.9818877551020408,0.005994643912124796,0.022844317578235452,17.435778738284597,43.67143168893396,16.179486877871458,63.53296715588797,0.23286924012401858,0.23286924012401858,0.09994654115341625,0.4022204969443527,0.06940471443558942,0.49839183295808254,0.5366053791607127,0.46017830278359206,0.960784317064686,0.009411596339613366,0.026098035474200875,27.781836808520872,44.29968660410379,17.667800135844384,69.40471443558941
4,0.0009045084971874737,49.41,0.13562703699278994,0.13562703699278994,0.03915569076701036,0.23455679690351292,0.05977406886970105,0.35417103167293834,0.32795607526691595,0.3803859889507294,0.9819940476190476,0.005801239325569905,0.02197415684761644,16.8815159371921,41.10778497443313,15.263317410303024,59.77406886970105,0.2371897749206265,0.2371897749206265,0.05264729560882438,0.34927372855632577,0.05943665384244518,0.49775931389391925,0.5782142425117707,0.41730439905025046,0.9719887971878052,0.010143518124391385,0.0239632294855031,29.85420317000368,39.46576078607588,17.43551905776755,59.43665384244518
5,0.0008644843137107057,47.61,0.12755556217565828,0.12755556217565828,0.037356515201188774,0.22104243981797678,0.0561303622108333,0.3409084579368838,0.31638728704582264,0.3654296317473561,0.983312074829932,0.0056000611903209265,0.021120238835055406,16.311076215031196,38.59831386429517,14.638448574941172,56.1303622108333,0.23530508448429802,0.23530508448429802,0.052028397317318356,0.3489911739899665,0.06165769322663128,0.4953690922560812,0.5633302698282301,0.42740786576471407,0.9747899159663865,0.009918211024066731,0.02455567599323784,29.053525435699136,41.93000518390778,16.688226994057278,61.65769322663128
6,0.0008187119948743448,48.25,0.12134790836142845,0.12134790836142845,0.03528974972076106,0.21025520291458183,0.053617544811801844,0.33089834504387006,0.3081753224539919,0.3536213682014115,0.9839285714285714,0.0054537055820708166,0.0204367152079433,15.897700902657444,36.80352923669377,14.118719984754236,53.61754481180184,0.22195258957832134,0.22195258957832134,0.059224676413863316,0.35020612543370544,0.06902885697886389,0.47908898319850785,0.5466126619266862,0.41156530138157327,0.9775910380841637,0.009608502321060048,0.02358238742861594,28.164236673286982,44.3565338349142,17.148720069795964,69.0288569788639
7,0.0007679133974894982,48.54,0.11494330057785625,0.11494330057785625,0.032810585374221664,0.19853222925646777,0.050778343193993276,0.32023424082467344,0.2988048419052241,0.34166364065643884,0.9855654761904762,0.005287612232753412,0.019747123298342942,15.417863652870363,34.98314525805363,13.65470186970362,50.77834319399328,0.23096855118328116,0.23096855118328116,0.03803049769325584,0.33133055879121404,0.062331508156381735,0.48843870426760333,0.5591498034007075,0.41772755396132377,0.9859943977591037,0.009832063931136989,0.023984442039781593,28.785826633123456,42.535019605433575,17.838353721285,62.33150815638174
8,0.0007128896457825362,49.04,0.10999398970989142,0.10999398970989142,0.03204172971867481,0.19067255713704492,0.04863683762801748,0.31279230308370526,0.2939821899545436,0.3316024129285293,0.9853528911564626,0.005204190641046077,0.019169030629960046,15.182916650257143,33.45818256287753,13.292876450277184,48.636837628017474,0.2207261315998243,0.2207261315998243,0.05082791790637482,0.3324322624533784,0.06087820512615666,0.4755859497715445,0.5444775931641501,0.4066943218227194,0.9775910364145658,0.009556571557773511,0.023299980825152385,27.973017558789387,41.878212895505236,17.53344422366162,60.87820512615666
9,0.0006545084971874736,51.49,0.10405015726478732,0.10405015726478732,0.03208521836885524,0.18223314066322482,0.04609776519391001,0.3019248177405117,0.2847451487771508,0.319104488244673,0.9854804421768707,0.005039072528380115,0.01844594086438012,14.713717615675359,31.797421979559523,12.794057731519535,46.097765193910014,0.2353471405282408,0.2353471405282408,0.036227055008755345,0.329828083682127,0.05825388701815231,0.4961816017367259,0.580007560196377,0.4123556303376911,0.9859943994287015,0.01017664500880016,0.02373687572339002,29.57694400988874,40.00840542175356,16.60663235368785,58.25388701815231
