epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,16.04,0.2978496463487507,0.028671077736671366,0.2006975444012167,0.07636349495414026,0.2770610390137521,0.5920787482418148,0.5077947663524436,0.6763627299010524,0.9655526061776062,0.009853038568279803,0.03958847399614032,28.671077736671368,0.30565352307982135,0.032697376521194685,0.2288816397597476,0.16879055955830743,0.39767219931805503,0.6097492143219593,0.5694012983339507,0.65009709683453,0.9523809557201481,0.011069693275223844,0.037709294393116016,32.697376521194684
1,0.0009842915805643156,15.9,0.2478298728990739,0.023634338355892872,0.16544036906658452,0.06369312409973167,0.22913349319148707,0.5201023035758251,0.41610958240207097,0.6240950191113019,0.9712234555984556,0.008082927952603253,0.036514073495238906,23.634338355892872,0.29213644593369725,0.0308915616772255,0.21624093145883383,0.15994973038258004,0.3761906607144353,0.587006144496907,0.5443809721984115,0.6296313336583412,0.9075630302188777,0.010462288963882363,0.036467451706570404,30.891561677225496
2,0.0009648882429441258,15.71,0.225913912633211,0.021890270009521814,0.1532318901313778,0.05361211892490682,0.2068440093151851,0.4883386827573813,0.3857413482021641,0.5909360177728661,0.9761100386100386,0.007486107872446647,0.03456163581129897,21.890270009521814,0.24865272169520541,0.026504102332585332,0.18552871465849943,0.05319400910152441,0.23872271898079986,0.5196719276470965,0.45709527006336287,0.5822485753802025,0.9775910380841637,0.008841740020944708,0.03372524401136473,26.504102332585333
3,0.0009381533400219318,16.09,0.20751188223656541,0.02084262092313711,0.14589834676401034,0.05364464629714784,0.19954299322656682,0.4623703754086292,0.3688098867657562,0.5559308718760502,0.9758687258687259,0.007158381488663234,0.032450542659372895,20.842620923137112,0.2467660553732506,0.028651590941666888,0.20056113959694444,0.14477473618436595,0.34533587957964557,0.5331664007751882,0.4924986056086062,0.5738342204013792,0.9523809557201481,0.009567737641955624,0.0330714163127817,28.65159094166689
4,0.0009045084971874737,16.33,0.19623004561685686,0.02022047051404779,0.1415432936954222,0.050179466889257826,0.191722759754041,0.44373314134402625,0.3577178229926636,0.5297484647583317,0.978824806949807,0.006939799247964009,0.030867389198320713,20.22047051404779,0.20888771550829002,0.02323140505263034,0.16261983593972792,0.04469825457833728,0.20731809079980984,0.4599646928430605,0.3988711654472084,0.5210581935253464,0.9747899159663865,0.007754863638963018,0.029980468942003756,23.23140505263034
5,0.0008644843137107057,16.17,0.1864715967629407,0.019500551687762085,0.13650386176399282,0.04969348825521508,0.1861973500102183,0.4276655246162046,0.3443861578422163,0.5109448924257949,0.9785834942084942,0.006685728102951206,0.02971968727912682,19.500551687762083,0.2236014455974269,0.026476822000424734,0.1853377557769209,0.04715218511866588,0.2324899369929017,0.4891106088956197,0.46434870287149893,0.513872524770368,0.9831932789805222,0.009016065940480022,0.029493854075920683,26.476822000424736
6,0.0008187119948743448,16.13,0.1775014022487471,0.01884853739190746,0.1319397618871858,0.04896863858111231,0.1809084003208687,0.41304941768811937,0.333101779164955,0.49299706156189377,0.9774975868725869,0.00646110058269503,0.028637838021323487,18.84853739190746,0.19975602480710722,0.023783767736759505,0.16648637405296668,0.05512697052429704,0.22161334151981257,0.4533423544312058,0.4074793026393869,0.49920542450512156,0.9691876767396259,0.007924815993338656,0.02847838771714717,23.783767736759508
7,0.0007679133974894982,16.22,0.1693276977562076,0.018178280155285904,0.1272479613890519,0.046755709769887466,0.1740036713225501,0.39941922094831134,0.3214257816895555,0.47741266463714216,0.9792471042471043,0.006239756781780467,0.02770959512549938,18.178280155285904,0.20658217504077933,0.024864519343656653,0.17405163674127488,0.0680433617753475,0.24209499985230068,0.4610138935368268,0.42470670097014485,0.4973210998776914,0.9663865546218487,0.008250612955989124,0.028339841076973772,24.864519343656653
8,0.0007128896457825362,16.07,0.16064030800777052,0.017584920012208717,0.12309444036953238,0.04496498754460178,0.16805942767950557,0.38475497843676093,0.3108341701932856,0.45867578691037003,0.9798503861003861,0.00603605984641836,0.0266064342586,17.584920012208716,0.1817958209277535,0.023450152364139464,0.16415106907946056,0.07551281065980092,0.239663880495798,0.42735489401496757,0.4072115563210987,0.4474982393055069,0.9663865546218487,0.007923254634955433,0.025408605995381913,23.450152364139463
9,0.0006545084971874736,16.0,0.15435297263635173,0.017175234167415895,0.12022663940564085,0.04523882837462667,0.1654654681452453,0.37464029436866286,0.3040753511503396,0.4452052394855897,0.9791867760617761,0.0059036861972085065,0.025835455981403244,17.175234167415894,0.20605144539133174,0.02552654620270435,0.1786858223649968,0.06207198432075376,0.2407578088823153,0.4501737481405755,0.4321497084379864,0.46819782298820023,0.9719887955182073,0.00844423424228191,0.026491210662892888,25.526546202704353
