iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,334,0.5,24,22,0.3333,29.83,0.3333,0.005133438855409622,0.3182404637336731,0.319319486618042,0.48740771412849426,-0.09872329235076904,0.041063979268074036,0.49547338485717773,0.004916778765618801,0.017059342935681343,0.3353746831417084,64,0.0119,0.333,5,0,3,1,5,0.6,,,,,,,0.29436713457107544,0.6621652841567993,2.1141271591186523,0.01497,,-1.0
1,703,0.4921,24,22,0.0,30.0,0.0,0.006716766394674778,0.31794804334640503,0.3253806233406067,0.35737091302871704,-0.09988157451152802,0.03898726776242256,0.37218672037124634,0.008518103510141373,0.014182445593178272,0.3728066086769104,64,0.0219,0.0,4,0,3,0,9,1.0,,,,,,,0.2679179310798645,0.7014179229736328,2.1406500339508057,0.01991,,-1.0
2,1064,0.4841,24,22,0.0,30.0,0.0,0.004955751355737448,0.340424120426178,0.31198805570602417,0.32669538259506226,-0.09989253431558609,0.023723836988210678,0.3741557002067566,0.005118802189826965,0.00996911060065031,0.3071851134300232,64,0.0101,0.0,4,0,3,1,8,0.875,,,,,,,0.3251867890357971,0.7288293838500977,2.0720162391662598,0.01974,,-1.0
3,1523,0.4762,24,22,0.1667,30.0,0.1667,0.005463048815727234,0.35246074199676514,0.33543166518211365,0.39741548895835876,-0.09915605932474136,0.023770391941070557,0.44257399439811707,0.0071778916753828526,0.012913533486425877,0.3226681053638458,64,0.007,0.167,1,0,5,0,9,0.889,,,,,,,0.3073004484176636,0.6969666481018066,1.9508309364318848,0.0197,,-1.0
4,1947,0.4683,24,21,0.2,30.0,0.2,0.004503704607486725,0.33184200525283813,0.33342063426971436,0.34758803248405457,-0.09992822259664536,0.015702299773693085,0.4049476981163025,0.00436385627835989,0.02232787385582924,0.3245736062526703,64,0.0096,0.2,2,0,8,0,4,1.0,,,,,,,0.307875394821167,0.6471238136291504,1.9717307090759277,0.01849,,-1.0
5,2370,0.4603,24,21,0.0,29.62,0.0,0.005351725034415722,0.33575528860092163,0.3282882273197174,0.7866763472557068,-0.0985465794801712,0.029224839061498642,0.8187339305877686,0.0035891318693757057,0.016078578308224678,0.39909061789512634,64,0.0122,0.0,2,0,7,1,6,0.833,,,,,,,0.24692784249782562,0.6329643726348877,2.095853805541992,0.0173,,-1.0
6,2816,0.4524,24,21,0.2857,30.0,0.2857,0.0053494395688176155,0.39069485664367676,0.40252411365509033,0.3444286286830902,-0.09869097918272018,0.031069999560713768,0.3742915093898773,0.0066373287700116634,0.013376154005527496,0.3799973428249359,64,0.0099,0.286,1,0,5,0,8,0.875,,,,,,,0.25971493124961853,0.6733579635620117,1.9278874397277832,0.01776,,-1.0
7,3269,0.4444,24,21,0.3333,30.0,0.3333,0.003224311862140894,0.30507951974868774,0.3011187016963959,0.4367815852165222,-0.0991751179099083,0.009739169850945473,0.5089481472969055,0.003077498869970441,0.015060446225106716,0.38225480914115906,64,0.0152,0.333,1,0,2,0,12,0.75,0.2212,0.8572,0.0,0,48,0,0.2594476640224457,0.6442597508430481,2.061750888824463,0.01835,0.0,0.0
8,3716,0.4365,24,21,0.0,29.25,0.0,0.011681082658469677,0.3149561882019043,0.30449599027633667,0.3363838493824005,-0.09871317446231842,0.025286493822932243,0.37688273191452026,0.005224180873483419,0.01528265792876482,0.4092688262462616,64,0.011,0.0,1,0,7,1,7,0.714,,,,,,,0.241193950176239,0.6837887763977051,2.098538637161255,0.01749,,0.0
9,4168,0.4286,24,21,0.0,30.0,0.0,0.0049485983327031136,0.27606844902038574,0.27200379967689514,0.40708836913108826,-0.09934010356664658,0.01388171873986721,0.47218430042266846,0.00282963365316391,0.01296144351363182,0.37048760056495667,64,0.0075,0.0,1,0,10,1,4,0.5,,,,,,,0.26813340187072754,0.6273877620697021,2.059927463531494,0.01607,,0.0
10,4625,0.4206,24,21,0.1429,30.0,0.1429,0.004092598799616098,0.23299294710159302,0.22123441100120544,0.357439786195755,-0.09512373805046082,0.01933724246919155,0.40843287110328674,0.0031171878799796104,0.010912341065704823,0.47513458132743835,64,0.013,0.143,1,0,6,0,8,0.875,,,,,,,0.2002037763595581,0.6602040529251099,2.006334066390991,0.01622,,0.0
11,4987,0.4127,24,21,0.0,30.0,0.0,0.004766153637319803,0.2618575096130371,0.25987473130226135,0.33388078212738037,-0.09747530519962311,0.022522203624248505,0.3810274600982666,0.0023989162873476744,0.010568410158157349,0.5034734010696411,64,0.0083,0.0,4,0,7,0,5,0.6,,,,,,,0.19360566139221191,0.6905076503753662,2.1348366737365723,0.01564,,0.0
12,5322,0.4048,24,20,0.0,30.0,0.0,0.005411745514720678,0.241893008351326,0.24656912684440613,0.38396596908569336,-0.09713330864906311,0.01528939139097929,0.4456076920032501,0.0036934742238372564,0.00982560683041811,0.6289645433425903,64,0.0074,0.0,5,0,6,0,5,0.8,,,,,,,0.15443366765975952,0.6791903376579285,1.830486536026001,0.01541,,0.0
13,5685,0.3968,24,20,0.2857,29.86,0.2857,0.004155577160418034,0.3061610460281372,0.32608115673065186,0.4189540147781372,-0.09852072596549988,0.023783018812537193,0.46376529335975647,0.0028912746347486973,0.012286845594644547,0.5762465596199036,64,0.0166,0.429,4,1,4,0,5,0.8,,,,,,,0.17096972465515137,0.7142660617828369,2.0771121978759766,0.01548,,0.0
14,6081,0.3889,24,20,0.0,30.0,0.0,0.0045908368192613125,0.23244443535804749,0.23720939457416534,0.3266376256942749,-0.0978982001543045,0.010233220644295216,0.397450715303421,0.003061084309592843,0.013237384147942066,0.529385507106781,64,0.019,0.0,3,0,7,0,6,0.833,0.1814,0.7343,0.0,0,48,0,0.18492799997329712,0.6158381700515747,2.1325559616088867,0.01529,0.0,0.0
15,6440,0.381,24,20,0.0,30.0,0.0,0.006400197744369507,0.2716001272201538,0.2837154269218445,0.3969595730304718,-0.09900932759046555,0.023594696074724197,0.439954936504364,0.0024436668027192354,0.017649099230766296,0.488441526889801,64,0.0154,0.0,4,0,5,0,7,0.571,,,,,,,0.20270457863807678,0.6599377989768982,2.081690788269043,0.01506,,0.0
16,6800,0.373,24,20,0.0,28.0,0.0,0.0026520618703216314,0.21676960587501526,0.22490574419498444,0.34292536973953247,-0.0974939689040184,0.01810471899807453,0.39498403668403625,0.0028791942168027163,0.018451746553182602,0.5325095057487488,64,0.0059,0.0,4,0,3,1,8,1.0,,,,,,,0.18308401107788086,0.5861893892288208,1.970400094985962,0.01544,,0.0
17,7196,0.3651,24,20,0.25,29.25,0.25,0.002973609371110797,0.2727033793926239,0.26926320791244507,0.41564494371414185,-0.09944193810224533,0.02536611631512642,0.45918968319892883,0.0018101666355505586,0.010329949669539928,0.42951011657714844,64,0.0231,0.5,3,1,2,0,9,1.0,,,,,,,0.23152409493923187,0.6165584325790405,1.9373310804367065,0.01598,,0.0
