iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,dir_err,dir_err_median,dir_track,sector_err,bin_hit_rate,bin_diag_rate,cond_sep,retry_at_1,retry_at_2,retry_at_3,retry_at_4,retry_bin_1,retry_bin_2,retry_bin_3,retry_bin_4,retry_bin_frac_1,retry_bin_frac_2,retry_bin_frac_3,retry_bin_frac_4,succ_bin_0,succ_bin_1,succ_bin_2,succ_bin_3,succ_bin_4,succ_bin_5,n_bin_0,n_bin_1,n_bin_2,n_bin_3,n_bin_4,n_bin_5,succ_g0,succ_g1,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,ff_grasp_miss,ff_no_release,ff_drop,ff_timeout,ff_human_contact,is_best,collect_s,train_s,eval_s,wall_s,c_episodes_b0,c_reached_standoff_b0,c_reached_grasp_b0,c_policy_closed_b0,c_success_b0,c_episodes_b1,c_reached_standoff_b1,c_reached_grasp_b1,c_policy_closed_b1,c_success_b1,c_episodes_b2,c_reached_standoff_b2,c_reached_grasp_b2,c_policy_closed_b2,c_success_b2,c_episodes_b3,c_reached_standoff_b3,c_reached_grasp_b3,c_policy_closed_b3,c_success_b3,c_episodes_b4,c_reached_standoff_b4,c_reached_grasp_b4,c_policy_closed_b4,c_success_b4,c_episodes_b5,c_reached_standoff_b5,c_reached_grasp_b5,c_policy_closed_b5,c_success_b5,n_b0,close_rate_b0,near_rate_b0,grasp_rate_b0,success_rate_b0,box_chance_rate_b0,box_taken_rate_b0,miss_given_box_b0,close_success_rate_b0,mean_box_frac_b0,eval_min_pos_b0,eval_min_rot_b0,mean_pos_err_b0,mean_rot_err_b0,dir_err_b0,dir_track_b0,sector_err_b0,bin_hit_rate_b0,bin_diag_rate_b0,f_grasp_ok_b0,f_grasp_miss_b0,f_no_release_b0,f_drop_b0,f_timeout_b0,f_human_contact_b0,ff_grasp_miss_b0,ff_no_release_b0,ff_drop_b0,ff_timeout_b0,ff_human_contact_b0,n_b1,close_rate_b1,near_rate_b1,grasp_rate_b1,success_rate_b1,box_chance_rate_b1,box_taken_rate_b1,miss_given_box_b1,close_success_rate_b1,mean_box_frac_b1,eval_min_pos_b1,eval_min_rot_b1,mean_pos_err_b1,mean_rot_err_b1,dir_err_b1,dir_track_b1,sector_err_b1,bin_hit_rate_b1,bin_diag_rate_b1,f_grasp_ok_b1,f_grasp_miss_b1,f_no_release_b1,f_drop_b1,f_timeout_b1,f_human_contact_b1,ff_grasp_miss_b1,ff_no_release_b1,ff_drop_b1,ff_timeout_b1,ff_human_contact_b1,n_b2,close_rate_b2,near_rate_b2,grasp_rate_b2,success_rate_b2,box_chance_rate_b2,box_taken_rate_b2,miss_given_box_b2,close_success_rate_b2,mean_box_frac_b2,eval_min_pos_b2,eval_min_rot_b2,mean_pos_err_b2,mean_rot_err_b2,dir_err_b2,dir_track_b2,sector_err_b2,bin_hit_rate_b2,bin_diag_rate_b2,f_grasp_ok_b2,f_grasp_miss_b2,f_no_release_b2,f_drop_b2,f_timeout_b2,f_human_contact_b2,ff_grasp_miss_b2,ff_no_release_b2,ff_drop_b2,ff_timeout_b2,ff_human_contact_b2,n_b3,close_rate_b3,near_rate_b3,grasp_rate_b3,success_rate_b3,box_chance_rate_b3,box_taken_rate_b3,miss_given_box_b3,close_success_rate_b3,mean_box_frac_b3,eval_min_pos_b3,eval_min_rot_b3,mean_pos_err_b3,mean_rot_err_b3,dir_err_b3,dir_track_b3,sector_err_b3,bin_hit_rate_b3,bin_diag_rate_b3,f_grasp_ok_b3,f_grasp_miss_b3,f_no_release_b3,f_drop_b3,f_timeout_b3,f_human_contact_b3,ff_grasp_miss_b3,ff_no_release_b3,ff_drop_b3,ff_timeout_b3,ff_human_contact_b3,n_b4,close_rate_b4,near_rate_b4,grasp_rate_b4,success_rate_b4,box_chance_rate_b4,box_taken_rate_b4,miss_given_box_b4,close_success_rate_b4,mean_box_frac_b4,eval_min_pos_b4,eval_min_rot_b4,mean_pos_err_b4,mean_rot_err_b4,dir_err_b4,dir_track_b4,sector_err_b4,bin_hit_rate_b4,bin_diag_rate_b4,f_grasp_ok_b4,f_grasp_miss_b4,f_no_release_b4,f_drop_b4,f_timeout_b4,f_human_contact_b4,ff_grasp_miss_b4,ff_no_release_b4,ff_drop_b4,ff_timeout_b4,ff_human_contact_b4,n_b5,close_rate_b5,near_rate_b5,grasp_rate_b5,success_rate_b5,box_chance_rate_b5,box_taken_rate_b5,miss_given_box_b5,close_success_rate_b5,mean_box_frac_b5,eval_min_pos_b5,eval_min_rot_b5,mean_pos_err_b5,mean_rot_err_b5,dir_err_b5,dir_track_b5,sector_err_b5,bin_hit_rate_b5,bin_diag_rate_b5,f_grasp_ok_b5,f_grasp_miss_b5,f_no_release_b5,f_drop_b5,f_timeout_b5,f_human_contact_b5,ff_grasp_miss_b5,ff_no_release_b5,ff_drop_b5,ff_timeout_b5,ff_human_contact_b5
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,966,20285,0.0,50,0.1028,0.9964,0.2113,0.9794,0.1966,25.2901,14.8391,38.0811,0.4536,0.4227,0.0052,0.5722,0.7928,0.0052,0.0,0.0,0.3918,0.8026,0.0876,0.2237,2.9474,0.4058,,,,0.1034,1.0131,0.1725,0.1069,1.547,22.3514,54.1882,44.4281,0.3979,69.2721,0.1034,0.5345,0.1569,0.47,0.53,0.54,0.54,0,1,3,5,0.54,0.322,0.4138,0.8333,0.6111,0.303,0.5135,0.32,0.3158,0.4615,54.0,33.0,37.0,25.0,19.0,26.0,0.47,0.3898,0.4536,0.0,0.0412,0.2371,0.0464,0.2216,0.0,0.0755,0.434,0.0849,0.4057,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.7407,0.0185,0.5556,0.6111,0.3333,0.8333,0.1667,0.825,0.353,0.0971,1.0356,0.1018,1.7817,41.9269,0.5341,40.2743,0.2353,0.7451,0.6111,0.0,0.0741,0.1667,0.037,0.1111,0.0,0.1905,0.4286,0.0952,0.2857,33,0.3636,0.0,0.303,0.303,0.5152,0.5882,0.4118,0.8333,0.5071,0.1153,0.8441,0.1023,1.1632,82.671,0.0814,109.9201,0.0,0.3043,0.303,0.0,0.0,0.2424,0.0,0.4545,0.0,0.0,0.3478,0.0,0.6522,37,0.5405,0.0,0.5135,0.5135,0.5135,0.8421,0.1579,0.95,0.5108,0.0912,0.9731,0.0999,1.2193,61.0217,0.322,49.7059,0.1818,0.4545,0.5135,0.0,0.027,0.1081,0.0541,0.2973,0.0,0.0556,0.2222,0.1111,0.6111,25,0.52,0.0,0.24,0.32,0.32,0.875,0.25,0.6154,0.2522,0.1331,1.2095,0.1318,1.8192,49.9273,0.4453,111.7392,0.0,0.48,0.32,0.0,0.04,0.52,0.0,0.12,0.0,0.0588,0.7647,0.0,0.1765,19,0.4211,0.0,0.3158,0.3158,0.2105,1.0,0.0,0.75,0.3491,0.1028,1.1817,0.1258,1.5405,54.111,0.3988,61.8899,0.0,0.5,0.3158,0.0,0.0526,0.1053,0.2632,0.2632,0.0,0.0769,0.1538,0.3846,0.3846,26,0.6923,0.0,0.4231,0.4615,0.3846,0.9,0.2,0.6667,0.427,0.0908,0.9261,0.1028,1.4515,48.0475,0.4661,80.1417,0.0,0.5,0.4615,0.0,0.0385,0.3846,0.0,0.1154,0.0,0.0714,0.7143,0.0,0.2143
1,0.9,190,190,7391,0,187,59,52,371,0,0,0,6686,1,1,40,0,0,0,126,0.040772,6678,1.0,0.1309,0.3216,18.0,52,0,92,46,0,0,0.2105,0.2105,0.0,0.0316,0.1842,0.0895,0.0,0.4842,,,0,0,0.0,52,7339,0.0292,183,2,1015,21965,0.0765,15,0.1889,0.9828,0.2005,0.9778,0.1962,30.4471,18.5957,44.2953,0.4175,0.4072,0.0052,0.5515,0.757,0.0052,0.0,0.0,0.3608,0.8,0.0928,0.2571,3.6143,0.3872,,,,0.105,1.0438,0.1732,0.1061,1.5285,26.9252,52.0168,43.1768,0.422,65.2124,0.1638,0.5537,0.2861,0.36,0.54,0.57,0.57,0,1,3,5,0.54,0.322,0.4138,0.8333,0.4444,0.1818,0.5405,0.12,0.6316,0.6154,54.0,33.0,37.0,25.0,19.0,26.0,0.36,0.4915,0.4175,0.0,0.0876,0.232,0.0464,0.2165,0.0,0.1504,0.3982,0.0796,0.3717,0,151.4,268.6,77.3,497.4,62,17,14,0,9,41,14,11,0,7,34,11,11,1,10,20,5,4,0,3,13,5,5,0,4,19,7,7,0,7,54,0.6667,0.0,0.4444,0.4444,0.3333,0.8333,0.2778,0.6667,0.3609,0.1069,1.0973,0.1066,1.7274,40.3585,0.5516,42.3821,0.2407,0.7778,0.4444,0.0,0.1852,0.2037,0.0926,0.0741,0.0,0.3333,0.3667,0.1667,0.1333,33,0.2424,0.0,0.1515,0.1818,0.303,0.5,0.6,0.75,0.3315,0.1087,0.8975,0.0808,0.9739,78.7636,0.1248,99.5389,0.0667,0.1333,0.1818,0.0,0.0,0.3939,0.0303,0.3939,0.0,0.0,0.4815,0.037,0.4815,37,0.6486,0.0,0.5135,0.5405,0.4054,0.8667,0.2,0.8333,0.4049,0.0895,1.0179,0.0984,1.562,46.8867,0.479,44.0482,0.2286,0.5714,0.5405,0.0,0.0811,0.1892,0.0,0.1892,0.0,0.1765,0.4118,0.0,0.4118,25,0.32,0.0,0.12,0.12,0.2,0.4,0.6,0.375,0.2506,0.1306,1.1798,0.1315,1.4998,64.3437,0.2851,108.553,0.0,0.35,0.12,0.0,0.08,0.36,0.0,0.44,0.0,0.0909,0.4091,0.0,0.5,19,0.6842,0.0526,0.6316,0.6316,0.3158,1.0,0.0,0.9231,0.4006,0.1026,1.1743,0.1132,1.4112,51.949,0.4228,57.1905,0.2353,0.6471,0.6316,0.0,0.0526,0.1579,0.0526,0.1053,0.0,0.1429,0.4286,0.1429,0.2857,26,0.6923,0.0,0.6154,0.6154,0.6154,0.9375,0.0625,0.8889,0.6091,0.0957,0.9292,0.1103,1.4299,40.6508,0.5483,75.3722,0.0952,0.6667,0.6154,0.0,0.0385,0.0769,0.0769,0.1923,0.0,0.1,0.2,0.2,0.5
2,0.8938,184,184,6906,0,183,54,42,328,0,0,1,6158,2,2,62,0,0,0,88,0.18305,6155,0.9688,0.1252,0.3683,29.0,42,0,74,68,0,0,0.1793,0.1793,0.0,0.0217,0.2065,0.1902,0.0,0.4022,,,43,0,0.0025,42,6864,0.0327,66,3,1057,23451,0.135,15,0.205,0.9799,0.2035,0.9825,0.2035,29.6644,18.528,42.9341,0.4278,0.4381,0.0,0.4845,0.883,0.0,0.0,,0.3299,0.9062,0.0309,0.0938,1.9062,0.3407,,,,0.107,1.0621,0.1941,0.1118,1.4734,23.8191,56.4807,47.9888,0.3724,70.7406,0.1474,0.5,0.2398,0.48,0.56,0.57,0.57,0,1,3,5,0.54,0.322,0.4138,0.8333,0.6111,0.1818,0.5676,0.2,0.4737,0.3462,54.0,33.0,37.0,25.0,19.0,26.0,0.48,0.3898,0.4278,0.0,0.0567,0.3299,0.0052,0.1804,0.0,0.0991,0.5766,0.009,0.3153,0,132.3,283.9,68.3,484.5,40,12,9,0,7,31,14,10,0,6,44,11,10,1,8,27,6,4,0,4,18,6,4,0,4,21,5,5,1,4,54,0.7222,0.0,0.6296,0.6111,0.4074,1.0,0.0,0.8462,0.4407,0.1006,1.0681,0.1205,1.5507,40.3457,0.5517,44.2844,0.2593,0.7593,0.6111,0.0,0.1111,0.2037,0.0185,0.0556,0.0,0.2857,0.5238,0.0476,0.1429,33,0.1818,0.0,0.1818,0.1818,0.2424,0.625,0.375,1.0,0.2455,0.1247,0.9225,0.0601,0.955,98.3362,-0.0926,114.2178,0.0,0.1613,0.1818,0.0,0.0,0.5152,0.0,0.303,0.0,0.0,0.6296,0.0,0.3704,37,0.6757,0.0,0.5946,0.5676,0.4865,1.0,0.0,0.84,0.4402,0.0917,1.03,0.0999,1.4331,43.6912,0.5145,46.6627,0.2432,0.5405,0.5676,0.0,0.1081,0.2162,0.0,0.1081,0.0,0.25,0.5,0.0,0.25,25,0.24,0.0,0.2,0.2,0.2,0.8,0.2,0.8333,0.1918,0.1337,1.1975,0.1588,1.8372,83.9461,0.0673,112.3276,0.0,0.0417,0.2,0.0,0.04,0.64,0.0,0.12,0.0,0.05,0.8,0.0,0.15,19,0.4737,0.0,0.4737,0.4737,0.2105,1.0,0.0,1.0,0.2922,0.106,1.2447,0.1089,1.4511,54.3714,0.3959,52.5967,0.2778,0.5,0.4737,0.0,0.0,0.2105,0.0,0.3158,0.0,0.0,0.4,0.0,0.6,26,0.3462,0.0,0.3462,0.3462,0.2692,0.7143,0.2857,1.0,0.2912,0.0948,1.0091,0.1137,1.3765,34.3954,0.6178,82.2877,0.0,0.7308,0.3462,0.0,0.0,0.3077,0.0,0.3462,0.0,0.0,0.4706,0.0,0.5294
3,0.8875,180,180,6657,0,180,70,57,426,0,0,0,5949,0,0,42,0,0,0,154,0.027147,5937,0.9375,0.1079,0.3152,,57,0,74,49,0,0,0.2556,0.2556,0.0,0.0333,0.1889,0.1111,0.0,0.4111,,,53,1,0.1933,57,6600,0.0322,77,4,1113,25251,0.1967,15,0.2077,0.982,0.221,0.9778,0.221,31.6803,19.4283,46.1201,0.4072,0.4021,0.0103,0.4639,0.8778,0.0103,0.0,0.0,0.3608,0.8714,0.0515,0.1429,1.8286,0.3501,,,,0.1011,1.0715,0.1848,0.1042,1.4177,24.0556,56.5111,44.4704,0.3721,68.4606,0.1564,0.5251,0.2763,0.46,0.56,0.58,0.58,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5556,0.2424,0.5676,0.2,0.4211,0.2692,54.0,33.0,37.0,25.0,19.0,26.0,0.46,0.3729,0.4072,0.0,0.0258,0.3608,0.0,0.2062,0.0,0.0435,0.6087,0.0,0.3478,0,134.8,297.2,64.0,496.0,40,20,17,0,15,36,8,6,0,4,31,7,5,0,4,30,15,11,0,9,21,9,9,0,8,21,11,9,0,6,54,0.6667,0.0185,0.5556,0.5556,0.463,0.92,0.04,0.8333,0.4063,0.0957,1.0849,0.1119,1.5162,38.2843,0.5746,46.5324,0.1961,0.7451,0.5556,0.0,0.0741,0.2407,0.0,0.1296,0.0,0.1667,0.5417,0.0,0.2917,33,0.2727,0.0303,0.2424,0.2424,0.2727,0.8889,0.2222,0.8889,0.3086,0.1182,0.9331,0.0823,1.0271,100.3232,-0.1147,108.7107,0.0,0.2308,0.2424,0.0,0.0,0.5455,0.0,0.2121,0.0,0.0,0.72,0.0,0.28,37,0.6486,0.0,0.5405,0.5676,0.4865,0.9444,0.1111,0.875,0.4699,0.0839,1.0283,0.0972,1.3758,50.6416,0.4373,41.8802,0.3235,0.5,0.5676,0.0,0.0,0.2973,0.0,0.1351,0.0,0.0,0.6875,0.0,0.3125,25,0.2,0.0,0.2,0.2,0.28,0.5714,0.4286,1.0,0.2416,0.1285,1.1973,0.1308,1.6196,71.5413,0.2051,109.4872,0.0,0.32,0.2,0.0,0.0,0.52,0.0,0.28,0.0,0.0,0.65,0.0,0.35,19,0.4737,0.0,0.4211,0.4211,0.2632,0.8,0.2,0.8889,0.3459,0.0963,1.2502,0.0998,1.3315,60.0173,0.3331,50.4511,0.2778,0.5,0.4211,0.0,0.0526,0.1053,0.0,0.4211,0.0,0.0909,0.1818,0.0,0.7273,26,0.2692,0.0,0.2692,0.2692,0.2308,0.8333,0.1667,1.0,0.2229,0.0925,1.0292,0.1028,1.524,38.5569,0.5716,79.4234,0.08,0.64,0.2692,0.0,0.0,0.5,0.0,0.2308,0.0,0.0,0.6842,0.0,0.3158
4,0.8812,156,156,6000,0,156,45,40,284,0,0,0,5299,0,0,39,0,0,0,96,0.098792,5295,0.9062,0.1282,0.3424,,40,0,70,46,0,0,0.1987,0.1987,0.0064,0.0385,0.1474,0.1603,0.0,0.4487,,,76,0,0.0139,40,5960,0.0307,66,5,1153,26612,0.2377,15,0.2159,0.9794,0.2142,0.9857,0.2128,32.9224,19.3358,46.8566,0.366,0.366,0.0,0.5052,0.7245,0.0,0.0,,0.3557,0.8841,0.0773,0.2174,3.2609,0.3343,,,,0.0976,1.1276,0.1787,0.1052,1.3936,25.7245,50.9561,42.3454,0.4338,69.8775,0.1183,0.5538,0.2114,0.43,0.5,0.52,0.52,0,1,3,5,0.54,0.322,0.4138,0.8333,0.537,0.1818,0.3784,0.28,0.5263,0.1923,54.0,33.0,37.0,25.0,19.0,26.0,0.43,0.2712,0.366,0.0,0.1031,0.2887,0.0258,0.2165,0.0,0.1626,0.4553,0.0407,0.3415,0,112.3,304.9,74.4,491.6,29,9,9,0,7,41,11,10,0,6,27,8,7,0,7,20,8,7,0,5,15,3,2,0,2,23,6,5,0,4,54,0.7963,0.0,0.5185,0.537,0.463,0.92,0.2,0.6744,0.4014,0.0949,1.198,0.1102,1.5239,30.0277,0.6664,49.1261,0.1111,0.8519,0.537,0.0,0.1852,0.2037,0.0185,0.0556,0.0,0.4,0.44,0.04,0.12,33,0.303,0.0,0.1818,0.1818,0.303,0.7,0.5,0.6,0.3092,0.1042,0.989,0.0968,1.0244,81.4388,0.0951,102.3926,0.0345,0.2414,0.1818,0.0,0.0909,0.3636,0.0303,0.3333,0.0,0.1111,0.4444,0.037,0.4074,37,0.5135,0.0,0.3784,0.3784,0.3243,0.9167,0.0833,0.7368,0.294,0.0845,1.0968,0.0909,1.3864,52.9176,0.412,56.7692,0.0857,0.4286,0.3784,0.0,0.1081,0.2973,0.027,0.1892,0.0,0.1739,0.4783,0.0435,0.3043,25,0.28,0.0,0.28,0.28,0.28,0.8571,0.1429,1.0,0.2604,0.1244,1.2305,0.1377,1.6997,69.8362,0.224,92.629,0.0435,0.1739,0.28,0.0,0.0,0.32,0.0,0.4,0.0,0.0,0.4444,0.0,0.5556,19,0.5789,0.0,0.5263,0.5263,0.5263,0.9,0.2,0.9091,0.5317,0.0978,1.2468,0.1126,1.3104,60.0525,0.3328,49.2587,0.4211,0.6316,0.5263,0.0,0.0,0.2105,0.0526,0.2105,0.0,0.0,0.4444,0.1111,0.4444,26,0.3077,0.0,0.2308,0.1923,0.1923,1.0,0.2,0.625,0.2111,0.0876,1.0152,0.0839,1.0183,34.4334,0.6174,89.2966,0.1154,0.7308,0.1923,0.0,0.1154,0.3846,0.0385,0.2692,0.0,0.1429,0.4762,0.0476,0.3333
5,0.875,198,198,7597,0,196,72,56,403,0,0,0,6629,2,3,52,0,0,0,146,0.030397,6620,0.875,0.1013,0.3361,28.0,56,0,86,56,0,0,0.2273,0.2273,0.0,0.0152,0.2323,0.0909,0.0,0.4343,,,108,0,0.015,56,7541,0.0299,188,6,1208,28487,0.2879,15,0.2165,0.9795,0.2191,0.9841,0.2191,30.8917,18.1808,44.933,0.366,0.366,0.0103,0.4588,0.7978,0.0103,0.0,0.0,0.3763,0.863,0.067,0.1781,2.1096,0.349,,,,0.1044,1.0843,0.1835,0.1031,1.3815,23.3483,52.4183,37.539,0.4176,70.6118,0.0955,0.5787,0.1807,0.42,0.5,0.51,0.51,0,1,3,5,0.54,0.322,0.4138,0.8333,0.537,0.1515,0.5135,0.2,0.4737,0.1538,54.0,33.0,37.0,25.0,19.0,26.0,0.42,0.339,0.366,0.0052,0.0464,0.4021,0.0103,0.1701,0.0081,0.0732,0.6341,0.0163,0.2683,0,146.2,327.2,65.5,539.1,54,22,16,1,12,40,10,6,1,3,36,11,10,0,9,25,7,5,0,4,14,7,7,0,6,24,14,11,0,10,54,0.6296,0.0185,0.5185,0.537,0.4074,0.9091,0.0455,0.8529,0.3677,0.0976,1.0772,0.1092,1.4807,33.2469,0.6306,52.5279,0.0566,0.7547,0.537,0.0,0.0556,0.3333,0.037,0.037,0.0,0.12,0.72,0.08,0.08,33,0.303,0.0,0.1818,0.1515,0.2727,0.7778,0.5556,0.5,0.303,0.1206,0.9805,0.0868,1.1548,103.6566,-0.1517,111.5006,0.0,0.24,0.1515,0.0,0.0909,0.6667,0.0,0.0909,0.0,0.1071,0.7857,0.0,0.1071,37,0.6486,0.0,0.5405,0.5135,0.5135,0.9474,0.0526,0.7917,0.4506,0.0898,1.05,0.1023,1.4257,40.0471,0.555,44.6189,0.25,0.6667,0.5135,0.0,0.0541,0.2973,0.0,0.1351,0.0,0.1111,0.6111,0.0,0.2778,25,0.2,0.0,0.2,0.2,0.28,0.7143,0.2857,1.0,0.2678,0.1382,1.2181,0.1102,1.363,74.6989,0.17,106.7633,0.0,0.2273,0.2,0.0,0.0,0.44,0.0,0.36,0.0,0.0,0.55,0.0,0.45,19,0.5263,0.0,0.4211,0.4737,0.4737,0.8889,0.1111,0.9,0.4339,0.095,1.2394,0.1141,1.3515,70.6086,0.2155,55.9829,0.25,0.5,0.4737,0.0526,0.0,0.2632,0.0,0.2105,0.1,0.0,0.5,0.0,0.4,26,0.2308,0.0385,0.1538,0.1538,0.2692,0.7143,0.4286,0.6667,0.2402,0.093,1.0375,0.0749,1.0853,29.3132,0.6743,82.562,0.0385,0.7692,0.1538,0.0,0.0385,0.4231,0.0,0.3846,0.0,0.0455,0.5,0.0,0.4545
6,0.8688,196,196,7613,0,196,59,44,341,0,0,0,6633,1,1,54,0,0,0,88,0.041174,6631,0.8438,0.123,0.3295,49.0,44,0,94,58,0,0,0.1735,0.1735,0.0,0.0255,0.2041,0.1173,0.0,0.4796,,,127,3,0.2745,44,7569,0.0308,93,7,1251,29940,0.3225,15,0.2248,0.9802,0.223,0.9857,0.223,31.4715,19.2823,44.6964,0.4175,0.4175,0.0155,0.4948,0.8438,0.0155,0.0,0.0,0.3454,0.9104,0.0412,0.1194,1.9851,0.3511,,,,0.102,1.0847,0.1805,0.0995,1.382,27.0104,52.9791,43.4088,0.4113,68.5694,0.1326,0.5746,0.2734,0.49,0.57,0.58,0.58,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5556,0.1818,0.5135,0.2,0.7368,0.2692,54.0,33.0,37.0,25.0,19.0,26.0,0.49,0.3729,0.4175,0.0052,0.0412,0.3608,0.0052,0.1701,0.0088,0.0708,0.6195,0.0088,0.292,0,144.3,344.2,69.1,557.8,46,10,8,0,6,42,14,11,0,8,40,15,11,1,9,25,7,4,0,3,17,5,4,0,3,24,8,6,0,5,54,0.6667,0.0185,0.5926,0.5556,0.3704,1.0,0.0,0.8333,0.39,0.0938,1.0998,0.0976,1.4463,38.5656,0.5715,43.7455,0.2642,0.7547,0.5556,0.0,0.0556,0.2778,0.0185,0.0926,0.0,0.125,0.625,0.0417,0.2083,33,0.2121,0.0,0.1515,0.1818,0.303,0.5,0.5,0.8571,0.2857,0.1118,0.9404,0.0948,1.0165,96.4265,-0.0714,115.0509,0.0,0.2308,0.1818,0.0,0.0303,0.5455,0.0,0.2424,0.0,0.037,0.6667,0.0,0.2963,37,0.6216,0.0,0.5135,0.5135,0.4324,1.0,0.0,0.8261,0.4142,0.0927,1.0988,0.0928,1.4268,47.1126,0.4765,59.8067,0.0833,0.6111,0.5135,0.0,0.0811,0.2703,0.0,0.1351,0.0,0.1667,0.5556,0.0,0.2778,25,0.28,0.0,0.2,0.2,0.16,1.0,0.25,0.7143,0.209,0.1179,1.1757,0.1111,1.3443,65.5921,0.2712,87.197,0.0,0.2609,0.2,0.04,0.04,0.48,0.0,0.24,0.05,0.05,0.6,0.0,0.3,19,0.8421,0.0526,0.6842,0.7368,0.5263,1.0,0.1,0.875,0.5091,0.1046,1.2233,0.1113,1.4246,43.5952,0.5156,45.6815,0.3889,0.7778,0.7368,0.0,0.0,0.2105,0.0,0.0526,0.0,0.0,0.8,0.0,0.2,26,0.2692,0.0385,0.2692,0.2692,0.2692,0.8571,0.1429,1.0,0.2849,0.1023,1.0276,0.0971,1.2098,41.9508,0.5339,84.8155,0.0,0.64,0.2692,0.0,0.0,0.4231,0.0,0.3077,0.0,0.0,0.5789,0.0,0.4211
7,0.8625,186,186,7475,0,182,54,44,318,0,0,4,6486,1,1,36,0,0,0,78,0.028524,6481,0.8125,0.1327,0.3312,18.0,44,0,102,40,0,0,0.1828,0.1828,0.0,0.0538,0.1613,0.0538,0.0,0.5484,,,142,2,0.1939,44,7431,0.0299,146,8,1293,31442,0.3548,15,0.2268,0.9811,0.237,0.9825,0.237,31.2447,20.5523,44.3679,0.433,0.4124,0.0052,0.4897,0.8842,0.0103,0.0052,0.5,0.3454,0.8955,0.0412,0.1194,2.4776,0.3436,,,,0.1025,1.0973,0.1811,0.109,1.475,25.9368,52.8181,42.3873,0.4131,68.2945,0.1257,0.5519,0.3482,0.48,0.58,0.61,0.61,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5741,0.2424,0.4865,0.28,0.6316,0.3077,54.0,33.0,37.0,25.0,19.0,26.0,0.48,0.3729,0.433,0.0,0.0309,0.3454,0.0103,0.1804,0.0,0.0545,0.6091,0.0182,0.3182,0,139.1,361.0,67.0,567.2,46,9,9,1,7,36,14,9,0,6,40,13,10,0,9,18,3,3,0,2,19,7,6,0,5,24,6,5,0,4,54,0.6296,0.0,0.5185,0.5741,0.2963,1.0,0.0,0.9118,0.3144,0.104,1.1792,0.1229,1.6525,35.601,0.6044,49.1601,0.1111,0.6852,0.5741,0.0,0.0556,0.3333,0.0,0.037,0.0,0.1304,0.7826,0.0,0.087,33,0.3333,0.0,0.2424,0.2424,0.2424,0.75,0.25,0.7273,0.256,0.1064,1.0024,0.0855,0.9487,86.8954,0.0345,106.9684,0.0385,0.2308,0.2424,0.0,0.0303,0.4242,0.0,0.303,0.0,0.04,0.56,0.0,0.4,37,0.5676,0.0,0.4865,0.4865,0.5135,0.8947,0.1053,0.8571,0.4672,0.0966,1.1172,0.104,1.7106,45.7773,0.4914,57.0333,0.1714,0.6,0.4865,0.0,0.0541,0.2162,0.027,0.2162,0.0,0.1053,0.4211,0.0526,0.4211,25,0.28,0.0,0.28,0.28,0.2,0.8,0.2,1.0,0.249,0.107,1.0328,0.0936,0.9238,65.1225,0.2764,83.8042,0.0417,0.375,0.28,0.0,0.0,0.36,0.04,0.32,0.0,0.0,0.5,0.0556,0.4444,19,0.6842,0.0526,0.5789,0.6316,0.5263,1.0,0.1,0.9231,0.5027,0.0984,1.2715,0.1101,1.4953,64.4415,0.284,48.3,0.5,0.6667,0.6316,0.0,0.0,0.2632,0.0,0.1053,0.0,0.0,0.7143,0.0,0.2857,26,0.3462,0.0,0.3077,0.3077,0.3462,0.7778,0.2222,0.8889,0.314,0.1012,0.9538,0.1069,1.2976,44.5729,0.5047,84.0463,0.0,0.6154,0.3077,0.0,0.0,0.5,0.0,0.1923,0.0,0.0,0.7222,0.0,0.2778
