iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,shield_policy,shield_jolt_reject,shield_blind,replan_pin,pin_goal_moved,plane_policy,plane_jolt_reject,dart_scale,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,dir_err,dir_err_median,dir_track,sector_err,bin_hit_rate,bin_diag_rate,cond_sep,success_rate_in_table,n_in_table,dir_n,dir_n_short,retry_at_1,retry_at_2,retry_at_3,retry_at_4,retry_at_5,retry_at_6,retry_n_1,retry_n_2,retry_n_3,retry_n_4,retry_n_5,retry_n_6,retry_at_1_deep,retry_at_2_deep,retry_at_3_deep,retry_at_4_deep,retry_at_5_deep,retry_at_6_deep,retry_bin_1,retry_bin_2,retry_bin_3,retry_bin_4,retry_bin_5,retry_bin_6,retry_bin_frac_1,retry_bin_frac_2,retry_bin_frac_3,retry_bin_frac_4,retry_bin_frac_5,retry_bin_frac_6,succ_bin_0,succ_bin_1,succ_bin_2,succ_bin_3,succ_bin_4,succ_bin_5,n_bin_0,n_bin_1,n_bin_2,n_bin_3,n_bin_4,n_bin_5,succ_bin_all_0,succ_bin_all_1,succ_bin_all_2,succ_bin_all_3,succ_bin_all_4,succ_bin_all_5,n_bin_all_0,n_bin_all_1,n_bin_all_2,n_bin_all_3,n_bin_all_4,n_bin_all_5,succ_g0,succ_g1,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,ff_grasp_miss,ff_no_release,ff_drop,ff_timeout,ff_human_contact,is_best,collect_s,train_s,eval_s,wall_s,c_episodes_b0,c_reached_standoff_b0,c_reached_grasp_b0,c_policy_closed_b0,c_success_b0,c_episodes_b1,c_reached_standoff_b1,c_reached_grasp_b1,c_policy_closed_b1,c_success_b1,c_episodes_b2,c_reached_standoff_b2,c_reached_grasp_b2,c_policy_closed_b2,c_success_b2,c_episodes_b3,c_reached_standoff_b3,c_reached_grasp_b3,c_policy_closed_b3,c_success_b3,c_episodes_b4,c_reached_standoff_b4,c_reached_grasp_b4,c_policy_closed_b4,c_success_b4,c_episodes_b5,c_reached_standoff_b5,c_reached_grasp_b5,c_policy_closed_b5,c_success_b5,co_grasp_ok_b0,co_grasp_miss_b0,co_no_release_b0,co_drop_b0,co_human_contact_b0,co_bench_timeout_b0,co_timeout_b0,co_grasp_ok_b1,co_grasp_miss_b1,co_no_release_b1,co_drop_b1,co_human_contact_b1,co_bench_timeout_b1,co_timeout_b1,co_grasp_ok_b2,co_grasp_miss_b2,co_no_release_b2,co_drop_b2,co_human_contact_b2,co_bench_timeout_b2,co_timeout_b2,co_grasp_ok_b3,co_grasp_miss_b3,co_no_release_b3,co_drop_b3,co_human_contact_b3,co_bench_timeout_b3,co_timeout_b3,co_grasp_ok_b4,co_grasp_miss_b4,co_no_release_b4,co_drop_b4,co_human_contact_b4,co_bench_timeout_b4,co_timeout_b4,co_grasp_ok_b5,co_grasp_miss_b5,co_no_release_b5,co_drop_b5,co_human_contact_b5,co_bench_timeout_b5,co_timeout_b5,c_min_pos_b0,c_min_rot_b0,c_min_pos_b1,c_min_rot_b1,c_min_pos_b2,c_min_rot_b2,c_min_pos_b3,c_min_rot_b3,c_min_pos_b4,c_min_rot_b4,c_min_pos_b5,c_min_rot_b5,n_b0,close_rate_b0,near_rate_b0,grasp_rate_b0,success_rate_b0,box_chance_rate_b0,box_taken_rate_b0,miss_given_box_b0,close_success_rate_b0,mean_box_frac_b0,eval_min_pos_b0,eval_min_rot_b0,mean_pos_err_b0,mean_rot_err_b0,dir_err_b0,dir_track_b0,sector_err_b0,bin_hit_rate_b0,bin_diag_rate_b0,close_rate_intab_b0,near_rate_intab_b0,grasp_rate_intab_b0,f_grasp_ok_b0,f_grasp_miss_b0,f_no_release_b0,f_drop_b0,f_timeout_b0,f_human_contact_b0,ff_grasp_miss_b0,ff_no_release_b0,ff_drop_b0,ff_timeout_b0,ff_human_contact_b0,n_b1,close_rate_b1,near_rate_b1,grasp_rate_b1,success_rate_b1,box_chance_rate_b1,box_taken_rate_b1,miss_given_box_b1,close_success_rate_b1,mean_box_frac_b1,eval_min_pos_b1,eval_min_rot_b1,mean_pos_err_b1,mean_rot_err_b1,dir_err_b1,dir_track_b1,sector_err_b1,bin_hit_rate_b1,bin_diag_rate_b1,close_rate_intab_b1,near_rate_intab_b1,grasp_rate_intab_b1,f_grasp_ok_b1,f_grasp_miss_b1,f_no_release_b1,f_drop_b1,f_timeout_b1,f_human_contact_b1,ff_grasp_miss_b1,ff_no_release_b1,ff_drop_b1,ff_timeout_b1,ff_human_contact_b1,n_b2,close_rate_b2,near_rate_b2,grasp_rate_b2,success_rate_b2,box_chance_rate_b2,box_taken_rate_b2,miss_given_box_b2,close_success_rate_b2,mean_box_frac_b2,eval_min_pos_b2,eval_min_rot_b2,mean_pos_err_b2,mean_rot_err_b2,dir_err_b2,dir_track_b2,sector_err_b2,bin_hit_rate_b2,bin_diag_rate_b2,close_rate_intab_b2,near_rate_intab_b2,grasp_rate_intab_b2,f_grasp_ok_b2,f_grasp_miss_b2,f_no_release_b2,f_drop_b2,f_timeout_b2,f_human_contact_b2,ff_grasp_miss_b2,ff_no_release_b2,ff_drop_b2,ff_timeout_b2,ff_human_contact_b2,n_b3,close_rate_b3,near_rate_b3,grasp_rate_b3,success_rate_b3,box_chance_rate_b3,box_taken_rate_b3,miss_given_box_b3,close_success_rate_b3,mean_box_frac_b3,eval_min_pos_b3,eval_min_rot_b3,mean_pos_err_b3,mean_rot_err_b3,dir_err_b3,dir_track_b3,sector_err_b3,bin_hit_rate_b3,bin_diag_rate_b3,close_rate_intab_b3,near_rate_intab_b3,grasp_rate_intab_b3,f_grasp_ok_b3,f_grasp_miss_b3,f_no_release_b3,f_drop_b3,f_timeout_b3,f_human_contact_b3,ff_grasp_miss_b3,ff_no_release_b3,ff_drop_b3,ff_timeout_b3,ff_human_contact_b3,n_b4,close_rate_b4,near_rate_b4,grasp_rate_b4,success_rate_b4,box_chance_rate_b4,box_taken_rate_b4,miss_given_box_b4,close_success_rate_b4,mean_box_frac_b4,eval_min_pos_b4,eval_min_rot_b4,mean_pos_err_b4,mean_rot_err_b4,dir_err_b4,dir_track_b4,sector_err_b4,bin_hit_rate_b4,bin_diag_rate_b4,close_rate_intab_b4,near_rate_intab_b4,grasp_rate_intab_b4,f_grasp_ok_b4,f_grasp_miss_b4,f_no_release_b4,f_drop_b4,f_timeout_b4,f_human_contact_b4,ff_grasp_miss_b4,ff_no_release_b4,ff_drop_b4,ff_timeout_b4,ff_human_contact_b4,n_b5,close_rate_b5,near_rate_b5,grasp_rate_b5,success_rate_b5,box_chance_rate_b5,box_taken_rate_b5,miss_given_box_b5,close_success_rate_b5,mean_box_frac_b5,eval_min_pos_b5,eval_min_rot_b5,mean_pos_err_b5,mean_rot_err_b5,dir_err_b5,dir_track_b5,sector_err_b5,bin_hit_rate_b5,bin_diag_rate_b5,close_rate_intab_b5,near_rate_intab_b5,grasp_rate_intab_b5,f_grasp_ok_b5,f_grasp_miss_b5,f_no_release_b5,f_drop_b5,f_timeout_b5,f_human_contact_b5,ff_grasp_miss_b5,ff_no_release_b5,ff_drop_b5,ff_timeout_b5,ff_human_contact_b5
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1111,23321,0.0,50,0.0935,0.9976,0.2265,0.991,0.2182,39.5121,18.2846,58.9351,0.3663,0.3515,0.005,0.4505,0.8132,0.005,0.0,0.0,0.4307,0.7126,0.1436,0.3333,3.5862,0.4389,,,,0.1017,0.9304,0.1792,0.0986,1.3889,27.0549,48.0234,36.3146,0.4664,52.3135,0.3515,0.5495,0.6889,0.3663,202.0,202.0,0.0,0.28,0.44,0.52,0.54,0.54,0.54,63.0,39.0,16.0,7.0,0.0,0.0,0.4444,0.6667,0.75,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4444,,0.4,0.1944,0.3676,,63.0,0.0,35.0,36.0,68.0,0.0,0.4444,,0.4,0.1944,0.3676,,63.0,0.0,35.0,36.0,68.0,0.0,0.42,0.2836,0.3663,0.0,0.0644,0.1832,0.0842,0.302,0.0,0.1016,0.2891,0.1328,0.4766,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.4603,0.0,0.3968,0.4444,0.4921,0.7097,0.2903,0.9655,0.4995,0.0759,0.9851,0.0834,1.6442,27.3587,0.696,33.5884,0.5873,0.9048,0.4603,0.0,0.3968,0.4444,0.0,0.0,0.1429,0.1905,0.2222,0.0,0.0,0.2571,0.3429,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.5429,0.0286,0.4,0.4,0.4286,0.9333,0.1333,0.7368,0.4187,0.0846,0.7851,0.079,0.9695,33.0639,0.6326,39.3888,0.4571,0.5714,0.5429,0.0286,0.4,0.4,0.0,0.1143,0.1143,0.0857,0.2857,0.0,0.1905,0.1905,0.1429,0.4762,36,0.25,0.0,0.1667,0.1944,0.25,0.4444,0.6667,0.7778,0.2834,0.1732,1.4501,0.151,2.4519,114.6577,-0.274,103.0332,0.0278,0.0,0.25,0.0,0.1667,0.1944,0.0,0.0556,0.3333,0.0,0.4167,0.0,0.069,0.4138,0.0,0.5172,68,0.5,0.0,0.3824,0.3676,0.4706,0.6875,0.375,0.7353,0.4754,0.0964,0.6794,0.1086,1.124,39.5914,0.5601,49.4627,0.25,0.5,0.5,0.0,0.3824,0.3676,0.0,0.1029,0.1765,0.0294,0.3235,0.0,0.1628,0.2791,0.0465,0.5116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9,199,199,6433,0,198,178,170,1079,0,0,0,4545,0,0,15,1137,3,177,99,7,13,0,198,0,0,0,0.8645,0.020841,0,3.0,0.0193,0.0633,,170,0,10,19,0,0,0.7688,0.7688,0.0,0.0352,0.1256,0.0201,0.0,0.0503,,,0,0,0.0,170,6263,0.0361,3,2,1280,28848,0.1916,20,0.1674,0.988,0.2423,0.9897,0.2423,37.6583,21.719,56.8392,0.4554,0.4505,0.0,0.5446,0.8364,0.0,0.0,,0.5198,0.7619,0.1386,0.2667,3.2857,0.5135,,,,0.0949,0.9246,0.1766,0.0936,1.2435,25.1909,43.6647,29.2039,0.5148,48.7825,0.401,0.6733,0.7438,0.4554,202.0,202.0,0.0,0.28,0.54,0.65,0.69,0.69,0.69,63.0,39.0,16.0,7.0,0.0,0.0,0.4444,0.6667,0.875,0.7143,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4444,,0.5429,0.25,0.5294,,63.0,0.0,35.0,36.0,68.0,0.0,0.4444,,0.5429,0.25,0.5294,,63.0,0.0,35.0,36.0,68.0,0.0,0.5,0.4179,0.4554,0.0,0.0545,0.1634,0.0644,0.2624,0.0,0.1,0.3,0.1182,0.4818,1,121.8,431.8,78.7,632.5,71,68,65,0,59,0,0,0,0,0,42,35,32,0,30,29,24,23,0,18,57,51,50,0,46,0,0,0,0,0,59,0,2,8,0,0,2,,,,,,,,30,0,1,4,2,0,5,18,0,3,6,0,0,2,46,0,1,7,2,0,1,,,,,,,,0.0142,0.0229,,,0.0272,0.1104,0.0263,0.117,0.0164,0.0515,,,63,0.5873,0.0,0.4286,0.4444,0.5079,0.7812,0.3125,0.7568,0.5125,0.0764,0.9606,0.0783,1.3826,26.607,0.7044,32.412,0.5079,0.9365,0.5873,0.0,0.4286,0.4444,0.0,0.0952,0.0952,0.1429,0.2222,0.0,0.1714,0.1714,0.2571,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.5429,0.0,0.5429,0.5429,0.5714,0.9,0.1,1.0,0.5609,0.0855,0.7748,0.0834,0.9828,33.8084,0.6244,36.0709,0.4,0.5714,0.5429,0.0,0.5429,0.5429,0.0,0.0,0.0857,0.0286,0.3429,0.0,0.0,0.1875,0.0625,0.75,36,0.3611,0.0,0.2222,0.25,0.3889,0.3571,0.5714,0.6923,0.4223,0.1692,1.4477,0.1695,2.1633,109.9808,-0.222,103.4045,0.0278,0.0,0.3611,0.0,0.2222,0.25,0.0,0.0556,0.3889,0.0,0.3056,0.0,0.0741,0.5185,0.0,0.4074,68,0.6029,0.0,0.5441,0.5294,0.5735,0.8205,0.2051,0.878,0.5384,0.0775,0.6914,0.0882,0.9472,29.4328,0.673,41.5745,0.5,0.8382,0.6029,0.0,0.5441,0.5294,0.0,0.0441,0.1471,0.0441,0.2353,0.0,0.0938,0.3125,0.0938,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.8938,199,199,6541,0,197,182,176,1101,0,0,0,4604,0,0,13,1139,2,174,79,2,12,0,197,0,0,0,0.8718,0.01986,0,3.0,0.0163,0.0509,,176,0,5,18,0,0,0.804,0.804,0.0,0.0402,0.1055,0.0251,0.0,0.0251,,,35,1,0.1454,176,6365,0.0363,1,3,1454,34694,0.3278,20,0.1724,0.9893,0.269,0.9846,0.2656,39.1058,22.2159,59.0234,0.5347,0.5396,0.0099,0.6436,0.8308,0.0149,0.005,0.3333,0.495,0.9,0.0545,0.11,2.24,0.5102,,,,0.103,0.9076,0.1715,0.1014,1.3435,28.7077,45.8784,28.813,0.4902,50.6336,0.401,0.599,0.6506,0.5347,202.0,202.0,0.0,0.41,0.63,0.69,0.74,0.74,0.74,63.0,39.0,16.0,7.0,0.0,0.0,0.6508,0.7436,0.8125,0.8571,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6508,,0.5143,0.4167,0.5,,63.0,0.0,35.0,36.0,68.0,0.0,0.6508,,0.5143,0.4167,0.5,,63.0,0.0,35.0,36.0,68.0,0.0,0.62,0.4776,0.5347,0.0,0.0545,0.1881,0.0248,0.198,0.0,0.117,0.4043,0.0532,0.4255,1,123.4,509.7,82.5,715.9,69,66,65,0,58,0,0,0,0,0,43,37,36,0,33,29,27,26,0,22,58,52,49,0,47,0,0,0,0,0,58,0,2,8,1,0,0,,,,,,,,33,0,2,4,1,0,3,22,0,3,3,0,0,1,47,0,1,6,3,0,1,,,,,,,,0.0104,0.0369,,,0.0254,0.0938,0.0128,0.0501,0.0182,0.0361,,,63,0.8095,0.0159,0.619,0.6508,0.5556,0.9429,0.0857,0.8039,0.5604,0.072,0.961,0.0763,1.4432,22.0769,0.7547,25.575,0.7143,0.9365,0.8095,0.0159,0.619,0.6508,0.0,0.0635,0.2063,0.0159,0.0635,0.0,0.1818,0.5909,0.0455,0.1818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.6857,0.0286,0.5714,0.5143,0.5429,0.8421,0.1579,0.75,0.5108,0.0799,0.6962,0.0822,0.839,32.7033,0.6366,39.5039,0.4286,0.6286,0.6857,0.0286,0.5714,0.5143,0.0,0.1429,0.1143,0.0571,0.1714,0.0,0.2941,0.2353,0.1176,0.3529,36,0.4722,0.0,0.4444,0.4167,0.3056,1.0,0.0,0.8824,0.3401,0.1734,1.4212,0.1751,2.3016,102.4975,-0.1389,104.0663,0.0278,0.0278,0.4722,0.0,0.4444,0.4167,0.0,0.0556,0.2778,0.0278,0.2222,0.0,0.0952,0.4762,0.0476,0.381,68,0.5588,0.0,0.5,0.5,0.5147,0.8571,0.1429,0.8947,0.5534,0.1064,0.695,0.1143,1.0996,44.7362,0.5029,51.2903,0.2941,0.5735,0.5588,0.0,0.5,0.5,0.0,0.0,0.1618,0.0147,0.3235,0.0,0.0,0.3235,0.0294,0.6471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.8875,187,187,6401,0,186,163,154,987,0,0,1,4516,0,0,14,1093,7,168,56,4,6,0,186,0,0,0,0.8803,0.018775,0,3.0,0.02,0.0596,,154,0,12,21,0,0,0.7647,0.7647,0.0053,0.016,0.1337,0.016,0.0,0.0642,,,60,3,0.178,154,6247,0.0354,4,4,1607,39937,0.4161,20,0.1785,0.9894,0.2626,0.9871,0.2626,39.0631,23.4492,58.0278,0.4653,0.4455,0.0,0.5842,0.7966,0.0,0.0,,0.396,0.875,0.0594,0.15,2.425,0.4165,,,,0.1028,0.8804,0.1802,0.0996,1.2064,28.2458,45.6203,29.365,0.4931,50.7227,0.4059,0.6634,0.6451,0.4653,202.0,202.0,0.0,0.29,0.58,0.65,0.69,0.69,0.69,63.0,39.0,16.0,7.0,0.0,0.0,0.4603,0.7949,0.875,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4603,,0.4857,0.3056,0.5441,,63.0,0.0,35.0,36.0,68.0,0.0,0.4603,,0.4857,0.3056,0.5441,,63.0,0.0,35.0,36.0,68.0,0.0,0.48,0.4179,0.4653,0.0,0.0644,0.203,0.099,0.1683,0.0,0.1204,0.3796,0.1852,0.3148,0,126.7,583.1,83.0,793.1,66,62,60,0,56,0,0,0,0,0,37,34,31,0,31,30,23,21,0,18,54,44,42,0,38,0,0,0,0,0,56,0,1,7,0,0,2,,,,,,,,31,0,0,2,1,0,3,18,1,2,6,1,0,2,38,0,0,10,1,0,5,,,,,,,,0.0105,0.0331,,,0.0193,0.0718,0.0312,0.0898,0.026,0.067,,,63,0.5238,0.0,0.3968,0.4603,0.381,0.875,0.125,0.8788,0.3933,0.0744,0.8212,0.0649,0.9978,23.526,0.7386,26.0347,0.6984,0.9524,0.5238,0.0,0.3968,0.4603,0.0,0.0159,0.1429,0.2381,0.1429,0.0,0.0294,0.2647,0.4412,0.2647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.6857,0.0,0.5143,0.4857,0.3714,0.9231,0.1538,0.7083,0.421,0.0777,0.702,0.0776,0.9137,26.4346,0.7063,36.1677,0.5143,0.8286,0.6857,0.0,0.5143,0.4857,0.0,0.1429,0.1429,0.0571,0.1714,0.0,0.2778,0.2778,0.1111,0.3333,36,0.4167,0.0,0.3056,0.3056,0.3611,0.6923,0.3077,0.7333,0.3639,0.1846,1.4517,0.1733,2.4047,114.9273,-0.277,108.0973,0.0278,0.0,0.4167,0.0,0.3056,0.3056,0.0,0.0556,0.3333,0.0556,0.25,0.0,0.08,0.48,0.08,0.36,68,0.6765,0.0,0.5294,0.5441,0.4412,0.9333,0.1,0.8043,0.4637,0.0987,0.7246,0.112,1.118,39.2731,0.5636,50.7123,0.2794,0.6618,0.6765,0.0,0.5294,0.5441,0.0,0.0735,0.2206,0.0147,0.1471,0.0,0.1613,0.4839,0.0323,0.3226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.8812,190,190,6228,0,190,166,154,1001,0,0,0,4341,1,1,15,1056,6,178,61,6,2,0,190,0,0,0,0.8649,0.017347,0,3.0,0.0264,0.0778,25.0,154,0,14,22,0,0,0.7053,0.7053,0.0053,0.0526,0.1368,0.0316,0.0,0.0737,,,83,0,0.0,154,6074,0.037,5,5,1761,44924,0.4809,20,0.1782,0.9904,0.292,0.9807,0.2918,39.7822,22.6694,60.048,0.4356,0.4356,0.0,0.5743,0.7586,0.0,0.0,,0.4109,0.7711,0.0792,0.1928,2.9639,0.4163,,,,0.0959,0.9413,0.168,0.0972,1.2893,26.0,43.9263,32.7864,0.5119,46.1393,0.3861,0.6139,0.6761,0.4356,202.0,202.0,0.0,0.2,0.48,0.61,0.64,0.64,0.64,63.0,39.0,16.0,7.0,0.0,0.0,0.3175,0.6154,0.9375,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.3175,,0.6286,0.3056,0.5147,,63.0,0.0,35.0,36.0,68.0,0.0,0.3175,,0.6286,0.3056,0.5147,,63.0,0.0,35.0,36.0,68.0,0.0,0.42,0.4179,0.4356,0.0,0.0941,0.1683,0.0792,0.2228,0.0,0.1667,0.2982,0.1404,0.3947,0,118.3,672.6,84.3,875.4,67,61,58,0,51,0,0,0,0,0,44,35,35,0,30,28,22,22,0,20,51,48,39,1,33,0,0,0,0,0,51,0,4,7,2,0,3,,,,,,,,30,0,2,11,0,0,1,20,0,1,3,2,0,2,33,1,3,5,2,0,8,,,,,,,,0.0195,0.0395,,,0.031,0.1411,0.0439,0.1418,0.0217,0.0382,,,63,0.4444,0.0,0.3333,0.3175,0.3333,0.619,0.381,0.7143,0.3499,0.0727,0.9352,0.0741,1.2999,27.0495,0.6995,33.0249,0.5714,0.9683,0.4444,0.0,0.3333,0.3175,0.0,0.0635,0.2222,0.1746,0.2222,0.0,0.093,0.3256,0.2558,0.3256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.7714,0.0,0.6,0.6286,0.6286,0.9091,0.0909,0.8148,0.6064,0.094,0.8511,0.094,1.0857,36.1191,0.5987,39.1211,0.4,0.4857,0.7714,0.0,0.6,0.6286,0.0,0.0857,0.1143,0.0857,0.0857,0.0,0.2308,0.3077,0.2308,0.2308,36,0.5,0.0,0.3056,0.3056,0.25,0.6667,0.1111,0.6111,0.2353,0.1552,1.4334,0.1633,2.1961,101.1868,-0.1243,86.4711,0.0556,0.0,0.5,0.0,0.3056,0.3056,0.0,0.1389,0.2778,0.0,0.2778,0.0,0.2,0.4,0.0,0.4,68,0.6324,0.0,0.5147,0.5147,0.4559,0.8065,0.1613,0.814,0.476,0.0869,0.7329,0.0866,1.0306,33.2662,0.6304,40.5495,0.3824,0.6765,0.6324,0.0,0.5147,0.5147,0.0,0.1029,0.0882,0.0294,0.2647,0.0,0.2121,0.1818,0.0606,0.5455,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.875,184,184,5998,0,182,155,151,950,0,0,2,4201,0,0,20,970,3,162,70,9,3,0,182,0,0,0,0.8741,0.013387,0,3.0,0.0271,0.1083,,151,0,9,24,0,0,0.7446,0.7446,0.0054,0.0326,0.163,0.0054,0.0,0.0489,,,94,1,0.1181,151,5847,0.0368,5,6,1910,49909,0.5327,20,0.1743,0.9914,0.2994,0.9858,0.2902,38.0735,22.2184,56.6336,0.5941,0.5644,0.0099,0.7079,0.8392,0.0099,0.0,0.0,0.5545,0.8482,0.099,0.1786,2.5893,0.5485,,,,0.1007,0.8939,0.168,0.0992,1.3321,27.2867,45.0989,29.6523,0.4989,47.8746,0.3861,0.6089,0.6264,0.5941,202.0,202.0,0.0,0.43,0.68,0.74,0.75,0.75,0.75,63.0,39.0,16.0,7.0,0.0,0.0,0.6825,0.7692,0.9375,0.8571,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6825,,0.6857,0.3333,0.6029,,63.0,0.0,35.0,36.0,68.0,0.0,0.6825,,0.6857,0.3333,0.6029,,63.0,0.0,35.0,36.0,68.0,0.0,0.62,0.5821,0.5941,0.0,0.0545,0.1584,0.0248,0.1683,0.0,0.1341,0.3902,0.061,0.4146,1,118.3,729.0,84.0,931.7,61,56,56,0,52,0,0,0,0,0,42,33,31,0,26,22,15,13,0,11,59,51,51,0,48,0,0,0,0,0,52,0,2,7,0,0,0,,,,,,,,26,1,2,8,0,0,5,11,0,1,7,1,0,2,48,0,1,8,0,0,2,,,,,,,,0.0139,0.0466,,,0.0344,0.137,0.0484,0.3258,0.0277,0.0704,,,63,0.7937,0.0159,0.6667,0.6825,0.619,0.9231,0.1282,0.86,0.6301,0.0705,0.8797,0.0732,1.2607,23.6022,0.7378,29.5057,0.5556,0.9841,0.7937,0.0159,0.6667,0.6825,0.0,0.0317,0.0952,0.0794,0.1111,0.0,0.1,0.3,0.25,0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.7714,0.0,0.6,0.6857,0.5429,0.8947,0.1579,0.8889,0.5114,0.0821,0.7026,0.077,1.0093,25.5497,0.7161,26.2134,0.6,0.7429,0.7714,0.0,0.6,0.6857,0.0,0.0,0.1714,0.0,0.1429,0.0,0.0,0.5455,0.0,0.4545,36,0.5556,0.0,0.2778,0.3333,0.2222,0.5,0.375,0.6,0.2659,0.1715,1.4284,0.1942,2.539,107.7699,-0.1974,99.0042,0.0278,0.0,0.5556,0.0,0.2778,0.3333,0.0,0.1667,0.2778,0.0,0.2222,0.0,0.25,0.4167,0.0,0.3333,68,0.6765,0.0147,0.6029,0.6029,0.6765,0.8261,0.1957,0.8913,0.6417,0.1008,0.7224,0.0993,1.0746,41.8983,0.5345,48.9733,0.3088,0.5147,0.6765,0.0147,0.6029,0.6029,0.0,0.0441,0.1471,0.0,0.2059,0.0,0.1111,0.3704,0.0,0.5185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
