epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,102.52,0.24560837706939564,0.020923690467556978,0.1464658335266675,0.07610083855320063,0.3208323835442178,0.09826571174073133,0.5058224282140354,0.37999702332099133,0.6316478344069111,0.9668390287769785,0.006892954736777159,0.0434272060884337,20.92369046755698,68.05087743903236,29.581059794339872,98.26571174073133,0.1582644397930271,0.0153897676710822,0.1077283746471592,0.05733691860272103,0.2365984398276866,0.07153313894983099,0.38684810927602087,0.2795904910280591,0.4941056961772822,0.9803921568627451,0.0050188371134238415,0.03359855612327738,15.3897676710822,49.60944245801586,26.503187943805298,71.533138949831
1,0.0009842915805643156,78.55,0.19170625469640648,0.01706326584727001,0.11944286096439087,0.0610004637261397,0.26101957615330923,0.08057625123748569,0.415942148687385,0.31119115611792897,0.5206931439235056,0.9725719424460432,0.005647457045420884,0.03575624322699611,17.06326584727001,56.1414392557826,25.7457570766224,80.57625123748569,0.09725242064279668,0.013320780040941485,0.09324546116573804,0.06031687260300171,0.2383187061765281,0.08475636912076748,0.2793840915799475,0.24486013520665528,0.3139080613100228,0.9747899176359844,0.004404462799586418,0.02136481594795189,13.320780040941486,54.79382286343922,22.702411115453195,84.75636912076747
2,0.0009648882429441258,81.52,0.16888419436893876,0.015886878610669012,0.1112081503374971,0.05639872047584295,0.24186375861813267,0.07425688828589569,0.3740043392364713,0.29181931863317817,0.456189359451155,0.9751995278776978,0.005296313445495857,0.03130196822847394,15.886878610669012,51.79321079133012,23.59737299061757,74.25688828589568,0.06903347859279114,0.011517332511998359,0.08062132852835481,0.04105428562444799,0.18976277789147963,0.06808716440651597,0.23348251644636736,0.21608141482043333,0.2508836116026096,0.9831932789805222,0.0038921191912739215,0.016957033879491462,11.517332511998358,45.08691687001234,20.122380069228576,68.08716440651597
3,0.0009381533400219318,81.81,0.16212963042847758,0.01541031758625918,0.10787222333078225,0.05232114796133096,0.2304863704489075,0.0702929996831758,0.36103059970539253,0.2836225761382057,0.43843862320557775,0.976632756294964,0.0051521131697214685,0.030098141470870417,15.410317586259179,49.14715569533354,22.215925756931355,70.2929996831758,0.07173993154650643,0.012057260077978884,0.08440081892060299,0.09677296540900773,0.24425006292614282,0.06307627669736451,0.23053428672608875,0.2310828939288938,0.22998566883785718,0.9467787148237896,0.004133573015212637,0.01555177510953417,12.057260077978883,43.68054760353906,19.570205168155933,63.076276697364506
4,0.0009045084971874737,81.65,0.1540224349675633,0.01471590210697044,0.1030113149146221,0.047970190478435204,0.21775735930787574,0.06677585400694566,0.34667759302923146,0.27145584249239174,0.42189934316406147,0.9790776753597122,0.00492776966806193,0.028986756741772774,14.715902106970441,46.72732927313865,21.039859493827343,66.77585400694566,0.056708950622409,0.009925012612397097,0.06947508921810225,0.047204146923429495,0.17812818689506596,0.06144895590320021,0.20321693081481784,0.18637812365086473,0.22005573340824672,0.9831932773109243,0.0033542481374976433,0.014875040778300675,9.925012612397097,42.124460579133505,17.597849788989084,61.44895590320021
5,0.0008644843137107057,80.81,0.1493848860866839,0.014273922348549094,0.09991745663833597,0.04399662994052155,0.20810974173569421,0.06419565488765244,0.33785077747252346,0.2642123190645906,0.4114892353578437,0.9806654676258992,0.00480030884751849,0.02828607701264295,14.273922348549094,45.000445496344526,20.47546281541249,64.19565488765244,0.06221517539095311,0.010624869506159165,0.07437408558961724,0.051789791164111025,0.1808461595316227,0.05468228300746415,0.21094268364231794,0.19879024093892395,0.22309511298892878,0.9719887955182073,0.003591677440716481,0.015233131566447537,10.624869506159166,38.325527343763355,17.741838678556572,54.68228300746416
6,0.0008187119948743448,82.85,0.13969773351945144,0.013601881475355342,0.09521317060219406,0.040311157435183785,0.19642379744608196,0.0608994692577411,0.32286712399972,0.252374197939317,0.3933600479294713,0.9826326438848921,0.004583691057737367,0.027036720806424566,13.601881475355341,42.79229358816854,19.747854345891124,60.899469257741096,0.054688314242022376,0.010687649286552971,0.0748135453137029,0.048832440169669,0.17990007132542232,0.056254085737700556,0.20355445559786148,0.19782039740172422,0.20928850465295026,0.9831932773109243,0.0035696696752228405,0.014244697570633822,10.687649286552972,38.01311564003052,16.540204210550026,56.25408573770056
7,0.0007679133974894982,83.67,0.13968783301106996,0.013456325453752986,0.09419427845935277,0.037928317750085115,0.19124521287627144,0.05912261684056666,0.3216284094579357,0.2504818425279298,0.39277497735276495,0.9840237185251799,0.004551271966611632,0.027019374700691955,13.456325453752987,41.58217074825234,19.511535173547518,59.122616840566664,0.058916366651278584,0.010757723277961673,0.07530406220745639,0.06105371677324552,0.19363317035493396,0.05727539399341375,0.2088939924867881,0.20247100076588595,0.2153169612924592,0.9747899176359844,0.003635134796431961,0.01462563066756358,10.757723277961674,39.53824339418852,17.635245856722864,57.27539399341375
8,0.0007128896457825362,82.98,0.1353565798502871,0.013113113745407155,0.09179179649465054,0.036537485244689576,0.18562957298734206,0.057300290950446676,0.3141013352910606,0.24363944762580686,0.38456321885581496,0.984304743705036,0.00442706533098801,0.026432975902215397,13.113113745407155,40.33576637144676,19.14966988714542,57.30029095044668,0.05387207140483442,0.009902247384253169,0.06931573011669792,0.05696895769705959,0.1827341258024969,0.056449438093089256,0.19461386248010212,0.19009621754413894,0.19913151275877858,0.9719887971878052,0.0034451765876983395,0.013645105778711851,9.902247384253169,39.58327352416281,16.981563491853287,56.449438093089256
9,0.0006545084971874736,84.35,0.133254455878205,0.012845352245578475,0.089917466004225,0.03328367613389248,0.17836969902591526,0.05516855676973359,0.3101912781649785,0.23905104909279792,0.38133150645994024,0.9858082284172662,0.004342192418374148,0.02621980160876787,12.845352245578475,38.95621857163664,18.777287763991826,55.16855676973359,0.051018601408650895,0.009714594095194038,0.06800215791503922,0.05062116273999715,0.16961416401782958,0.05099083993490003,0.1903806266580977,0.1851115823626852,0.19564965682453803,0.9719887971878052,0.003341966024626057,0.013424028479428935,9.71459409519404,36.15642823696304,16.369586266838848,50.99083993490003
