epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_cond_delta
0,0.0009829629131445341,187.56,0.15275365828729429,0.01954789053153683,0.13683523396113972,0.01572128479611279,0.15255651879418003,0.3734874601836677,0.23996263224933598,0.5070122894671586,0.994481981981982,0.006499340295212696,0.04370283007806352,19.54789053153683,0.21466034233986914,0.03371300677701588,0.23599104704834642,0.03335225710640976,0.2693433055788765,0.48305558873501137,0.42771124554958656,0.5383999457448234,0.9883449893175583,0.011555548904936909,0.046037319943413035,33.71300677701588,6.401908874511719
1,0.0009330127018922195,188.24,0.15041406604016685,0.01930651331093867,0.13514559346142116,0.014124039745373929,0.14926963319649567,0.36989126147719115,0.23660438280250576,0.5031781415278848,0.9952491554054054,0.00641109497047256,0.04335112882073264,19.30651331093867,0.2156105118267464,0.034017123212486435,0.2381198664645215,0.049303579400347804,0.28742344510721995,0.48386708818949187,0.43073626227312156,0.5369979105629288,0.986013986013986,0.011627143038336908,0.04597377215266783,34.01712321248644,7.142486572265625
2,0.0008535533905932737,188.21,0.15003990239992335,0.019006044962569267,0.1330423148164341,0.012777598943058684,0.14581991375365236,0.3682041018261566,0.23319937291446033,0.5032088315835944,0.995509572072072,0.006319140000604429,0.043379564028703146,19.006044962569266,0.2074748952210922,0.033988056057469275,0.23791639062213454,0.0764599069258272,0.3143762990589186,0.47523623079686733,0.4281774019444739,0.5222950725010781,0.9813519823245513,0.01152192781481779,0.04463960030626306,33.98805605746927,7.855764389038086
3,0.00075,188.4,0.14797150585296992,0.018632945407869982,0.13043061805268127,0.011676677615311975,0.14210729555033885,0.36424365741712555,0.22830816311342222,0.5001791537210748,0.9957629504504505,0.006185082684539527,0.043095837052710154,18.632945407869983,0.2068769357282243,0.03314796942861486,0.23203578382938891,0.039996238913829925,0.2720320239003166,0.4713889856438537,0.41686766797846014,0.5259103015030459,0.9848484848484849,0.011234086373764458,0.04480279045991409,33.14796942861486,7.269151210784912
4,0.0006294095225512604,188.32,0.14445816089843844,0.018067179288849367,0.12647025501271625,0.009655163961676781,0.13612541891298852,0.35802521408946664,0.22141926794036015,0.49463116224553133,0.9965934684684684,0.006000651616963918,0.04260314058445327,18.06717928884937,0.2014487314543802,0.032919756108612724,0.23043829348537473,0.04204334579310478,0.27248163712330353,0.4631949294280339,0.4142932008891117,0.5120966713050584,0.986013986986556,0.011151447423271366,0.043554179491974536,32.919756108612724,7.288703441619873
5,0.0005,188.49,0.14050531920951767,0.017367359337203944,0.12157151535958857,0.0066333935980057365,0.12820490884284177,0.35057082453423793,0.2128659292384311,0.4882757194138862,0.9976844031531531,0.005772930282264579,0.042071540926390136,17.367359337203943,0.20755316462966947,0.033577295311125285,0.2350410700955869,0.041577231779907305,0.276618301069542,0.4726709064903793,0.4220752927945766,0.5232665192830813,0.9895104895104895,0.011377041586316548,0.044554804440909056,33.57729531112528,6.711058139801025
6,0.0003705904774487397,188.23,0.13699669713104093,0.01681902102102433,0.11773314724701482,0.00529389013726559,0.12302703732574308,0.34439604105847377,0.20627577421632973,0.4825163080751359,0.9979729729729729,0.005594010782524575,0.04155617528636982,16.819021021024334,0.20992855522738194,0.03396864717344304,0.23778052940652086,0.04766133206987119,0.28544186020925605,0.47444100313253335,0.4276203222069151,0.5212616791258325,0.9883449893175583,0.011533570204511946,0.04451110701148327,33.96864717344304,8.07136058807373
7,0.0002500000000000001,188.23,0.1363833635072182,0.016358792102635578,0.11451154489842084,0.0038991855364913734,0.11841073028139167,0.3410713120690874,0.2002267372299422,0.48191588441799355,0.9986697635135136,0.0054318853584747456,0.04151914920657873,16.35879210263558,0.203658738822648,0.033795768929111375,0.23657038411894044,0.04537105148453005,0.28194143385181336,0.46634486553830146,0.4236347049405247,0.5090550292621959,0.986013986013986,0.011441683312031355,0.04337583461424688,33.795768929111375,8.382316589355469
8,0.00014644660940672628,188.36,0.13246321726489713,0.015869736638306094,0.11108815661287523,0.0033138375415681957,0.11440199417573911,0.3346084013581276,0.19460721940204903,0.4746095817771044,0.998852759009009,0.005278653735798356,0.04088180203091454,15.869736638306096,0.20095467768904768,0.03317688375989318,0.23223818459988751,0.06220673974375469,0.29444492089025903,0.46217652009083676,0.4178780454161006,0.5064749756615201,0.9836829836829837,0.011279179768892991,0.043207437069196525,33.17688375989318,8.9783296585083
9,6.698729810778065e-05,188.45,0.13119221918855434,0.015353502994738855,0.10747452108105561,0.0019198546872851217,0.10939437575839661,0.3307616206506888,0.18773847601905064,0.4737847636277611,0.9993735923423424,0.005093495158356959,0.04080690274870879,15.353502994738855,0.20049882181735584,0.03332130659571338,0.23324914644787084,0.04439187850075202,0.27764102629014664,0.4629565444720653,0.4200402536453345,0.5058728273098285,0.9871794881520571,0.011317136178622435,0.043082091444994745,33.32130659571339,9.392206192016602
