iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,364,0.5,24,22,0.25,30.0,0.25,0.0020120334811508656,0.26737475395202637,0.26041853427886963,0.3412685990333557,-0.10000000894069672,0.023309767246246338,0.39150470495224,0.0010515140602365136,0.006288755219429731,0.4373980462551117,64,0.0109,0.25,4,0,6,0,4,1.0,,,,,,,0.22862470149993896,0.6836861371994019,1.9141550064086914,0.01648,,-1.0
1,792,0.4921,24,22,0.1667,30.0,0.1667,0.0030162916518747807,0.3200227618217468,0.327663779258728,0.33710309863090515,-0.09939422458410263,0.015595979057252407,0.4035853147506714,0.001257563242688775,0.003440066473558545,0.4623090326786041,64,0.0091,0.167,2,0,5,0,8,1.0,,,,,,,0.21499520540237427,0.8162543773651123,1.9594066143035889,0.01894,,-1.0
2,1129,0.4841,24,22,0.25,30.0,0.25,0.003989567514508963,0.30438268184661865,0.30658262968063354,0.29518577456474304,-0.09927816689014435,0.00978810340166092,0.37405282258987427,0.0008894916973076761,0.0016698078252375126,0.3806661069393158,64,0.0081,0.25,5,0,3,0,7,1.0,,,,,,,0.26080113649368286,0.8259665369987488,2.0814342498779297,0.02037,,-1.0
3,1587,0.4762,24,22,0.0,30.0,0.0,0.0030480835121124983,0.2970924973487854,0.3005206882953644,0.28549516201019287,-0.10000000149011612,0.020150816068053246,0.3433680236339569,0.0007834162679500878,0.003651044797152281,0.6047680974006653,64,0.0158,0.0,1,0,7,0,8,1.0,,,,,,,0.16535264253616333,0.7950959205627441,2.037001132965088,0.01953,,-1.0
4,1922,0.4683,24,21,0.0,29.0,0.0,0.0017727373633533716,0.28892064094543457,0.29355889558792114,0.40492674708366394,-0.09959545731544495,0.009006901644170284,0.48585230112075806,0.000807984615676105,0.0013122226810082793,0.47928500175476074,64,0.025,0.0,5,0,2,1,8,1.0,,,,,,,0.20780006051063538,0.8729000091552734,2.073474884033203,0.02029,,-1.0
5,2349,0.4603,24,21,0.0,30.0,0.0,0.002189014106988907,0.28940582275390625,0.299572229385376,0.4759686291217804,-0.09916388988494873,0.015812844038009644,0.5386016964912415,0.0013025932712480426,0.009810240939259529,0.5684215426445007,64,0.0131,0.0,2,0,7,0,7,1.0,,,,,,,0.17445483803749084,0.8407834768295288,1.9429452419281006,0.01958,,-1.0
6,2713,0.4524,24,21,0.0,30.0,0.0,0.004499564878642559,0.28511762619018555,0.27215567231178284,0.5315452814102173,-0.09834281355142593,0.012713867239654064,0.6036181449890137,0.000912677904125303,0.0016843910561874509,0.5367960333824158,64,0.0083,0.0,4,0,6,0,6,0.667,,,,,,,0.1832033097743988,0.8704732656478882,2.0144927501678467,0.01843,,-1.0
7,3171,0.4444,24,21,0.0,30.0,0.0,0.0052548423409461975,0.2803196907043457,0.28001654148101807,0.5735023021697998,-0.09614676237106323,0.019556382670998573,0.6294635534286499,0.0004880030464846641,0.0021455201786011457,0.6657971739768982,64,0.013,0.0,1,0,5,2,8,0.875,0.0887,0.1437,0.0,0,46,4,0.14440849423408508,0.898449182510376,2.1810951232910156,0.01798,0.0,0.0
8,3533,0.4365,24,21,0.0,30.0,0.0,0.002868367126211524,0.2707411050796509,0.28318700194358826,0.2904801666736603,-0.09052854031324387,0.016382552683353424,0.3460958003997803,0.00042385581764392555,0.004295577295124531,0.8153282999992371,64,0.0114,0.0,4,0,4,1,7,0.857,,,,,,,0.11103323101997375,0.8403701782226562,2.071847915649414,0.01783,,0.0
9,3897,0.4286,24,21,0.0,30.0,0.0,0.0028417131397873163,0.21295779943466187,0.21866783499717712,0.29010194540023804,-0.09715592116117477,0.007332253269851208,0.37166038155555725,0.0008808327838778496,0.0018659565830603242,0.6132355332374573,64,0.0102,0.0,4,0,7,1,4,1.0,,,,,,,0.15843164920806885,0.7310094833374023,2.0756661891937256,0.01719,,0.0
