iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,335,0.5,24,22,0.0,30.0,0.0,0.004076875746250153,0.1656249463558197,0.17829516530036926,0.5307794809341431,-0.018420381471514702,0.00494900718331337,0.6001839637756348,0.002966394415125251,0.011352775618433952,0.111192,64,0.007,0.0,5,0,5,1,5,0.6,,,,,,,0.16566282510757446,0.5874652862548828,2.0114760398864746,0.00896,,-1.0
1,704,0.4921,24,22,0.0,30.0,0.0,0.0065114134922623634,0.18789184093475342,0.1927374005317688,0.3313959538936615,-0.015118231065571308,0.006465171463787556,0.3722188174724579,0.005906751845031977,0.011148613877594471,0.11439200000000001,64,0.0078,0.0,4,0,3,0,9,1.0,,,,,,,0.13216161727905273,0.7274245023727417,2.117460012435913,0.01705,,-1.0
2,1065,0.4841,24,22,0.0,30.0,0.0,0.005343186669051647,0.1809704601764679,0.1712908148765564,0.3343621790409088,-0.023809922859072685,0.006174847483634949,0.3925907611846924,0.00467681372538209,0.00629811966791749,0.117592,64,0.006,0.0,4,0,4,0,8,0.875,,,,,,,0.20247910916805267,0.8442764282226562,2.0707387924194336,0.01784,,-1.0
3,1524,0.4762,24,22,0.0,30.0,0.0,0.004895024001598358,0.2190273404121399,0.21441422402858734,0.3717653155326843,-0.0298735611140728,0.005486395210027695,0.443652868270874,0.003976429346948862,0.006751999258995056,0.12079200000000001,64,0.0079,0.0,1,0,6,0,9,0.889,,,,,,,0.24731408059597015,0.6985775828361511,1.90840744972229,0.01772,,-1.0
4,1948,0.4683,24,21,0.2,30.0,0.2,0.004596041981130838,0.21986320614814758,0.21887685358524323,0.31482356786727905,-0.028711535036563873,0.005087525583803654,0.3719191551208496,0.003177761798724532,0.013274254277348518,0.123992,64,0.0106,0.2,2,0,8,0,4,1.0,,,,,,,0.23155955970287323,0.7247933149337769,2.039297103881836,0.01694,,-1.0
5,2371,0.4603,24,21,0.0,29.62,0.0,0.0036054791416972876,0.2407868504524231,0.23408059775829315,0.3964695632457733,-0.036315057426691055,0.007209220435470343,0.48096880316734314,0.0031883942428976297,0.006698959041386843,0.127192,64,0.0133,0.0,2,0,7,1,6,0.833,,,,,,,0.28551366925239563,0.779807984828949,2.003114700317383,0.01603,,-1.0
6,2816,0.4524,24,21,0.1429,29.86,0.1429,0.007143853232264519,0.2890751361846924,0.28818386793136597,0.32778632640838623,-0.0337497740983963,0.007286912761628628,0.39822983741760254,0.005434219725430012,0.008895475417375565,0.130392,64,0.0158,0.143,1,0,6,0,8,0.875,,,,,,,0.2588331699371338,0.7318552732467651,1.9772119522094727,0.01634,,-1.0
7,3269,0.4444,24,21,0.0,30.0,0.0,0.0034709316678345203,0.22535362839698792,0.22826609015464783,0.4154970347881317,-0.03675916790962219,0.004101898055523634,0.5118988752365112,0.00284118321724236,0.005189011804759502,0.133592,64,0.0176,0.0,1,0,3,0,12,0.75,0.2549,0.8514,0.0,0,48,0,0.27515995502471924,0.6701561808586121,1.9567577838897705,0.01682,0.0,0.0
8,3716,0.4365,24,21,0.0,29.25,0.0,0.005977738182991743,0.23145753145217896,0.23867109417915344,0.26034703850746155,-0.03397896885871887,0.005164408124983311,0.3270273208618164,0.00395371625199914,0.007575458846986294,0.136792,64,0.0114,0.0,1,0,7,1,7,0.714,,,,,,,0.2483988255262375,0.6907449960708618,2.1896586418151855,0.01615,,0.0
9,4168,0.4286,24,21,0.0,30.0,0.0,0.002743066754192114,0.25673267245292664,0.25203150510787964,0.34241893887519836,-0.04239196702837944,0.004989186301827431,0.4347572326660156,0.0022452156990766525,0.006625463720411062,0.139992,64,0.0077,0.0,1,0,11,0,4,0.5,,,,,,,0.30281707644462585,0.6467475891113281,1.9742789268493652,0.01488,,0.0
10,4625,0.4206,24,21,0.1429,30.0,0.1429,0.00456933444365859,0.24730224907398224,0.25099873542785645,0.32294514775276184,-0.04714285582304001,0.008818934671580791,0.4185306429862976,0.004090607166290283,0.003931460902094841,0.143192,64,0.0135,0.143,1,0,6,0,8,0.875,,,,,,,0.3292282819747925,1.071631908416748,1.99772047996521,0.01514,,0.0
11,4987,0.4127,24,21,0.0,30.0,0.0,0.006059658247977495,0.3160715103149414,0.3106410801410675,0.2622448801994324,-0.13713334500789642,0.07430501282215118,0.38480687141418457,0.00285802548751235,0.00747665436938405,0.146392,64,0.0116,0.0,4,0,7,0,5,0.6,,,,,,,0.9367543458938599,4.102602958679199,2.116130828857422,0.01464,,0.0
12,5322,0.4048,24,20,0.0,30.0,0.0,0.007453626953065395,0.8424934148788452,0.8378350734710693,0.25450921058654785,-0.1170227974653244,0.018635079264640808,0.4117000102996826,0.0022523486986756325,0.005571581888943911,0.149592,64,0.0182,0.0,5,0,6,0,5,0.8,,,,,,,0.7822797894477844,1.5930585861206055,1.9966742992401123,0.01447,,0.0
13,5686,0.3968,24,20,0.0,30.0,0.0,0.010398130863904953,1.1341328620910645,1.1339211463928223,0.10226612538099289,-0.5749377012252808,0.3619617819786072,0.4285324811935425,0.00266800238750875,0.007490747608244419,0.15279199999999998,64,0.023,0.0,4,0,6,1,5,0.8,,,,,,,3.762877941131592,5.847009181976318,2.0445234775543213,0.01425,,0.0
14,6082,0.3889,24,20,0.0,30.0,0.0,0.007452018558979034,1.4281350374221802,1.4571738243103027,0.1429625302553177,-0.2744269073009491,0.06606070697307587,0.4208189845085144,0.0024077382404357195,0.006459075957536697,0.155992,64,0.0865,0.0,3,0,7,0,6,0.833,0.3771,0.8631,1.0,48,0,0,1.7592370510101318,2.6948885917663574,2.0457305908203125,0.01414,0.0,0.0
15,6441,0.381,24,20,0.0,30.0,0.0,0.01272197999060154,1.7472765445709229,1.7351198196411133,0.016797631978988647,-0.3788790702819824,0.09036381542682648,0.3732793927192688,0.0022540311329066753,0.005841790698468685,0.159192,64,0.0398,0.2,4,1,4,0,7,0.571,,,,,,,2.3800132274627686,3.2801215648651123,2.142282724380493,0.01397,,0.0
16,6801,0.373,24,20,0.0,28.0,0.0,0.0302065871655941,2.208993911743164,2.2064361572265625,-0.19179058074951172,-0.6997297406196594,0.17912063002586365,0.41735851764678955,0.0028821309097111225,0.00832346547394991,0.162392,64,0.0072,0.0,4,0,3,1,8,1.0,,,,,,,4.308893203735352,4.697221755981445,2.0768985748291016,0.01441,,0.0
17,7200,0.3651,24,20,0.0,30.0,0.0,0.02793511003255844,2.8359217643737793,2.8591365814208984,-0.31646835803985596,-0.8547151684761047,0.21849346160888672,0.4172077775001526,0.002731264103204012,0.007812638767063618,0.165592,64,0.01,0.0,3,0,4,0,9,1.0,,,,,,,5.1615729331970215,5.404512405395508,2.0421743392944336,0.01486,,0.0
18,7620,0.3571,24,20,0.1429,30.0,0.1429,0.03201514482498169,2.7573959827423096,2.711735963821411,-0.2006358951330185,-0.6250595450401306,0.08270063996315002,0.42024415731430054,0.003977003041654825,0.006371899042278528,0.168792,64,0.0191,0.143,2,0,6,0,7,0.857,,,,,,,3.703134775161743,2.706632614135742,2.0503876209259033,0.01496,,0.0
19,8076,0.3492,24,19,0.0,30.0,0.0,0.021331872791051865,3.7630791664123535,3.759392261505127,-0.07703340798616409,-0.6172674894332886,0.0844070240855217,0.5617237091064453,0.003822689177468419,0.005232686176896095,0.171992,64,0.0344,0.0,1,0,9,0,6,1.0,,,,,,,3.588931083679199,3.2099368572235107,2.124594211578369,0.01486,,0.0
