epoch,lr,wall_s,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc
0,0.000996057350657239,69.34,0.19203027360854186,0.055101894567358894,0.24713216816366948,0.44333300385868796,0.4278408330891414,0.4588251735658628,0.9758149624765479,0.2745151281022892,0.06875554920912456,0.3432706733043788,0.5428058434935177,0.6399834052521307,0.44562828173490465,0.9607843153950881
1,0.0009842915805643156,64.07,0.15402389422590246,0.046540119109490075,0.2005640130497054,0.38192427983091654,0.3684720597028956,0.39537649938581587,0.9788637429643527,0.26382543705925554,0.04031652283100855,0.30414196089202283,0.5307049085946978,0.5934428383990162,0.4679669841330926,0.980392158532343
2,0.0009648882429441258,67.61,0.143361763424095,0.04502101927186672,0.18838278281084817,0.3626775429715135,0.34926268605141436,0.376092398367948,0.9793621013133208,0.2725125378420373,0.0510090795092556,0.3235216192504605,0.5353402259136114,0.623955253709932,0.44672523100836936,0.9831932773109243
3,0.0009381533400219318,66.96,0.13587478429470456,0.04197927665224868,0.17785406095197678,0.3500631847480001,0.3364680563475356,0.36365831110759256,0.9821910178236398,0.27255139451901783,0.07709924609554249,0.3496506399467212,0.5426641765261898,0.6265723936531056,0.45875592901259243,0.9775910380841637
4,0.0009045084971874737,69.91,0.12949689866985434,0.040648048948042276,0.17014494778738684,0.33818723568885006,0.32548862501391773,0.3508858444067819,0.982234990619137,0.24662204345568223,0.061908956700596825,0.30853100788860427,0.5078053308301279,0.5798272535580546,0.43578339432801855,0.9663865562914467
5,0.0008644843137107057,64.8,0.1237051281064581,0.0387642606600331,0.16246938906386355,0.3287355861509495,0.316750523422829,0.3407206496758488,0.9823229362101313,0.2600267715647775,0.0344128116902684,0.29443958764817535,0.5195556616081911,0.6054564497384036,0.43365489342967334,0.980392158532343
6,0.0008187119948743448,65.08,0.11891880812119923,0.03777193304720924,0.15669074107317943,0.32062176223599664,0.30770728260446445,0.33353624024601414,0.9835102016885553,0.26440125165366324,0.07807875486189912,0.342480006797307,0.5256975165435246,0.6130685644323418,0.4383264770861767,0.9523809540505502
7,0.0007679133974894982,67.53,0.1137963842188216,0.03547752739638387,0.149273911760124,0.31175095842378897,0.2997835442339949,0.3237183722082043,0.9843456848030019,0.2561347002074832,0.04224528125500312,0.2983799845564599,0.5131053947100118,0.5910416535135745,0.4351691046849686,0.9803921568627451
8,0.0007128896457825362,63.87,0.10939238502121554,0.03277396314311554,0.14216634805539646,0.3038764129101,0.2920600211083553,0.31569280317420134,0.9853424015009381,0.24806389379568128,0.03956314901552614,0.28762704910350445,0.5122006937903183,0.5823531338647634,0.4420482559698303,0.9747899176359844
9,0.0006545084971874736,73.0,0.10500480647340389,0.031777130319530715,0.1367819366826349,0.29634415618306476,0.28498078481509137,0.3077075283897527,0.9861925422138836,0.2625955162929888,0.04921548479661888,0.31181101254722315,0.5303220333171492,0.610988551495122,0.4496555097964631,0.9747899176359844
