iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,211,0.5,28,22,0.3333,30.0,0.3333,0.0017336099408566952,0.3642216920852661,0.35629409551620483,0.2481001913547516,-0.09973198175430298,0.008485453203320503,0.32727378606796265,0.0024298077914863825,0.007174983620643616,0.289360374212265,64,0.0083,0.333,9,0,4,0,1,1.0,,,,,,,0.3446635901927948,0.7477712035179138,2.219777822494507,0.01422,,-1.0
1,415,0.4921,28,22,0.0,28.83,0.0,0.0040560271590948105,0.3379335403442383,0.328865647315979,0.3082273602485657,-0.09996049851179123,0.007237326353788376,0.3893568217754364,0.004014685750007629,0.008712795563042164,0.3198715150356293,64,0.0085,0.0,9,0,5,1,1,1.0,,,,,,,0.31250202655792236,0.7258281707763672,2.1123480796813965,0.00964,,-1.0
2,625,0.4841,27,21,0.0,30.0,0.0,0.004952269606292248,0.2909054458141327,0.2918938100337982,0.2995854914188385,-0.09920191764831543,0.013295791111886501,0.36625611782073975,0.0031958301551640034,0.01187938917428255,0.3402101695537567,64,0.0093,0.0,9,0,7,0,0,0.0,,,,,,,0.2915900945663452,0.6821381449699402,2.10168719291687,0.0064,,-1.0
3,896,0.4762,27,21,0.0,30.0,0.0,0.0021249703131616116,0.32966119050979614,0.3239184021949768,0.3402099609375,-0.10000000149011612,0.009262977167963982,0.41825827956199646,0.0022120855282992125,0.006851417478173971,0.3804602324962616,64,0.007,0.0,7,0,5,0,4,0.75,,,,,,,0.26283955574035645,0.6742901802062988,2.049945831298828,0.00781,,-1.0
4,1197,0.4683,26,20,0.0,30.0,0.0,0.0017963318387046456,0.280361533164978,0.2771743834018707,0.24559400975704193,-0.09860856086015701,0.0059558330103755,0.32874011993408203,0.0019735863897949457,0.007101557217538357,0.4303792119026184,64,0.0101,0.0,6,0,9,0,1,1.0,,,,,,,0.2291201949119568,0.5952457785606384,2.184201240539551,0.00668,,-1.0
5,1439,0.4603,26,20,0.0,30.0,0.0,0.008467146195471287,0.26051026582717896,0.25180649757385254,0.3948349952697754,-0.09901575744152069,0.00964260008186102,0.47073912620544434,0.0022476008161902428,0.007652884814888239,0.39199671149253845,64,0.0068,0.0,8,0,6,0,2,1.0,,,,,,,0.25259333848953247,0.7766900062561035,1.9936323165893555,0.00695,,-1.0
6,1622,0.4524,26,20,0.0,30.0,0.0,0.005222490523010492,0.2959445118904114,0.30028167366981506,0.29421350359916687,-0.09919820725917816,0.009123960509896278,0.372067391872406,0.002511110156774521,0.006192812696099281,0.43485227227211,64,0.006,0.0,10,0,3,0,3,1.0,,,,,,,0.22811932861804962,0.6952549815177917,2.130429267883301,0.00801,,-1.0
7,1824,0.4444,25,19,0.0,28.8,0.0,0.003166120033711195,0.2867148518562317,0.2864365875720978,0.3187718391418457,-0.09948381781578064,0.009700745344161987,0.3930014371871948,0.002450227504596114,0.011705458164215088,0.4294295012950897,64,0.025,0.0,9,0,4,1,2,0.0,0.2799,0.5891,0.0,0,24,0,0.23166505992412567,0.7542052268981934,2.0750341415405273,0.00713,0.0,0.0
8,2096,0.4365,25,19,0.1429,30.0,0.1429,0.0034280801191926003,0.2799158990383148,0.2721528708934784,0.34126555919647217,-0.09997119009494781,0.006051047705113888,0.4248292148113251,0.0024366064462810755,0.008610816672444344,0.36548173427581787,64,0.009,0.143,7,0,6,0,2,1.0,,,,,,,0.2735326290130615,0.7772364020347595,2.047701358795166,0.00763,,0.0
9,2398,0.4286,25,19,0.0,30.0,0.0,0.004216150846332312,0.25211861729621887,0.253140926361084,0.304415225982666,-0.0999445915222168,0.008387451060116291,0.38333940505981445,0.0011175429681316018,0.008491023443639278,0.4054807722568512,64,0.0112,0.0,6,0,8,0,2,1.0,,,,,,,0.2464841604232788,0.6481516361236572,2.096548318862915,0.00751,,0.0
