epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,28.64,0.22614809104118003,0.22614809104118003,0.06871800460370191,0.39967507375292033,0.10480897785669349,0.4986797653767,0.467441435966147,0.5299180957208197,0.9684864457831325,0.008609813034354923,0.030730105415884272,25.067488817744945,71.7122259718108,30.81692613305607,104.8089778566935,0.24623761662081176,0.24623761662081176,0.1008977854744393,0.43394738978364555,0.08681198578922689,0.5284759135974222,0.6123759640532047,0.4445758594685242,0.9271708716865347,0.011191341594247674,0.02544640578559133,32.78186742518963,58.261284234226586,26.709095265190857,86.81198578922688
1,0.0009842915805643156,28.6,0.16816764113055654,0.16816764113055654,0.05073556400813072,0.30265604045735783,0.08375283489564815,0.41190266946712173,0.39340737181973745,0.43039796560643667,0.978125,0.007225146081792303,0.02494347213083003,21.05220506439008,57.39219675222075,22.60054010138178,83.75283489564815,0.2123134566538808,0.2123134566538808,0.06985853320243311,0.36132418140977707,0.07915219134476338,0.4664810266481394,0.5227793069446788,0.4101827531134715,0.9691876767396259,0.009534449826571204,0.023609735890805554,28.33691365098586,53.33839085589604,23.032185734994275,79.15219134476338
2,0.0009648882429441258,30.32,0.15105333861457296,0.15105333861457296,0.0470070182873183,0.2726754975247096,0.07461514008871044,0.3842810029006866,0.3692531923931765,0.3993088129055069,0.9788780120481928,0.006787552396172142,0.023152548406856606,19.792168715362806,51.31949917918228,19.05145818506129,74.61514008871045,0.2007160328683399,0.2007160328683399,0.05476818307816815,0.32775422254530323,0.0722700058579111,0.4459211168502893,0.4834206725368981,0.4084215650872356,0.9747899159663865,0.008859321747643022,0.023364469471598873,26.235543269695356,48.042925497313504,20.29833663802606,72.2700058579111
3,0.0009381533400219318,28.02,0.14125188912253783,0.14125188912253783,0.04707559537849423,0.25777325734316586,0.06944577289094409,0.3691888188023165,0.3551564188606768,0.38322121888758187,0.9778614457831325,0.006527929364827024,0.022226142376122703,19.03832925999739,47.584625495126446,17.325342292962937,69.44577289094408,0.20919099391675464,0.20919099391675464,0.12473098301336545,0.4006519926195385,0.06673001969645337,0.4675231135192038,0.5164155027612585,0.4186307127569236,0.9411764739274311,0.009468537889660992,0.023879542774638208,28.086414534588155,44.83804367587012,19.386682997789517,66.73001969645337
4,0.0009045084971874737,27.9,0.1323737234326012,0.1323737234326012,0.04413182265069111,0.24136376169072576,0.06485821611909981,0.3535280251359365,0.340326891821551,0.3667291601379234,0.9796686746987951,0.0062569155211908275,0.02128292151154524,18.232065358434816,44.48766916631216,15.979518574563777,64.85821611909981,0.19333605480795146,0.19333605480795146,0.04942252862603724,0.31703979878866373,0.07428121468683585,0.4406633724351557,0.4872545839524737,0.39407218312348974,0.9803921568627451,0.008941713545774044,0.022517710318919325,26.09012639071761,48.19992002026707,18.031231497828106,74.28121468683585
5,0.0008644843137107057,27.66,0.12437860296074166,0.12437860296074166,0.04103159103205944,0.22670846455786603,0.06129827129553599,0.3400769359376057,0.32686188680579864,0.35329198463853584,0.9810993975903615,0.006012299687164016,0.020503070708139833,17.552823274878854,42.02912624880492,15.271854117282885,61.298271295536,0.1952665101747219,0.1952665101747219,0.06385784669249665,0.32975085501243423,0.0706265012026668,0.4473669677555394,0.4842342145803596,0.4104996751002571,0.9635854358432674,0.008854992145082863,0.02346778432486438,26.014449027906945,48.00697420241118,18.84250837669027,70.62650120266679
6,0.0008187119948743448,28.07,0.11825175951403308,0.11825175951403308,0.04153081324422755,0.21794525731399836,0.0581626843885485,0.33018340601260404,0.3187241382627602,0.34164267343929017,0.9806475903614458,0.005861476879477142,0.01983181291585227,17.08500532051885,39.989313837814045,14.418275744493842,58.16268438854849,0.20858342749397962,0.20858342749397962,0.06510058675138723,0.33917411552423854,0.06549009707878951,0.4582682845472288,0.48172726492587925,0.4348093201967181,0.9663865546218487,0.00884226944391467,0.024765842544640145,26.291572089706147,43.47446567120672,16.777313168142413,65.49009707878952
7,0.0007679133974894982,28.58,0.1120251321828509,0.1120251321828509,0.04192754723866616,0.2087761146835534,0.05482343548392675,0.31871291305645405,0.30896643378648414,0.3284593920032662,0.9801204819277108,0.00568167062768017,0.019076834677393177,16.57949026718915,37.70047273621502,13.85819661790147,54.82343548392675,0.18521784963894958,0.18521784963894958,0.0439764248984618,0.29044643436827244,0.06125216374919862,0.41874652341300367,0.45609365057210627,0.3813994038505715,0.9747899159663865,0.008352221023677444,0.021915101861002064,24.583030246845148,40.89704869675035,18.283059195009333,61.25216374919862
8,0.0007128896457825362,41.38,0.10733817943248404,0.10733817943248404,0.03818372747445681,0.19765856880021382,0.05213666130979377,0.31074244096336595,0.3014156300619424,0.3200692559940269,0.9824548192771084,0.005547192797670702,0.018593286182058143,16.177327298076754,35.8715209840651,13.389630550646553,52.13666130979377,0.1858591730354213,0.1858591730354213,0.061471533463323486,0.31701249464386316,0.0696817734891794,0.42578980677268086,0.4816692684377943,0.3699103718211337,0.9635854358432674,0.008812839535771966,0.021260577569655676,25.885220653578347,46.95744540135399,17.169529360335087,69.68177348917939
9,0.0006545084971874736,28.39,0.10213714787758976,0.10213714787758976,0.03949613568726478,0.19112970547144673,0.04949642172958477,0.3008017883602395,0.2925420732383268,0.30906150455934456,0.983132530120482,0.005386339165045913,0.017944883956876864,15.732231493814883,34.10616485200014,12.935316263535956,49.496421729584775,0.18335747288889578,0.18335747288889578,0.0427898917169798,0.28589215473968443,0.05974478489544545,0.425158925166651,0.46138846198049915,0.3889293669819498,0.9859943977591037,0.008426161981200804,0.022437401585468725,24.641920522857113,40.22462946735844,16.524038884247126,59.744784895445456
