iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,dir_err,dir_err_median,dir_track,sector_err,bin_hit_rate,bin_diag_rate,cond_sep,retry_at_1,retry_at_2,retry_at_3,retry_at_4,retry_bin_1,retry_bin_2,retry_bin_3,retry_bin_4,retry_bin_frac_1,retry_bin_frac_2,retry_bin_frac_3,retry_bin_frac_4,succ_bin_0,succ_bin_1,succ_bin_2,succ_bin_3,succ_bin_4,succ_bin_5,n_bin_0,n_bin_1,n_bin_2,n_bin_3,n_bin_4,n_bin_5,succ_g0,succ_g1,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,ff_grasp_miss,ff_no_release,ff_drop,ff_timeout,ff_human_contact,is_best,collect_s,train_s,eval_s,wall_s,c_episodes_b0,c_reached_standoff_b0,c_reached_grasp_b0,c_policy_closed_b0,c_success_b0,c_episodes_b1,c_reached_standoff_b1,c_reached_grasp_b1,c_policy_closed_b1,c_success_b1,c_episodes_b2,c_reached_standoff_b2,c_reached_grasp_b2,c_policy_closed_b2,c_success_b2,c_episodes_b3,c_reached_standoff_b3,c_reached_grasp_b3,c_policy_closed_b3,c_success_b3,c_episodes_b4,c_reached_standoff_b4,c_reached_grasp_b4,c_policy_closed_b4,c_success_b4,c_episodes_b5,c_reached_standoff_b5,c_reached_grasp_b5,c_policy_closed_b5,c_success_b5,co_grasp_ok_b0,co_grasp_miss_b0,co_no_release_b0,co_drop_b0,co_human_contact_b0,co_bench_timeout_b0,co_timeout_b0,co_grasp_ok_b1,co_grasp_miss_b1,co_no_release_b1,co_drop_b1,co_human_contact_b1,co_bench_timeout_b1,co_timeout_b1,co_grasp_ok_b2,co_grasp_miss_b2,co_no_release_b2,co_drop_b2,co_human_contact_b2,co_bench_timeout_b2,co_timeout_b2,co_grasp_ok_b3,co_grasp_miss_b3,co_no_release_b3,co_drop_b3,co_human_contact_b3,co_bench_timeout_b3,co_timeout_b3,co_grasp_ok_b4,co_grasp_miss_b4,co_no_release_b4,co_drop_b4,co_human_contact_b4,co_bench_timeout_b4,co_timeout_b4,co_grasp_ok_b5,co_grasp_miss_b5,co_no_release_b5,co_drop_b5,co_human_contact_b5,co_bench_timeout_b5,co_timeout_b5,c_min_pos_b0,c_min_rot_b0,c_min_pos_b1,c_min_rot_b1,c_min_pos_b2,c_min_rot_b2,c_min_pos_b3,c_min_rot_b3,c_min_pos_b4,c_min_rot_b4,c_min_pos_b5,c_min_rot_b5,n_b0,close_rate_b0,near_rate_b0,grasp_rate_b0,success_rate_b0,box_chance_rate_b0,box_taken_rate_b0,miss_given_box_b0,close_success_rate_b0,mean_box_frac_b0,eval_min_pos_b0,eval_min_rot_b0,mean_pos_err_b0,mean_rot_err_b0,dir_err_b0,dir_track_b0,sector_err_b0,bin_hit_rate_b0,bin_diag_rate_b0,f_grasp_ok_b0,f_grasp_miss_b0,f_no_release_b0,f_drop_b0,f_timeout_b0,f_human_contact_b0,ff_grasp_miss_b0,ff_no_release_b0,ff_drop_b0,ff_timeout_b0,ff_human_contact_b0,n_b1,close_rate_b1,near_rate_b1,grasp_rate_b1,success_rate_b1,box_chance_rate_b1,box_taken_rate_b1,miss_given_box_b1,close_success_rate_b1,mean_box_frac_b1,eval_min_pos_b1,eval_min_rot_b1,mean_pos_err_b1,mean_rot_err_b1,dir_err_b1,dir_track_b1,sector_err_b1,bin_hit_rate_b1,bin_diag_rate_b1,f_grasp_ok_b1,f_grasp_miss_b1,f_no_release_b1,f_drop_b1,f_timeout_b1,f_human_contact_b1,ff_grasp_miss_b1,ff_no_release_b1,ff_drop_b1,ff_timeout_b1,ff_human_contact_b1,n_b2,close_rate_b2,near_rate_b2,grasp_rate_b2,success_rate_b2,box_chance_rate_b2,box_taken_rate_b2,miss_given_box_b2,close_success_rate_b2,mean_box_frac_b2,eval_min_pos_b2,eval_min_rot_b2,mean_pos_err_b2,mean_rot_err_b2,dir_err_b2,dir_track_b2,sector_err_b2,bin_hit_rate_b2,bin_diag_rate_b2,f_grasp_ok_b2,f_grasp_miss_b2,f_no_release_b2,f_drop_b2,f_timeout_b2,f_human_contact_b2,ff_grasp_miss_b2,ff_no_release_b2,ff_drop_b2,ff_timeout_b2,ff_human_contact_b2,n_b3,close_rate_b3,near_rate_b3,grasp_rate_b3,success_rate_b3,box_chance_rate_b3,box_taken_rate_b3,miss_given_box_b3,close_success_rate_b3,mean_box_frac_b3,eval_min_pos_b3,eval_min_rot_b3,mean_pos_err_b3,mean_rot_err_b3,dir_err_b3,dir_track_b3,sector_err_b3,bin_hit_rate_b3,bin_diag_rate_b3,f_grasp_ok_b3,f_grasp_miss_b3,f_no_release_b3,f_drop_b3,f_timeout_b3,f_human_contact_b3,ff_grasp_miss_b3,ff_no_release_b3,ff_drop_b3,ff_timeout_b3,ff_human_contact_b3,n_b4,close_rate_b4,near_rate_b4,grasp_rate_b4,success_rate_b4,box_chance_rate_b4,box_taken_rate_b4,miss_given_box_b4,close_success_rate_b4,mean_box_frac_b4,eval_min_pos_b4,eval_min_rot_b4,mean_pos_err_b4,mean_rot_err_b4,dir_err_b4,dir_track_b4,sector_err_b4,bin_hit_rate_b4,bin_diag_rate_b4,f_grasp_ok_b4,f_grasp_miss_b4,f_no_release_b4,f_drop_b4,f_timeout_b4,f_human_contact_b4,ff_grasp_miss_b4,ff_no_release_b4,ff_drop_b4,ff_timeout_b4,ff_human_contact_b4,n_b5,close_rate_b5,near_rate_b5,grasp_rate_b5,success_rate_b5,box_chance_rate_b5,box_taken_rate_b5,miss_given_box_b5,close_success_rate_b5,mean_box_frac_b5,eval_min_pos_b5,eval_min_rot_b5,mean_pos_err_b5,mean_rot_err_b5,dir_err_b5,dir_track_b5,sector_err_b5,bin_hit_rate_b5,bin_diag_rate_b5,f_grasp_ok_b5,f_grasp_miss_b5,f_no_release_b5,f_drop_b5,f_timeout_b5,f_human_contact_b5,ff_grasp_miss_b5,ff_no_release_b5,ff_drop_b5,ff_timeout_b5,ff_human_contact_b5
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,966,20285,0.0,50,0.1014,0.9968,0.2104,0.9825,0.1966,26.0758,14.562,38.1365,0.4845,0.4691,0.0,0.567,0.8545,0.0,0.0,,0.3763,0.9041,0.0464,0.1233,2.3425,0.3719,,,,0.1041,1.0905,0.1772,0.0978,1.3964,21.0182,48.2001,39.3335,0.4644,72.4012,0.0508,0.5932,0.1558,0.49,0.56,0.58,0.58,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5741,0.3939,0.5135,0.24,0.6842,0.4615,54.0,33.0,37.0,25.0,19.0,26.0,0.49,0.4915,0.4845,0.0052,0.0619,0.2474,0.0,0.201,0.01,0.12,0.48,0.0,0.39,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.6852,0.0,0.537,0.5741,0.3704,0.95,0.05,0.8378,0.3598,0.0969,1.1574,0.0974,1.6013,27.2622,0.6971,53.8818,0.0588,0.8431,0.5741,0.0,0.0926,0.2222,0.0,0.1111,0.0,0.2174,0.5217,0.0,0.2609,33,0.4848,0.0,0.4242,0.3939,0.3939,0.9231,0.1538,0.8125,0.4484,0.1165,0.929,0.117,1.2847,72.2003,0.1978,106.0404,0.0,0.4231,0.3939,0.0303,0.0606,0.2727,0.0,0.2424,0.05,0.1,0.45,0.0,0.4,37,0.5946,0.0,0.4865,0.5135,0.2432,1.0,0.0,0.8636,0.3028,0.0846,1.0626,0.09,1.3492,60.6538,0.3261,52.537,0.1429,0.4,0.5135,0.0,0.0541,0.2703,0.0,0.1622,0.0,0.1111,0.5556,0.0,0.3333,25,0.28,0.0,0.24,0.24,0.28,0.7143,0.2857,0.8571,0.2727,0.1382,1.1934,0.1055,1.2169,51.3921,0.429,102.2611,0.0,0.5217,0.24,0.0,0.04,0.32,0.0,0.4,0.0,0.0526,0.4211,0.0,0.5263,19,0.6842,0.0,0.6842,0.6842,0.7368,0.8571,0.1429,1.0,0.565,0.1043,1.2168,0.0913,1.2864,39.3752,0.5625,44.9894,0.0526,0.6842,0.6842,0.0,0.0,0.1053,0.0,0.2105,0.0,0.0,0.3333,0.0,0.6667,26,0.5769,0.0,0.4231,0.4615,0.3846,0.9,0.2,0.8,0.3524,0.0981,1.0053,0.0918,1.2582,52.6435,0.4151,98.4521,0.0,0.5217,0.4615,0.0,0.0769,0.2692,0.0,0.1923,0.0,0.1429,0.5,0.0,0.3571
1,0.9,190,190,5281,0,187,146,141,850,0,0,0,4742,0,0,44,0,0,219,74,0.014605,1401,0.25,0.0327,0.1223,,141,0,1,48,0,0,0.6526,0.6526,0.0,0.0579,0.2368,0.0474,0.0,0.0053,,,0,0,0.0,141,5140,0.0357,2,2,1104,24489,0.1717,20,0.1081,0.9966,0.2657,0.9746,0.2336,28.7714,14.6257,41.2054,0.3814,0.3814,0.0,0.5361,0.7115,0.0,0.0,,0.299,0.8448,0.0619,0.2069,2.8103,0.324,,,,0.1116,1.0045,0.1955,0.1132,1.6981,25.3942,54.5855,44.9643,0.3935,72.9101,0.0989,0.522,0.1726,0.42,0.51,0.52,0.52,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5926,0.1212,0.4324,0.36,0.3684,0.2308,54.0,33.0,37.0,25.0,19.0,26.0,0.42,0.3051,0.3814,0.0,0.0773,0.3918,0.0,0.1495,0.0,0.125,0.6333,0.0,0.2417,0,105.6,370.9,70.0,546.6,62,51,49,0,46,41,29,28,0,21,34,28,26,0,22,20,11,10,0,8,13,10,10,0,10,19,16,17,0,16,46,0,1,13,2,0,0,21,0,7,10,3,0,0,22,0,2,8,2,0,0,8,0,1,9,1,0,1,10,0,0,2,1,0,0,16,0,0,3,0,0,0,0.0328,0.1135,0.0359,0.1225,0.0246,0.1109,0.0468,0.2244,0.0425,0.1216,0.0202,0.0702,54,0.8333,0.0,0.6296,0.5926,0.3889,1.0,0.0476,0.7111,0.4161,0.1064,1.0255,0.1083,1.7684,35.6035,0.6044,39.8338,0.2745,0.7843,0.5926,0.0,0.0926,0.2593,0.0,0.0556,0.0,0.2273,0.6364,0.0,0.1364,33,0.1818,0.0,0.1515,0.1212,0.1818,0.6667,0.3333,0.6667,0.1936,0.1357,0.8518,0.1323,1.382,95.9924,-0.0666,125.8815,0.0,0.1333,0.1212,0.0,0.0606,0.6667,0.0,0.1515,0.0,0.069,0.7586,0.0,0.1724,37,0.6216,0.0,0.3784,0.4324,0.2432,0.8889,0.1111,0.6957,0.2912,0.0958,0.9232,0.1013,1.5426,45.1481,0.4984,56.3364,0.0857,0.6286,0.4324,0.0,0.1081,0.3243,0.0,0.1351,0.0,0.1905,0.5714,0.0,0.2381,25,0.4,0.0,0.36,0.36,0.48,0.6667,0.4167,0.9,0.4359,0.1323,1.1696,0.1403,1.6799,62.4283,0.3064,106.7978,0.0,0.3182,0.36,0.0,0.04,0.36,0.0,0.24,0.0,0.0625,0.5625,0.0,0.375,19,0.4737,0.0,0.3158,0.3684,0.1053,1.0,0.0,0.7778,0.2148,0.1036,1.2013,0.1326,1.7107,60.5551,0.3272,56.8672,0.0526,0.4737,0.3684,0.0,0.0526,0.3684,0.0,0.2105,0.0,0.0833,0.5833,0.0,0.3333,26,0.4231,0.0,0.2308,0.2308,0.3077,0.75,0.375,0.5455,0.3171,0.1002,0.9675,0.1067,1.9141,45.394,0.4956,82.3945,0.0,0.52,0.2308,0.0,0.0769,0.4615,0.0,0.2308,0.0,0.1,0.6,0.0,0.3
2,0.8938,184,184,4878,0,183,140,131,798,0,0,0,4300,0,0,44,0,0,190,55,0.01657,1287,0.2446,0.033,0.1526,,131,0,0,53,0,0,0.6196,0.6196,0.0,0.0598,0.2609,0.0598,0.0,0.0,,,43,0,0.0,131,4747,0.0372,4,3,1234,28319,0.2837,20,0.1044,0.998,0.2436,0.9778,0.2333,28.587,14.6489,40.2467,0.4227,0.4072,0.0,0.5309,0.7961,0.0,0.0,,0.3454,0.8209,0.067,0.194,2.6418,0.3592,,,,0.1047,1.0732,0.1838,0.1046,1.4905,22.8641,52.0074,40.5,0.4221,75.3212,0.0645,0.5376,0.2271,0.42,0.57,0.59,0.59,0,1,3,5,0.54,0.322,0.4138,0.8333,0.5741,0.1818,0.3784,0.4,0.6316,0.3462,54.0,33.0,37.0,25.0,19.0,26.0,0.42,0.3729,0.4227,0.0,0.0464,0.2887,0.0258,0.2165,0.0,0.0804,0.5,0.0446,0.375,0,120.6,482.5,66.9,670.1,40,34,30,0,28,31,20,17,0,11,43,33,33,0,29,27,17,17,0,17,18,13,11,0,10,22,20,20,0,17,28,0,0,10,2,0,0,11,0,6,11,3,0,0,29,0,2,11,1,0,0,17,0,0,8,2,0,0,10,0,0,5,3,0,0,17,0,2,3,0,0,0,0.0222,0.1018,0.0593,0.2332,0.0206,0.1343,0.0511,0.2426,0.0438,0.1708,0.012,0.0624,54,0.7593,0.0,0.5556,0.5741,0.3148,1.0,0.0588,0.7561,0.3726,0.1032,1.0901,0.1048,1.6935,36.9788,0.5891,43.348,0.2075,0.6981,0.5741,0.0,0.1111,0.2037,0.037,0.0741,0.0,0.2609,0.4783,0.087,0.1739,33,0.303,0.0,0.1212,0.1818,0.2424,0.375,0.625,0.6,0.2536,0.1119,0.9202,0.1089,1.0808,74.6587,0.1705,113.306,0.0,0.2258,0.1818,0.0,0.0303,0.4545,0.0,0.3333,0.0,0.037,0.5556,0.0,0.4074,37,0.4865,0.0,0.3784,0.3784,0.4324,0.75,0.25,0.7778,0.4071,0.099,1.1558,0.0974,1.558,47.0709,0.477,79.6865,0.0,0.6571,0.3784,0.0,0.027,0.2703,0.0541,0.2703,0.0,0.0435,0.4348,0.087,0.4348,25,0.4,0.0,0.4,0.4,0.44,0.8182,0.1818,1.0,0.3902,0.1172,1.0821,0.1129,1.2819,69.0627,0.2326,89.0635,0.0,0.3182,0.4,0.0,0.0,0.32,0.0,0.28,0.0,0.0,0.5333,0.0,0.4667,19,0.6842,0.0,0.6316,0.6316,0.4211,0.875,0.125,0.9231,0.4801,0.1023,1.2168,0.0979,1.2803,57.2688,0.3637,49.9538,0.0526,0.5789,0.6316,0.0,0.0,0.1579,0.0526,0.1579,0.0,0.0,0.4286,0.1429,0.4286,26,0.4231,0.0,0.3462,0.3462,0.2692,1.0,0.0,0.8182,0.2794,0.0964,1.0012,0.1122,1.434,44.0042,0.5111,96.2407,0.0,0.5769,0.3462,0.0,0.0385,0.3462,0.0,0.2692,0.0,0.0588,0.5294,0.0,0.4118
3,0.8875,180,180,4947,0,180,153,148,897,0,0,0,4383,0,0,26,0,0,222,58,0.013342,1294,0.2392,0.0245,0.0838,,148,0,1,31,0,0,0.7222,0.7222,0.0056,0.0611,0.1778,0.0278,0.0,0.0056,,,53,1,0.1933,148,4799,0.0359,2,4,1381,32618,0.3781,20,0.1042,0.9978,0.2485,0.981,0.229,29.0011,14.825,41.4764,0.3969,0.3918,0.0052,0.5103,0.7778,0.0052,0.0,0.0,0.366,0.7746,0.0876,0.2394,2.5211,0.3639,,,,0.1044,1.0902,0.1816,0.1151,1.4554,24.6061,50.5314,44.1277,0.4385,73.2279,0.105,0.5193,0.3318,0.39,0.49,0.52,0.52,0,1,3,5,0.54,0.322,0.4138,0.8333,0.4444,0.2727,0.2703,0.4,0.6316,0.4615,54.0,33.0,37.0,25.0,19.0,26.0,0.39,0.322,0.3969,0.0052,0.0619,0.3402,0.0052,0.1907,0.0085,0.1026,0.5641,0.0085,0.3162,0,100.1,473.8,65.0,638.9,40,35,32,0,30,36,26,24,0,18,31,30,30,0,28,30,22,22,0,20,21,18,18,0,16,21,21,21,0,17,30,0,1,7,2,0,0,18,0,5,11,1,0,1,28,0,1,2,0,0,0,20,0,2,6,2,0,0,16,0,1,4,0,0,0,17,1,1,2,0,0,0,0.0223,0.0558,0.0458,0.1505,0.0116,0.0261,0.03,0.1627,0.0218,0.0794,0.007,0.004,54,0.5926,0.0,0.4444,0.4444,0.3333,0.8889,0.1111,0.75,0.319,0.104,1.1584,0.1348,1.7395,39.7071,0.5588,50.9939,0.1481,0.5741,0.4444,0.0,0.0741,0.4074,0.0,0.0741,0.0,0.1333,0.7333,0.0,0.1333,33,0.3636,0.0,0.2727,0.2727,0.3939,0.4615,0.5385,0.75,0.423,0.1085,0.9079,0.1089,1.2733,63.7952,0.2912,98.3136,0.0,0.4074,0.2727,0.0,0.0606,0.303,0.0,0.3636,0.0,0.0833,0.4167,0.0,0.5,37,0.3243,0.0,0.2703,0.2703,0.2973,0.5455,0.4545,0.8333,0.2973,0.1162,1.2283,0.135,1.7365,57.6214,0.3598,92.6205,0.0571,0.3429,0.2703,0.0,0.0541,0.3784,0.0,0.2973,0.0,0.0741,0.5185,0.0,0.4074,25,0.48,0.0,0.4,0.4,0.36,1.0,0.0,0.8333,0.3624,0.1135,1.0344,0.0919,1.0838,63.2246,0.2975,71.836,0.1667,0.375,0.4,0.0,0.04,0.32,0.0,0.24,0.0,0.0667,0.5333,0.0,0.4,19,0.7895,0.0,0.5789,0.6316,0.4211,0.875,0.125,0.8,0.4662,0.0967,1.2319,0.1084,1.5439,62.4224,0.3064,45.5355,0.2667,0.4667,0.6316,0.0,0.1053,0.1579,0.0526,0.0526,0.0,0.2857,0.4286,0.1429,0.1429,26,0.6154,0.0385,0.4615,0.4615,0.4615,0.9167,0.1667,0.75,0.4035,0.0801,0.9335,0.0892,1.0089,31.1176,0.6542,84.5111,0.0385,0.9231,0.4615,0.0385,0.0385,0.3462,0.0,0.1154,0.0714,0.0714,0.6429,0.0,0.2143
4,0.8812,156,156,4246,0,156,121,115,702,0,0,0,3737,1,1,33,0,0,182,38,0.011025,1150,0.2338,0.0369,0.1351,31.0,115,0,1,40,0,0,0.6795,0.6795,0.0,0.0385,0.1923,0.0833,0.0,0.0064,,,76,0,0.0,115,4131,0.0354,0,5,1496,36028,0.437,20,0.0952,0.9989,0.2496,0.9778,0.2355,28.4615,15.1994,41.6657,0.4588,0.4433,0.0,0.5619,0.8165,0.0,0.0,,0.4124,0.8125,0.1134,0.275,2.6,0.4345,,,,0.1017,1.0598,0.1787,0.0986,1.3396,24.8991,44.6329,38.9714,0.5041,72.4629,0.0333,0.6389,0.2299,0.53,0.58,0.59,0.59,0,1,3,5,0.54,0.322,0.4138,0.8333,0.7222,0.2424,0.4865,0.32,0.5263,0.2308,54.0,33.0,37.0,25.0,19.0,26.0,0.53,0.322,0.4588,0.0052,0.0515,0.2113,0.0258,0.2474,0.0095,0.0952,0.3905,0.0476,0.4571,0,85.6,587.7,81.0,760.3,29,21,19,0,19,41,30,30,0,27,27,24,24,0,22,20,16,15,0,15,15,10,9,1,6,23,19,18,0,17,19,0,0,8,2,0,0,27,0,2,7,5,0,0,22,0,2,3,0,0,0,15,0,0,3,2,0,0,6,0,1,5,2,0,1,17,0,1,4,1,0,0,0.0352,0.1522,0.0511,0.1634,0.0194,0.0595,0.0318,0.1687,0.0644,0.1909,0.0208,0.0921,54,0.8148,0.0,0.6296,0.7222,0.3333,1.0,0.0556,0.8864,0.3881,0.096,1.0644,0.1009,1.4428,28.9211,0.6787,44.8894,0.0962,0.8462,0.7222,0.0,0.0556,0.1852,0.0185,0.0185,0.0,0.2,0.6667,0.0667,0.0667,33,0.303,0.0,0.2424,0.2424,0.3939,0.6154,0.5385,0.8,0.3976,0.1046,0.9027,0.0951,1.1673,60.2283,0.3308,106.7735,0.0,0.5161,0.2424,0.0303,0.0303,0.303,0.0303,0.3636,0.04,0.04,0.4,0.04,0.48,37,0.5946,0.0,0.4865,0.4865,0.4865,0.8333,0.1667,0.8182,0.497,0.0963,1.0889,0.0996,1.3796,41.7352,0.5363,67.3087,0.0,0.7353,0.4865,0.0,0.0541,0.1622,0.027,0.2703,0.0,0.1053,0.3158,0.0526,0.5263,25,0.4,0.0,0.36,0.32,0.4,0.7,0.4,0.8,0.4376,0.1255,1.1598,0.106,1.1972,56.9771,0.3669,93.8337,0.0,0.2857,0.32,0.0,0.04,0.28,0.08,0.28,0.0,0.0588,0.4118,0.1176,0.4118,19,0.6842,0.0,0.5263,0.5263,0.5789,0.9091,0.2727,0.7692,0.5124,0.0883,1.2186,0.0901,1.2961,48.4302,0.4619,57.4805,0.0,0.6316,0.5263,0.0,0.1053,0.1053,0.0,0.2632,0.0,0.2222,0.2222,0.0,0.5556,26,0.3846,0.0,0.2692,0.2308,0.3846,0.7,0.4,0.6,0.4286,0.1045,0.9959,0.0937,1.1681,49.0115,0.4554,89.0421,0.0435,0.5217,0.2308,0.0,0.0385,0.2308,0.0,0.5,0.0,0.05,0.3,0.0,0.65
5,0.875,198,198,5376,0,196,158,154,936,0,0,0,4655,1,1,36,0,0,251,103,0.010488,1380,0.2283,0.029,0.125,15.0,154,0,2,42,0,0,0.6566,0.6566,0.0,0.0758,0.2121,0.0455,0.0,0.0101,,,108,0,0.015,154,5222,0.0359,3,6,1649,40497,0.4991,20,0.094,0.9989,0.2785,0.9746,0.2547,28.5206,15.2714,40.9858,0.3351,0.3299,0.0,0.4175,0.8025,0.0,0.0,,0.268,0.8269,0.0515,0.1923,2.1538,0.2758,,,,0.101,1.0185,0.1884,0.1072,1.4048,26.0988,55.051,47.2336,0.3883,69.1551,0.1576,0.4837,0.4118,0.33,0.43,0.48,0.48,0,1,3,5,0.54,0.322,0.4138,0.8333,0.4444,0.0909,0.3514,0.4,0.3684,0.3077,54.0,33.0,37.0,25.0,19.0,26.0,0.33,0.2373,0.3351,0.0,0.0567,0.3763,0.0412,0.1907,0.0,0.0853,0.5659,0.062,0.2868,0,113.4,805.1,75.1,994.0,55,48,47,0,42,40,26,24,1,15,36,30,29,0,27,25,14,14,0,11,15,13,13,0,11,25,25,25,0,22,42,0,1,10,2,0,0,15,0,8,12,5,0,0,27,0,0,7,1,0,1,11,0,2,10,1,0,1,11,0,2,2,0,0,0,22,0,2,1,0,0,0,0.0193,0.0711,0.05,0.2177,0.025,0.1208,0.0541,0.2883,0.0156,0.0337,0.007,0.0027,54,0.5556,0.0,0.4444,0.4444,0.2593,0.9286,0.0,0.8,0.2902,0.1018,1.0252,0.1099,1.6189,37.8872,0.579,45.3019,0.2778,0.6296,0.4444,0.0,0.0556,0.3148,0.0926,0.0926,0.0,0.1,0.5667,0.1667,0.1667,33,0.1212,0.0,0.1212,0.0909,0.1818,0.5,0.5,0.75,0.2214,0.1079,0.9431,0.0875,0.6875,82.3487,0.085,100.6795,0.0,0.3333,0.0909,0.0,0.0303,0.4545,0.0,0.4242,0.0,0.0333,0.5,0.0,0.4667,37,0.4324,0.0,0.3243,0.3514,0.2703,0.8,0.2,0.8125,0.2581,0.1,1.0452,0.1165,1.5648,46.1736,0.487,70.2945,0.1429,0.5714,0.3514,0.0,0.0811,0.4054,0.0541,0.1081,0.0,0.125,0.625,0.0833,0.1667,25,0.48,0.0,0.4,0.4,0.28,1.0,0.0,0.8333,0.289,0.109,1.0137,0.1055,1.229,66.9462,0.2562,82.8976,0.0435,0.3043,0.4,0.0,0.04,0.4,0.0,0.16,0.0,0.0667,0.6667,0.0,0.2667,19,0.4211,0.0,0.3684,0.3684,0.3684,0.8571,0.1429,0.875,0.3265,0.0921,1.2517,0.1132,1.5498,77.7554,0.1361,48.826,0.2941,0.2941,0.3684,0.0,0.0526,0.3684,0.0,0.2105,0.0,0.0833,0.5833,0.0,0.3333,26,0.4231,0.0,0.2692,0.3077,0.3077,0.75,0.5,0.7273,0.2904,0.0904,0.8967,0.0913,0.9351,45.4134,0.4954,82.4342,0.12,0.52,0.3077,0.0,0.0769,0.3462,0.0385,0.2308,0.0,0.1111,0.5,0.0556,0.3333
