epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,50.55,0.20261430322118332,0.20261430322118332,0.08330031097838027,0.2859146144081113,0.4556604099054278,0.4273930069036279,0.4839278144156275,0.9635736196319018,0.0075725311566247075,0.026880588773866555,22.053766218613994,0.26936789570736286,0.26936789570736286,0.04126913415095886,0.3106370246043058,0.5476942690146738,0.6382240390911156,0.4571645158011706,0.9803921568627451,0.011266657691292403,0.025110653692892955,33.36348367401031
1,0.0009842915805643156,38.81,0.16752100717619153,0.16752100717619153,0.07278715114343477,0.24030815875100578,0.4022486165074483,0.37617020743207696,0.4283270276397284,0.9680070935582822,0.006668468433049467,0.023784105160325034,19.44160391576588,0.26716616073576344,0.26716616073576344,0.07417772741628294,0.34134388237106367,0.5419401536468699,0.6090128089533466,0.4748674738807839,0.9719887988574031,0.010782172877331074,0.026015122580219385,31.679350261886913
2,0.0009648882429441258,39.45,0.15320086600316082,0.15320086600316082,0.06336825291991828,0.21656911860168712,0.379334675845193,0.35313812369035064,0.4055312279086172,0.9739024156441718,0.006266124656515344,0.02252844786928521,18.247551744678088,0.248849502756816,0.248849502756816,0.08361619812663362,0.33246570508353185,0.5169252229004013,0.5747989274206615,0.45905151529138494,0.9663865546218487,0.010137836580589957,0.025212053981732253,29.862859523763845
3,0.0009381533400219318,38.99,0.14404321533907777,0.14404321533907777,0.05899891159440065,0.2030421266092296,0.3649077582304463,0.34064113654973316,0.38917437872272326,0.9752444401840491,0.006041850811127642,0.021630669976841727,17.5718295979285,0.2428708293524777,0.2428708293524777,0.059421047735281014,0.30229187308072375,0.5134984279881004,0.578954606663947,0.44804226083247933,0.9635854341736695,0.010152974031625591,0.02464653865149876,29.805613071227274
4,0.0009045084971874737,38.8,0.13989179865942777,0.13989179865942777,0.05455440497154404,0.19444620319030767,0.35810511780937027,0.3327815483775607,0.38342868708119804,0.9782400306748467,0.005898443617046657,0.021301131856919158,17.163578970814868,0.24566194653010168,0.24566194653010168,0.03654133359424206,0.28220328179394166,0.5187065403501526,0.5812626432637874,0.4561504596421699,0.9831932789805222,0.010238554785210713,0.025184726822568254,30.08273352949726
5,0.0008644843137107057,39.71,0.1306210518614646,0.1306210518614646,0.05192528816941337,0.1825463398719675,0.3436691676912132,0.31869342680906226,0.368644911773,0.9787912193251533,0.005648640352958367,0.02047189362804217,16.450198491509614,0.2528164000654755,0.2528164000654755,0.1547513114971941,0.4075677117713693,0.5192462446308937,0.5723927516897186,0.46609976512043416,0.9579831966165067,0.010050508284977838,0.025695001294299,29.54741819899957
6,0.0008187119948743448,39.74,0.1286523296309212,0.1286523296309212,0.04767148801771227,0.1763238177000562,0.33991801256508186,0.3161679212621019,0.36366810057700777,0.9808521855828221,0.00561051123576993,0.02021134578897132,16.294090341536638,0.23112647398179317,0.23112647398179317,0.05426168191854527,0.28538815581164106,0.4900846328555035,0.5266245832296312,0.4535446695419921,0.9775910364145658,0.00927873496070546,0.02497403161908064,27.398819322971736
7,0.0007679133974894982,40.45,0.11992666128154364,0.11992666128154364,0.04555604436921893,0.16548270571039864,0.32582225485996236,0.30446267173699804,0.3471818392856355,0.982170245398773,0.005398281285342149,0.019283615338381813,15.706865802590102,0.23061180064658157,0.23061180064658157,0.03720661483872004,0.267818413153082,0.4867104703471774,0.5280546817292019,0.44536625671119584,0.988795518207283,0.009260372982649994,0.024636965088483665,27.322580051772736
8,0.0007128896457825362,45.31,0.11449793640501295,0.11449793640501295,0.045632126331157936,0.16013006277473793,0.3167966363117373,0.29692937609699604,0.33666389549802417,0.9824098926380368,0.005268362520385442,0.018720038179479585,15.340098526980157,0.22436538885454504,0.22436538885454504,0.05668818007330267,0.281053570263526,0.48184793778494295,0.5242645647011551,0.43943130777997463,0.9775910397537616,0.009218743502707625,0.024212193563163113,27.18967233761018
9,0.0006545084971874736,38.12,0.11221888475120068,0.11221888475120068,0.04090803706225014,0.15312692197325406,0.3120052261860824,0.2925517179437576,0.33145873429128,0.9847584355828221,0.005193220064018287,0.018428632402449754,15.122518798999169,0.2321200683838179,0.2321200683838179,0.04594130297543622,0.27806137230883793,0.4919022190637615,0.5373109499780404,0.4464934934921959,0.9803921568627451,0.009476977573963357,0.024747119600824614,27.713937559673766
