epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,42.78,0.2460991248609328,0.021802103043010584,0.15261472166189075,0.09138707003157594,0.35168766262081524,0.10768587128627614,0.5064437697673666,0.3891013024363508,0.6237862357986868,0.9581009127789046,0.007223117544030502,0.04200288097602722,21.802103043010582,73.82147558199706,29.868171346728488,107.68587128627614,0.19505770341688847,0.0170378956072429,0.11926526820459285,0.06567294017023065,0.26722116129738943,0.0822829502512093,0.4360598252267063,0.2993951958267629,0.5727244408524671,0.9775910380841637,0.005597166584006378,0.03805453361583357,17.0378956072429,54.49186996961174,29.258321842577715,82.2829502512093
1,0.0009842915805643156,34.1,0.20828515362243866,0.01750182717449162,0.12251279021010679,0.06965394459030086,0.2785300777178507,0.08636334290610849,0.44389145562905086,0.3109294395236408,0.576853476661214,0.9688133874239351,0.005776033843499108,0.038872852120510705,17.50182717449162,59.78433306481969,27.42842263177654,86.3633429061085,0.17422050091565824,0.014650546883021583,0.10255382911247365,0.054612078116971906,0.24241886252448672,0.08525295979252048,0.4107492701346133,0.2594393330211399,0.5620592159717357,0.9775910364145658,0.004802354528628686,0.0375462607363192,14.650546883021583,57.18967790196256,27.846001431865563,85.25295979252049
2,0.0009648882429441258,33.03,0.1880503425310398,0.016073695414191447,0.1125158679352329,0.06335110752890548,0.25545088176069586,0.07958390652135952,0.4086808678949097,0.28666119334905676,0.5307005467932316,0.9724581643002028,0.005326669062459445,0.03577278146773395,16.073695414191448,55.04658601377122,26.41270265110554,79.58390652135951,0.10415639130382978,0.013149672905270126,0.09204771083777025,0.0437995794409213,0.21990124259342334,0.08405395027469187,0.30840385732363584,0.24415841569252708,0.3726492626827304,0.9775910364145658,0.004482418988734817,0.02474405642087553,13.149672905270124,57.8802808785305,24.189590504695687,84.05395027469186
3,0.0009381533400219318,35.36,0.16806402897677605,0.015035566344902555,0.10524896446154519,0.056051371438460874,0.23518253421565824,0.07388219790453843,0.3705762412255483,0.2678117286905072,0.4733407580828328,0.975373985801217,0.004977921599193531,0.03193955410188763,15.035566344902554,50.94189572376605,24.745824684403324,73.88219790453843,0.08363440010894914,0.011661419215812987,0.08162993563114762,0.09604920998883515,0.250585085704547,0.07290594331941017,0.25014840016345014,0.2108011557942345,0.2894956456596444,0.9607843153950881,0.0038963967154235567,0.019173155559607746,11.661419215812987,49.650239698192316,22.98108655001618,72.90594331941017
4,0.0009045084971874737,32.88,0.15390864842803675,0.014240252169540519,0.09968176538513833,0.05509707682272967,0.22455263766507347,0.06977379550254369,0.3446708297693222,0.25544940470198346,0.433892257496503,0.9767051217038539,0.004747996605464218,0.029220957014309223,14.240252169540518,48.35046050998309,22.80927788160768,69.77379550254369,0.066960723063692,0.010946401527949743,0.0766248105286884,0.04814440303114282,0.19284005016505884,0.06807083811830072,0.22659051718832063,0.20216525085166054,0.25101579041207206,0.9719887955182073,0.0037146315874704043,0.016747992316193106,10.946401527949742,46.414193517270206,21.09286605088386,68.07083811830071
5,0.0008644843137107057,33.82,0.1474798977465707,0.013960814434075331,0.09772570135778394,0.052025776338040015,0.21675759810825873,0.06700612054514353,0.3327950503352206,0.25031517899423295,0.4152749231874822,0.9776242393509128,0.004651684780146088,0.02794819297250096,13.960814434075331,46.48808302248226,21.565234193182317,67.00612054514353,0.06971468298542065,0.011012868927035178,0.07709008239272262,0.04669165430741817,0.19155531224249459,0.06777357487451463,0.2265594852488248,0.19878039248183327,0.25433855931631993,0.9775910364145658,0.0036923136504716566,0.016845217258969442,11.012868927035179,45.69304950472687,21.0546512429216,67.77357487451462
6,0.0008187119948743448,33.12,0.1391390830610877,0.01329748797406108,0.09308241610745871,0.051222809268309,0.2086941029944478,0.06438887744960631,0.3179648920561189,0.2390611082254994,0.3968686775793652,0.9787652129817445,0.004441084022847199,0.026722141751229885,13.297487974061081,44.911578010473,20.667340659436665,64.3888774496063,0.055866803593036175,0.009741714074216387,0.06819199728949063,0.04570297702771275,0.18075012647304214,0.06685515048624087,0.19565958581885703,0.18101435757818676,0.21030478889033907,0.9831932773109243,0.003345295227933623,0.01399583847676756,9.741714074216386,47.22569697126955,18.336091734864468,66.85515048624087
7,0.0007679133974894982,33.84,0.13578287458413754,0.012859960770495161,0.09001972530845696,0.04446406156470731,0.19493604956183425,0.060452263023983877,0.30873466586849024,0.23197702573835247,0.3854923037921681,0.9812690162271805,0.004314073645292534,0.02597020287822335,12.85996077049516,42.17503154480312,19.62733538007096,60.452263023983875,0.054333318165746054,0.009946622240098835,0.06962635529851045,0.0541145851788651,0.18865173163951612,0.06491079235694655,0.1989506234307917,0.18088342867144683,0.21701781017606667,0.9747899159663865,0.003349982175965603,0.014476962982356047,9.946622240098835,44.44678192462574,18.515562976474087,64.91079235694656
8,0.0007128896457825362,35.06,0.12869563446385865,0.012407961105984498,0.08685572785429249,0.041494885075584236,0.18732066201631728,0.058970049046297345,0.29724406573400053,0.22408828635002973,0.3703998422767763,0.9827269269776876,0.004168290321377028,0.024953801581602066,12.407961105984498,41.36111691563898,18.999564186890872,58.97004904629735,0.050710484239400604,0.009452480071482538,0.06616736033341798,0.052817881749082016,0.18108548378410125,0.06210024266683755,0.18726970931562056,0.17096131704017228,0.20357810616159305,0.9831932773109243,0.003164439274947725,0.013654711306700353,9.452480071482539,43.34139277120264,17.064481292444096,62.100242666837545
9,0.0006545084971874736,34.34,0.12475145839411637,0.012139173328468452,0.0849742134900775,0.03941787356245341,0.18094931222483304,0.05655722475741021,0.29075306950186136,0.21950564255397653,0.3620004943793009,0.9835509634888439,0.00408507643445087,0.024405870486511782,12.139173328468452,39.644829059892444,18.502996542768425,56.55722475741021,0.05299884566635478,0.009886567096072002,0.06920597004164167,0.053801158067433776,0.1832020256031795,0.06019489673756752,0.19121163209028938,0.18371899569986247,0.19870427972963212,0.9719887955182073,0.0033868144126739403,0.013228235492373215,9.886567096072001,39.656110890522726,16.973660513377286,60.19489673756752
