epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_cond_delta
0,0.0009829629131445341,156.24,0.15043886405507853,0.019592644090093793,0.13714850884857188,0.01848892772701204,0.15563743637953598,0.3696097123894707,0.2411521170348997,0.4980673098149957,0.9932987242128122,0.0065320839477959825,0.0429210376316008,19.592644090093792,0.20471570500127084,0.033668487612809335,0.23567941645920137,0.05119035507623966,0.2868697685656292,0.47211655835449556,0.42673865266335315,0.5174944734239911,0.9848484858210548,0.0115139848098923,0.04420207902823851,33.668487612809336,5.174813747406006
1,0.0009330127018922195,156.5,0.14990981232605463,0.01942448167233494,0.13597137185296976,0.01647361871217943,0.15244499068953962,0.3683991865553245,0.23882854801079867,0.49796982700092135,0.9940536780673181,0.0064685685748697526,0.04292609484969405,19.42448167233494,0.20719629904745898,0.0341293043294153,0.23890512938543912,0.04010183787806989,0.27900696811559317,0.47148034643459985,0.42846961962037433,0.5144910505323699,0.9883449893175583,0.01156417700724724,0.043746966278150085,34.1293043294153,5.003044605255127
2,0.0008535533905932737,156.36,0.14673096788935888,0.019067463865978938,0.13347224717257983,0.01534259339731723,0.1488148405880998,0.3639077416395649,0.23445757484947302,0.4933579094732235,0.9945880836047775,0.006350116439701648,0.04252636273382444,19.067463865978937,0.20428556492139688,0.033335612565800025,0.2333492863497812,0.034020793461403645,0.26737007547369646,0.46956613117998297,0.41680396846680096,0.5223283170264362,0.986013986986556,0.011223350396479691,0.04432442466487418,33.33561256580003,5.349408149719238
3,0.00075,156.6,0.14478644004231167,0.01865190303915794,0.13056332140707944,0.013090928595440037,0.14365424990378944,0.3599845589938433,0.22902381399911337,0.49094530427171146,0.9952073154180239,0.006204426279503864,0.04230819476402317,18.65190303915794,0.20632105006343557,0.03317387504090657,0.23221712592459504,0.04183402997474153,0.27405115663310586,0.4738141500449681,0.41921989268912024,0.5284083994118484,0.9848484858210548,0.01128730224119825,0.04511753557410551,33.17387504090657,6.2936601638793945
4,0.0006294095225512604,156.21,0.14401289252372182,0.018172434368853362,0.12720704064921887,0.01185205780834044,0.13905909845563022,0.3566934345583315,0.2231014824667531,0.4902853863182337,0.9956908251900108,0.00604551766183021,0.04225143372110545,18.172434368853363,0.201632696292895,0.03330541947869571,0.23313793932502364,0.04450605082052102,0.27764399224644776,0.4632772831094293,0.4204608998793266,0.5060936725222981,0.9883449883449883,0.011333271856734524,0.04319903462048455,33.30541947869571,5.723953723907471
5,0.0005,156.63,0.1402663625695871,0.01762475623738073,0.1233732936849229,0.009230784570803785,0.13260407812577893,0.3500222932955859,0.21645273040094282,0.483591855947539,0.9964966748099892,0.005868793161581882,0.04167667897185563,17.624756237380733,0.20042579963212803,0.032940042563355885,0.2305802968623755,0.05487832178672155,0.28545861824964863,0.46265906963870795,0.4170032438142594,0.5083149021322076,0.9871794881520571,0.011226342016253577,0.04345344086036538,32.94004256335589,5.167572021484375
6,0.0003705904774487397,156.6,0.13795533953042424,0.017021342533580903,0.11914939782405262,0.006439224678071087,0.12558862255900355,0.3446956954969257,0.2090209793627068,0.48037041092734384,0.9974721769815418,0.005666262189069931,0.04139388586828297,17.021342533580903,0.19671092625264522,0.03251024195381672,0.22757169211800005,0.05463848746732303,0.2822101812957328,0.4585114425712532,0.41025792795183497,0.5067649487848882,0.986013986013986,0.011068104334297158,0.04332870972670597,32.510241953816724,5.463075160980225
7,0.0002500000000000001,156.61,0.13337389838423713,0.016304337714336627,0.11413036411816212,0.0048045351580771984,0.1189348993096885,0.33632645708277226,0.20000568085656492,0.4726472322735025,0.9983458876221498,0.005426067863232037,0.04071573624296375,16.304337714336626,0.19714875529696058,0.03227500072604432,0.225925004218286,0.07190812991519968,0.2978331367452661,0.45613025875636193,0.40456085049466933,0.5076996643782218,0.986013986986556,0.0109043144262754,0.04333318195073477,32.27500072604432,6.595162391662598
8,0.00014644660940672628,156.69,0.1309769746041518,0.01579169336712467,0.1105418537220595,0.003345419875372065,0.11388727358009476,0.33147595894809134,0.194088709875375,0.46886320543211524,0.9989311889250815,0.005266517252346802,0.04039932100302525,15.791693367124672,0.19220057421630912,0.03160144379123663,0.22121010484534265,0.05079334046212562,0.27200344329947357,0.4503471485245756,0.3993398801430122,0.5013544091255793,0.9883449893175583,0.01078212986285592,0.042757930828905326,31.601443791236633,6.353630542755127
9,6.698729810778065e-05,156.62,0.1289850755328723,0.015355842160192458,0.10749089524926503,0.0026460243828074614,0.11013691962153593,0.3273001875198496,0.1884328785931831,0.46616749258370144,0.9990923588490771,0.0051124343416227855,0.04016174362056224,15.35584216019246,0.19402520341195148,0.031848966741026975,0.2229427668528679,0.05654724729135623,0.27949001256263617,0.45288117671068456,0.4033663467371658,0.5023959744504559,0.9883449893175583,0.010876258867760221,0.04281191752750279,31.848966741026977,6.823253631591797
