iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,334,0.5,24,22,0.6667,29.83,0.6667,0.006314294878393412,0.4245503842830658,0.4043918550014496,0.4517201781272888,-0.09977710992097855,0.02369965985417366,0.49599015712738037,0.006647891364991665,0.016215605661273003,0.24199692904949188,64,0.0183,0.667,5,0,2,0,5,0.6,,,,,,,0.41230735182762146,0.6380199193954468,2.01400089263916,0.02096,,-1.0
1,703,0.4921,24,22,0.0,30.0,0.0,0.01166960783302784,0.3700602054595947,0.34275001287460327,0.4944590926170349,-0.09984028339385986,0.03344970941543579,0.5198543071746826,0.010869042947888374,0.015091313049197197,0.2364366501569748,64,0.0202,0.0,4,0,3,0,9,1.0,,,,,,,0.4222707748413086,0.6300939917564392,2.0258779525756836,0.02276,,-1.0
2,1063,0.4841,24,22,0.0,29.75,0.0,0.005359923467040062,0.3528493642807007,0.35262757539749146,0.3425006866455078,-0.10000000149011612,0.025798259302973747,0.37845608592033386,0.00812491588294506,0.024896124377846718,0.30759796500205994,64,0.0137,0.0,4,0,3,1,8,0.875,,,,,,,0.3250997066497803,0.7450090646743774,1.9858105182647705,0.02164,,-1.0
3,1522,0.4762,24,22,0.3333,30.0,0.3333,0.005200074054300785,0.3911033868789673,0.39852458238601685,0.38669487833976746,-0.09895588457584381,0.04011550173163414,0.3933068513870239,0.005504899192601442,0.02422584965825081,0.2826560139656067,64,0.008,0.333,1,0,4,0,9,0.889,,,,,,,0.3500930070877075,0.6863689422607422,1.9946643114089966,0.02168,,-1.0
4,1946,0.4683,24,22,0.0,30.0,0.0,0.007931902073323727,0.3480541706085205,0.3364208936691284,0.9475069046020508,-0.09978505969047546,0.06379199028015137,0.9092246294021606,0.005468588322401047,0.02096671238541603,0.2638491690158844,64,0.0064,0.0,2,0,10,0,4,1.0,,,,,,,0.3781898021697998,0.620620846748352,2.02656888961792,0.01901,,-1.0
5,2400,0.4603,24,22,0.25,29.62,0.25,0.00692085362970829,0.38119351863861084,0.38506758213043213,0.3787766396999359,-0.09999999403953552,0.04708939418196678,0.37394919991493225,0.0047547961585223675,0.02129725180566311,0.38175174593925476,64,0.0141,0.25,1,0,5,1,7,1.0,,,,,,,0.2619503438472748,0.6947860717773438,2.060758590698242,0.01917,,-1.0
6,2814,0.4524,24,22,0.1429,29.86,0.1429,0.007784241810441017,0.3256823420524597,0.3330959379673004,0.38105514645576477,-0.09916616231203079,0.02152969501912594,0.4301069378852844,0.008301474153995514,0.01410999707877636,0.30490002036094666,64,0.0138,0.143,2,0,6,0,7,0.857,,,,,,,0.3252415657043457,0.6888555288314819,2.0926733016967773,0.01883,,-1.0
7,3264,0.4444,24,21,0.1667,30.0,0.1667,0.004674186464399099,0.3437540531158447,0.3445659875869751,0.5335410833358765,-0.10000000894069672,0.04383578896522522,0.5366721153259277,0.004496149718761444,0.018394852057099342,0.34004834294319153,64,0.0106,0.167,1,0,5,0,9,0.778,0.1462,0.8604,0.0,0,47,1,0.2940758466720581,0.7372879981994629,2.0949676036834717,0.01869,0.0,0.0
8,3710,0.4365,24,21,0.0,29.33,0.0,0.005990486592054367,0.29719769954681396,0.3040025234222412,0.9280411601066589,-0.09940758347511292,0.051466427743434906,0.9179370403289795,0.0035065810661762953,0.013157729059457779,0.37493547797203064,64,0.0069,0.0,1,0,8,1,6,0.667,,,,,,,0.26513248682022095,0.6967263221740723,2.029958486557007,0.01752,,0.0
9,4163,0.4286,24,21,0.0,30.0,0.0,0.0041518365032970905,0.3493195176124573,0.34384673833847046,0.36801302433013916,-0.09985006600618362,0.04959795996546745,0.3604907691478729,0.0034093144349753857,0.016352763399481773,0.43453699350357056,64,0.0081,0.0,1,0,9,0,6,0.5,,,,,,,0.22978496551513672,0.5774179100990295,2.0595321655273438,0.01633,,0.0
