iter,buffer,beta,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,0,0.5,0.0,0.0,0.0,0.003310231724753976,0.5199294090270996,0.5163497924804688,-2.4712681770324707,-2.5,0.019718779250979424,0.001199613674543798,0.004798731300979853,0.015626277774572372,2.3667924404144287,64,,0.0,2,0,0,0,0,0.0,,,,,,,1.0562819242477417,1.0591267347335815,20.42717742919922,,,-1.0
1,20,0.499,0.0,20.0,0.0,0.0021536219865083694,0.3930302858352661,0.38830745220184326,-2.4737813472747803,-2.500000238418579,0.02131642960011959,0.0004001396300736815,0.0030014896765351295,0.009004546329379082,3.552543878555298,64,0.0796,0.0,1,0,1,0,0,0.0,,,,,,,0.7037211060523987,0.9174215793609619,16.86191177368164,0.0,,-1.0
2,40,0.498,0.0,20.0,0.0,0.0039560841396451,0.37107545137405396,0.3670457601547241,-2.4650399684906006,-2.5,0.030786577612161636,2.3772012355038896e-05,0.006127652712166309,0.00829921755939722,3.817744016647339,64,0.0918,0.0,1,0,1,0,0,0.0,,,,,,,0.6548370122909546,0.8519411087036133,19.00902557373047,0.0,,-1.0
3,80,0.497,0.0,20.0,0.0,0.002427840605378151,0.3886135220527649,0.37665069103240967,-2.4740850925445557,-2.5,0.019527455791831017,0.0008332963334396482,0.0032426791731268167,0.011108254082500935,3.3213818073272705,64,0.0658,0.0,0,0,2,0,0,0.0,,,,,,,0.7526987791061401,1.020622968673706,20.189716339111328,0.0,,-1.0
4,97,0.496,0.0,0.0,0.0,0.0046392627991735935,0.3068021237850189,0.3173035979270935,-2.4728682041168213,-2.495926856994629,0.01759614422917366,5.847175998496823e-06,0.007099783979356289,0.010912778787314892,3.608633041381836,64,,0.0,1,0,0,0,1,0.0,,,,,,,0.6916543245315552,0.9764670729637146,19.893035888671875,0.0,,-1.0
5,97,0.495,0.0,0.0,0.0,0.002981990808621049,0.30829352140426636,0.3130251169204712,-2.4794535636901855,-2.5,0.01569518819451332,2.980882527481299e-06,0.00484792934730649,0.009696577675640583,3.5497260093688965,64,,0.0,2,0,0,0,0,0.0,,,,,,,0.7042797207832336,0.9783920645713806,20.136550903320312,0.0,,-1.0
6,138,0.494,0.0,20.0,0.0,0.00458167027682066,0.35455384850502014,0.3417885899543762,-2.469616413116455,-2.5,0.02597300335764885,0.00010212943743681535,0.0038943488616496325,0.008617043495178223,3.134812831878662,64,0.0979,0.0,0,0,1,0,1,1.0,,,,,,,0.7974958419799805,1.142204999923706,20.60191535949707,0.00725,,-1.0
7,158,0.493,0.0,20.0,0.0,0.00363370799459517,0.3549115061759949,0.3523107171058655,-2.4617018699645996,-2.5,0.0342850536108017,2.665135616553016e-05,0.0042423466220498085,0.007972760125994682,3.4593939781188965,64,0.1113,0.0,1,0,1,0,0,0.0,,,,,,,0.7226699590682983,1.0167611837387085,20.882970809936523,0.00633,,-1.0
8,178,0.492,0.0,20.0,0.0,0.0037112184800207615,0.33038967847824097,0.34853672981262207,-2.4693446159362793,-2.498805046081543,0.02401614561676979,0.001247342093847692,0.003059782786294818,0.008393856696784496,3.6168699264526367,64,0.0502,0.0,1,0,1,0,0,0.0,,,,,,,0.6908750534057617,1.0964767932891846,19.781795501708984,0.00562,,-1.0
9,198,0.491,0.0,20.0,0.0,0.0040244413539767265,0.33654338121414185,0.3375546932220459,-2.3905718326568604,-2.4979448318481445,0.030115870758891106,0.07424444705247879,0.0031724818982183933,0.006025134120136499,3.2555603981018066,64,0.0584,0.0,1,0,1,0,0,0.0,,,,,,,0.7672857046127319,1.0320818424224854,19.6752986907959,0.00505,,-1.0
10,198,0.49,0.0,0.0,0.0,0.0021423758007586002,0.35469627380371094,0.3488430380821228,-2.4425010681152344,-2.5,0.040911633521318436,0.013153188861906528,0.0028487853705883026,0.006868528667837381,3.312124013900757,64,,0.0,2,0,0,0,0,0.0,,,,,,,0.7548026442527771,1.059522271156311,20.32560157775879,0.00505,,-1.0
11,219,0.489,0.0,0.0,0.0,0.0038709789514541626,0.3254345655441284,0.32223156094551086,-2.4640884399414062,-2.500000238418579,0.032203346490859985,0.0006646671681664884,0.005724205635488033,0.006087426096200943,2.9841513633728027,64,,0.0,1,0,0,0,1,1.0,,,,,,,0.8377591371536255,0.969310462474823,19.45632553100586,0.00913,,-1.0
12,259,0.488,0.0,20.0,0.0,0.003823651699349284,0.3598085045814514,0.34639254212379456,-2.4611024856567383,-2.5,0.03552716597914696,0.0001317463320447132,0.00338816549628973,0.006477042101323605,2.9915060997009277,64,0.1989,0.0,0,0,2,0,0,0.0,,,,,,,0.8356994390487671,0.9947699904441833,18.687089920043945,0.00772,,-1.0
13,280,0.487,0.0,0.0,0.0,0.0026443246752023697,0.3668283522129059,0.36262285709381104,-2.4438533782958984,-2.500000238418579,0.0480656698346138,0.004177480470389128,0.0037668528966605663,0.0078072152100503445,3.2046220302581787,64,,0.0,1,0,0,0,1,1.0,,,,,,,0.780123233795166,1.0650761127471924,20.428194046020508,0.01071,,-1.0
