iter,buffer,beta,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,20,0.5,0.0,20.0,0.0,0.004372837021946907,0.29525238275527954,0.29335516691207886,-2.436735153198242,-2.499999761581421,0.05537530779838562,0.0007098834030330181,0.00418024230748415,0.014359118416905403,4.034177780151367,64,0.0945,0.0,1,0,1,0,,,,,,,0.6197049617767334,0.7748013734817505,15.41082763671875,0.0,,-1.0
1,40,0.499,0.0,20.0,0.0,0.006337608210742474,0.3344312608242035,0.3232429623603821,-2.4286601543426514,-2.5,0.0652046650648117,0.0010309333447366953,0.00440370524302125,0.010208791121840477,3.7568423748016357,64,0.1131,0.0,1,0,1,0,,,,,,,0.6654524803161621,0.843172550201416,17.195003509521484,0.0,,-1.0
2,60,0.498,0.0,20.0,0.0,0.0025974884629249573,0.35710710287094116,0.34873223304748535,-2.4628772735595703,-2.5,0.03137599304318428,0.0012067785719409585,0.0030449572950601578,0.009080024436116219,3.7706148624420166,64,0.3316,0.0,1,0,1,0,,,,,,,0.6630218625068665,0.8209444880485535,16.936054229736328,0.0,,-1.0
3,80,0.497,0.0,20.0,0.0,0.002121125813573599,0.33436664938926697,0.33754968643188477,-2.430311441421509,-2.5,0.0391736775636673,0.02497793547809124,0.0028464554343372583,0.011074293404817581,3.752800464630127,64,0.0981,0.0,1,0,1,0,,,,,,,0.6661691665649414,0.8888014554977417,18.841461181640625,0.0,,-1.0
4,120,0.496,0.0,20.0,0.0,0.003281449433416128,0.3120505213737488,0.3131983280181885,-2.4206531047821045,-2.5,0.04533158987760544,0.029125770553946495,0.00393969239667058,0.00977960042655468,3.986929416656494,64,0.102,0.0,0,0,2,0,,,,,,,0.6270489692687988,0.965334415435791,17.974224090576172,0.0,,-1.0
5,160,0.495,0.0,20.0,0.0,0.0034155193716287613,0.32605475187301636,0.3210463225841522,-2.435591697692871,-2.499999761581421,0.05147920176386833,0.010727856308221817,0.005099841393530369,0.004402172286063433,3.6533203125,64,0.2098,0.0,0,0,2,0,,,,,,,0.6843090057373047,0.8838710784912109,17.16539764404297,0.0,,-1.0
6,180,0.494,0.0,20.0,0.0,0.003924250137060881,0.29683735966682434,0.3052029013633728,-2.444003105163574,-2.4963490962982178,0.0481351837515831,2.5451854526181705e-05,0.004645912908017635,0.008370456285774708,3.8967273235321045,64,0.1037,0.0,1,0,1,0,,,,,,,0.6406270265579224,0.9041449427604675,19.238014221191406,0.0,,-1.0
7,200,0.493,0.0,20.0,0.0,0.004507545381784439,0.31233662366867065,0.3029119074344635,-2.4569034576416016,-2.499999761581421,0.03710702434182167,0.002499005291610956,0.004952343180775642,0.00698054488748312,4.095312118530273,64,0.0944,0.0,1,0,1,0,,,,,,,0.6104540824890137,0.9288956522941589,18.583091735839844,0.0,,-1.0
8,220,0.492,0.0,20.0,0.0,0.00502010527998209,0.30460870265960693,0.29465627670288086,-2.4683547019958496,-2.499999761581421,0.02825864963233471,0.00015591790725011379,0.005661461967974901,0.006461224053055048,4.176682472229004,64,0.0751,0.0,1,0,1,0,,,,,,,0.59856116771698,0.9090911746025085,18.392105102539062,0.0,,-1.0
9,240,0.491,0.0,20.0,0.0,0.0051624951884150505,0.3444500267505646,0.3260366916656494,-2.4536287784576416,-2.5,0.041793134063482285,0.00020840202341787517,0.0062339212745428085,0.008739645592868328,4.047291278839111,64,0.5122,0.0,1,0,1,0,,,,,,,0.6176970601081848,0.7838897109031677,17.138113021850586,0.0,,-1.0
