iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,153,0.5,28,22,0.5,30.0,0.5,0.0016806717030704021,0.40494340658187866,0.40773484110832214,0.46687763929367065,-0.09943891316652298,0.013690575957298279,0.5332943201065063,0.0028355373069643974,0.01128214318305254,0.24723653495311737,64,0.0116,0.5,11,0,1,0,3,1.0,,,,,,,0.40220150351524353,0.8165878057479858,1.99858558177948,0.02614,,-1.0
1,308,0.4921,28,22,0.0,0.0,0.0,0.0027485587634146214,0.4189957082271576,0.42420801520347595,0.2595682442188263,-0.09893542528152466,0.011060895398259163,0.3313232362270355,0.0041063036769628525,0.01011731754988432,0.23996280133724213,64,,0.0,11,0,0,0,5,1.0,,,,,,,0.41229483485221863,0.807426929473877,2.1801416873931885,0.02922,,-1.0
2,460,0.4841,27,21,0.0,30.0,0.0,0.0028543127700686455,0.33956557512283325,0.3438856303691864,0.4006487727165222,-0.09859877079725266,0.008546573109924793,0.4757620394229889,0.0046430123038589954,0.012784699909389019,0.27907368540763855,64,0.0097,0.0,11,0,3,0,2,1.0,,,,,,,0.35330730676651,0.8229540586471558,2.0230581760406494,0.02391,,-1.0
3,685,0.4762,27,21,0.0,28.0,0.0,0.0028338846750557423,0.31614401936531067,0.3182918429374695,0.27613845467567444,-0.0996401309967041,0.011840648017823696,0.34491807222366333,0.003832509508356452,0.014358467422425747,0.3485643267631531,64,0.0081,0.0,8,0,4,1,3,0.667,,,,,,,0.2858586311340332,0.7043468356132507,2.1411871910095215,0.01898,,-1.0
4,989,0.4683,26,20,0.1667,30.0,0.1667,0.004643924534320831,0.3552500605583191,0.3672335743904114,0.27695250511169434,-0.09971799701452255,0.012736400589346886,0.34744346141815186,0.004330634139478207,0.007508531212806702,0.30419987440109253,64,0.0112,0.167,6,0,5,0,4,1.0,,,,,,,0.32780420780181885,0.6964549422264099,2.0746688842773438,0.0182,,-1.0
5,1292,0.4603,26,20,0.25,29.25,0.25,0.0029149572364985943,0.4497837424278259,0.45002052187919617,0.260810911655426,-0.0992879718542099,0.01231257151812315,0.3271963894367218,0.0031642946414649487,0.016554728150367737,0.4000520408153534,64,0.0159,0.25,6,0,2,1,6,1.0,,,,,,,0.24818763136863708,0.8241121172904968,2.2101616859436035,0.01935,,-1.0
6,1444,0.4524,26,20,0.0,30.0,0.0,0.0042319451458752155,0.3332131803035736,0.3466786742210388,0.3552968502044678,-0.09990623593330383,0.010345591232180595,0.43027299642562866,0.003101769369095564,0.00847780890762806,0.3435332477092743,64,0.0056,0.0,11,0,3,0,2,1.0,,,,,,,0.2908196747303009,0.7172379493713379,2.023787498474121,0.0187,,-1.0
7,1686,0.4444,25,19,0.0,30.0,0.0,0.003256583120673895,0.31060993671417236,0.3220951557159424,0.3670634329319,-0.09971562772989273,0.010707870125770569,0.44179844856262207,0.002485842676833272,0.007129746954888105,0.3403269052505493,64,0.0062,0.0,8,0,3,0,5,0.8,0.2042,0.6592,0.125,3,21,0,0.2929995357990265,0.7544364929199219,1.9840068817138672,0.01839,0.0,0.0
8,1898,0.4365,25,19,0.0,30.0,0.0,0.003273180453106761,0.3001745939254761,0.3001891076564789,0.34796983003616333,-0.09901800751686096,0.011432955972850323,0.4203903377056122,0.0015695715555921197,0.007463132496923208,0.35526981949806213,64,0.0079,0.0,9,0,5,0,2,1.0,,,,,,,0.2787121534347534,0.6770998239517212,2.0331687927246094,0.01739,,0.0
9,2140,0.4286,25,19,0.0,30.0,0.0,0.0019981623627245426,0.30888718366622925,0.3174036741256714,0.34895870089530945,-0.0976550281047821,0.012027308344841003,0.41806286573410034,0.0017352219438180327,0.008992508053779602,0.4037027359008789,64,0.0065,0.0,8,0,5,0,3,0.667,,,,,,,0.24189837276935577,0.7688466906547546,2.1214208602905273,0.01636,,0.0
10,2413,0.4206,24,18,0.0,29.8,0.0,0.0029224343597888947,0.36163032054901123,0.3617863953113556,0.2936466932296753,-0.09939552843570709,0.007001125253736973,0.37531858682632446,0.002253019716590643,0.007442792411893606,0.4018540382385254,64,0.0204,0.0,7,0,4,1,4,1.0,,,,,,,0.24734234809875488,0.7037956714630127,2.053868293762207,0.01616,,0.0
11,2653,0.4127,24,18,0.0,30.0,0.0,0.002348921960219741,0.25436729192733765,0.25498685240745544,0.36731430888175964,-0.10000000894069672,0.021476006135344505,0.42010587453842163,0.003026851685717702,0.008512827567756176,0.38372570276260376,64,0.0178,0.0,8,0,8,0,0,0.0,,,,,,,0.26060283184051514,0.7499101161956787,2.0988121032714844,0.0147,,0.0
12,2895,0.4048,23,17,0.0,29.8,0.0,0.0039362250827252865,0.32805001735687256,0.3267430067062378,0.39082950353622437,-0.09959439933300018,0.01080535352230072,0.4639585018157959,0.0014797057956457138,0.009709374979138374,0.38652724027633667,64,0.0119,0.0,8,0,4,1,3,1.0,,,,,,,0.25766465067863464,0.7667455673217773,1.987588882446289,0.01451,,0.0
13,3080,0.3968,23,17,0.0,30.0,0.0,0.002812715945765376,0.2871644198894501,0.2821032404899597,0.2917402982711792,-0.09836896508932114,0.020118817687034607,0.3468586802482605,0.0017919420497491956,0.006025909911841154,0.3948293626308441,64,0.0161,0.0,10,0,1,0,5,1.0,,,,,,,0.24914297461509705,0.7109360098838806,2.0958547592163086,0.01526,,0.0
14,3200,0.3889,23,17,0.0,30.0,0.0,0.001827326021157205,0.31533706188201904,0.32231706380844116,0.3600228428840637,-0.09880326688289642,0.018465591594576836,0.41777271032333374,0.0015061332378536463,0.008244434371590614,0.45551666617393494,64,0.0085,0.0,12,0,4,0,0,0.0,0.1834,0.5659,0.125,3,21,0,0.21690374612808228,0.7372945547103882,2.066390037536621,0.01469,0.0,0.0
15,3443,0.381,22,16,0.0,30.0,0.0,0.002967473119497299,0.2868829667568207,0.28681737184524536,0.31033647060394287,-0.098604716360569,0.012518277391791344,0.3805975019931793,0.0013402207987383008,0.006614292040467262,0.4621098041534424,64,0.011,0.0,8,0,5,0,3,1.0,,,,,,,0.2133794128894806,0.5815283060073853,2.051767587661743,0.01452,,0.0
