epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.0009829629131445341,301.99,0.057037822875027705,0.010658852886657024,0.07461197040089969,0.0022320268965855448,0.07684399736031933,0.1992523423727973,0.13870877969160633,0.2597959062590009,0.9994333576490204,0.0035560691614471077,0.021641080270833078,10.658852886657023,0.09120161937815803,0.021616794394724297,0.15131756231124266,8.419612857213713e-05,0.15140175970988873,0.2788516388182,0.28307889337405495,0.27462439103560016,1.0,0.007251067615206882,0.022776676966804705,21.616794394724298
1,0.0009330127018922195,346.98,0.055773220769206946,0.010555605427759943,0.07388923813174694,0.0014778019445361138,0.07536704003463043,0.19762140743220136,0.1376842803889734,0.2575585350189273,0.9995831596498541,0.003530139551432388,0.021464556949030687,10.555605427759943,0.09203119663062034,0.02139459996286667,0.1497621995546085,0.0006838110473357068,0.1504460106164346,0.27980890554009064,0.28255726687319865,0.2770605580760287,1.0,0.00724280167177513,0.022950937648936784,21.394599962866668
2,0.0008535533905932737,360.1,0.0553404139172365,0.010368734336892556,0.07258114046655928,0.0013533807936764004,0.07393452128385344,0.19613959571007342,0.13508415752932548,0.257195035210745,0.9995961859107961,0.003463068940894536,0.021425659122685434,10.368734336892556,0.08605285282387878,0.020849170667236242,0.14594419574711745,3.468921865387371e-05,0.14597888426347214,0.2683214476872316,0.2731277645924391,0.26351513594259945,1.0,0.006992395229444101,0.021814373398433517,20.849170667236244
3,0.00075,357.51,0.053449823997414776,0.010033721548962054,0.07023605096366267,0.0013506223992563876,0.0715866733719752,0.19168742014721762,0.13110621419485632,0.25226862686358176,0.9996743434764486,0.0033596933331370054,0.02102349838183703,10.033721548962054,0.08444653315171277,0.020558909388073594,0.14391236507144325,1.165838293633633e-05,0.14392402206922505,0.26594999774451894,0.27068215208652213,0.26121784146730004,1.0,0.006911881626845696,0.02163380558211437,20.558909388073594
4,0.0006294095225512604,376.43,0.052974137424391575,0.009723364699301172,0.06806355297857396,0.0011669567446569728,0.06923050972081414,0.18896941961149913,0.12675572074282015,0.2511831180050056,0.9996613172155064,0.003250345350338263,0.020934517756601382,9.723364699301172,0.08660720225858998,0.02132651550509842,0.149285608749369,1.8721603462883603e-06,0.1492874827800375,0.26998381929480153,0.281411890279163,0.25855575037467016,1.0,0.007205688672793376,0.021468681126058875,21.32651550509842
5,0.0005,410.23,0.04995056535161973,0.009175171902874526,0.06422620342455093,0.0006553624393722878,0.06488156584978551,0.18204492200422207,0.1199938301967551,0.24409601373094078,0.9998111192163401,0.003076803833813022,0.020345939396290095,9.175171902874526,0.08187310524220333,0.02022477231710117,0.14157340791705367,8.613606674668923e-06,0.14158202294921463,0.26047898693518207,0.26707022111395223,0.25388775746543685,1.0,0.006810183681192852,0.021060833884846596,20.22477231710117
6,0.0003705904774487397,349.78,0.04907753421191674,0.008713719425719075,0.06099603605728787,0.0004850591939617942,0.06148109522001005,0.17818148746906395,0.11416187427748536,0.24220110009540463,0.9998371717382243,0.0029266795663010887,0.0202027695779908,8.713719425719075,0.08015398776311895,0.019587356895530896,0.13711149793811692,1.2946377270469046e-07,0.13711162898447607,0.2551729403661959,0.258657520209556,0.2516883655543967,1.0,0.006614623786841249,0.020885067020272794,19.587356895530895
7,0.0002500000000000001,337.54,0.04664136531090006,0.00826768104352675,0.05787376742522733,0.000413653474964897,0.058287420914527426,0.17264574898772558,0.1084148252958206,0.23687667214855546,0.9998501979991663,0.002781216821632503,0.019755043058332776,8.26768104352675,0.08242321835258307,0.020150111714031273,0.14105078161923917,7.652235264491278e-07,0.14105154673903536,0.2601059644898295,0.2653250200794889,0.2548869171570906,1.0,0.006777656960071294,0.021158666644261512,20.150111714031272
8,0.00014644660940672628,354.14,0.046268175311833803,0.007917354883033691,0.055421484251502354,0.00023701417773957609,0.055658498438088386,0.16932220051702532,0.10409659037786556,0.23454780981609255,0.9998957899124635,0.0026707916890599823,0.019576090087911495,7.917354883033691,0.08219162949655222,0.020242947665772913,0.1417006321283646,1.0275000400839e-06,0.1417016608245445,0.25916521928527136,0.2679868434672748,0.2503435883300129,1.0,0.006853373856303883,0.02079914552179766,20.242947665772913
9,6.698729810778065e-05,431.7,0.0446533131183728,0.007511965427532165,0.05258375805658616,0.00013336920127759105,0.05271712724443971,0.16460883283848662,0.09904069412793155,0.23017697043720015,0.9999478949562317,0.0025419411067484025,0.019217626176535364,7.511965427532164,0.08061603308369071,0.01997604142487436,0.13983228863962802,3.5103708782888576e-07,0.1398326386556481,0.25590719759980324,0.2632596654680384,0.2485547245709927,1.0,0.006730118353177846,0.020663541866651862,19.97604142487436
