iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,cond_track,cond_ee_spread,cond_goal_spread,retry_at_1,retry_at_2,retry_at_3,retry_at_4,succ_g0,succ_g1,succ_g2,succ_g3,near_g0,near_g1,near_g2,near_g3,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,is_best,collect_s,train_s,eval_s,wall_s
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1532,32172,0.0,3,0.1441,0.9844,0.1125,0.9989,0.1125,,,,0.8333,0.8333,0.6667,1.0,0.8333,0.6667,0.0833,0.125,0.75,1.0,0.0,0.0,2.1111,0.7432,,,,0.0162,0.0656,0.1622,0.017,0.0841,22.5,0.9723,0.0926,0.0951,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333,0.6667,0.6667,0.8333,0.0,0.0,0.1667,0.0,0.0,1,,,,0.0
1,0.75,8,8,301,0,8,6,5,35,0,0,0,156,0,0,0,72,1,11,1,0.040481,0,3.0,0.0423,0.2247,,5,0,1,2,0,0,0.625,0.625,0.0,0.0,0.25,0.0,0.0,0.125,,,0,0,0.0,5,296,0.037,0,2,1540,32473,0.0093,2,0.0785,0.9997,0.0831,1.0,0.0831,,,,0.75,0.75,0.8333,0.9167,0.8182,0.8333,0.1667,0.2,0.5833,1.0,0.0,0.0,2.0,0.6752,,,,0.0131,0.0477,0.1629,0.0118,0.0371,24.7273,0.9901,0.0936,0.0951,1.0,1.0,1.0,1.0,1.0,0.3333,0.6667,1.0,1.0,0.6667,1.0,0.6667,0.75,0.0,0.0,0.1667,0.0,0.0833,0,15.4,53.9,72.0,141.3
2,0.75,8,8,267,0,8,4,4,25,0,0,0,140,0,0,2,72,0,5,0,0.044348,0,3.0,0.0629,0.2455,,4,0,1,3,0,0,0.25,0.25,0.0,0.0,0.5,0.125,0.0,0.125,,,0,0,0.0,4,263,0.0362,1,3,1548,32740,0.0173,2,0.0627,0.9996,0.0751,1.0,0.0751,,,,0.8333,0.8333,0.8333,1.0,0.8333,0.8333,0.0833,0.1,0.75,1.0,0.0,0.0,1.6667,0.7211,,,,0.0148,0.0263,0.1629,0.0148,0.028,23.25,0.9773,0.0932,0.0951,1.0,1.0,1.0,1.0,1.0,0.6667,0.6667,1.0,0.6667,1.0,0.6667,1.0,0.8333,0.0,0.0,0.1667,0.0,0.0,1,14.1,55.7,67.6,137.6
