epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_cond_delta
0,0.00075,39.95,0.24826500666193005,0.0361940201460414,0.25335814139240503,0.1295455695888265,0.3829037109088177,0.5175530078215423,0.45737187805752516,0.5777341367487774,0.9423258639308856,0.012303100412079892,0.0509191567951222,36.1940201460414,0.26599747803885565,0.034148216158312844,0.23903751244316515,0.055255035160129556,0.29429254863969695,0.5559536616621651,0.4310184952096187,0.6808888266407173,0.9714064914992272,0.011496339409311275,0.059417858863770504,34.14821615831284,0.29383206367492676
1,0.0002500000000000001,39.83,0.18654518973557016,0.027635677088027895,0.19344974014723018,0.09952383622784594,0.29297357610955865,0.4277488598941984,0.3456883646113311,0.509809362257531,0.9567697084233261,0.009316983771536572,0.044828366637069,27.635677088027897,0.23970024997060413,0.03311527547479781,0.23180692782265694,0.05441335042855102,0.2862202796445932,0.5161596511762698,0.4116349735713263,0.6206843335256326,0.9729520869218216,0.01100030443033742,0.053628190635045675,33.11527547479781,0.34380340576171875
2,0.0,39.83,0.1627604410728162,0.02435326884394073,0.17047288233402225,0.07998500149254537,0.2504578840076022,0.38565199666095346,0.30370642360677985,0.46759757097030047,0.9639578833693304,0.008190654898082463,0.04103786044917019,24.353268843940732,0.20786630295481895,0.02859111021703233,0.2001377718157525,0.03604222831807144,0.23618000195328567,0.4694114510758767,0.3540819619409452,0.5847409553653121,0.9799072642967542,0.00950329018817204,0.05043117779449573,28.59111021703233,0.690819263458252
