epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,42.65,0.26851140517255534,0.02415863319583561,0.16911043264295744,0.057082974099169445,0.22619340681511424,0.5529504422001217,0.46147991724636245,0.6444209662209387,0.9737771739130435,0.008292672387121813,0.038130458395766176,24.158633195835613,0.3300973455779025,0.03385242693000982,0.23696698903703556,0.08273935783393577,0.3197063449718037,0.6273719481393403,0.6416622123130563,0.6130816724453988,0.9579831949469089,0.011453296667022281,0.03595452055502005,33.85242693000982
1,0.0009842915805643156,38.33,0.220425079503785,0.020394170604970143,0.14275919458140499,0.047073080438877576,0.18983227483604265,0.4804316378676373,0.389493255045103,0.5713700239554695,0.9788586956521739,0.0069950516781081325,0.0337700603124888,20.394170604970146,0.28523364938607737,0.030667837244831547,0.2146748639121443,0.0733156823644451,0.287990552954981,0.5666049137836745,0.5827542231196449,0.550455626653356,0.9635854358432674,0.010355418231025213,0.0321831175593101,30.667837244831546
2,0.0009648882429441258,42.77,0.2011421475980593,0.019183474484345188,0.1342843216787214,0.04424823426682016,0.1785325558807539,0.44986651503521463,0.36623864679232887,0.5334943872949351,0.9803804347826087,0.006574816594467215,0.031493809841897175,19.183474484345187,0.2783664100978221,0.030579937376728913,0.2140595610736131,0.05234392204371487,0.2664034874582825,0.5535932649083498,0.5825678734552293,0.5246186510187572,0.9747899193055823,0.010370873796547494,0.030518870247679263,30.579937376728914
3,0.0009381533400219318,38.11,0.18705290986144024,0.01838265288459218,0.12867857051932294,0.04243028600092815,0.17110885660285535,0.42719840894574707,0.35114129810229594,0.5032555220956387,0.9808423913043478,0.006301711117443831,0.029704045614470605,18.38265288459218,0.25650113123972546,0.0302012565934441,0.21140879501147763,0.07753237007128425,0.28894116564625116,0.5238065775536022,0.5770613299865349,0.47055182203191337,0.9523809540505502,0.010269954949304336,0.027258326145572487,30.2012565934441
4,0.0009045084971874737,38.65,0.17744691808586535,0.017855267033952734,0.12498686942069427,0.043505468007339086,0.16849233721909315,0.4107327892469323,0.34123095110706664,0.48023463415062945,0.98,0.006124975779296263,0.028352410553590113,17.855267033952735,0.2604706768645626,0.030552666618668733,0.21386866713939262,0.04657864621749111,0.26044731096727175,0.5227791850640326,0.5891271190983909,0.45643122348130916,0.980392158532343,0.010453437402823559,0.02665467381331266,30.55266661866873
5,0.0008644843137107057,38.13,0.16825566631296407,0.017157234884798526,0.12010064441224803,0.04072708782942399,0.16082773207322412,0.39407205296599346,0.3280852158173271,0.460058891825054,0.9808967391304347,0.005890345990495837,0.02716586041385713,17.157234884798527,0.24323914490160153,0.030434126811785523,0.2130388849589671,0.07504001849380527,0.2880789023988387,0.5026147837231473,0.5834075347716067,0.4218220593882542,0.9579831949469089,0.010383761097893579,0.024590431803873943,30.434126811785525
6,0.0008187119948743448,38.24,0.16265096530966136,0.016819285444267418,0.1177349981924762,0.038551891817022926,0.15628688992365547,0.3847471980426623,0.3216318931268609,0.4478625056018,0.9831521739130434,0.005774667843690385,0.026465271892754928,16.81928544426742,0.2481986790978942,0.03078694233060384,0.2155085957350851,0.08747604404803083,0.3029846415048888,0.5046841001310268,0.5868596212536681,0.42250857141171516,0.9551820744987295,0.010459270667420383,0.024604413804470326,30.78694233060384
7,0.0007679133974894982,38.91,0.15709530934043553,0.016403865133938583,0.11482705595700637,0.038663421501608,0.15349047758009124,0.37518136397652,0.31381941709829414,0.4365433126947154,0.9820923913043478,0.005635968683206516,0.025810430247498597,16.40386513393858,0.2337617663358774,0.029690971890208768,0.20783680648195976,0.09921962575835674,0.3070564370195405,0.48554041030026285,0.5640410039605213,0.4070398571277533,0.960784317064686,0.010063073944811728,0.02380214101981883,29.69097189020877
8,0.0007128896457825362,38.33,0.15211760016887085,0.015951514360697375,0.1116606003564337,0.03612831814660002,0.14778891856255738,0.3666036015489827,0.30518286549526713,0.42802434273388074,0.9835054347826087,0.005480357513803503,0.02532144399440807,15.951514360697374,0.22983677831350588,0.028818353650574925,0.20172847903409258,0.043796882419442594,0.24552535839608403,0.47456489190334034,0.5565437830629802,0.3925860091751697,0.9831932773109243,0.00987765507339513,0.023038673217223138,28.818353650574924
9,0.0006545084971874736,37.75,0.14735898064530414,0.015498817213203595,0.10849172064791555,0.03413503146710117,0.14262675211481426,0.357605292952579,0.29682731408139934,0.4183832719015039,0.9846467391304348,0.005328306908030872,0.02474028408365405,15.498817213203596,0.22452929841370142,0.028353989515610103,0.19847792641622344,0.042067737023787,0.24054566572527258,0.47346843524473387,0.5415297950349268,0.40540707094662665,0.980392158532343,0.009622891381362072,0.023757238671475767,28.353989515610103
