iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,dir_err,dir_err_median,dir_track,sector_err,bin_hit_rate,bin_diag_rate,cond_sep,dir_n,dir_n_short,retry_at_1,retry_at_2,retry_at_3,retry_at_4,retry_at_5,retry_at_6,retry_n_1,retry_n_2,retry_n_3,retry_n_4,retry_n_5,retry_n_6,retry_at_1_deep,retry_at_2_deep,retry_at_3_deep,retry_at_4_deep,retry_at_5_deep,retry_at_6_deep,retry_bin_1,retry_bin_2,retry_bin_3,retry_bin_4,retry_bin_frac_1,retry_bin_frac_2,retry_bin_frac_3,retry_bin_frac_4,succ_bin_0,succ_bin_1,succ_bin_2,succ_bin_3,succ_bin_4,succ_bin_5,n_bin_0,n_bin_1,n_bin_2,n_bin_3,n_bin_4,n_bin_5,succ_bin_all_0,succ_bin_all_1,succ_bin_all_2,succ_bin_all_3,succ_bin_all_4,succ_bin_all_5,n_bin_all_0,n_bin_all_1,n_bin_all_2,n_bin_all_3,n_bin_all_4,n_bin_all_5,succ_g0,succ_g1,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,ff_grasp_miss,ff_no_release,ff_drop,ff_timeout,ff_human_contact,is_best,collect_s,train_s,eval_s,wall_s,c_episodes_b0,c_reached_standoff_b0,c_reached_grasp_b0,c_policy_closed_b0,c_success_b0,c_episodes_b1,c_reached_standoff_b1,c_reached_grasp_b1,c_policy_closed_b1,c_success_b1,c_episodes_b2,c_reached_standoff_b2,c_reached_grasp_b2,c_policy_closed_b2,c_success_b2,c_episodes_b3,c_reached_standoff_b3,c_reached_grasp_b3,c_policy_closed_b3,c_success_b3,c_episodes_b4,c_reached_standoff_b4,c_reached_grasp_b4,c_policy_closed_b4,c_success_b4,c_episodes_b5,c_reached_standoff_b5,c_reached_grasp_b5,c_policy_closed_b5,c_success_b5,co_grasp_ok_b0,co_grasp_miss_b0,co_no_release_b0,co_drop_b0,co_human_contact_b0,co_bench_timeout_b0,co_timeout_b0,co_grasp_ok_b1,co_grasp_miss_b1,co_no_release_b1,co_drop_b1,co_human_contact_b1,co_bench_timeout_b1,co_timeout_b1,co_grasp_ok_b2,co_grasp_miss_b2,co_no_release_b2,co_drop_b2,co_human_contact_b2,co_bench_timeout_b2,co_timeout_b2,co_grasp_ok_b3,co_grasp_miss_b3,co_no_release_b3,co_drop_b3,co_human_contact_b3,co_bench_timeout_b3,co_timeout_b3,co_grasp_ok_b4,co_grasp_miss_b4,co_no_release_b4,co_drop_b4,co_human_contact_b4,co_bench_timeout_b4,co_timeout_b4,co_grasp_ok_b5,co_grasp_miss_b5,co_no_release_b5,co_drop_b5,co_human_contact_b5,co_bench_timeout_b5,co_timeout_b5,c_min_pos_b0,c_min_rot_b0,c_min_pos_b1,c_min_rot_b1,c_min_pos_b2,c_min_rot_b2,c_min_pos_b3,c_min_rot_b3,c_min_pos_b4,c_min_rot_b4,c_min_pos_b5,c_min_rot_b5,n_b0,close_rate_b0,near_rate_b0,grasp_rate_b0,success_rate_b0,box_chance_rate_b0,box_taken_rate_b0,miss_given_box_b0,close_success_rate_b0,mean_box_frac_b0,eval_min_pos_b0,eval_min_rot_b0,mean_pos_err_b0,mean_rot_err_b0,dir_err_b0,dir_track_b0,sector_err_b0,bin_hit_rate_b0,bin_diag_rate_b0,f_grasp_ok_b0,f_grasp_miss_b0,f_no_release_b0,f_drop_b0,f_timeout_b0,f_human_contact_b0,ff_grasp_miss_b0,ff_no_release_b0,ff_drop_b0,ff_timeout_b0,ff_human_contact_b0,n_b1,close_rate_b1,near_rate_b1,grasp_rate_b1,success_rate_b1,box_chance_rate_b1,box_taken_rate_b1,miss_given_box_b1,close_success_rate_b1,mean_box_frac_b1,eval_min_pos_b1,eval_min_rot_b1,mean_pos_err_b1,mean_rot_err_b1,dir_err_b1,dir_track_b1,sector_err_b1,bin_hit_rate_b1,bin_diag_rate_b1,f_grasp_ok_b1,f_grasp_miss_b1,f_no_release_b1,f_drop_b1,f_timeout_b1,f_human_contact_b1,ff_grasp_miss_b1,ff_no_release_b1,ff_drop_b1,ff_timeout_b1,ff_human_contact_b1,n_b2,close_rate_b2,near_rate_b2,grasp_rate_b2,success_rate_b2,box_chance_rate_b2,box_taken_rate_b2,miss_given_box_b2,close_success_rate_b2,mean_box_frac_b2,eval_min_pos_b2,eval_min_rot_b2,mean_pos_err_b2,mean_rot_err_b2,dir_err_b2,dir_track_b2,sector_err_b2,bin_hit_rate_b2,bin_diag_rate_b2,f_grasp_ok_b2,f_grasp_miss_b2,f_no_release_b2,f_drop_b2,f_timeout_b2,f_human_contact_b2,ff_grasp_miss_b2,ff_no_release_b2,ff_drop_b2,ff_timeout_b2,ff_human_contact_b2,n_b3,close_rate_b3,near_rate_b3,grasp_rate_b3,success_rate_b3,box_chance_rate_b3,box_taken_rate_b3,miss_given_box_b3,close_success_rate_b3,mean_box_frac_b3,eval_min_pos_b3,eval_min_rot_b3,mean_pos_err_b3,mean_rot_err_b3,dir_err_b3,dir_track_b3,sector_err_b3,bin_hit_rate_b3,bin_diag_rate_b3,f_grasp_ok_b3,f_grasp_miss_b3,f_no_release_b3,f_drop_b3,f_timeout_b3,f_human_contact_b3,ff_grasp_miss_b3,ff_no_release_b3,ff_drop_b3,ff_timeout_b3,ff_human_contact_b3,n_b4,close_rate_b4,near_rate_b4,grasp_rate_b4,success_rate_b4,box_chance_rate_b4,box_taken_rate_b4,miss_given_box_b4,close_success_rate_b4,mean_box_frac_b4,eval_min_pos_b4,eval_min_rot_b4,mean_pos_err_b4,mean_rot_err_b4,dir_err_b4,dir_track_b4,sector_err_b4,bin_hit_rate_b4,bin_diag_rate_b4,f_grasp_ok_b4,f_grasp_miss_b4,f_no_release_b4,f_drop_b4,f_timeout_b4,f_human_contact_b4,ff_grasp_miss_b4,ff_no_release_b4,ff_drop_b4,ff_timeout_b4,ff_human_contact_b4,n_b5,close_rate_b5,near_rate_b5,grasp_rate_b5,success_rate_b5,box_chance_rate_b5,box_taken_rate_b5,miss_given_box_b5,close_success_rate_b5,mean_box_frac_b5,eval_min_pos_b5,eval_min_rot_b5,mean_pos_err_b5,mean_rot_err_b5,dir_err_b5,dir_track_b5,sector_err_b5,bin_hit_rate_b5,bin_diag_rate_b5,f_grasp_ok_b5,f_grasp_miss_b5,f_no_release_b5,f_drop_b5,f_timeout_b5,f_human_contact_b5,ff_grasp_miss_b5,ff_no_release_b5,ff_drop_b5,ff_timeout_b5,ff_human_contact_b5
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,974,20453,0.0,50,0.0964,0.9977,0.2178,0.9846,0.2031,30.977,17.6904,44.5681,0.429,0.4133,0.0,0.5601,0.7659,0.0,0.0,,0.4105,0.7554,0.1127,0.2745,3.2097,0.4219,,,,0.1079,0.8761,0.1704,0.1062,1.5299,25.6183,71.3621,66.2253,0.2071,80.9051,0.084,0.3087,0.1977,,,0.2254,0.3156,0.4385,0.4754,,,,,,,,,0.5789,1.0,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.5789,0.32,0.5833,0.3929,0.7667,0.4074,95.0,50.0,60.0,28.0,30.0,27.0,0.5396,0.3,0.5242,0.3636,0.4606,0.3744,,,,,,,0.5461,0.4737,0.429,0.0034,0.0765,0.2213,0.0246,0.2452,0.006,0.134,0.3876,0.0431,0.4294,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0.6642,0.0,0.5245,0.5396,0.4642,0.8618,0.1789,0.8125,0.4506,0.1075,0.9443,0.106,1.6653,67.3078,0.2521,65.8292,0.1962,0.4151,0.5396,0.0,0.083,0.1547,0.0264,0.1962,0.0,0.1803,0.3361,0.0574,0.4262,260,0.4231,0.0,0.2808,0.3,0.3385,0.6477,0.4205,0.7091,0.3739,0.1298,0.7124,0.1116,1.4379,74.9408,0.1673,88.3576,0.05,0.2231,0.3,0.0077,0.0846,0.2538,0.0192,0.3346,0.011,0.1209,0.3626,0.0275,0.478,248,0.6774,0.0,0.496,0.5242,0.4113,0.8333,0.1961,0.7738,0.4281,0.0915,0.6569,0.0972,1.204,73.87,0.1792,65.6774,0.2177,0.2419,0.5242,0.0,0.0766,0.1895,0.0121,0.1976,0.0,0.161,0.3983,0.0254,0.4153,231,0.5238,0.0,0.3636,0.3636,0.4069,0.6277,0.3617,0.6942,0.4035,0.1417,1.3149,0.1405,2.0539,78.1334,0.1319,103.7121,0.013,0.2771,0.3636,0.0087,0.0779,0.3506,0.0087,0.1905,0.0136,0.1224,0.551,0.0136,0.2993,241,0.5975,0.0,0.4398,0.4606,0.3983,0.8229,0.2083,0.7708,0.419,0.103,0.9309,0.1059,1.5047,46.7491,0.4806,66.5469,0.0041,0.5602,0.4606,0.0,0.0871,0.1743,0.0456,0.2324,0.0,0.1615,0.3231,0.0846,0.4308,219,0.4612,0.0,0.3653,0.3744,0.4475,0.6939,0.3265,0.8119,0.4599,0.0752,0.9106,0.086,1.403,89.1223,0.0098,99.2882,0.0,0.1142,0.3744,0.0046,0.0457,0.2146,0.0365,0.3242,0.0073,0.073,0.3431,0.0584,0.5182
1,0.9,225,225,7534,0,222,153,134,911,0,0,0,4799,0,0,41,1967,14,215,89,0.030269,0,3.0,0.0526,0.1791,,134,0,29,62,0,0,0.5156,0.5156,0.0,0.0444,0.2444,0.0667,0.0,0.1289,,,0,0,0.0,134,7400,0.0391,2,2,1066,23729,0.1381,15,0.1841,0.9827,0.2093,0.9816,0.2078,34.5142,21.4057,49.1073,0.2541,0.25,0.0,0.3572,0.7113,0.0,0.0,,0.2671,0.7136,0.082,0.3069,3.2685,0.2807,,,,0.0991,0.9309,0.187,0.1035,1.3889,28.0134,77.1244,72.8379,0.1431,83.4499,0.0574,0.2637,0.4157,,,0.1557,0.209,0.291,0.3115,,,,,,,,,0.4,1.0,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.4,0.12,0.4,0.1786,0.4667,0.1111,95.0,50.0,60.0,28.0,30.0,27.0,0.3585,0.1269,0.3669,0.1429,0.3071,0.21,,,,,,,0.3355,0.2842,0.2541,0.0007,0.0867,0.3579,0.0321,0.2684,0.0009,0.1163,0.4799,0.043,0.3599,0,163.5,281.6,481.6,927.0,33,29,28,0,23,17,11,6,0,6,23,18,15,0,13,19,16,14,0,12,55,7,3,0,1,19,15,15,0,13,23,0,3,3,1,0,3,6,0,0,3,3,0,5,13,0,0,3,1,0,6,12,0,0,2,2,0,3,1,0,0,44,5,0,5,13,0,2,0,1,0,3,0.0275,0.0489,0.0897,0.2954,0.0486,0.139,0.0455,0.0904,0.1086,0.4798,0.0385,0.0605,265,0.4491,0.0,0.3434,0.3585,0.2717,0.8611,0.1806,0.7983,0.3106,0.0936,0.9288,0.1063,1.5213,74.0066,0.1777,75.2502,0.117,0.3321,0.3585,0.0,0.0642,0.2868,0.0642,0.2264,0.0,0.1,0.4471,0.1,0.3529,260,0.2,0.0,0.1115,0.1269,0.2231,0.4655,0.5345,0.6346,0.2334,0.1275,0.8048,0.1211,1.3065,88.7143,0.0143,93.8792,0.0115,0.1923,0.1269,0.0,0.0654,0.4077,0.0308,0.3692,0.0,0.0749,0.467,0.0352,0.4229,248,0.4839,0.0,0.371,0.3669,0.3145,0.8718,0.141,0.7583,0.3241,0.0881,0.8363,0.0913,1.188,76.5418,0.1495,70.7653,0.125,0.2258,0.3669,0.004,0.1008,0.3024,0.0282,0.1976,0.0064,0.1592,0.4777,0.0446,0.3121,231,0.2165,0.0,0.1429,0.1429,0.2165,0.48,0.52,0.66,0.2248,0.1222,1.312,0.1338,1.9295,79.7578,0.1138,97.8488,0.0043,0.1818,0.1429,0.0,0.0606,0.4719,0.0173,0.3074,0.0,0.0707,0.5505,0.0202,0.3586,241,0.5021,0.0,0.3112,0.3071,0.2697,0.8308,0.1846,0.6116,0.2739,0.0881,0.9357,0.0975,1.2187,56.1696,0.3759,54.5063,0.0747,0.4357,0.3071,0.0,0.1743,0.3112,0.0207,0.1867,0.0,0.2515,0.4491,0.0299,0.2695,219,0.2785,0.0,0.21,0.21,0.3105,0.6471,0.3971,0.7541,0.3181,0.0789,0.9812,0.0902,0.9492,88.0795,0.0213,112.0179,0.0,0.2055,0.21,0.0,0.0548,0.379,0.0274,0.3288,0.0,0.0694,0.4798,0.0347,0.4162
2,0.8938,218,218,7247,0,216,140,123,824,0,0,1,4549,0,0,44,1949,21,202,82,0.029858,0,3.0,0.054,0.2078,,123,0,24,71,0,0,0.4541,0.4541,0.0,0.0459,0.2982,0.0917,0.0,0.1101,,,47,1,0.1812,123,7124,0.0393,2,3,1149,26678,0.2333,15,0.191,0.9834,0.2039,0.9877,0.2,32.1553,22.0896,45.0066,0.2302,0.2343,0.0,0.3087,0.7456,0.0007,0.0007,1.0,0.3087,0.6173,0.1332,0.4314,3.4712,0.3232,,,,0.1017,0.9167,0.1786,0.1034,1.388,27.1836,74.8321,71.7092,0.1685,83.1288,0.069,0.2828,0.4483,,,0.1311,0.1885,0.2459,0.2664,,,,,,,,,0.3368,0.75,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.3368,0.1,0.3,0.2143,0.5667,0.2963,95.0,50.0,60.0,28.0,30.0,27.0,0.3736,0.0962,0.2863,0.1645,0.2656,0.1826,,,,,,,0.3092,0.2421,0.2302,0.002,0.0512,0.3675,0.0273,0.3217,0.0027,0.0665,0.4774,0.0355,0.4179,0,132.8,286.5,471.5,895.2,32,26,21,0,16,13,8,7,0,6,29,18,16,0,12,18,16,14,0,13,54,5,3,0,1,17,14,13,0,13,16,0,2,5,4,0,5,6,0,0,1,2,0,4,12,0,1,9,3,0,4,13,0,0,1,3,0,1,1,0,0,45,5,0,3,13,0,0,0,1,0,3,0.0485,0.1458,0.0797,0.207,0.0638,0.2698,0.0251,0.0718,0.0988,0.4816,0.0346,0.093,265,0.4453,0.0,0.3736,0.3736,0.3774,0.76,0.3,0.839,0.3936,0.0941,0.9416,0.1039,1.5218,69.0091,0.2332,72.5623,0.1509,0.4038,0.3736,0.0,0.0377,0.2491,0.0491,0.2906,0.0,0.0602,0.3976,0.0783,0.4639,260,0.1538,0.0,0.0962,0.0962,0.1654,0.3953,0.6512,0.625,0.1905,0.1336,0.8238,0.0985,1.4602,83.7445,0.0695,91.4919,0.0115,0.2038,0.0962,0.0038,0.0423,0.5077,0.0038,0.3462,0.0043,0.0468,0.5617,0.0043,0.383,248,0.4032,0.0,0.2984,0.2863,0.3347,0.7229,0.3614,0.71,0.371,0.0842,0.8351,0.0901,1.2545,76.2624,0.1526,72.3558,0.1694,0.246,0.2863,0.0,0.0726,0.3185,0.0282,0.2944,0.0,0.1017,0.4463,0.0395,0.4124,231,0.2078,0.0,0.1688,0.1645,0.3247,0.4667,0.56,0.7917,0.3173,0.1314,1.282,0.1637,1.7079,83.2758,0.0747,98.9863,0.0043,0.1342,0.1645,0.0043,0.0303,0.4069,0.0173,0.3766,0.0052,0.0363,0.487,0.0207,0.4508,241,0.3817,0.0,0.2697,0.2656,0.2905,0.7571,0.2714,0.6957,0.2971,0.104,0.884,0.1166,1.4467,58.6079,0.3488,61.5371,0.0622,0.4315,0.2656,0.0,0.083,0.39,0.0415,0.2199,0.0,0.113,0.5311,0.0565,0.2994,219,0.2466,0.0,0.1872,0.1826,0.3699,0.4691,0.5679,0.7407,0.3763,0.0751,0.8399,0.0605,0.5786,78.6254,0.1264,105.2196,0.0,0.2648,0.1826,0.0046,0.0411,0.3333,0.0228,0.4155,0.0056,0.0503,0.4078,0.0279,0.5084
3,0.8875,216,216,7067,0,216,145,127,847,0,0,0,4452,0,0,50,1848,14,196,85,0.029598,0,3.0,0.0493,0.1875,,127,0,22,67,0,0,0.5093,0.5093,0.0093,0.0231,0.2639,0.0926,0.0,0.1019,,,76,0,0.002,127,6940,0.0388,1,4,1245,29966,0.3175,15,0.19,0.9845,0.2227,0.98,0.2227,32.7745,22.7773,46.6457,0.3176,0.3081,0.0,0.3832,0.8289,0.0007,0.0007,1.0,0.3456,0.7174,0.1066,0.3083,2.8538,0.3514,,,,0.0991,0.923,0.1856,0.1067,1.3299,25.3886,73.4275,69.0554,0.1841,80.2632,0.0731,0.3012,0.2835,,,0.2131,0.2787,0.3648,0.377,,,,,,,,,0.5474,0.75,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.5474,0.12,0.4167,0.1786,0.5667,0.3333,95.0,50.0,60.0,28.0,30.0,27.0,0.4943,0.1308,0.4073,0.2035,0.3734,0.2831,,,,,,,0.4671,0.2632,0.3176,0.0048,0.0423,0.3402,0.0143,0.2807,0.007,0.0621,0.4985,0.021,0.4114,0,135.5,298.1,450.6,884.7,31,27,22,0,19,18,11,7,0,5,18,10,10,0,9,18,15,13,0,12,52,10,5,0,2,18,14,14,0,13,19,0,1,2,4,0,5,5,2,0,1,3,0,7,9,0,0,5,1,0,3,12,0,0,1,5,0,0,2,0,0,45,3,0,2,13,0,0,1,3,0,1,0.0314,0.131,0.0648,0.1534,0.0525,0.2819,0.0362,0.1178,0.0989,0.4231,0.0434,0.1322,265,0.5434,0.0,0.4755,0.4943,0.4226,0.8393,0.1875,0.9097,0.4324,0.0922,0.9142,0.1048,1.3949,61.2638,0.3193,67.1392,0.1623,0.5094,0.4943,0.0,0.034,0.2302,0.0151,0.2264,0.0,0.0672,0.4552,0.0299,0.4478,260,0.2269,0.0,0.1269,0.1308,0.2731,0.4225,0.6761,0.5763,0.2885,0.1224,0.811,0.136,1.1894,85.4366,0.0507,90.3853,0.0269,0.25,0.1308,0.0115,0.0654,0.3769,0.0077,0.4077,0.0133,0.0752,0.4336,0.0088,0.469,248,0.4556,0.0,0.3911,0.4073,0.4073,0.8317,0.1881,0.8938,0.3803,0.0896,0.8337,0.0972,1.2909,76.4652,0.1504,72.7276,0.121,0.2298,0.4073,0.004,0.0363,0.3347,0.004,0.2137,0.0068,0.0612,0.5646,0.0068,0.3605,231,0.2684,0.0,0.1991,0.2035,0.2684,0.5484,0.4677,0.7581,0.2858,0.1231,1.2922,0.1527,1.5814,82.394,0.0845,96.1022,0.0,0.1645,0.2035,0.0087,0.0303,0.4416,0.013,0.303,0.0109,0.038,0.5543,0.0163,0.3804,241,0.4689,0.0,0.361,0.3734,0.3112,0.88,0.1333,0.7965,0.326,0.1024,0.9694,0.1077,1.3452,61.4649,0.3171,55.1156,0.112,0.332,0.3734,0.0041,0.0539,0.332,0.0207,0.2158,0.0066,0.0861,0.5298,0.0331,0.3444,219,0.3196,0.0,0.2831,0.2831,0.3881,0.6471,0.3412,0.8857,0.3926,0.0735,0.9247,0.0722,1.0106,74.1555,0.1761,103.6269,0.0,0.3014,0.2831,0.0,0.032,0.3379,0.0274,0.3196,0.0,0.0446,0.4713,0.0382,0.4459
4,0.8812,232,232,8209,0,231,170,152,1002,0,0,0,5091,0,0,25,2161,20,246,112,0.025857,0,3.0,0.0452,0.1462,,152,0,31,49,0,0,0.5603,0.5603,0.0043,0.0474,0.2069,0.0474,0.0,0.1336,,,138,3,0.0865,152,8057,0.0374,4,5,1345,33570,0.3907,15,0.1956,0.9836,0.2101,0.9877,0.2077,33.826,22.951,47.9631,0.2725,0.2725,0.0,0.334,0.816,0.0014,0.0014,1.0,0.2999,0.7175,0.0956,0.3189,3.0114,0.3083,,,,0.0999,0.9535,0.1905,0.1003,1.2989,25.2883,76.3074,72.8681,0.1521,83.1004,0.0628,0.2801,0.3075,,,0.1721,0.2254,0.2869,0.3033,,,,,,,,,0.4421,1.0,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.4421,0.14,0.2833,0.1786,0.5333,0.2222,95.0,50.0,60.0,28.0,30.0,27.0,0.3585,0.1346,0.3306,0.2121,0.3195,0.2785,,,,,,,0.3618,0.2737,0.2725,0.0034,0.0423,0.3805,0.0219,0.2801,0.0047,0.0582,0.523,0.03,0.385,0,163.8,338.3,455.3,957.8,33,23,21,0,16,23,17,15,0,12,20,17,15,0,14,19,13,11,0,10,42,9,6,0,2,24,23,21,0,19,16,0,1,5,3,0,8,12,1,1,2,2,0,5,14,0,0,4,1,0,1,10,0,1,1,0,0,7,2,0,2,34,3,0,1,19,0,1,1,1,0,2,0.0625,0.136,0.0625,0.1139,0.0226,0.0893,0.0716,0.1028,0.093,0.4931,0.0121,0.0278,265,0.4377,0.0,0.3623,0.3585,0.3132,0.7952,0.2289,0.819,0.3312,0.0916,0.9311,0.0918,1.34,65.3106,0.2743,73.631,0.1283,0.4642,0.3585,0.0038,0.0491,0.2717,0.0453,0.2717,0.0059,0.0765,0.4235,0.0706,0.4235,260,0.1962,0.0,0.1269,0.1346,0.2269,0.4915,0.5593,0.6863,0.2278,0.1286,0.8506,0.1319,1.0074,88.9463,0.0117,92.2586,0.0192,0.2038,0.1346,0.0,0.05,0.4808,0.0077,0.3269,0.0,0.0578,0.5556,0.0089,0.3778,248,0.3952,0.0,0.3427,0.3306,0.3306,0.7927,0.2683,0.8367,0.3462,0.0969,0.9336,0.1024,1.262,77.1277,0.143,77.7066,0.0766,0.2056,0.3306,0.0081,0.0403,0.3347,0.0323,0.254,0.012,0.0602,0.5,0.0482,0.3795,231,0.2511,0.0,0.1991,0.2121,0.303,0.6429,0.3714,0.8448,0.3047,0.1131,1.2479,0.124,1.514,80.2579,0.1082,94.889,0.0,0.1602,0.2121,0.0043,0.0173,0.4502,0.0043,0.316,0.0055,0.022,0.5714,0.0055,0.4011,241,0.4066,0.0,0.3278,0.3195,0.2863,0.8696,0.2174,0.7857,0.2977,0.0902,0.9278,0.0996,1.2981,61.721,0.3142,49.4426,0.1411,0.4066,0.3195,0.0041,0.0705,0.3817,0.0124,0.2116,0.0061,0.1037,0.561,0.0183,0.311,219,0.3105,0.0,0.274,0.2785,0.347,0.6579,0.3289,0.8971,0.3487,0.0801,0.9907,0.1069,1.2231,85.5646,0.0493,114.3986,0.0,0.2192,0.2785,0.0,0.0228,0.3699,0.0274,0.3014,0.0,0.0316,0.5127,0.038,0.4177
5,0.875,210,210,7149,0,210,153,135,905,0,0,0,4426,1,1,37,1851,13,204,105,0.025589,0,3.0,0.0393,0.1536,39.0,135,0,23,52,0,0,0.5238,0.5238,0.0143,0.0524,0.2571,0.0429,0.0,0.1095,,,120,1,0.1263,135,7014,0.0377,3,6,1432,36777,0.4439,15,0.1952,0.9837,0.2024,0.9862,0.2024,31.49,21.4301,44.6183,0.248,0.2466,0.0,0.3204,0.774,0.0,0.0,,0.2671,0.7136,0.084,0.3146,3.3964,0.2743,,,,0.0938,0.9727,0.1884,0.0969,1.2316,23.9638,77.0532,72.4103,0.1439,83.5395,0.0417,0.2637,0.5037,,,0.168,0.2172,0.2582,0.2869,,,,,,,,,0.4316,1.0,,,,,0,4,2,3,1.0,1.0,1.0,1.0,0.4316,0.18,0.1833,0.25,0.5,0.1852,95.0,50.0,60.0,28.0,30.0,27.0,0.3434,0.1615,0.2621,0.2338,0.2988,0.1781,,,,,,,0.3553,0.2526,0.248,0.0,0.0444,0.4105,0.0184,0.2794,0.0,0.059,0.5459,0.0245,0.3715,0,135.5,351.5,427.4,914.8,30,26,24,0,20,19,15,13,1,8,17,15,13,0,9,24,21,17,0,14,45,9,5,0,4,23,19,17,0,16,20,0,2,4,1,0,3,8,2,0,4,1,0,4,9,0,1,4,1,0,2,14,0,1,4,1,0,4,4,0,0,37,3,0,1,16,0,1,0,2,0,4,0.0229,0.0528,0.0481,0.0768,0.0203,0.0683,0.0323,0.045,0.0836,0.5182,0.0431,0.1138,265,0.4226,0.0,0.3358,0.3434,0.2943,0.8333,0.2051,0.8125,0.2884,0.0883,0.9724,0.0833,1.1865,69.8179,0.2242,75.0192,0.0566,0.4264,0.3434,0.0,0.0566,0.3623,0.0189,0.2189,0.0,0.0862,0.5517,0.0287,0.3333,260,0.2115,0.0,0.1577,0.1615,0.2423,0.5397,0.4921,0.7636,0.248,0.1189,0.8302,0.1198,1.1684,86.7588,0.036,89.4755,0.0154,0.2154,0.1615,0.0,0.0385,0.4192,0.0077,0.3731,0.0,0.0459,0.5,0.0092,0.445,248,0.3347,0.0,0.2581,0.2621,0.2863,0.7887,0.2535,0.7831,0.3057,0.0943,0.9575,0.1165,1.3681,82.6643,0.0815,83.9987,0.0565,0.1452,0.2621,0.0,0.0282,0.4153,0.0242,0.2742,0.0,0.0383,0.5628,0.0328,0.3716,231,0.2771,0.0,0.2338,0.2338,0.29,0.6269,0.3731,0.8438,0.2893,0.1074,1.2542,0.0968,1.518,78.4947,0.1278,93.804,0.0,0.1688,0.2338,0.0,0.0216,0.3896,0.0346,0.3203,0.0,0.0282,0.5085,0.0452,0.4181,241,0.444,0.0,0.2988,0.2988,0.2614,0.8571,0.1905,0.6729,0.2671,0.084,0.9144,0.0872,1.19,63.9701,0.2892,45.4536,0.112,0.361,0.2988,0.0,0.0913,0.4149,0.0083,0.1867,0.0,0.1302,0.5917,0.0118,0.2663,219,0.2192,0.0,0.1872,0.1781,0.2237,0.5714,0.4286,0.8125,0.2451,0.0627,1.0446,0.1319,0.9622,80.8085,0.1021,117.3668,0.0046,0.2511,0.1781,0.0,0.0274,0.4703,0.0183,0.3059,0.0,0.0333,0.5722,0.0222,0.3722
