iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,360,0.5,28,22,0.1,29.8,0.1,0.003592599183320999,0.34156131744384766,0.3437519669532776,0.300849050283432,-0.0980919674038887,0.009828377515077591,0.37507063150405884,0.0038684143219143152,0.008427241817116737,0.32078489661216736,64,0.0121,0.1,4,0,8,1,2,1.0,,,,,,,0.3057873547077179,0.6256365776062012,2.1286091804504395,0.00833,,-1.0
1,747,0.4921,28,22,0.1111,30.0,0.1111,0.004197313450276852,0.25013962388038635,0.2504239082336426,0.2792415916919708,-0.09198711067438126,0.009358814917504787,0.34925004839897156,0.005185281857848167,0.006522088777273893,0.4133172631263733,64,0.0067,0.111,3,0,8,0,4,0.75,,,,,,,0.22255809605121613,0.6679520010948181,2.0862467288970947,0.00937,,-1.0
2,1132,0.4841,27,21,0.1667,29.5,0.1667,0.004621194675564766,0.29065442085266113,0.30047178268432617,0.34911319613456726,-0.09912276268005371,0.009569259360432625,0.42324554920196533,0.00512093398720026,0.011703785508871078,0.42501577734947205,64,0.0134,0.167,3,0,10,0,1,1.0,,,,,,,0.2332213670015335,0.6435875296592712,2.008760690689087,0.00883,,-1.0
3,1559,0.4762,27,21,0.0,30.0,0.0,0.0033529247157275677,0.2981560230255127,0.2956269681453705,0.43317440152168274,-0.09599213302135468,0.013118991628289223,0.49839141964912415,0.003815634874626994,0.009074260480701923,0.37101420760154724,64,0.0059,0.0,2,0,7,0,7,0.857,,,,,,,0.2587289810180664,0.6392931938171387,1.972853660583496,0.01026,,-1.0
4,1980,0.4683,26,20,0.1538,30.0,0.1538,0.007097379304468632,0.285426527261734,0.29571372270584106,0.326815128326416,-0.0966336652636528,0.011453745886683464,0.3936578631401062,0.006665720138698816,0.01376691460609436,0.3881189525127411,64,0.0093,0.154,2,0,11,0,1,1.0,,,,,,,0.24897950887680054,0.6766130924224854,2.020296096801758,0.0096,,-1.0
5,2465,0.4603,26,20,0.0,29.78,0.0,0.004884874448180199,0.2636091709136963,0.2637706398963928,0.34624022245407104,-0.09700021147727966,0.00827178917825222,0.4218139350414276,0.005903406534343958,0.009765861555933952,0.493476539850235,64,0.0099,0.0,0,0,8,1,7,0.714,,,,,,,0.19656500220298767,0.6355789303779602,2.068643808364868,0.00974,,-1.0
6,2913,0.4524,26,20,0.1,29.3,0.1,0.003623365890234709,0.30181416869163513,0.2934282422065735,0.6317459344863892,-0.09640452265739441,0.016366029158234596,0.6907731294631958,0.00438885111361742,0.009290550835430622,0.4145983159542084,64,0.0157,0.1,1,0,8,1,5,1.0,,,,,,,0.23252511024475098,0.5823496580123901,1.943485975265503,0.0103,,-1.0
7,3356,0.4444,25,19,0.0,29.5,0.0,0.005324488505721092,0.20863749086856842,0.19390243291854858,0.2851621210575104,-0.09742772579193115,0.0143063273280859,0.34871792793273926,0.003581124823540449,0.010518490336835384,0.42977777123451233,64,0.0156,0.0,1,0,11,1,3,0.333,0.1862,0.5626,0.0,0,48,0,0.2266932725906372,0.7597777247428894,2.0944807529449463,0.00924,0.0,0.0
8,3776,0.4365,25,19,0.0,29.6,0.0,0.0041539836674928665,0.23156626522541046,0.22770194709300995,0.3543756604194641,-0.09960229694843292,0.014985337853431702,0.42013439536094666,0.004069302696734667,0.007745722308754921,0.485541969537735,64,0.0109,0.0,2,0,9,1,4,1.0,,,,,,,0.20513631403446198,0.7179886698722839,2.043712854385376,0.00927,,0.0
9,4259,0.4286,25,19,0.0,30.0,0.0,0.005298446398228407,0.18661853671073914,0.18559330701828003,0.31400081515312195,-0.09902656078338623,0.017686637118458748,0.37232843041419983,0.0024469115305691957,0.010651348158717155,0.5556045174598694,64,0.0104,0.0,0,0,13,0,3,1.0,,,,,,,0.1782321035861969,0.687248706817627,2.1714446544647217,0.00892,,0.0
10,4647,0.4206,24,18,0.0833,30.0,0.0833,0.0041789887472987175,0.25483715534210205,0.25025346875190735,0.3527606427669525,-0.0962114930152893,0.012464269995689392,0.4197731018066406,0.0028421725146472454,0.0085409851744771,0.5860963463783264,64,0.0087,0.083,3,0,11,0,1,0.0,,,,,,,0.16415643692016602,0.6969438791275024,2.0862462520599365,0.00839,,0.0
