epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,100.99,0.31434744768282946,0.027742689752987788,0.1941988286785051,0.07383254835126447,0.38041474735035613,0.11238337043453665,0.6242509195851345,0.5448638387521108,0.703637996561387,0.9676960784313725,0.009309488947631098,0.04084072417634375,27.742689752987786,77.427957601407,30.1725212402965,112.38337043453666,0.4017046434538705,0.03815908899076847,0.267113625502386,0.055558997428133375,0.40483349570039273,0.08216087459599604,0.714544533514509,0.7587816424730445,0.6703074076930348,0.9747899176359844,0.012910768707968942,0.038477890005632606,38.15908899076847,54.08884473249358,28.585359020744317,82.16087459599605
1,0.0009842915805643156,85.02,0.28924038989871154,0.025281964940767662,0.17697375512590596,0.06369976741645265,0.3328720678652034,0.09219854526660022,0.5883333961402669,0.495375948045768,0.6812908389755323,0.9706495098039216,0.008469975301813261,0.03954216609544614,25.28196494076766,63.981867847489376,28.075403090448972,92.19854526660022,0.38426053966460777,0.03674442357584542,0.25721096641877117,0.054928147909688016,0.3874593021488991,0.07532018630736682,0.6931123539847153,0.7417064192248326,0.6445183047727376,0.9719887971878052,0.012601948849314233,0.03708954064660713,36.74442357584542,51.417010035417995,27.4655605599392,75.32018630736682
2,0.0009648882429441258,79.41,0.27747751863563763,0.024269574993089134,0.16988702540304146,0.0606666499971613,0.315767133843665,0.08521345811147316,0.5708435689000523,0.47446620008524726,0.6672209312869053,0.9731740196078431,0.008111418471032498,0.038727456462733886,24.269574993089133,59.07443138314228,26.614181455755965,85.21345811147316,0.3821970628423183,0.03664228687955051,0.2564960109169076,0.06703411858706247,0.40147274081446543,0.07794260663562128,0.6880911241392461,0.7305793595247242,0.6456029109594201,0.960784317064686,0.012385392908518221,0.03723266695727821,36.64228687955051,50.00517958728205,26.899430444027356,77.94260663562129
3,0.0009381533400219318,78.65,0.26799165656753615,0.023310100123578426,0.16317070138220693,0.05743533084643822,0.3001336801402709,0.07952764831045095,0.5563978017778958,0.45614046664798963,0.6566551296149983,0.9741666666666666,0.007803091260367164,0.038123379194853355,23.310100123578426,55.382128436775766,25.510164331079743,79.52764831045094,0.3647288492246836,0.03583875439372383,0.2508712763629374,0.051425044870927555,0.3718212956473941,0.06952497100128847,0.6573422751506838,0.7191174117123046,0.595567137754264,0.9775910397537616,0.012201971611848064,0.03435684241750995,35.83875439372383,46.15554298047258,25.524812017473376,69.52497100128846
4,0.0009045084971874737,77.39,0.261469097125764,0.02271073083082835,0.15897511651118595,0.05670476962173102,0.2918274923516255,0.07614760655106283,0.5462011226953245,0.44398562274727166,0.6484166145558451,0.9741666666666666,0.007596390180143656,0.0376603179512655,22.71073083082835,53.10432562641069,24.849051747217466,76.14760655106282,0.3554939994958936,0.035374598170654116,0.24762219077899678,0.04958134982474044,0.3640847938234399,0.06688125912590522,0.6532960539104558,0.7105636367944776,0.5960284336274412,0.9803921568627451,0.01207268326765015,0.034379372461920694,35.37459817065411,45.824748283925175,24.73754592726632,66.88125912590522
5,0.0008644843137107057,82.13,0.2523862427823684,0.021946864068215968,0.15362804906041014,0.05508592786888281,0.2813143827751571,0.07260040576551474,0.5334993380425023,0.42991566319091645,0.6370830117253696,0.9751225490196078,0.007353216501354586,0.037017609750231106,21.94686406821597,50.76875695703077,24.26123808573613,72.60040576551475,0.34494662151283245,0.034191446728399154,0.23934012309175914,0.047025789598039554,0.3500944349278255,0.06372852403284456,0.6433571101236744,0.6869109518387738,0.599803246202923,0.980392158532343,0.011671755100269111,0.0347011380252384,34.19144672839916,41.97620122539563,22.42482144659901,63.72852403284455
6,0.0008187119948743448,78.49,0.2482177672432918,0.02149650197257014,0.15047551402858658,0.05357417129984527,0.2737342688265969,0.06968458350382599,0.526229437823389,0.42062568900631925,0.6318331872248182,0.975968137254902,0.007196127632450239,0.03671070462786684,21.49650197257014,48.88586012171764,23.73582454502407,69.68458350382599,0.34908620833682746,0.035848723677527006,0.250941064177441,0.04227566863057994,0.3558836059243071,0.0626668777911603,0.646590850934261,0.7161988285409302,0.5769828741623908,0.980392158532343,0.012150447213036172,0.0333070323831227,35.848723677527005,43.500172167348595,22.992048018326646,62.666877791160296
7,0.0007679133974894982,90.72,0.24354391695237626,0.02096897835825004,0.14678284885252224,0.05158439783489003,0.2655619248455646,0.06719467792733043,0.5184257491195903,0.4107582327898811,0.6260932631819855,0.9771078431372549,0.007028308992511501,0.03637375759727814,20.968978358250038,47.20933910678415,23.345100391488913,67.19467792733043,0.33883755748011485,0.03514577881941775,0.24602045532034225,0.05178823097705507,0.3637625807974519,0.0659538970148864,0.6332902075195846,0.7041236425982136,0.5624567510701027,0.9775910364145658,0.011961844828011109,0.032514992610914034,35.14577881941775,44.672769752620646,22.093378586834476,65.9538970148864
8,0.0007128896457825362,87.08,0.23953922685454873,0.020547724707307768,0.14383407331564846,0.0479490135288706,0.2566212095466315,0.06483812285696759,0.512196138419357,0.4025595882593417,0.6218326908700607,0.9788970588235294,0.006886311785555353,0.03614005729994353,20.54772470730777,45.63830346161244,22.867329913926362,64.83812285696759,0.3311142931465341,0.03367977260666735,0.23575840719273777,0.04071828944175517,0.33775761665082443,0.06128092335552728,0.6328593502525522,0.6746907928744618,0.5910278862597895,0.9831932773109243,0.01145432387277776,0.03414012826666111,33.67977260666735,42.21854117863319,22.278301826061142,61.280923355527285
9,0.0006545084971874736,107.74,0.23420661770829967,0.019995431131591985,0.1399680182279325,0.04417828408435133,0.24665849326872358,0.0625121910168844,0.5037846243381501,0.39146118879318237,0.6161080592286353,0.9803553921568627,0.0066968565401347244,0.03580576076373166,19.995431131591985,44.15062051485567,22.583297430750566,62.51219101688441,0.3473018217487496,0.034679036874438865,0.24275325798019975,0.04865817389651841,0.3557536172933605,0.06434217673473332,0.638720797390497,0.6955627924253961,0.5818787925049704,0.9747899159663865,0.011815823838949538,0.03382461915622238,34.67903687443887,44.40971746706829,22.654458911436905,64.34217673473331
