epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,43.22,0.23813972792081667,0.23813972792081667,0.06220823397467795,0.3003479628970748,0.5150729585112187,0.4797409040886059,0.5504050131952554,0.971765350877193,0.008840423295470445,0.038771681637879,26.2167486868668,0.20341956515272125,0.20341956515272125,0.06151103965040682,0.26493060680664554,0.4662896555011012,0.5505965229342965,0.38198279875333235,0.9691876767396259,0.010049014979665604,0.026922639913293495,29.523382996435927
1,0.0009842915805643156,37.71,0.19120296302594636,0.19120296302594636,0.05030808153872689,0.24151104479505306,0.44207264833283005,0.4115837217422954,0.47256157487107997,0.9775219298245614,0.007581068507575414,0.03331894833071713,22.530287884894694,0.22034072817540637,0.22034072817540637,0.05961910595579976,0.27995983279552783,0.4810780761789541,0.5590584717210936,0.40309765166929123,0.9719887955182073,0.010261430804218565,0.028237043110345927,30.273102025608388
2,0.0009648882429441258,37.35,0.17666881152412348,0.17666881152412348,0.04851984505688674,0.22518865688328157,0.41864939065356005,0.3888257727811211,0.4484730130747745,0.9790021929824562,0.007158820010852395,0.03163029350863214,21.293143163386144,0.218227151436966,0.218227151436966,0.07042408208636676,0.28865123362768264,0.47424662413717317,0.5560703024643809,0.39242294272120926,0.9635854358432674,0.010187691590208717,0.027575526887378774,29.697741327040337
3,0.0009381533400219318,38.03,0.1669895805941339,0.1669895805941339,0.04662079581615041,0.21361037666598956,0.40355868972184367,0.3755348943827445,0.4315824856360753,0.9787554824561403,0.006916111085988712,0.030452961631511385,20.568494475855115,0.20844942531665833,0.20844942531665833,0.07378117494932075,0.2822305985442063,0.466655365058354,0.5713924729690498,0.3619182900387366,0.9579831949469089,0.010486517565883174,0.02542235062611537,30.25292175761959
4,0.0009045084971874737,37.16,0.1596925600971046,0.1596925600971046,0.04473637785239701,0.2044289377959151,0.39256022943739305,0.3663092032336352,0.4188112562685682,0.9801809210526315,0.006746803089290073,0.02954079548975355,20.073388948252326,0.21646124370792666,0.21646124370792666,0.06474177394302286,0.2812030206040508,0.47725489844127195,0.5534600366731318,0.4010497610442111,0.960784317064686,0.010153684094652575,0.028172895573183934,29.634849050966633
5,0.0008644843137107057,38.01,0.1534454170418413,0.1534454170418413,0.04402934193627484,0.1974747587452855,0.3820684409978097,0.3560827074866546,0.408054176678783,0.9806195175438597,0.006557713353418206,0.028794400694600323,19.51286135600847,0.2154727945892083,0.2154727945892083,0.08419185814236392,0.2996646500602156,0.4737286178671679,0.5494628789044228,0.3979943720232539,0.9579831966165067,0.01002808278087391,0.027816724146948475,29.397364502318766
6,0.0008187119948743448,38.45,0.14708733903734308,0.14708733903734308,0.04207411777236286,0.18916145683380595,0.37217102197178625,0.34813249051048045,0.3962095541389365,0.9818530701754385,0.0064113560696377565,0.027963990607021146,19.101171749398898,0.19795278399264446,0.19795278399264446,0.0810572907057296,0.27901007431227953,0.44028104311611804,0.5220403266387159,0.3585217511620508,0.9663865546218487,0.009557468480109667,0.025261047215354878,27.803723989915447
7,0.0007679133974894982,36.72,0.14031586180392064,0.14031586180392064,0.041736197750198475,0.18205205928861048,0.3609442404226253,0.3384196056347144,0.3834688733282842,0.9808662280701754,0.006232877690835218,0.027057954407574837,18.578704273360863,0.20757066001411245,0.20757066001411245,0.06710389726051763,0.2746745531632453,0.46696873430778335,0.5512028167060777,0.38273463279259307,0.969187675070028,0.01007281395499738,0.026845639044580673,29.268541887235575
8,0.0007128896457825362,36.83,0.1362253329471538,0.1362253329471538,0.04099468994403683,0.17722002282215837,0.3545824677274938,0.3326500276724497,0.37651490613556743,0.9806469298245614,0.006123619995553766,0.02656549735223515,18.300510142325308,0.20606742256662758,0.20606742256662758,0.07173606821176719,0.27780349306365687,0.4559403652904414,0.5247419454804322,0.3871387744150242,0.969187675070028,0.009632201168780066,0.027131732271498992,28.063234442672808
9,0.0006545084971874736,36.95,0.12939115447694796,0.12939115447694796,0.0402058931837561,0.1695970476850083,0.3438996497999158,0.32310626538176285,0.36469303327694275,0.981359649122807,0.005952526473750671,0.02573079526620476,17.778197855672293,0.20269011825072666,0.20269011825072666,0.0526473086629929,0.25533742747720883,0.4527237914523491,0.5186607753362308,0.3867867732582306,0.9719887971878052,0.009519483826282312,0.027126149887464295,27.700885702498486
10,0.0005936906572928624,37.4,0.12418437587718169,0.12418437587718169,0.03743826503816404,0.16162264077809818,0.33509882194431206,0.3171699856979805,0.35302765826907073,0.9827850877192983,0.0058417599051864,0.024913867899592507,17.441868110510864,0.19803368323156478,0.19803368323156478,0.043548430548328645,0.24158211377989344,0.4500414135576296,0.5158093667664782,0.38427347946567697,0.980392158532343,0.009467251420135842,0.02685411225388698,27.467911452555857
11,0.0005313952597646568,51.37,0.11949645280184452,0.11949645280184452,0.03729420406417104,0.15679065706698517,0.3278904283778709,0.3109976442498073,0.34478321446661364,0.9829221491228071,0.0057291192002594474,0.024332255804747866,17.09787761138981,0.210984870207076,0.210984870207076,0.04438797709028594,0.2553728469112674,0.46889121592545707,0.5528181391436847,0.3849642727555347,0.9775910380841637,0.010110864347937395,0.02697890165264533,29.755098964361583
12,0.00046860474023534336,37.55,0.11457981435876144,0.11457981435876144,0.03432240936080026,0.14890222374284476,0.3195103641141925,0.3039881081957566,0.3350326189869329,0.9846217105263158,0.005600126234716491,0.023644590488912768,16.762892361076776,0.20045633889546915,0.20045633889546915,0.03719242811411703,0.23764876349299563,0.45054255271492216,0.5148713872546241,0.3862137403808722,0.980392158532343,0.009442764634386498,0.02717369988936336,27.510275208607776
13,0.0004063093427071377,41.41,0.10918222425930332,0.10918222425930332,0.032279718494483904,0.14146194251482946,0.31092157941638376,0.2966527640558126,0.32519039383582904,0.9855537280701754,0.005467911468197902,0.022949694392777848,16.357404469071252,0.20584177319743052,0.20584177319743052,0.04806888381055757,0.2539106575714774,0.4621082297226294,0.5412635426728332,0.38295296034893067,0.980392158532343,0.009899426121212522,0.026954506803043083,28.85941904904295
14,0.00034549150281252644,37.54,0.10516127662961944,0.10516127662961944,0.0313454844778518,0.13650676117915855,0.30407563134243615,0.29053080442704654,0.31762045917280934,0.9859649122807017,0.005353100781672095,0.02242044609105378,16.03335402905941,0.20233677678248463,0.20233677678248463,0.0540226880064448,0.25635946698549417,0.4552378598548451,0.5248455482036793,0.38563017910268127,0.9775910364145658,0.009603227055644621,0.027108774674372848,28.07482727998946
15,0.00028711035421746366,36.83,0.10095043400661988,0.10095043400661988,0.028388932565423217,0.12933936649116506,0.2970478344904749,0.2848604530096054,0.3092352170693247,0.9879934210526315,0.005247970995607606,0.021830185144943625,15.726353084309059,0.20134285572363214,0.20134285572363214,0.03776614923103183,0.2391090076260206,0.4501109133247568,0.5083132902948129,0.3919085180726038,0.9831932789805222,0.009295551288946002,0.027566436385991527,27.242182140924683
16,0.00023208660251050156,37.14,0.0965368481908451,0.0965368481908451,0.027136311061239163,0.12367315949185899,0.2892667957042393,0.278496268783745,0.30003732210188583,0.9879660087719299,0.005132258686710868,0.021183876021716154,15.362995640750517,0.1949631669441191,0.1949631669441191,0.03840768212029914,0.23337085106793573,0.4432136152638775,0.49996411416377007,0.38646316219444704,0.9859943994287015,0.009159769898108324,0.027224689033352026,26.67559064006438
17,0.00018128800512565513,37.51,0.09236985794023464,0.09236985794023464,0.025027194013308506,0.11739705197120967,0.28221938678047115,0.2721699208282588,0.2922688524712596,0.9883497807017544,0.00501683267086679,0.02063041825108884,15.024366670925366,0.21023197726709167,0.21023197726709167,0.048196929029556884,0.25842890752797704,0.4645023168969889,0.5123641126963938,0.4166405447223941,0.980392158532343,0.009401406286706944,0.029315418597696877,27.544987025339395
18,0.00013551568628929433,38.24,0.08871275641416249,0.08871275641416249,0.024150201512856528,0.11286295799440459,0.27528067691284314,0.2662194873941572,0.2843418664315291,0.989281798245614,0.004906876545334071,0.02007620275968261,14.707962650675,0.21564656170476385,0.21564656170476385,0.0517690455650582,0.2674155998714164,0.47712842155905333,0.528987266770264,0.42526960840412215,0.9775910380841637,0.009677802449932285,0.029892874772057813,28.220937449057228
19,9.549150281252634e-05,37.61,0.0862722937475171,0.0862722937475171,0.022600237836217785,0.10887253148513928,0.27109315243729376,0.262575211258311,0.2796110904791899,0.9910635964912281,0.004838158086089319,0.019742833816430026,14.523690121999959,0.2103276890532977,0.2103276890532977,0.05479076243832666,0.26511844692110015,0.47061019835351897,0.5246327232245972,0.4165876948532938,0.9719887971878052,0.009601677006178377,0.029295101845297825,28.035039181301908
20,6.184665997806823e-05,37.11,0.08341964077400534,0.08341964077400534,0.021446377065429963,0.10486601779988983,0.2660244146459981,0.25839347502118665,0.27365535406167046,0.9907620614035088,0.0047620656066819245,0.019321447556936426,14.277988531741133,0.21489026691733287,0.21489026691733287,0.04234127892332584,0.2572315470093772,0.47234463057264225,0.5226130185007047,0.42207624039062264,0.980392158532343,0.009561665755297457,0.02972535008475894,27.867379705278147
21,3.511175705587433e-05,37.5,0.0815075509446232,0.0815075509446232,0.020428095167025866,0.10193564610130955,0.26264323508530335,0.25551104127315055,0.2697754291327376,0.9919682017543859,0.004709306457733506,0.01905272888150393,14.13206179838693,0.21132813928340996,0.21132813928340996,0.04889306016996795,0.2602212036691126,0.46553977606009367,0.5110528539208805,0.4200267249128732,0.9775910380841637,0.009356512274613985,0.02955947914460794,27.293297010852175
22,1.570841943568452e-05,40.15,0.08012477017024107,0.08012477017024107,0.019387034454580555,0.09951180466695836,0.2596221111584128,0.2530468372399347,0.26619738494617895,0.992516447368421,0.0046633251109405565,0.018799661645633087,13.994782833023029,0.21136822378268094,0.21136822378268094,0.04347139373630369,0.2548396152441575,0.4693525488637075,0.5162889230318096,0.42241615557870943,0.9747899176359844,0.009460909306449966,0.029741127117007386,27.54161831419341
23,3.942649342761118e-06,39.28,0.07917344198284441,0.07917344198284441,0.01776550671235319,0.09693894866657884,0.2578448699493157,0.25151120348457706,0.26417853670162067,0.9925712719298245,0.00463453704907902,0.018653852352055543,13.90905862902863,0.20824624577156303,0.20824624577156303,0.04471100024691149,0.25295724646717893,0.46333860708217994,0.512404187637217,0.4142730554946664,0.9747899176359844,0.009384048620045852,0.0291847707781972,27.279374656640513
24,0.0,37.37,0.07810035385845,0.07810035385845,0.017097019109203023,0.09519737293584304,0.255837332993223,0.24914851010891428,0.2625261547795513,0.9936403508771929,0.004591573452527978,0.01853530052885936,13.786599925604829,0.21141644156112724,0.21141644156112724,0.04784090407923156,0.25925734513947946,0.46865371570867653,0.5157945691203537,0.42151284318010346,0.9747899176359844,0.009449719422671641,0.029689798794206784,27.490395202147525
