iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,omg_fail,goal_switch,expert_steps,policy_closed,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,is_best,collect_s,train_s,eval_s,wall_s
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,623,12221,0.0,3,0.1186,0.9773,0.1021,0.9795,0.1021,0.0,0.1667,0.0,0.6667,0.0,0.0,0.0,,0.1112,0.8402,0.157,0.1168,1.0836,20.25,0.0,0.0,0.5,0.3333,0.1667,0.0,1,,,,0.0
1,0.0,4,2,50,2,2,1,0,7,2,0,0,2,0.0422,1.1083,24.0,0,2,0,0,0,2,0,0,0.0,0,50,0.0617,0,2,625,12271,0.0041,2,0.146,0.9755,0.1874,0.9452,0.1753,0.1667,0.0,0.0,0.6667,0.25,0.0,0.0,,0.1163,0.8958,0.1929,0.1543,1.4766,22.75,0.1667,0.0,0.5,0.1667,0.0,0.1667,1,17.3,53.3,28.8,99.6
2,0.0,4,4,96,0,4,0,0,0,0,0,0,3,0.191,1.0405,24.0,0,3,0,1,0,0,0,0,0.0,0,96,0.0598,0,3,629,12367,0.0118,2,0.1526,0.9747,0.1123,0.9795,0.1123,0.5,0.5,0.0,0.8333,0.6,0.0,0.0,,0.1166,0.7684,0.1521,0.1058,1.407,24.2,0.5,0.0,0.3333,0.1667,0.0,0.0,1,28.7,55.2,28.2,112.3
