iter,buffer,beta,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,eval_succ,best_succ
0,209,0.5,0.0,0.0,0.0,0.007776609156280756,0.03226706013083458,0.03464023768901825,0.018076704815030098,-0.003437581704929471,0.015822822228074074,0.0012771377805620432,0.00955274049192667,0.012255349196493626,0.10019600000000001,64,,-1.0
1,229,0.499,0.0,20.0,0.0,0.00645714346319437,0.0627095028758049,0.08271463215351105,0.011689200066030025,-0.006171393673866987,0.013531763106584549,1.4228151485440321e-05,0.00841614231467247,0.011349130421876907,0.100396,64,,-1.0
2,269,0.498,0.0,20.0,0.0,0.005106744356453419,0.08239644020795822,0.08154813945293427,0.07605917751789093,-0.018497399985790253,0.06523279845714569,0.03445017337799072,0.0054839858785271645,0.009802627377212048,0.100596,64,,-1.0
3,269,0.497,0.0,0.0,0.0,0.0036844220012426376,0.08839961886405945,0.0891444981098175,-0.01903683692216873,-0.037889692932367325,0.01645578071475029,0.0001909036946017295,0.00511908670887351,0.007768180686980486,0.10079600000000001,64,,-1.0
4,309,0.496,0.0,20.0,0.0,0.005714617669582367,0.0826890766620636,0.07868015021085739,-0.19424250721931458,-0.2538565397262573,0.05874869227409363,3.780919462979183e-30,0.005862025078386068,0.013597454875707626,0.100996,64,,-1.0
5,349,0.495,0.0,20.0,0.0,0.00543502252548933,0.08836960792541504,0.08925628662109375,-2.236043691635132,-2.503706216812134,0.2807844877243042,3.345863751894548e-37,0.005774213001132011,0.030584901571273804,0.10119600000000001,64,,-1.0
6,389,0.494,0.0,20.0,0.0,0.0048050773330032825,0.12976770102977753,0.13700920343399048,-8.202953338623047,-9.07632064819336,0.9547931551933289,0.0,0.006732467096298933,0.03077397681772709,0.101396,64,,-1.0
7,409,0.493,0.0,20.0,0.0,0.006112334784120321,0.11020434647798538,0.1397818624973297,-20.082719802856445,-22.050195693969727,2.1698155403137207,0.0,0.0034571464639157057,0.03621097281575203,0.101596,64,,-1.0
8,409,0.492,0.0,0.0,0.0,0.003035477828234434,0.15523068606853485,0.15973947942256927,-45.85085678100586,-48.19886016845703,2.5727434158325195,0.0,0.0034328808542340994,0.07431279122829437,0.10179600000000001,64,,-1.0
9,429,0.491,0.0,20.0,0.0,0.003211288945749402,0.16867400705814362,0.1769593060016632,-84.85872650146484,-91.86006164550781,7.614910125732422,7.246859604492784e-05,0.004792080260813236,0.3260953724384308,0.101996,64,,-1.0
10,449,0.49,0.0,20.0,0.0,0.00721785519272089,0.20670866966247559,0.1992141157388687,-163.22256469726562,-177.9727783203125,16.067874908447266,0.04042923077940941,0.009323928505182266,0.5762195587158203,0.10219600000000001,64,,-1.0
11,449,0.489,0.0,0.0,0.0,0.004019971005618572,0.19596073031425476,0.19901691377162933,-530.1155395507812,-549.7901000976562,20.368799209594727,6.590783596038818e-05,0.0059343259781599045,2.7826950550079346,0.102396,64,,-1.0
12,469,0.488,0.0,20.0,0.0,0.007110427133738995,0.2175629734992981,0.22153592109680176,-1281.699462890625,-1373.6221923828125,95.82078552246094,0.0,0.00678351940587163,11.865556716918945,0.102596,64,,-1.0
13,469,0.487,0.0,0.0,0.0,0.004334376193583012,0.1802062839269638,0.17755697667598724,-2453.30712890625,-2696.85498046875,255.04360961914062,0.0,0.005295480601489544,29.44346046447754,0.102796,64,,-1.0
14,509,0.486,0.0,20.0,0.0,0.005010470747947693,0.16910098493099213,0.1760016679763794,-3739.286376953125,-4073.958984375,363.2881774902344,0.4011141061782837,0.005298146978020668,16.8836612701416,0.102996,64,,-1.0
15,529,0.485,0.0,20.0,0.0,0.0030985279008746147,0.20445162057876587,0.20624327659606934,19034.111328125,-8237.41796875,577.47509765625,29805.33984375,0.0034423554316163063,48.1993293762207,0.10319600000000001,64,,-1.0
16,529,0.484,0.0,0.0,0.0,0.003964302130043507,0.1891300529241562,0.18168717622756958,-15218.9365234375,-16277.1435546875,1162.039794921875,1.126016546849776e-14,0.004460797645151615,32.634742736816406,0.103396,64,,-1.0
17,529,0.483,0.0,0.0,0.0,0.003983953967690468,0.17250557243824005,0.1772598773241043,-29894.041015625,-31784.234375,2047.1380615234375,1.295594573020935,0.005246980581432581,107.9383316040039,0.10359600000000001,64,,-1.0
18,569,0.482,0.0,20.0,0.0,0.005469362251460552,0.19518119096755981,0.19695299863815308,-47982.54296875,-52100.57421875,4481.50732421875,0.0,0.00705708796158433,203.3787384033203,0.103796,64,,-1.0
19,569,0.481,0.0,0.0,0.0,0.005004980135709047,0.1983748823404312,0.19540002942085266,-64411.43359375,-68398.953125,3794.59619140625,447.0846862792969,0.006208986043930054,373.9104309082031,0.103996,64,,-1.0
20,589,0.48,0.0,20.0,0.0,0.005534187890589237,0.18210890889167786,0.19134917855262756,-104832.359375,-114653.3984375,10596.962890625,0.0,0.006738864351063967,656.4708251953125,0.10419600000000001,64,,-1.0
21,609,0.479,0.0,20.0,0.0,0.0041909352876245975,0.18718306720256805,0.17432096600532532,-131658.359375,-157483.265625,15863.646484375,12420.5810546875,0.005886726081371307,986.888916015625,0.104396,64,,-1.0
22,629,0.478,0.0,20.0,0.0,0.004579481668770313,0.14473822712898254,0.14176936447620392,-111493.15625,-120023.40625,9035.8193359375,5.016666889190674,0.0071156565099954605,870.0969848632812,0.10459600000000001,64,,-1.0
23,649,0.477,0.0,20.0,0.0,0.005433198064565659,0.15363091230392456,0.14651471376419067,-310847.25,-350601.4375,43319.91796875,0.0,0.007535368204116821,1948.0390625,0.104796,64,,-1.0
24,649,0.476,0.0,0.0,0.0,0.003349968232214451,0.12941385805606842,0.13490936160087585,-321465.09375,-358043.125,39661.0,326.8655700683594,0.005614410620182753,1577.5189208984375,0.104996,64,,-1.0
25,680,0.475,0.0,15.5,0.0,0.005190751515328884,0.13064876198768616,0.14074625074863434,-317748.28125,-355966.125,40132.39453125,1065.36572265625,0.007060939911752939,2707.901611328125,0.10519600000000001,64,,-1.0
26,720,0.474,0.0,20.0,0.0,0.003493520198389888,0.16536268591880798,0.16896720230579376,-560437.875,-646039.625,92201.359375,913.2551879882812,0.005639586132019758,4602.08154296875,0.105396,64,,-1.0
27,720,0.473,0.0,0.0,0.0,0.004083212465047836,0.1317501813173294,0.1345396637916565,-470182.65625,-591677.125,132746.421875,528.0406494140625,0.006459483876824379,4586.47900390625,0.10559600000000001,64,,-1.0
28,757,0.472,0.0,18.5,0.0,0.004488077946007252,0.1253429800271988,0.1305645853281021,-451466.84375,-544019.25,99160.875,0.0,0.007195871789008379,7764.70166015625,0.105796,64,,-1.0
29,777,0.471,0.0,20.0,0.0,0.006501451134681702,0.09153878688812256,0.10446275770664215,-431870.09375,-590203.25,170759.46875,1229.8380126953125,0.009288442321121693,9148.1279296875,0.105996,64,,-1.0
30,797,0.47,0.0,20.0,0.0,0.0036031240597367287,0.10718850791454315,0.1117272675037384,-1014195.0625,-1136018.875,130444.234375,965.5333862304688,0.0053204637952148914,8738.5107421875,0.10619600000000001,64,,-1.0
31,817,0.469,0.0,20.0,0.0,0.0026650000363588333,0.1201462373137474,0.1183726042509079,-1021626.0625,-1270373.5,274541.625,862.499267578125,0.0039903549477458,5290.37744140625,0.106396,64,,-1.0
32,837,0.468,0.0,20.0,0.0,0.005401690490543842,0.1141422837972641,0.12366200238466263,-1208640.375,-1493210.75,307738.0625,0.0,0.005725986324250698,19272.08984375,0.10659600000000001,64,,-1.0
33,837,0.467,0.0,0.0,0.0,0.0020133547950536013,0.10283792018890381,0.10674642026424408,-1539425.125,-1743057.25,218889.78125,0.0,0.002469503553584218,16237.69140625,0.106796,64,,-1.0
34,877,0.466,0.0,20.0,0.0,0.004418216645717621,0.09154034405946732,0.10104414820671082,-345503.3125,-657215.0,338245.4375,0.0,0.00741956802085042,19314.298828125,0.10699600000000001,64,,-1.0
35,897,0.465,0.0,20.0,0.0,0.004549242090433836,0.1139112338423729,0.11676063388586044,-586082.125,-1068406.875,530395.4375,1139.9578857421875,0.0073680877685546875,15535.6513671875,0.107196,64,,-1.0
36,897,0.464,0.0,0.0,0.0,0.0029759907629340887,0.1064998060464859,0.11098212003707886,-888096.0625,-1112135.0,227732.171875,7932.38134765625,0.0033204490318894386,27367.576171875,0.107396,64,,-1.0
37,917,0.463,0.0,20.0,0.0,0.0031694346107542515,0.10572832822799683,0.10991748422384262,-663494.75,-836991.25,187530.34375,729.2769165039062,0.004287967458367348,10985.767578125,0.10759600000000001,64,,-1.0
38,917,0.462,0.0,0.0,0.0,0.002869004150852561,0.12370576709508896,0.1262417733669281,-1024109.25,-1553893.5,578043.5,221.30467224121094,0.003942559473216534,27708.185546875,0.107796,64,,-1.0
39,957,0.461,0.0,20.0,0.0,0.00323647353798151,0.1359776109457016,0.14633816480636597,-2643190.0,-3053700.0,443740.34375,416.2146301269531,0.0031774400267750025,28640.99609375,0.10799600000000001,64,,-1.0
40,957,0.46,0.0,0.0,0.0,0.006843757349997759,0.12444966286420822,0.1490776240825653,-2949820.75,-4155732.75,1343043.25,0.0,0.0039053328800946474,16361.6201171875,0.108196,64,,-1.0
41,977,0.459,0.0,20.0,0.0,0.004438337869942188,0.12042263895273209,0.11794040352106094,-3379581.0,-4511540.0,1242005.75,2079.617431640625,0.0046625989489257336,45455.1796875,0.108396,64,,-1.0
42,997,0.458,0.0,20.0,0.0,0.0055608381517231464,0.12103177607059479,0.10567406564950943,-3814106.5,-5130190.5,1453904.5,0.0,0.007089927792549133,40135.51953125,0.108596,64,,-1.0
43,1017,0.457,0.0,20.0,0.0,0.003971020691096783,0.08037583529949188,0.08155763149261475,-1161324.25,-1698822.25,584777.375,327.5059509277344,0.006271601654589176,32100.201171875,0.108796,64,,-1.0
44,1017,0.456,0.0,0.0,0.0,0.0027708483394235373,0.11217387020587921,0.10869922488927841,-3318057.25,-4478758.5,1264255.25,170.1099090576172,0.004566694609820843,68186.2734375,0.10899600000000001,64,,-1.0
45,1054,0.455,0.0,18.5,0.0,0.0033285655081272125,0.10032970458269119,0.09908106923103333,-4456803.0,-6058661.0,1772241.75,0.0,0.005349127110093832,46276.08203125,0.109196,64,,-1.0
46,1054,0.454,0.0,0.0,0.0,0.005631725769490004,0.1084846630692482,0.11351807415485382,-1323337.375,-3485425.75,2378485.75,5480.56884765625,0.008968460373580456,77836.6640625,0.10939600000000001,64,,-1.0
