epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,15.13,0.14857578846015806,0.012742560364884036,0.0891979228833626,0.08015757154297999,0.22379061091562796,0.05443511720232923,0.3455159641031561,0.2586964426626419,0.43233548914050235,0.9645070043103449,0.004308140751351763,0.02167239451202853,12.742560364884035,36.4180410296881,14.76651702106195,54.435117202329224,0.13043874129652977,0.01588822614091138,0.11121758321921031,0.10782454814761877,0.3175693290929,0.09852720020959775,0.3463926414648692,0.3267670211692651,0.36601825927694637,0.96484375,0.005429116252344102,0.018019804808621604,15.88822614091138,64.91913134232163,20.10492542454581,98.52720020959775
1,0.0009842915805643156,15.09,0.14126784704497147,0.012231231723301884,0.08561862240834482,0.07622050026287164,0.2145482526514037,0.05270913028126133,0.3371901731167374,0.24827267981038012,0.42610766815728157,0.9651804956896551,0.004133811220526695,0.021333274463641232,12.231231723301883,35.391019424423575,14.44249173545879,52.70913028126133,0.12618162638197342,0.015703846778099734,0.1099269272138675,0.09303070077051719,0.29753393307328224,0.09457629888008039,0.34015481173992157,0.319852314889431,0.3604573371509711,0.9583333333333334,0.0053162542171776295,0.017783814187472064,15.703846778099736,64.4854148849845,19.17007081610041,94.57629888008039
2,0.0009648882429441258,14.41,0.13767309746994028,0.01201785356609215,0.08412497535604856,0.08138371253755458,0.2172751305303697,0.05176644325898639,0.3318950563412288,0.24508345820780458,0.4187066564015273,0.964776400862069,0.004077444171155642,0.02099174050341264,12.01785356609215,34.91244442632486,14.291535575457994,51.76644325898639,0.12767633330076933,0.01565736175204317,0.10960153210908175,0.07271592575125396,0.277671513458093,0.09535405691713095,0.3440372707943122,0.32185107966264087,0.36622344826658565,0.96875,0.0053276547890466945,0.018132742882395785,15.657361752043167,66.00005831569433,20.481662722055653,95.35405691713095
3,0.0009381533400219318,14.46,0.13115740548177013,0.011525454208383272,0.08067817973165677,0.07045059749888706,0.20133144877337175,0.05020267132605458,0.3232244847278143,0.23425245291457095,0.4121965145499542,0.9681438577586207,0.0039016688744344845,0.02062401900485415,11.525454208383273,33.84218877984275,14.086398406257532,50.202671326054585,0.1283070823798577,0.015688027953729033,0.10981619420150916,0.08177857745128374,0.28267668932676315,0.09108191728591919,0.34662038336197537,0.319668968518575,0.37357179820537567,0.96875,0.0053090939375882345,0.018562239594757557,15.688027953729033,61.79615870739023,20.295608724803525,91.08191728591919
4,0.0009045084971874737,14.46,0.13053142847814436,0.011489960007722778,0.0804297206441647,0.07147055163433583,0.2008579720197053,0.04895770043969668,0.3216178640080937,0.23297636795403628,0.4102593580710477,0.9657192887931034,0.003879491194625032,0.02055593033658405,11.489960007722779,32.92309129931803,13.97510454755728,48.95770043969668,0.13009946110347906,0.01583655900321901,0.11085591403146584,0.07407345715910196,0.2738967364033063,0.08896736055612564,0.3532678186893463,0.32243119304378826,0.3841044530272484,0.96875,0.005356209022769083,0.019075343773389857,15.836559003219008,61.52935108790795,20.09793358756544,88.96736055612564
5,0.0008644843137107057,14.33,0.13009404749127812,0.011229548864227173,0.07860684259955225,0.06695429053245883,0.1935370028789701,0.047975869512121225,0.3202519876047455,0.2293530597897439,0.41115091407093507,0.9681438577586207,0.0038226564557307624,0.02062177647242387,11.229548864227173,32.26969172728473,13.85818743385802,47.97586951212123,0.13406073643515506,0.016135417157784104,0.11294792219996452,0.08814788858095805,0.2931170165538788,0.09202120422075193,0.35851427416006726,0.3305272658665975,0.3865012675523758,0.95703125,0.005471844109706581,0.01915734672608475,16.135417157784104,61.91645283252001,21.015470820552707,92.02120422075193
6,0.0008187119948743448,14.45,0.12626273634618726,0.011096034662653532,0.07767224316645799,0.06975424898675932,0.19477143096898136,0.04734493902852309,0.3157818463213485,0.22544137504080247,0.40612231496849965,0.9690867456896551,0.0037584280854107105,0.020355330996921862,11.096034662653532,31.899147964050545,13.874633800727754,47.34493902852309,0.1327861836180091,0.01570554597613712,0.10993882082402706,0.07333419968684514,0.27266183992226917,0.08938882282624643,0.3526337221264839,0.32550694420933723,0.3797605074942112,0.9700520833333334,0.005413981057548274,0.018750021622205775,15.705545976137122,60.377633199095726,20.872309201775597,89.38882282624643
7,0.0007679133974894982,14.44,0.12696542475244094,0.011164797437858993,0.0781535822416431,0.0693919397569422,0.1948037807155272,0.047258258989915765,0.3164910941288389,0.22814373421514855,0.4048384541067584,0.9695581896551724,0.00379904667678257,0.020288271580597962,11.164797437858992,31.90290410039497,13.606610446868864,47.25825898991577,0.12817921799918017,0.015235081935922304,0.10664557386189699,0.08358103533585866,0.2837362624704838,0.09350965172052383,0.3450561898450057,0.31359636535247165,0.37651602923870087,0.9674479166666666,0.0052134100697003305,0.018618655468647678,15.235081935922304,63.0165155356129,20.938941752553887,93.50965172052383
8,0.0007128896457825362,14.56,0.12162706885358383,0.01071467556677566,0.07500272908986642,0.06665895649047311,0.1874084237898732,0.045746738797631754,0.30667094199051115,0.21856656163160143,0.39477532267056664,0.9691540948275862,0.003641936742371462,0.01980345729128297,10.71467556677566,30.94790073047424,13.515498372983242,45.74673879763176,0.1380479692791899,0.01595033914782107,0.11165237426757812,0.10018537472933531,0.3037865149478118,0.09194876905530691,0.36051631222168606,0.3310415707528591,0.38999104499816895,0.9635416666666666,0.005485561792738736,0.019275346227611106,15.950339147821069,63.033804297447205,20.235211069520393,91.94876905530691
9,0.0006545084971874736,14.42,0.12028847053518583,0.010481784790593746,0.07337249372282932,0.057479001079878675,0.17526089656969596,0.044409401762973644,0.3041086455100569,0.21397731337567855,0.3942399749468113,0.9752828663793104,0.0035631414101426973,0.019794249995451034,10.481784790593746,29.935888223478507,13.322914112581625,44.409401762973644,0.1354381963610649,0.016009319573640823,0.11206523639460404,0.10031188574309151,0.30384090170264244,0.0914637753739953,0.3600699007511139,0.32724105815092724,0.3928987408677737,0.9583333333333334,0.005417718940104048,0.01960183633491397,16.009319573640823,63.32070101052523,20.454913566831763,91.4637753739953
10,0.0005936906572928624,14.42,0.11741943186919751,0.010275141578890255,0.07192599105423894,0.05887783444406272,0.1734480312864842,0.04264420549513708,0.29913772668304117,0.20953613840814295,0.38873930994806616,0.9738685344827587,0.0034899379584360226,0.01949625178882531,10.275141578890254,28.829265016548593,12.875200504411882,42.64420549513708,0.13537204762299856,0.016004395283137757,0.11203076814611752,0.10484546710116167,0.30769355843464535,0.09081732450673978,0.3576309258739154,0.33208590000867844,0.3831759492556254,0.96875,0.005502659963288655,0.018969622440636158,16.004395283137757,61.22676469385624,20.474953697595605,90.81732450673978
11,0.0005313952597646568,14.6,0.11899122857520807,0.010221472933310372,0.07155031062148769,0.0496029093588606,0.16178894062237492,0.04063572053765428,0.2982934830260688,0.20831863196759387,0.38826832997387856,0.978448275862069,0.003468171439478816,0.019452555181362248,10.221472933310373,27.444489211935934,12.792662249965506,40.63572053765429,0.13376333440343538,0.015828718664124608,0.11080103026082118,0.10312820707137386,0.30377094199260074,0.089841705126067,0.35560821865995723,0.32692944382627803,0.3842870071530342,0.9635416666666666,0.005419331738570084,0.01910809869877994,15.828718664124608,61.05217741181453,20.272127388210667,89.841705126067
12,0.00046860474023534336,14.17,0.11309341273816495,0.009870491281617433,0.06909343923024576,0.05355833612526927,0.16246396701397567,0.03981219213616488,0.29077307924885176,0.20194560758255678,0.37960055239241697,0.9765625,0.003363493552977412,0.01901780469102207,9.870491281617433,26.876285174411947,12.500801940709753,39.81219213616488,0.13590542351206145,0.01586907186234991,0.1110835038125515,0.12578302373488745,0.3258487321436405,0.08898220832149188,0.36141667887568474,0.33058466017246246,0.3922486851612727,0.9557291666666666,0.005485295900143683,0.019467135503267247,15.869071862349907,60.89214856425921,20.67376691510414,88.98220832149188
13,0.0004063093427071377,14.36,0.11256012161551364,0.00962118268944323,0.06734827902681868,0.044700765986284564,0.15042943501010023,0.03838039019369874,0.2876853410411498,0.19675625244091297,0.3786144296413866,0.9816136853448276,0.0032736369978700734,0.018987156262075335,9.62118268944323,25.955955939495873,12.37168941016559,38.38039019369874,0.1347800005848209,0.01592630730010569,0.1114841519544522,0.13300813532744846,0.33330143988132477,0.08880914592494567,0.35849346468846005,0.32868727048238117,0.38829966882864636,0.9622395833333334,0.005442450560318927,0.019219428456077974,15.926307300105691,61.927201536794506,19.865098201731822,88.80914592494567
14,0.00034549150281252644,14.14,0.11341924229957934,0.009492745231596175,0.06644921675966732,0.03669565420794493,0.14052809678531927,0.03738322593914024,0.28872259584223403,0.19444573272405,0.3829994525375037,0.9852505387931034,0.003238829955707529,0.01920927542759555,9.492745231596174,25.300441277695114,12.48773842374964,37.38322593914024,0.13448435254395008,0.016055566802000005,0.1123889684677124,0.13637850588808456,0.33894267678260803,0.09017520087460677,0.3580002362529437,0.3301064521074295,0.3858940117061138,0.9661458333333334,0.005473185738082975,0.01910588564351201,16.055566802000005,62.292998346189655,20.354673639424856,90.17520087460677
15,0.00028711035421746366,14.34,0.11016001011212838,0.009431970119074887,0.0660237910482904,0.036884943721815944,0.13944428642119827,0.03653555138614671,0.28211460301074487,0.19333596707418046,0.3708932341943527,0.9850484913793104,0.003222680327498579,0.018610779019393797,9.431970119074887,24.66730082182792,12.288507108625117,36.53555138614671,0.13356868953754505,0.015458742156624794,0.10821119354416926,0.1152485553175211,0.31417566662033397,0.09071591217070818,0.35462888951102894,0.3206741139292717,0.3885836663345496,0.9583333333333334,0.005310316647713383,0.019263530150055885,15.458742156624794,63.233988670011364,20.579110098161284,90.71591217070818
16,0.00023208660251050156,14.38,0.10476766915285382,0.008954979485334379,0.06268485641941943,0.03361686412044319,0.13149063407989411,0.03518891446934692,0.27321444297658987,0.18297347513123832,0.3634554097621605,0.9858566810344828,0.0030480188107848616,0.018268940886000878,8.954979485334379,23.76388679740244,12.01715532924649,35.18891446934692,0.133955846230189,0.015703891559193533,0.10992724200089772,0.11678042123094201,0.31624777490894,0.08954010934879382,0.3574179833134015,0.3261755456527074,0.38866043587525684,0.9661458333333334,0.005400925001595169,0.019240734012176592,15.703891559193531,62.13597021996975,20.231393705252394,89.54010934879382
17,0.00018128800512565513,14.26,0.1043551798652986,0.008790101308038393,0.06153070909003246,0.030200418546005022,0.12532187812030315,0.03359075060820785,0.27077400504515087,0.18093874116010708,0.3606092658150813,0.9884159482758621,0.0030124563285237947,0.01811353726200117,8.790101308038395,22.893413837099896,11.671565439926484,33.59075060820785,0.13222980747620264,0.015694337664172053,0.10986036496857803,0.13080827721084157,0.3294224714239438,0.08875382784754038,0.3551261139412721,0.3229953373471896,0.3872568855683009,0.9661458333333334,0.005367233146292468,0.019196941672513883,15.694337664172053,61.123939231038094,20.3325970450713,88.75382784754038
18,0.00013551568628929433,14.3,0.10463783069481623,0.00872674946480527,0.061087246438295675,0.028504509696584388,0.1224929560618154,0.03290120002428262,0.27122803661843825,0.17908068261398324,0.36337538808584213,0.9890894396551724,0.0029838780148942344,0.0182650585193187,8.72674946480527,22.329669794999063,11.828666514304231,32.90120002428262,0.13158320107807717,0.015326578170061111,0.10728604719042778,0.14748612822343907,0.3435355834662914,0.0887634086733063,0.3506232798099518,0.31726151208082837,0.38398504505554837,0.96875,0.005262292048428208,0.018971172937502463,15.326578170061111,61.40962367256483,20.104116616311597,88.7634086733063
19,9.549150281252634e-05,14.3,0.1042274175821964,0.008613831642613715,0.06029682161671848,0.024707395849339984,0.11706434797238686,0.032060130459160126,0.27003908202309035,0.1765898935946411,0.3634882693917587,0.9905711206896551,0.0029445789139195956,0.018268445908124077,8.613831642613714,21.830010332231378,11.825183430632535,32.06013045916013,0.13340886930624643,0.01566415055034061,0.10964905408521493,0.14034991641528904,0.3373471014201641,0.08734813829263051,0.35399597013990086,0.3238877405722936,0.38410418232282,0.9635416666666666,0.005373855490082254,0.019003530265763402,15.664150550340613,60.20749732851982,20.32187606709971,87.34813829263051
20,6.184665997806823e-05,14.83,0.10167405490988288,0.00823798495874708,0.057665894819616245,0.01966723771605255,0.10864967846407972,0.03131654594446821,0.26445417645676383,0.16902216600960698,0.35988618690392066,0.9925915948275862,0.0028175361086172856,0.018033206422716892,8.23798495874708,21.164117320761854,11.795247131027077,31.316545944468213,0.13319000011930862,0.015650687972083688,0.10955481634785731,0.1626364002780368,0.3616517124076684,0.08946050268908341,0.3547113550206025,0.322994664311409,0.38642803579568863,0.9674479166666666,0.005364289662490289,0.019143596834813554,15.650687972083688,61.876388577123485,20.36453842472486,89.46050268908341
21,3.511175705587433e-05,14.3,0.10371995680355306,0.008493107562916803,0.05945175309697616,0.02302168348677665,0.11321957858985868,0.03074614164130441,0.26878268669905336,0.17437330806820556,0.3631920626965062,0.9914466594827587,0.002903818316930295,0.01826191591179191,8.493107562916803,20.91793190077718,11.68787556733865,30.746141641304412,0.13320435490459204,0.01571946544572711,0.1100362582753102,0.15760214944990972,0.356026957432429,0.08838853674630325,0.35486555968721706,0.3247195879618327,0.38501153762141865,0.9661458333333334,0.0053871853548722965,0.019061360430593293,15.71946544572711,61.14867019156615,20.548070018886943,88.38853674630325
