epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm
0,0.000996057350657239,58.15,0.23430007157545515,0.23430007157545515,0.05679272241245269,0.291092793735046,0.5072550330748106,0.4690277631722349,0.5454823012125559,0.9767108938547486,0.008575618764978714,0.04008603590077528,25.535439396037734,0.23862672144291447,0.23862672144291447,0.07351751410577144,0.3121442336495183,0.5014334551426542,0.6241846303312051,0.3786822737765913,0.9635854358432674,0.011313184407077917,0.027805080099933956,32.82546952199869
1,0.0009842915805643156,65.48,0.1989798044608958,0.1989798044608958,0.0468466674888184,0.24582647224211826,0.45126208922716493,0.41499704698610573,0.4875271358303518,0.9787534916201117,0.007585463433542065,0.0358495308929149,22.55327937573028,0.2207775194437898,0.2207775194437898,0.06432662340773254,0.28510414552287894,0.48221654885289383,0.5871576388843921,0.3772754816114068,0.9719887971878052,0.010617130190781018,0.027725536230148052,31.21605598959936
2,0.0009648882429441258,65.91,0.18607777297163808,0.18607777297163808,0.04562394133191452,0.2317017139669237,0.4304994010392514,0.394716068452963,0.46628273315935825,0.9791026536312849,0.007211718190065975,0.03429180965784875,21.43126861010184,0.2336595785133645,0.2336595785133645,0.06733297938559235,0.3009925632416701,0.4921175274862295,0.6093390889528418,0.3748959904792262,0.9523809557201481,0.011020144202462098,0.027550389744988343,32.2297272436759
3,0.0009381533400219318,57.06,0.17841317960836367,0.17841317960836367,0.04316866638024426,0.22158184605104297,0.418082826130883,0.38346063261591523,0.4527050221432521,0.9808310055865922,0.007006524249328581,0.03329477531825031,20.861440210202552,0.22702515467542225,0.22702515467542225,0.10510690604187861,0.3321320641608465,0.48886013540233214,0.5726391920188562,0.40508107035433877,0.9523809557201481,0.010377399892094923,0.029719137051860158,30.506775753588236
4,0.0009045084971874737,56.85,0.1699869806456832,0.1699869806456832,0.04266732323123922,0.21265430355538203,0.4051323314285811,0.37267176094334886,0.4375929021302548,0.9804993016759777,0.0068121832009800315,0.03218739645024918,20.25281990560906,0.21499008057164212,0.21499008057164212,0.06114322076491615,0.27613330267223657,0.467396879980878,0.5650429781578502,0.3697508253804108,0.9719887971878052,0.010204846777689723,0.027142576466337973,29.894157555423863
5,0.0008644843137107057,57.66,0.16294849499144368,0.16294849499144368,0.04155968942148767,0.20450818420455444,0.3944153329513592,0.36358263549191994,0.42524803297479724,0.9815817039106145,0.0066468785485700186,0.03127786548985116,19.78330938925956,0.23080180581210374,0.23080180581210374,0.07138430329264045,0.30218610643338756,0.49628763130399023,0.6116841021372157,0.3808911604707648,0.9663865546218487,0.011097491343169152,0.027948977060469928,32.59750650752159
6,0.0008187119948743448,58.02,0.15638273728792892,0.15638273728792892,0.04097891564574613,0.197361652819471,0.3842342487260616,0.3559074887350285,0.41256100934976975,0.9813896648044693,0.0065054606589067246,0.030346993128014678,19.3783629966598,0.23287111341285438,0.23287111341285438,0.04823224311198841,0.2811033559613535,0.4979243412071249,0.6009090584533221,0.3949396270496839,0.9775910380841637,0.010853535480045971,0.02890131950211458,32.32651332742861
7,0.0007679133974894982,57.62,0.14949144159115893,0.14949144159115893,0.03783207545564224,0.18732351704849212,0.37362725511609507,0.3457506906053873,0.4015038192605173,0.9829259776536313,0.0063188937419827755,0.0295318782995533,18.85844470215077,0.21424353986728092,0.21424353986728092,0.04123099751415707,0.2554745422858818,0.4662145210915253,0.5663302302861414,0.36609883468692045,0.980392158532343,0.010225966851897434,0.026822918624270196,30.145191689248847
8,0.0007128896457825362,66.71,0.14367621794093255,0.14367621794093255,0.03811416017208977,0.18179037799881823,0.3643685880653019,0.33799792093604636,0.3907392564266088,0.9828736033519553,0.006178687170002214,0.028738980195042806,18.448004071397822,0.2134355007349944,0.2134355007349944,0.051860664217245014,0.26529616351221125,0.4709821309195179,0.5705124114741799,0.37145181747377753,0.9747899176359844,0.010357788928291378,0.027269799377070088,30.26814255289504
9,0.0006545084971874736,58.35,0.13792692542742085,0.13792692542742085,0.037116422343936716,0.1750433477110037,0.35618061196870643,0.33189334742849763,0.38046787604273363,0.9831005586592179,0.006068687858424206,0.02798508836487152,18.13321595064588,0.22061355119826748,0.22061355119826748,0.049340576502163204,0.26995412951090086,0.47607318368278634,0.5724559220112339,0.37969042256432756,0.9831932773109243,0.0103555180194999,0.027849581838697613,30.19363653300857
10,0.0005936906572928624,66.66,0.13191545176938926,0.13191545176938926,0.035901436490116005,0.16781688822048335,0.3465958450093616,0.32491183633910875,0.36827985339657554,0.983554469273743,0.005940297122670119,0.027092162696592634,17.73560973165255,0.2174709401294297,0.2174709401294297,0.05408574039695643,0.27155667551759244,0.4762987680628854,0.5827708824508998,0.36982663990068837,0.9691876784092238,0.010565585399396112,0.027130891107210592,30.860128632488372
11,0.0005313952597646568,62.66,0.12640738957171332,0.12640738957171332,0.03324558489309499,0.15965297420264624,0.33758774008497844,0.3170492523708823,0.35812622836515223,0.9852828212290503,0.005796599821265599,0.02634994126231977,17.33190375770437,0.2230018542176869,0.2230018542176869,0.058065018149651065,0.2810668743708554,0.4809930887208933,0.588590452567536,0.37339566301564875,0.9719887955182073,0.010636210558982957,0.02738465438662123,31.236408706180523
