epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_cond_delta
0,0.0009829629131445341,91.45,0.16365446754927535,0.02261074957547635,0.15827524737422954,0.036180262508413635,0.19445550994482325,0.39111790797061796,0.27898503669789243,0.503250779769104,0.9855791550603529,0.007553415734428107,0.043418969170379774,22.61074957547635,0.17451018662927867,0.02951261880948688,0.20658833422374615,0.024261914877468472,0.23085025032778164,0.4198366305628023,0.3737121162923066,0.46596113882420503,0.9883449883449883,0.010061129801722118,0.039817887707884775,29.51261880948688,1.6003921031951904
1,0.0009330127018922195,91.76,0.1589559411341212,0.022178681746312004,0.1552507726193692,0.03478307221166983,0.19003384498085485,0.38325396963259417,0.2736845461162241,0.4928233935917099,0.9862029944289693,0.00741077542993324,0.042517064497248375,22.178681746312005,0.17414589540594386,0.02963902065335037,0.2074731442130807,0.035361372685550535,0.2428345143933952,0.42022574510607685,0.3737097060555345,0.4667417570288643,0.9871794871794872,0.010099938517058645,0.039993942422154066,29.63902065335037,1.5118467807769775
2,0.0008535533905932737,91.93,0.15819338754774137,0.02191782413965425,0.15342476946702133,0.03194539208473601,0.18537016174199963,0.3825565951226924,0.27051502383186954,0.49459816525130773,0.9872620705663882,0.007326022413115647,0.04267383320819147,21.91782413965425,0.1756099522600085,0.029688108347721034,0.20781675707071257,0.021260958963827098,0.22907771423702195,0.42289478097345445,0.3781292636841883,0.4676602846814758,0.9906759906759907,0.010158175883688779,0.040108195390977784,29.688108347721034,1.5815504789352417
3,0.00075,91.91,0.15571136112664735,0.02127401803307989,0.14891812685417044,0.03008772065901278,0.17900584764024563,0.37708010476777815,0.26250782069389533,0.4916523923559552,0.9875957520891365,0.007109244279269416,0.042414726161967856,21.274018033079894,0.17541825736597147,0.030253977456188703,0.21177784377808892,0.027517838413351692,0.23929568795196382,0.4222477314633367,0.3821353283656505,0.4623601554712771,0.9871794871794872,0.010273171328268684,0.03959358900802813,30.253977456188704,1.5650148391723633
4,0.0006294095225512604,92.04,0.15072339265404083,0.02050261570360363,0.14351831030657475,0.02830745417063389,0.17182576443961958,0.36831211775347605,0.25287823986431573,0.48374599688785874,0.9888289229340761,0.006849215859711558,0.0417448286081257,20.502615703603627,0.17710326341065494,0.029883174486197792,0.20918222329208067,0.03366878217342364,0.24285100341398955,0.42725348674056135,0.381581343519382,0.47292565174036094,0.986013986013986,0.010278245269175455,0.04061273593099523,29.88317448619779,1.6453161239624023
5,0.0005,92.0,0.1488131839391138,0.019991832976415408,0.1399428311289187,0.023843421478479704,0.1637862527132477,0.3636652841790473,0.2465364787737971,0.4807940909955495,0.9910486304549675,0.006685717912527457,0.041484479104949575,19.991832976415406,0.17298551669695994,0.029078991996832105,0.20355294556259276,0.04950271608386111,0.25305565894692095,0.41708830304634875,0.367014136382472,0.4671624543922487,0.9883449883449883,0.00989247088609285,0.03995738156782441,29.078991996832105,1.858764886856079
6,0.0003705904774487397,91.96,0.1431390082493023,0.01899728222387802,0.1329809756207599,0.020052425908885983,0.15303340159225154,0.35364025811852406,0.23465398135236157,0.4726265339853593,0.9924123723305478,0.006356926237560719,0.04073459949749094,18.99728222387802,0.16842130922423654,0.028380362929164113,0.19866254036521022,0.022060236760625716,0.2207227790758604,0.4104077030311931,0.3597199386094278,0.4610954552263647,0.9941724941724942,0.009682042259366919,0.039470424519586954,28.380362929164114,1.6138548851013184
7,0.0002500000000000001,91.94,0.14035254878060288,0.018387943586661456,0.12871560533924467,0.015242774058321714,0.14395837947906115,0.34741588365788134,0.22651628485795183,0.46831548023024644,0.9942838904363974,0.006144053597148497,0.040401524484517295,18.387943586661457,0.16535504547866076,0.02768353258187954,0.19378472904572674,0.026149164279054476,0.21993389638848515,0.4018200825561177,0.34901979853917947,0.45462035389491173,0.9918414918414918,0.009417193007193037,0.038819970754094615,27.683532581879543,1.647050380706787
8,0.00014644660940672628,91.99,0.13688139322740453,0.017736437728761687,0.12415506428552095,0.012895718881229158,0.13705078354010233,0.34065958753767783,0.21868119796283175,0.4626379750233175,0.995052808727948,0.00593313502239456,0.03989702587326368,17.736437728761686,0.16695453000791144,0.02815395109963306,0.1970776564730353,0.033619569786574634,0.2306972250932858,0.4072880778279338,0.3581942137860474,0.45638195166498907,0.9895104895104895,0.00964021670690679,0.03892629311825985,28.15395109963306,1.775299072265625
9,6.698729810778065e-05,92.07,0.13342459745421495,0.01708856945167345,0.11961998627240059,0.011538186121862741,0.13115817242014044,0.3341748145795466,0.2109477083469389,0.4574019184185602,0.9958507428040855,0.0057196092468443415,0.03945273388533428,17.08856945167345,0.16631982279268456,0.027818432485897503,0.1947290312090676,0.029783027214573432,0.22451205853815678,0.4043608581547415,0.3529314652328447,0.45579025461957173,0.9906759906759907,0.009516583611246519,0.03893240430937225,27.818432485897503,1.8249518871307373
10,1.70370868554659e-05,91.9,0.13314690927913483,0.016852794709713126,0.11796956301122877,0.008752323488886105,0.12672188655302938,0.332250775373303,0.20776422384057536,0.45673732494134645,0.9969098189415042,0.005637010617593274,0.03938164588447899,16.852794709713123,0.16676240285862853,0.027994431008200545,0.195961015416192,0.03039563348460378,0.22635664591144572,0.40433102436276863,0.35582056572109394,0.4528415016916804,0.9906759906759907,0.009586889800422398,0.03871878807482881,27.994431008200547,2.099691867828369
11,0.0,92.05,0.13219272557684084,0.016686500884599453,0.11680550627002255,0.007842446845989514,0.12464795295519196,0.33059568823546087,0.20586244982624896,0.4553289249912942,0.9970258820798514,0.005588912490682682,0.039289893070538505,16.68650088459945,0.16498929790127806,0.027622648673284025,0.19335854213276665,0.030672860153818326,0.22403140157669574,0.4003876741532679,0.3510837133947786,0.4496916391493835,0.9906759906759907,0.009460135229531076,0.03844494762068445,27.622648673284026,2.054306745529175
