epoch,lr,wall_s,train_pose_sl1,train_pose_pm,train_pose_loss,train_gripper_loss,train_total,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,val_pose_sl1,val_pose_pm,val_pose_loss,val_gripper_loss,val_total,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_cond_delta
0,0.0009829629131445341,148.14,0.14957535548030204,0.01964187875694636,0.1374931515898958,0.019342044830746544,0.15683519654082462,0.36884898068292815,0.24128994915640783,0.4964080133085049,0.9928887935963407,0.006536327283020068,0.04279595337011529,19.64187875694636,0.20236515750487646,0.03326321276456187,0.2328424910495887,0.0487882816178468,0.2816307761799761,0.46729485853846536,0.41828577668516786,0.5163039426147799,0.9836829846555536,0.011269616219269368,0.043982999004197845,33.26321276456187,4.34110689163208
1,0.0009330127018922195,148.48,0.14923821513212499,0.019405760752807148,0.13584032541874683,0.017266890482078235,0.15310721587136242,0.3677342050650789,0.23864961128837384,0.4968187978534851,0.9934873499142367,0.006466525904738423,0.042836519336277856,19.405760752807147,0.20798257232962788,0.03330146519158965,0.2331102553989504,0.0400771566760012,0.2731874130822562,0.47371768062209196,0.41754793891539943,0.5298874276779193,0.9813519823245513,0.011200188062129876,0.0451700211109676,33.30146519158965,5.00071907043457
2,0.0008535533905932737,148.69,0.14663945292237146,0.019046440495847975,0.13332508372759533,0.01645414565909143,0.14977922946163558,0.36321485775276346,0.23381545013397198,0.4926142663598538,0.9939608347627216,0.0063318040460484445,0.0424562378356786,19.046440495847975,0.20239704274214232,0.03259399120363739,0.22815793797825323,0.0412560840569315,0.26941402301643835,0.46611182471533197,0.4109897640618411,0.5212338840489065,0.9848484858210548,0.011070326558967709,0.04441476781746168,32.59399120363739,5.327083110809326
3,0.00075,148.66,0.14421422963162162,0.01866683933570802,0.13066787536806077,0.014150172007457893,0.14481804724367364,0.3590971470271062,0.22934301989871886,0.488851273243873,0.9947827329902802,0.006211680194268215,0.04215438208042757,18.666839335708023,0.20317147133789418,0.032561459007623035,0.22793021308375405,0.028751017015627076,0.2566812271491075,0.4656517476468653,0.4116614801344616,0.5196420137698834,0.9883449893175583,0.011095089201830622,0.044456654208731815,32.561459007623036,4.273333549499512
4,0.0006294095225512604,148.63,0.1418772774544561,0.01818339621010271,0.12728377347710884,0.01200110536222197,0.13928487879027635,0.3538726447751823,0.22337783510136971,0.48436745396336534,0.9954527587192682,0.006053579036144272,0.04174745032907793,18.18339621010271,0.19983181909664527,0.03332619271338819,0.2332833469400317,0.030625693040079328,0.26390903726185394,0.46127844308361865,0.4195086801802362,0.5030482073069175,0.9883449893175583,0.011311724317414222,0.043068641253979335,33.326192713388195,5.087396621704102
5,0.0005,148.62,0.13917305349894699,0.017489904907876556,0.12242933442382692,0.00921885945890057,0.131648194017139,0.3480065591066752,0.21443513783814228,0.48157797923355256,0.9966677387078331,0.005811527289935798,0.04148294448452108,17.489904907876557,0.20048583918934934,0.03252816511565572,0.22769715683860378,0.038912794122902244,0.2666099519926907,0.4590333841897391,0.4094127973059674,0.508653982674881,0.9871794871794872,0.0110128258044521,0.04331875000244532,32.52816511565572,5.14259672164917
6,0.0003705904774487397,148.71,0.13470371180837531,0.016895787677530087,0.11827051375868526,0.007787631867622643,0.12605814552259417,0.3406487200739317,0.20754674849781463,0.4737506901079617,0.997248427672956,0.005624104853375485,0.04083437850968268,16.895787677530087,0.1969014412456459,0.03193981832192911,0.22357873042007703,0.04890303464393655,0.2724817678297594,0.4564549269931856,0.404173901934168,0.5087359582349693,0.9871794871794872,0.010871817768141107,0.04335716014211272,31.93981832192911,5.2337799072265625
7,0.0002500000000000001,148.86,0.13213424392474796,0.016294370560330142,0.11406059404691334,0.005630398520083662,0.11969099265377886,0.33474979384787906,0.2001634644245406,0.4693361211668225,0.9980881932532876,0.005428115445231245,0.040416415741378546,16.294370560330144,0.1979695405715551,0.03280288960116032,0.229620228211085,0.03965216453484583,0.2692723922379367,0.45797530205655484,0.414801786690603,0.5011488338867267,0.9883449893175583,0.011171224676854127,0.042712539938085284,32.80288960116032,5.728569507598877
8,0.00014644660940672628,148.75,0.131580513809888,0.015907817785380533,0.11135472459936906,0.004604023537152068,0.11595874809670134,0.3318876526214655,0.1950513332945882,0.4687239693838777,0.9983651372212693,0.005288382311494836,0.04037447983538545,15.907817785380534,0.1930820505657952,0.031985911542858,0.2239013808868426,0.05387867761489291,0.27778005968162783,0.4497838220396242,0.4042290244902764,0.49533863959612545,0.9871794881520571,0.010892224050884618,0.04223949084436143,31.985911542858,5.532201766967773
9,6.698729810778065e-05,148.5,0.1286345677266058,0.015338835674947742,0.107371849897693,0.002903416465839508,0.11027526643325289,0.3262188689854569,0.18823973738240676,0.4641979979814428,0.9989904945683248,0.005105987053019462,0.03997839898565383,15.338835674947742,0.19205049479202235,0.03188097100088368,0.22316679678041063,0.04789663226485343,0.2710634261578113,0.44789319216232476,0.40166854622202874,0.49411782212468575,0.9883449893175583,0.01082329185883621,0.04210377745069824,31.880971000883683,5.57412052154541
