iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,211,0.5,28,22,0.3333,30.0,0.3333,0.0018770996248349547,0.32764002680778503,0.32062017917633057,0.2511149048805237,-0.09908999502658844,0.00952073559165001,0.3276808261871338,0.0025458396412432194,0.006965220905840397,0.3195684850215912,64,0.0081,0.333,9,0,4,0,1,1.0,,,,,,,0.3100743889808655,0.7467243671417236,2.217533826828003,0.01422,,-1.0
1,415,0.4921,28,22,0.0,28.83,0.0,0.003952524624764919,0.30880022048950195,0.2914309501647949,0.3117198050022125,-0.09928242862224579,0.007720670662820339,0.39066728949546814,0.003164498833939433,0.009787219576537609,0.3511554002761841,64,0.0084,0.0,9,0,5,1,1,1.0,,,,,,,0.28273075819015503,0.7245096564292908,2.1186981201171875,0.00964,,-1.0
2,625,0.4841,27,21,0.0,30.0,0.0,0.006764648482203484,0.24646314978599548,0.25229084491729736,0.2750042676925659,-0.09860387444496155,0.011805775575339794,0.3439787030220032,0.004734814167022705,0.012035799212753773,0.3858577609062195,64,0.0081,0.0,9,0,7,0,0,0.0,,,,,,,0.25554460287094116,0.6562522053718567,2.073836326599121,0.0064,,-1.0
3,896,0.4762,27,21,0.0,30.0,0.0,0.0028096630703657866,0.28232628107070923,0.27444010972976685,0.34602251648902893,-0.09974541515111923,0.009182783775031567,0.42389756441116333,0.0034676571376621723,0.007009585853666067,0.4608478248119354,64,0.007,0.0,7,0,5,0,4,0.75,,,,,,,0.21643893420696259,0.6691023111343384,2.1086983680725098,0.00781,,-1.0
4,1197,0.4683,26,20,0.0,30.0,0.0,0.0023164674639701843,0.26460349559783936,0.25895148515701294,0.24679602682590485,-0.0982818603515625,0.007567246910184622,0.32652732729911804,0.0015926110791042447,0.006832160986959934,0.5168728232383728,64,0.0094,0.0,6,0,9,0,1,1.0,,,,,,,0.19014708697795868,0.6279974579811096,2.187321424484253,0.00668,,-1.0
5,1439,0.4603,26,20,0.0,30.0,0.0,0.008521445095539093,0.2238917350769043,0.21991433203220367,0.3911570906639099,-0.09688218683004379,0.008233278058469296,0.4684281647205353,0.002579427557066083,0.006289111915975809,0.49335095286369324,64,0.0101,0.0,8,0,6,0,2,1.0,,,,,,,0.1963758021593094,0.7141680121421814,1.993293285369873,0.00695,,-1.0
6,1622,0.4524,26,20,0.0,30.0,0.0,0.005533047020435333,0.23975828289985657,0.24702388048171997,0.29494744539260864,-0.09791595488786697,0.008767145685851574,0.37252330780029297,0.0021300853695720434,0.005611591972410679,0.4923108220100403,64,0.0051,0.0,10,0,3,0,3,1.0,,,,,,,0.19889052212238312,0.7222918272018433,2.130758047103882,0.00801,,-1.0
7,1824,0.4444,25,19,0.0,28.8,0.0,0.002453563502058387,0.250745564699173,0.2503354847431183,0.354728639125824,-0.09924893081188202,0.006635451223701239,0.43362927436828613,0.0022432776167988777,0.014154762029647827,0.49586525559425354,64,0.0266,0.0,9,0,4,1,2,0.0,0.2423,0.5713,0.042,1,23,0,0.20015302300453186,0.7540173530578613,2.0066394805908203,0.00713,0.0,0.0
8,2096,0.4365,25,19,0.0,30.0,0.0,0.0035359691828489304,0.2482161521911621,0.23483741283416748,0.4469449520111084,-0.09961123764514923,0.008422190323472023,0.525304913520813,0.002331697614863515,0.00881377886980772,0.4462548792362213,64,0.0071,0.0,7,0,7,0,2,1.0,,,,,,,0.22321602702140808,0.7014278769493103,1.9213430881500244,0.00716,,0.0
9,2398,0.4286,25,19,0.0,30.0,0.0,0.004054914228618145,0.2152370661497116,0.2182886004447937,0.29548346996307373,-0.09697233140468597,0.008000298403203487,0.37241899967193604,0.0012728290166705847,0.008072360418736935,0.49115225672721863,64,0.0152,0.0,6,0,8,0,2,1.0,,,,,,,0.19743843376636505,0.6758960485458374,2.1404056549072266,0.00709,,0.0
