epoch,lr,wall_s,train_pose_sl1,train_pose_loss,train_gripper_loss,train_total,train_aux_loss,train_pose_l1,train_pose_pos_l1,train_pose_rot_l1,train_gripper_acc,train_pose_pos_m,train_pose_rot_rad,train_pose_pm_mm,train_aux_pos_mm,train_aux_rot_deg,train_aux_pm_mm,val_pose_sl1,val_pose_loss,val_gripper_loss,val_total,val_aux_loss,val_pose_l1,val_pose_pos_l1,val_pose_rot_l1,val_gripper_acc,val_pose_pos_m,val_pose_rot_rad,val_pose_pm_mm,val_aux_pos_mm,val_aux_rot_deg,val_aux_pm_mm
0,0.000996057350657239,31.62,0.21802466599923423,0.21802466599923423,0.06214719297340474,0.38040427233164126,0.1002324138346136,0.48718259891128946,0.45858702229128945,0.5157781719651997,0.9711872329059829,0.008343281983557101,0.02972155436873436,24.34195657300516,68.5258551986299,27.044132252740496,100.23241383461361,0.21954068796140472,0.21954068796140472,0.046968261150418876,0.34406457845570326,0.0775556221019988,0.47702520801907494,0.546838411430017,0.407211942749531,0.9719887971878052,0.009931928816014061,0.02321144479851262,29.249309434318075,52.60528419532028,25.35442497050729,77.5556221019988
1,0.0009842915805643156,31.04,0.16500587449369267,0.16500587449369267,0.04810909745402825,0.29335225000977516,0.08023727781529355,0.40636110089273536,0.38371690910341394,0.42900529293677747,0.9779313568376068,0.0069685142773848316,0.024724172567550697,20.341393213448487,55.01972016297344,20.89858664341135,80.23727781529355,0.22165680929225365,0.22165680929225365,0.07083687927125215,0.3737039722982241,0.0812102859469355,0.49145332129061725,0.5406567979426611,0.4422498263564764,0.9635854358432674,0.009750711292038862,0.02533791085355589,28.785051386646863,54.33333337473936,20.46259244706416,81.2102859469355
2,0.0009648882429441258,31.96,0.14907413786356774,0.14907413786356774,0.043983108763539225,0.26397635590316904,0.07091910948451513,0.38069043766993743,0.3614152114615481,0.3999656629868043,0.9800013354700855,0.006565234555194202,0.02305878568082475,19.11531555522074,48.633991255082634,18.024276870413303,70.91910948451513,0.20533853748432396,0.20533853748432396,0.05121128988929657,0.3324277728211646,0.07587794137268174,0.45388486538948464,0.5095935480601314,0.39817620492448996,0.9719887955182073,0.00919831016802696,0.022720776613102574,26.837873489123766,49.80065273929711,18.1794134443535,75.87794137268173
3,0.0009381533400219318,31.75,0.13927339324648055,0.13927339324648055,0.04319414000313442,0.24891999882892665,0.06645246438331838,0.3644217538655314,0.34689470909090125,0.38194879902224255,0.9794337606837606,0.0063008678625297975,0.022033418861066557,18.368997925526312,45.496407036597915,16.559219293839938,66.45246438331839,0.19228581019810267,0.19228581019810267,0.049175179550419,0.3154056237525299,0.07394463001262574,0.44012391967933717,0.48296494769448994,0.39728291386983644,0.9803921568627451,0.008762668938237746,0.022656005564607493,25.98194046472969,47.90712183430081,18.87033762851811,73.94463001262574
4,0.0009045084971874737,31.83,0.13087343897383946,0.13087343897383946,0.04307223688840914,0.23740856636029023,0.0634628902706835,0.34974091404523605,0.3352660691827281,0.3642157603087079,0.9805689102564102,0.006087159756849655,0.02101846734006117,17.745484826831607,43.33521237071508,15.564133559755687,63.4628902706835,0.18942318658451407,0.18942318658451407,0.05950748505128198,0.3224562918271671,0.07352561312688499,0.43402722344345074,0.4779151783269994,0.3901392823340846,0.9719887971878052,0.008614772283772127,0.022298326783654402,25.2285932584637,48.23712936761667,16.773863886738713,73.52561312688499
5,0.0008644843137107057,33.31,0.12388053034933713,0.12388053034933713,0.040878198478713185,0.22427128554664105,0.059512557103656806,0.3387542227521921,0.3234312248408285,0.35407722069539577,0.9815705128205128,0.005873737847790695,0.020449948901087683,17.10941978634741,40.7301452384991,14.90379090910921,59.5125571036568,0.2044649581197931,0.2044649581197931,0.06915543391173627,0.34908847264548976,0.07546807650257559,0.45472626726166543,0.5143107947181252,0.39514174289396164,0.9775910380841637,0.009288496386092835,0.022550143984978607,27.30688611854191,52.21866172443585,17.33202814864813,75.4680765025756
6,0.0008187119948743448,32.59,0.11740185511417878,0.11740185511417878,0.04104450098825937,0.21432584470026514,0.055879488109778136,0.32743699004889554,0.313969692422284,0.34090428738894624,0.9811698717948718,0.0057030433060553595,0.01967457305982263,16.629431534033174,38.343941187884056,14.201166807936373,55.87948810977814,0.18690670425651454,0.18690670425651454,0.04672021115151774,0.3017474629965817,0.06812054052406333,0.42763358279436575,0.488736081941455,0.3665310859012337,0.988795518207283,0.008827684621955333,0.02089306132487055,26.08459231023695,45.132887515784645,16.786511318848248,68.12054052406333
7,0.0007679133974894982,32.61,0.11154532840905282,0.11154532840905282,0.03666153624126465,0.20096239081432676,0.05275552613963174,0.31704019494036323,0.3043765981928406,0.329703791369485,0.9844417735042735,0.005532802493036844,0.01904288159770907,16.148062912412943,36.205048406194166,13.619612262924852,52.75552613963174,0.20675726497874541,0.20675726497874541,0.07585477131922372,0.34727046553160296,0.06465842399527044,0.46087523318138446,0.5081869125032291,0.41356354092015607,0.9579831966165067,0.009192551404018612,0.023621086615557764,27.209060840538235,42.20797480488358,17.70797463652449,64.65842399527045
8,0.0007128896457825362,32.56,0.10616055003598206,0.10616055003598206,0.03730752593768028,0.19370433068874046,0.05023625441309479,0.30695276226625484,0.2956239271622438,0.3182815984528289,0.9831063034188035,0.005370141217946751,0.018386227968268287,15.671921854154167,34.475045326428535,13.107611902176398,50.236254413094784,0.2025848669247801,0.2025848669247801,0.04631333392249102,0.31486961015967097,0.06597140463752572,0.44723706076792974,0.5102859115233275,0.3841881984923066,0.9803921568627451,0.009203047413347648,0.02212747901218946,26.86242403394702,44.05832291692913,17.48640202995066,65.97140463752572
9,0.0006545084971874736,31.86,0.10120874609097712,0.10120874609097712,0.03375906037138357,0.18316590959508705,0.048198103037081726,0.2981443204877213,0.287598963540334,0.30868967759430915,0.9848424145299145,0.00522802135724033,0.017839841568508208,15.27478366604664,33.059164022023865,12.785660420367295,48.19810303708172,0.1925697916445612,0.1925697916445612,0.041829302771335224,0.3012964188718662,0.0668973259690429,0.43429342605152715,0.47919996228872563,0.3893869142739379,0.9831932789805222,0.008671763068696364,0.022214458363146342,25.437173791000156,44.42455534006701,16.587221200002002,66.8973259690429
