iter,beta,m,episodes,steps,skipped,pinned,reached_standoff,reached_grasp,reach_steps,settle_steps,omg_fail,goal_switch,expert_steps,policy_closed,policy_close_cmds,dropped_tail,dart,dart_env_done,dart_reach,dart_reject,shield_policy,shield_jolt_reject,shield_blind,replan_pin,pin_goal_moved,plane_policy,plane_jolt_reject,dart_sigma_trace,dart_noise_steps,dart_alpha,mean_min_pos,mean_min_rot,mean_policy_close_step,c_close_label,c_policy_close,c_max_steps,c_env_done,c_no_labels,c_omg_fail0,c_success_rate,co_grasp_ok,co_grasp_miss,co_no_release,co_drop,co_human_contact,co_bench_timeout,co_timeout,c_reach_pos,c_reach_rot,revisits,grasp_mismatch,max_grasp_drift,close_labels,approach_labels,mean_label_pos,tiny_labels,aggregate_files,D_episodes,D_steps,D_dagger_frac,epochs,train_loss,train_grip_acc,val_loss,val_grip_acc,best_val_loss,aux_pos_mm,aux_rot_deg,aux_pm_mm,success_rate,grasp_rate,near_rate,close_rate,close_success_rate,chance_rate,missed_rate,miss_given_chance,box_chance_rate,box_taken_rate,box_missed_rate,miss_given_box,mean_box_steps,mean_box_frac,mean_reach_pos_err,mean_reach_rot_err,box_after_rate,eval_min_pos,eval_min_rot,mean_dist,mean_pos_err,mean_rot_err,mean_close_step,dir_err,dir_err_median,dir_track,sector_err,bin_hit_rate,bin_diag_rate,cond_sep,success_rate_in_table,n_in_table,dir_n,dir_n_short,retry_at_1,retry_at_2,retry_at_3,retry_at_4,retry_at_5,retry_at_6,retry_n_1,retry_n_2,retry_n_3,retry_n_4,retry_n_5,retry_n_6,retry_at_1_deep,retry_at_2_deep,retry_at_3_deep,retry_at_4_deep,retry_at_5_deep,retry_at_6_deep,retry_bin_1,retry_bin_2,retry_bin_3,retry_bin_4,retry_bin_5,retry_bin_6,retry_bin_frac_1,retry_bin_frac_2,retry_bin_frac_3,retry_bin_frac_4,retry_bin_frac_5,retry_bin_frac_6,succ_bin_0,succ_bin_1,succ_bin_2,succ_bin_3,succ_bin_4,succ_bin_5,n_bin_0,n_bin_1,n_bin_2,n_bin_3,n_bin_4,n_bin_5,succ_bin_all_0,succ_bin_all_1,succ_bin_all_2,succ_bin_all_3,succ_bin_all_4,succ_bin_all_5,n_bin_all_0,n_bin_all_1,n_bin_all_2,n_bin_all_3,n_bin_all_4,n_bin_all_5,succ_g0,succ_g1,f_grasp_ok,f_grasp_miss,f_no_release,f_drop,f_timeout,f_human_contact,ff_grasp_miss,ff_no_release,ff_drop,ff_timeout,ff_human_contact,is_best,collect_s,train_s,eval_s,wall_s,c_episodes_b0,c_reached_standoff_b0,c_reached_grasp_b0,c_policy_closed_b0,c_success_b0,c_episodes_b1,c_reached_standoff_b1,c_reached_grasp_b1,c_policy_closed_b1,c_success_b1,c_episodes_b2,c_reached_standoff_b2,c_reached_grasp_b2,c_policy_closed_b2,c_success_b2,c_episodes_b3,c_reached_standoff_b3,c_reached_grasp_b3,c_policy_closed_b3,c_success_b3,c_episodes_b4,c_reached_standoff_b4,c_reached_grasp_b4,c_policy_closed_b4,c_success_b4,c_episodes_b5,c_reached_standoff_b5,c_reached_grasp_b5,c_policy_closed_b5,c_success_b5,co_grasp_ok_b0,co_grasp_miss_b0,co_no_release_b0,co_drop_b0,co_human_contact_b0,co_bench_timeout_b0,co_timeout_b0,co_grasp_ok_b1,co_grasp_miss_b1,co_no_release_b1,co_drop_b1,co_human_contact_b1,co_bench_timeout_b1,co_timeout_b1,co_grasp_ok_b2,co_grasp_miss_b2,co_no_release_b2,co_drop_b2,co_human_contact_b2,co_bench_timeout_b2,co_timeout_b2,co_grasp_ok_b3,co_grasp_miss_b3,co_no_release_b3,co_drop_b3,co_human_contact_b3,co_bench_timeout_b3,co_timeout_b3,co_grasp_ok_b4,co_grasp_miss_b4,co_no_release_b4,co_drop_b4,co_human_contact_b4,co_bench_timeout_b4,co_timeout_b4,co_grasp_ok_b5,co_grasp_miss_b5,co_no_release_b5,co_drop_b5,co_human_contact_b5,co_bench_timeout_b5,co_timeout_b5,c_min_pos_b0,c_min_rot_b0,c_min_pos_b1,c_min_rot_b1,c_min_pos_b2,c_min_rot_b2,c_min_pos_b3,c_min_rot_b3,c_min_pos_b4,c_min_rot_b4,c_min_pos_b5,c_min_rot_b5,n_b0,close_rate_b0,near_rate_b0,grasp_rate_b0,success_rate_b0,box_chance_rate_b0,box_taken_rate_b0,miss_given_box_b0,close_success_rate_b0,mean_box_frac_b0,eval_min_pos_b0,eval_min_rot_b0,mean_pos_err_b0,mean_rot_err_b0,dir_err_b0,dir_track_b0,sector_err_b0,bin_hit_rate_b0,bin_diag_rate_b0,close_rate_intab_b0,near_rate_intab_b0,grasp_rate_intab_b0,f_grasp_ok_b0,f_grasp_miss_b0,f_no_release_b0,f_drop_b0,f_timeout_b0,f_human_contact_b0,ff_grasp_miss_b0,ff_no_release_b0,ff_drop_b0,ff_timeout_b0,ff_human_contact_b0,n_b1,close_rate_b1,near_rate_b1,grasp_rate_b1,success_rate_b1,box_chance_rate_b1,box_taken_rate_b1,miss_given_box_b1,close_success_rate_b1,mean_box_frac_b1,eval_min_pos_b1,eval_min_rot_b1,mean_pos_err_b1,mean_rot_err_b1,dir_err_b1,dir_track_b1,sector_err_b1,bin_hit_rate_b1,bin_diag_rate_b1,close_rate_intab_b1,near_rate_intab_b1,grasp_rate_intab_b1,f_grasp_ok_b1,f_grasp_miss_b1,f_no_release_b1,f_drop_b1,f_timeout_b1,f_human_contact_b1,ff_grasp_miss_b1,ff_no_release_b1,ff_drop_b1,ff_timeout_b1,ff_human_contact_b1,n_b2,close_rate_b2,near_rate_b2,grasp_rate_b2,success_rate_b2,box_chance_rate_b2,box_taken_rate_b2,miss_given_box_b2,close_success_rate_b2,mean_box_frac_b2,eval_min_pos_b2,eval_min_rot_b2,mean_pos_err_b2,mean_rot_err_b2,dir_err_b2,dir_track_b2,sector_err_b2,bin_hit_rate_b2,bin_diag_rate_b2,close_rate_intab_b2,near_rate_intab_b2,grasp_rate_intab_b2,f_grasp_ok_b2,f_grasp_miss_b2,f_no_release_b2,f_drop_b2,f_timeout_b2,f_human_contact_b2,ff_grasp_miss_b2,ff_no_release_b2,ff_drop_b2,ff_timeout_b2,ff_human_contact_b2,n_b3,close_rate_b3,near_rate_b3,grasp_rate_b3,success_rate_b3,box_chance_rate_b3,box_taken_rate_b3,miss_given_box_b3,close_success_rate_b3,mean_box_frac_b3,eval_min_pos_b3,eval_min_rot_b3,mean_pos_err_b3,mean_rot_err_b3,dir_err_b3,dir_track_b3,sector_err_b3,bin_hit_rate_b3,bin_diag_rate_b3,close_rate_intab_b3,near_rate_intab_b3,grasp_rate_intab_b3,f_grasp_ok_b3,f_grasp_miss_b3,f_no_release_b3,f_drop_b3,f_timeout_b3,f_human_contact_b3,ff_grasp_miss_b3,ff_no_release_b3,ff_drop_b3,ff_timeout_b3,ff_human_contact_b3,n_b4,close_rate_b4,near_rate_b4,grasp_rate_b4,success_rate_b4,box_chance_rate_b4,box_taken_rate_b4,miss_given_box_b4,close_success_rate_b4,mean_box_frac_b4,eval_min_pos_b4,eval_min_rot_b4,mean_pos_err_b4,mean_rot_err_b4,dir_err_b4,dir_track_b4,sector_err_b4,bin_hit_rate_b4,bin_diag_rate_b4,close_rate_intab_b4,near_rate_intab_b4,grasp_rate_intab_b4,f_grasp_ok_b4,f_grasp_miss_b4,f_no_release_b4,f_drop_b4,f_timeout_b4,f_human_contact_b4,ff_grasp_miss_b4,ff_no_release_b4,ff_drop_b4,ff_timeout_b4,ff_human_contact_b4,n_b5,close_rate_b5,near_rate_b5,grasp_rate_b5,success_rate_b5,box_chance_rate_b5,box_taken_rate_b5,miss_given_box_b5,close_success_rate_b5,mean_box_frac_b5,eval_min_pos_b5,eval_min_rot_b5,mean_pos_err_b5,mean_rot_err_b5,dir_err_b5,dir_track_b5,sector_err_b5,bin_hit_rate_b5,bin_diag_rate_b5,close_rate_intab_b5,near_rate_intab_b5,grasp_rate_intab_b5,f_grasp_ok_b5,f_grasp_miss_b5,f_no_release_b5,f_drop_b5,f_timeout_b5,f_human_contact_b5,ff_grasp_miss_b5,ff_no_release_b5,ff_drop_b5,ff_timeout_b5,ff_human_contact_b5
0,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1111,23321,0.0,50,0.0935,0.9976,0.2265,0.991,0.2182,39.5121,18.2846,58.9351,0.3663,0.3515,0.005,0.4505,0.8132,0.005,0.0,0.0,0.4307,0.7126,0.1436,0.3333,3.5862,0.4389,,,,0.1017,0.9304,0.1792,0.0986,1.3889,27.0549,48.0234,36.3146,0.4664,52.3135,0.3515,0.5495,0.6889,0.3663,202.0,202.0,0.0,0.28,0.44,0.52,0.54,0.54,0.54,63.0,39.0,16.0,7.0,0.0,0.0,0.4444,0.6667,0.75,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4444,,0.4,0.1944,0.3676,,63.0,0.0,35.0,36.0,68.0,0.0,0.4444,,0.4,0.1944,0.3676,,63.0,0.0,35.0,36.0,68.0,0.0,0.42,0.2836,0.3663,0.0,0.0644,0.1832,0.0842,0.302,0.0,0.1016,0.2891,0.1328,0.4766,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.4603,0.0,0.3968,0.4444,0.4921,0.7097,0.2903,0.9655,0.4995,0.0759,0.9851,0.0834,1.6442,27.3587,0.696,33.5884,0.5873,0.9048,0.4603,0.0,0.3968,0.4444,0.0,0.0,0.1429,0.1905,0.2222,0.0,0.0,0.2571,0.3429,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.5429,0.0286,0.4,0.4,0.4286,0.9333,0.1333,0.7368,0.4187,0.0846,0.7851,0.079,0.9695,33.0639,0.6326,39.3888,0.4571,0.5714,0.5429,0.0286,0.4,0.4,0.0,0.1143,0.1143,0.0857,0.2857,0.0,0.1905,0.1905,0.1429,0.4762,36,0.25,0.0,0.1667,0.1944,0.25,0.4444,0.6667,0.7778,0.2834,0.1732,1.4501,0.151,2.4519,114.6577,-0.274,103.0332,0.0278,0.0,0.25,0.0,0.1667,0.1944,0.0,0.0556,0.3333,0.0,0.4167,0.0,0.069,0.4138,0.0,0.5172,68,0.5,0.0,0.3824,0.3676,0.4706,0.6875,0.375,0.7353,0.4754,0.0964,0.6794,0.1086,1.124,39.5914,0.5601,49.4627,0.25,0.5,0.5,0.0,0.3824,0.3676,0.0,0.1029,0.1765,0.0294,0.3235,0.0,0.1628,0.2791,0.0465,0.5116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9,199,199,6821,0,198,178,170,1093,0,0,0,4507,0,0,14,1470,1,255,109,7,53,0,198,0,132,1658,0.027853,0,3.0,0.0223,0.0588,,170,0,14,15,0,0,0.7236,0.7236,0.0,0.0754,0.1206,0.0101,0.0,0.0704,,,0,0,0.0,170,6651,0.0368,2,2,1280,29119,0.1991,20,0.165,0.99,0.2476,0.9871,0.2444,37.5972,21.6016,56.7547,0.3861,0.396,0.005,0.5495,0.7027,0.005,0.0,0.0,0.4059,0.7195,0.1386,0.3415,3.4146,0.4301,,,,0.1027,0.9087,0.172,0.098,1.2194,25.9009,48.5656,36.559,0.4604,52.0963,0.3218,0.5644,0.6154,0.3861,202.0,202.0,0.0,0.21,0.42,0.52,0.56,0.56,0.56,63.0,39.0,16.0,7.0,0.0,0.0,0.3333,0.5897,0.8125,0.8571,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,,0.5143,0.3056,0.4118,,63.0,0.0,35.0,36.0,68.0,0.0,0.3333,,0.5143,0.3056,0.4118,,63.0,0.0,35.0,36.0,68.0,0.0,0.33,0.4328,0.3861,0.005,0.104,0.2574,0.0297,0.2178,0.0081,0.1694,0.4194,0.0484,0.3548,1,125.0,456.1,74.6,656.2,71,66,65,0,57,0,0,0,0,0,42,38,36,0,30,29,27,26,0,21,57,47,43,0,36,0,0,0,0,0,57,0,4,7,0,0,3,,,,,,,,30,0,3,5,1,0,3,21,0,2,5,0,0,1,36,0,6,7,1,0,7,,,,,,,,0.0182,0.0363,,,0.0216,0.065,0.0141,0.0502,0.0322,0.0866,,,63,0.6032,0.0,0.3333,0.3333,0.3016,0.7368,0.4211,0.5526,0.3751,0.0726,0.8657,0.0813,1.1237,25.8696,0.7126,28.819,0.5714,0.9365,0.6032,0.0,0.3333,0.3333,0.0159,0.1905,0.2222,0.0794,0.1587,0.0238,0.2857,0.3333,0.119,0.2381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.6571,0.0286,0.5143,0.5143,0.3714,0.9231,0.0769,0.7826,0.4023,0.0821,0.8056,0.0833,0.9066,30.9135,0.6565,32.0684,0.6,0.5714,0.6571,0.0286,0.5143,0.5143,0.0,0.0857,0.2286,0.0286,0.1429,0.0,0.1765,0.4706,0.0588,0.2941,36,0.3333,0.0,0.3333,0.3056,0.4167,0.3333,0.6667,0.9167,0.4461,0.1723,1.451,0.176,2.4547,111.6287,-0.2403,104.92,0.0278,0.0,0.3333,0.0,0.3333,0.3056,0.0,0.0278,0.3611,0.0,0.3056,0.0,0.04,0.52,0.0,0.44,68,0.5588,0.0,0.4265,0.4118,0.5147,0.8,0.2571,0.7368,0.4868,0.1045,0.7145,0.099,1.1144,45.2921,0.4968,56.0051,0.1029,0.5147,0.5588,0.0,0.4265,0.4118,0.0,0.0735,0.25,0.0,0.2647,0.0,0.125,0.425,0.0,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.8938,199,199,6944,0,197,181,167,1097,0,0,1,4577,0,0,11,1480,4,261,98,8,40,0,197,0,149,1771,0.022572,0,3.0,0.0194,0.0517,,167,0,17,15,0,0,0.7538,0.7538,0.0,0.0352,0.0955,0.0302,0.0,0.0854,,,35,1,0.1454,167,6777,0.0367,4,3,1445,34812,0.3301,20,0.1752,0.9902,0.2649,0.9871,0.2593,39.6772,22.1046,58.1625,0.495,0.4901,0.0099,0.5842,0.8475,0.0099,0.0,0.0,0.5792,0.7179,0.1584,0.2735,3.2735,0.5639,,,,0.1038,0.8717,0.1731,0.1,1.2696,27.3051,48.4122,32.577,0.4621,52.0198,0.3663,0.5594,0.6254,0.495,202.0,202.0,0.0,0.35,0.54,0.61,0.64,0.64,0.64,63.0,39.0,16.0,7.0,0.0,0.0,0.5556,0.7949,0.9375,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5556,,0.6571,0.2778,0.4706,,63.0,0.0,35.0,36.0,68.0,0.0,0.5556,,0.6571,0.2778,0.4706,,63.0,0.0,35.0,36.0,68.0,0.0,0.5,0.4627,0.495,0.0,0.0545,0.1287,0.0594,0.2624,0.0,0.1078,0.2549,0.1176,0.5196,1,132.2,508.6,79.2,732.0,69,64,62,0,55,0,0,0,0,0,43,39,35,0,32,29,27,24,0,22,58,51,46,0,41,0,0,0,0,0,55,0,2,8,1,0,3,,,,,,,,32,0,1,4,1,0,5,22,0,1,3,2,0,1,41,0,3,4,2,0,8,,,,,,,,0.0142,0.0335,,,0.0236,0.072,0.0144,0.0477,0.0249,0.0604,,,63,0.6667,0.0159,0.5556,0.5556,0.5397,0.8824,0.0882,0.8333,0.5484,0.0811,0.8275,0.0752,1.1511,25.2589,0.7193,29.8476,0.619,0.9524,0.6667,0.0159,0.5556,0.5556,0.0,0.0794,0.0476,0.1587,0.1587,0.0,0.1786,0.1071,0.3571,0.3571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.7714,0.0286,0.6286,0.6571,0.6571,0.7826,0.2174,0.8519,0.5924,0.0782,0.6534,0.0887,0.8325,24.3624,0.7293,32.2,0.4857,0.7714,0.7714,0.0286,0.6286,0.6571,0.0,0.0571,0.0571,0.0,0.2286,0.0,0.1667,0.1667,0.0,0.6667,36,0.4167,0.0,0.2778,0.2778,0.3611,0.6154,0.3846,0.6667,0.3532,0.174,1.4447,0.1832,2.415,110.8503,-0.2317,101.2367,0.0278,0.0,0.4167,0.0,0.2778,0.2778,0.0,0.1111,0.3611,0.0,0.25,0.0,0.1538,0.5,0.0,0.3462,68,0.5,0.0,0.4706,0.4706,0.6912,0.5957,0.4043,0.9412,0.675,0.1008,0.7218,0.1028,1.2577,49.1862,0.4535,56.7069,0.25,0.3824,0.5,0.0,0.4706,0.4706,0.0,0.0,0.1176,0.0294,0.3824,0.0,0.0,0.2222,0.0556,0.7222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.8875,187,187,6755,0,186,164,146,982,0,0,1,4402,2,2,13,1469,0,239,96,5,44,0,186,0,163,1784,0.024232,0,3.0,0.0269,0.0529,22.0,146,0,28,13,0,0,0.7005,0.7005,0.0,0.0321,0.1123,0.0053,0.0,0.1497,,,60,3,0.178,146,6609,0.0361,1,4,1590,39853,0.4148,20,0.1874,0.9882,0.2728,0.9833,0.26,40.4091,23.8605,59.5795,0.4703,0.4554,0.0099,0.5891,0.7983,0.0099,0.0,0.0,0.3663,0.8514,0.0545,0.1486,3.4595,0.3821,,,,0.1039,0.899,0.1765,0.1,1.2106,27.0924,48.5889,34.9789,0.4601,51.42,0.3317,0.5941,0.6497,0.4703,202.0,202.0,0.0,0.32,0.51,0.65,0.66,0.66,0.66,63.0,39.0,16.0,7.0,0.0,0.0,0.5079,0.5897,0.9375,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5079,,0.7143,0.2778,0.4118,,63.0,0.0,35.0,36.0,68.0,0.0,0.5079,,0.7143,0.2778,0.4118,,63.0,0.0,35.0,36.0,68.0,0.0,0.47,0.4627,0.4703,0.0,0.0891,0.1931,0.0347,0.2129,0.0,0.1682,0.3645,0.0654,0.4019,0,130.2,600.7,83.3,814.5,66,62,56,0,48,0,0,0,0,0,37,33,30,0,27,30,26,21,0,19,54,43,39,2,37,0,0,0,0,0,48,0,2,8,0,0,8,,,,,,,,27,0,2,2,1,0,5,19,0,2,4,0,0,5,37,0,0,7,0,0,10,,,,,,,,0.019,0.0343,,,0.0319,0.0633,0.0266,0.061,0.0333,0.064,,,63,0.619,0.0159,0.4921,0.5079,0.4286,0.7407,0.2593,0.8205,0.4406,0.0738,0.8838,0.0787,1.2044,24.1232,0.732,30.5593,0.6032,0.9365,0.619,0.0159,0.4921,0.5079,0.0,0.0952,0.0952,0.1111,0.1905,0.0,0.1935,0.1935,0.2258,0.3871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.8286,0.0286,0.7143,0.7143,0.5143,0.9444,0.0,0.8621,0.5166,0.0835,0.7859,0.0798,0.9149,28.0,0.6889,30.3744,0.5429,0.8286,0.8286,0.0286,0.7143,0.7143,0.0,0.0857,0.0857,0.0,0.1143,0.0,0.3,0.3,0.0,0.4,36,0.3889,0.0,0.25,0.2778,0.1944,0.8571,0.2857,0.7143,0.2256,0.1651,1.4051,0.175,2.1604,109.0064,-0.2112,98.375,0.0278,0.0278,0.3889,0.0,0.25,0.2778,0.0,0.0833,0.3056,0.0,0.3333,0.0,0.1154,0.4231,0.0,0.4615,68,0.5441,0.0,0.3971,0.4118,0.3235,0.9091,0.0909,0.7568,0.3415,0.1098,0.7035,0.11,1.0896,49.867,0.4459,56.7207,0.1324,0.4559,0.5441,0.0,0.3971,0.4118,0.0,0.0882,0.2794,0.0,0.2206,0.0,0.15,0.475,0.0,0.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.8812,190,190,6462,0,190,161,148,973,0,0,0,4169,0,0,16,1388,1,274,114,5,27,0,190,0,184,1607,0.021763,0,3.0,0.0368,0.095,,148,0,25,17,0,0,0.6316,0.6316,0.0,0.0895,0.1368,0.0105,0.0,0.1316,,,83,0,0.0,148,6314,0.0379,4,5,1738,44787,0.4793,20,0.1909,0.9883,0.2759,0.9846,0.2691,41.4033,22.9934,60.6127,0.4703,0.4505,0.0,0.5644,0.8333,0.0,0.0,,0.4851,0.7755,0.1287,0.2653,2.7755,0.4872,,,,0.1015,0.8956,0.1696,0.0918,1.157,26.8158,46.1068,30.4294,0.4877,52.6715,0.3515,0.6238,0.6953,0.4703,202.0,202.0,0.0,0.32,0.56,0.66,0.69,0.69,0.69,63.0,39.0,16.0,7.0,0.0,0.0,0.5079,0.7436,0.9375,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5079,,0.6857,0.25,0.4412,,63.0,0.0,35.0,36.0,68.0,0.0,0.5079,,0.6857,0.25,0.4412,,63.0,0.0,35.0,36.0,68.0,0.0,0.5,0.4627,0.4703,0.0099,0.0297,0.2228,0.0347,0.2327,0.0187,0.0561,0.4206,0.0654,0.4393,0,124.4,651.5,79.7,855.8,67,60,58,0,45,0,0,0,0,0,44,34,31,0,27,28,23,21,0,17,51,44,38,0,31,0,0,0,0,0,45,0,5,11,0,0,6,,,,,,,,27,0,3,9,0,0,5,17,0,4,2,1,0,4,31,0,5,4,1,0,10,,,,,,,,0.0232,0.0451,,,0.0428,0.1534,0.059,0.1446,0.0375,0.083,,,63,0.6667,0.0,0.4762,0.5079,0.4603,0.7931,0.2759,0.7619,0.4733,0.0711,0.9039,0.0728,1.053,25.2198,0.7198,31.7184,0.5714,0.9365,0.6667,0.0,0.4762,0.5079,0.0317,0.0635,0.127,0.0952,0.1746,0.0645,0.129,0.2581,0.1935,0.3548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.7143,0.0,0.6571,0.6857,0.5714,1.0,0.05,0.96,0.5685,0.0879,0.8129,0.0799,0.9617,34.2277,0.6197,37.5746,0.4,0.6857,0.7143,0.0,0.6571,0.6857,0.0,0.0,0.1429,0.0286,0.1429,0.0,0.0,0.4545,0.0909,0.4545,36,0.3056,0.0,0.25,0.25,0.4722,0.4118,0.5882,0.8182,0.4433,0.1642,1.4142,0.166,2.2101,106.94,-0.1882,98.3542,0.0278,0.0,0.3056,0.0,0.25,0.25,0.0,0.0278,0.3333,0.0,0.3889,0.0,0.037,0.4444,0.0,0.5185,68,0.5294,0.0,0.4265,0.4412,0.4706,0.8125,0.2188,0.8333,0.4814,0.1035,0.6558,0.0995,1.0923,39.3663,0.5626,55.6696,0.2941,0.6324,0.5294,0.0,0.4265,0.4412,0.0,0.0147,0.2941,0.0,0.25,0.0,0.0263,0.5263,0.0,0.4474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.875,184,184,6341,0,182,160,147,963,0,0,2,4107,1,1,15,1302,1,224,106,6,57,0,182,0,192,1725,0.015749,0,3.0,0.03,0.0948,25.0,147,0,21,16,0,0,0.6957,0.6957,0.0,0.0272,0.1576,0.0054,0.0,0.1141,,,94,1,0.1181,147,6194,0.0369,6,6,1883,49736,0.5311,20,0.1916,0.9887,0.2795,0.9833,0.2782,39.057,22.7775,57.1097,0.5396,0.5347,0.0099,0.7079,0.7622,0.0149,0.005,0.3333,0.5347,0.8426,0.1089,0.2037,3.1204,0.5197,,,,0.1048,0.9192,0.1707,0.1037,1.2926,25.8112,48.8851,35.0965,0.4568,53.2333,0.3317,0.5792,0.6043,0.5396,202.0,202.0,0.0,0.37,0.63,0.71,0.73,0.73,0.73,63.0,39.0,16.0,7.0,0.0,0.0,0.5873,0.7436,0.9375,1.0,,,0,4,2,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5873,,0.6,0.2222,0.6324,,63.0,0.0,35.0,36.0,68.0,0.0,0.5873,,0.6,0.2222,0.6324,,63.0,0.0,35.0,36.0,68.0,0.0,0.56,0.4627,0.5396,0.0,0.0891,0.2079,0.0099,0.1535,0.0,0.1935,0.4516,0.0215,0.3333,1,130.7,740.0,74.5,945.6,61,56,52,0,50,0,0,0,0,0,42,33,30,0,25,22,17,17,0,12,59,54,48,1,41,0,0,0,0,0,50,0,1,6,0,0,4,,,,,,,,25,0,1,9,0,0,7,12,0,1,8,1,0,0,41,0,2,6,0,0,10,,,,,,,,0.0186,0.0517,,,0.0381,0.1368,0.0426,0.2628,0.0313,0.0469,,,63,0.8571,0.0159,0.5714,0.5873,0.5397,0.9118,0.1765,0.6852,0.5193,0.0702,0.9159,0.0812,1.2522,22.9169,0.7454,30.6417,0.5556,0.9524,0.8571,0.0159,0.5714,0.5873,0.0,0.1746,0.1111,0.0159,0.1111,0.0,0.4231,0.2692,0.0385,0.2692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.7714,0.0286,0.6286,0.6,0.5714,0.95,0.1,0.7778,0.5679,0.0807,0.7075,0.0823,0.8429,23.5039,0.7388,28.2355,0.6,0.8,0.7714,0.0286,0.6286,0.6,0.0,0.0286,0.2286,0.0,0.1429,0.0,0.0714,0.5714,0.0,0.3571,36,0.3611,0.0,0.2222,0.2222,0.2778,0.4,0.5,0.6154,0.2851,0.175,1.4555,0.1788,2.6173,112.9568,-0.2551,101.9927,0.0278,0.0,0.3611,0.0,0.2222,0.2222,0.0,0.1111,0.3333,0.0,0.3333,0.0,0.1429,0.4286,0.0,0.4286,68,0.7206,0.0,0.6176,0.6324,0.6471,0.8409,0.2045,0.8776,0.6194,0.112,0.7473,0.1203,1.2334,52.0873,0.4213,61.2165,0.1471,0.4265,0.7206,0.0,0.6176,0.6324,0.0,0.0294,0.2206,0.0147,0.1029,0.0,0.08,0.6,0.04,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
