file                , episode, scene, grasp_idx, bin_assigned, bin_realized, axis, pin_ok, steps, pos_err_m, rot_err_rad, reach, close_label, caption, all
train_regrasp_off.h5,      20,    16,         0,            0, 0           , +x  ,      1,    21,  0.0046  , 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      21,    16,         1,            1, 1           , -x  ,      1,    21,  0.004666, 0.000496   ,     1,           1,       1,   1
train_regrasp_off.h5,      22,    16,         2,            5, 5           , -z  ,      1,    21,  0.004546, 0.000545   ,     1,           1,       1,   1
train_regrasp_off.h5,      23,    17,         0,            1, 1           , -x  ,      1,    21,  0.004658, 0.000396   ,     1,           1,       1,   1
train_regrasp_off.h5,      24,    17,         1,            2, 2           , +y  ,      1,    21,  0.004564, 0.000119   ,     1,           1,       1,   1
train_regrasp_off.h5,      25,    17,         2,            5, 5           , -z  ,      1,    21,  0.004616, 0.000376   ,     1,           1,       1,   1
train_regrasp_off.h5,      26,    19,         0,            3, 3           , -y  ,      1,    21,  0.00443 , 0.001686   ,     1,           1,       1,   1
train_regrasp_off.h5,      27,    20,         0,            0, 0           , +x  ,      1,    21,  0.004514, 0.000399   ,     1,           1,       1,   1
train_regrasp_off.h5,      28,    20,         1,            4, 1           , +z  ,      1,    21,  0.004365, 0.000485   ,     1,           1,       0,   0
train_regrasp_off.h5,      29,    20,         2,            5, 5           , -z  ,      1,    21,  0.004686, 0.000572   ,     1,           1,       1,   1
train_regrasp_off.h5,      30,    21,         0,            4, 4           , +z  ,      1,    21,  0.004487, 0.000819   ,     1,           1,       1,   1
train_regrasp_off.h5,      31,    21,         1,            5, 5           , -z  ,      1,    21,  0.004419, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      32,    22,         0,            2, 2           , +y  ,      1,    21,  0.004461, 0.000774   ,     1,           1,       1,   1
train_regrasp_off.h5,      33,    22,         1,            3, 3           , -y  ,      1,    21,  0.00453 , 0.000731   ,     1,           1,       1,   1
train_regrasp_off.h5,      34,    23,         0,            0, 0           , +x  ,      1,    21,  0.004603, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      35,    23,         1,            1, 1           , -x  ,      1,    16,  0.051521, 0.242528   ,     0,           0,       1,   0
train_regrasp_off.h5,      36,    23,         2,            4, -1          , +z  ,      1,    17,  0.053923, 0.040712   ,     0,           0,       0,   0
train_regrasp_off.h5,      37,    23,         3,            5, 5           , -z  ,      1,    17,  0.063731, 0.033929   ,     0,           0,       1,   0
train_regrasp_off.h5,      38,    24,         0,            0, 0           , +x  ,      1,    21,  0.004693, 0.000531   ,     1,           1,       1,   1
train_regrasp_off.h5,      39,    24,         1,            4, 4           , +z  ,      1,    21,  0.004616, 0.000501   ,     1,           1,       1,   1
train_regrasp_off.h5,      40,    24,         2,            5, 5           , -z  ,      1,    21,  0.004591, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      41,    25,         0,            2, 2           , +y  ,      1,    21,  0.004523, 0.000249   ,     1,           1,       1,   1
train_regrasp_off.h5,      42,    25,         1,            4, 4           , +z  ,      1,    21,  0.004447, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      43,    25,         2,            5, 5           , -z  ,      1,    21,  0.004575, 0.000516   ,     1,           1,       1,   1
train_regrasp_off.h5,      44,    26,         0,            4, 4           , +z  ,      1,    21,  0.004553, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      45,    26,         1,            5, 5           , -z  ,      1,    14,  0.157908, 0.781517   ,     0,           0,       1,   0
train_regrasp_off.h5,      46,    27,         0,            2, 2           , +y  ,      1,    21,  0.004684, 0.000607   ,     1,           1,       1,   1
train_regrasp_off.h5,      47,    27,         1,            3, 3           , -y  ,      1,    21,  0.004371, 0.000658   ,     1,           1,       1,   1
train_regrasp_off.h5,      48,    28,         0,            4, 4           , +z  ,      1,    21,  0.004657, 0.00029    ,     1,           1,       1,   1
train_regrasp_off.h5,      49,    29,         0,            2, 2           , +y  ,      1,    21,  0.004642, 5e-05      ,     1,           1,       1,   1
train_regrasp_off.h5,      50,    29,         1,            5, 5           , -z  ,      1,    21,  0.004574, 0.000194   ,     1,           1,       1,   1
train_regrasp_off.h5,      51,    31,         0,            5, 5           , -z  ,      1,    21,  0.004623, 0.000251   ,     1,           1,       1,   1
train_regrasp_off.h5,      52,    32,         0,            0, 0           , +x  ,      1,    21,  0.004533, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      53,    33,         0,            2, 2           , +y  ,      1,    21,  0.004315, 0.000646   ,     1,           1,       1,   1
train_regrasp_off.h5,      54,    34,         0,            0, 0           , +x  ,      1,    21,  0.004541, 0.000353   ,     1,           1,       1,   1
train_regrasp_off.h5,      55,    34,         1,            1, 1           , -x  ,      1,    21,  0.004575, 0.000729   ,     1,           1,       1,   1
train_regrasp_off.h5,      56,    34,         2,            3, 3           , -y  ,      1,    17,  0.058315, 0.041331   ,     0,           0,       1,   0
train_regrasp_off.h5,      57,    34,         3,            5, 5           , -z  ,      1,    21,  0.004579, 0.000194   ,     1,           1,       1,   1
train_regrasp_off.h5,      58,    35,         0,            0, 0           , +x  ,      1,    21,  0.004653, 0.000745   ,     1,           1,       1,   1
train_regrasp_off.h5,      59,    35,         1,            1, 1           , -x  ,      1,    21,  0.0046  , 0.00021    ,     1,           1,       1,   1
train_regrasp_off.h5,      60,    35,         2,            3, 3           , -y  ,      1,    21,  0.00454 , 0.000397   ,     1,           1,       1,   1
train_regrasp_off.h5,      61,    37,         0,            2, 2           , +y  ,      1,    21,  0.004547, 0.000456   ,     1,           1,       1,   1
train_regrasp_off.h5,      62,    37,         1,            4, 4           , +z  ,      1,    21,  0.004593, 0.000198   ,     1,           1,       1,   1
train_regrasp_off.h5,      63,    38,         0,            0, 0           , +x  ,      1,    21,  0.004491, 0.000229   ,     1,           1,       1,   1
train_regrasp_off.h5,      64,    38,         1,            2, 2           , +y  ,      1,    21,  0.004649, 0.000266   ,     1,           1,       1,   1
train_regrasp_off.h5,      65,    38,         2,            5, 5           , -z  ,      1,    21,  0.004548, 0.000249   ,     1,           1,       1,   1
train_regrasp_off.h5,      66,    40,         0,            4, 4           , +z  ,      1,    17,  0.048395, 0.059796   ,     0,           0,       1,   0
train_regrasp_off.h5,      67,    41,         0,            4, 4           , +z  ,      1,    21,  0.004475, 0.00051    ,     1,           1,       1,   1
train_regrasp_off.h5,      68,    43,         0,            4, 4           , +z  ,      1,    21,  0.004584, 0.000692   ,     1,           1,       1,   1
train_regrasp_off.h5,      69,    48,         0,            0, 0           , +x  ,      1,    21,  0.004674, 0.000353   ,     1,           1,       1,   1
train_regrasp_off.h5,      70,    48,         1,            2, 2           , +y  ,      1,    21,  0.004584, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      71,    48,         2,            3, 3           , -y  ,      1,    20,  0.020598, 0.000657   ,     0,           0,       1,   0
train_regrasp_off.h5,      72,    49,         0,            0, 0           , +x  ,      1,    21,  0.004693, 0.000699   ,     1,           1,       1,   1
train_regrasp_off.h5,      73,    49,         1,            3, 3           , -y  ,      1,    21,  0.004815, 0.001563   ,     1,           1,       1,   1
train_regrasp_off.h5,      74,    49,         2,            5, 5           , -z  ,      1,    21,  0.004622, 0.000169   ,     1,           1,       1,   1
train_regrasp_off.h5,      75,    52,         0,            0, 0           , +x  ,      1,    21,  0.004519, 0.000372   ,     1,           1,       1,   1
train_regrasp_off.h5,      76,    52,         1,            4, 4           , +z  ,      1,    15,  0.106972, 0.500634   ,     0,           0,       1,   0
train_regrasp_off.h5,      77,    52,         2,            5, 5           , -z  ,      1,    21,  0.004543, 0.000443   ,     1,           1,       1,   1
train_regrasp_off.h5,      78,    53,         0,            2, 2           , +y  ,      1,    19,  0.035778, 0.003836   ,     0,           0,       1,   0
train_regrasp_off.h5,      79,    53,         1,            5, 5           , -z  ,      1,    17,  0.06097 , 0.065659   ,     0,           0,       1,   0
train_regrasp_off.h5,      80,    54,         0,            4, 4           , +z  ,      1,    18,  0.049993, 0.015324   ,     0,           0,       1,   0
train_regrasp_off.h5,      81,    54,         1,            5, 5           , -z  ,      1,    15,  0.170301, 0.337198   ,     0,           0,       1,   0
train_regrasp_off.h5,      82,    55,         0,            2, 2           , +y  ,      1,    21,  0.004591, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      83,    60,         0,            3, 3           , -y  ,      1,    21,  0.004765, 0.002466   ,     1,           1,       1,   1
train_regrasp_off.h5,      84,    61,         0,            4, 4           , +z  ,      1,    21,  0.004573, 0.000214   ,     1,           1,       1,   1
train_regrasp_off.h5,      85,    61,         1,            5, 5           , -z  ,      1,    21,  0.004538, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      86,    62,         0,            0, 0           , +x  ,      1,    21,  0.004314, 0.000542   ,     1,           1,       1,   1
train_regrasp_off.h5,      87,    62,         1,            2, 2           , +y  ,      1,    21,  0.004398, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      88,    62,         2,            4, 4           , +z  ,      1,    21,  0.004253, 0.001015   ,     1,           1,       1,   1
train_regrasp_off.h5,      89,    63,         0,            2, 2           , +y  ,      1,    21,  0.004489, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      90,    64,         0,            2, 2           , +y  ,      1,    21,  0.004288, 0.000467   ,     1,           1,       1,   1
train_regrasp_off.h5,      91,    64,         1,            3, 3           , -y  ,      1,    21,  0.004624, 0.0004     ,     1,           1,       1,   1
train_regrasp_off.h5,      92,    65,         0,            3, 3           , -y  ,      1,    13,  0.134194, 0.971441   ,     0,           0,       1,   0
train_regrasp_off.h5,      93,    66,         0,            3, 3           , -y  ,      1,    21,  0.004626, 0.000614   ,     1,           1,       1,   1
train_regrasp_off.h5,      94,    66,         1,            4, 4           , +z  ,      1,    21,  0.004561, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      95,    66,         2,            5, 5           , -z  ,      1,    21,  0.004602, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      96,    67,         0,            1, 1           , -x  ,      1,    21,  0.004725, 0.000312   ,     1,           1,       1,   1
train_regrasp_off.h5,      97,    67,         1,            2, 2           , +y  ,      1,    16,  0.064185, 0.285375   ,     0,           0,       1,   0
train_regrasp_off.h5,      98,    67,         2,            3, 3           , -y  ,      1,    21,  0.004468, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,      99,    72,         0,            5, 5           , -z  ,      1,    21,  0.004549, 0.000349   ,     1,           1,       1,   1
train_regrasp_off.h5,     100,    73,         0,            0, 0           , +x  ,      1,    21,  0.004559, 0.000265   ,     1,           1,       1,   1
train_regrasp_off.h5,     101,    73,         1,            3, 3           , -y  ,      1,    21,  0.004527, 0.000424   ,     1,           1,       1,   1
train_regrasp_off.h5,     102,    74,         0,            1, 1           , -x  ,      1,    21,  0.004612, 0.000245   ,     1,           1,       1,   1
train_regrasp_off.h5,     103,    75,         0,            3, 3           , -y  ,      1,    10,  0.078951, 1.761863   ,     0,           0,       1,   0
train_regrasp_off.h5,     104,    76,         0,            1, 1           , -x  ,      1,    12,  0.052038, 1.034969   ,     0,           0,       1,   0
train_regrasp_off.h5,     105,    76,         1,            2, 2           , +y  ,      1,    21,  0.004581, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     106,    76,         2,            3, 3           , -y  ,      1,    12,  0.155899, 0.889596   ,     0,           0,       1,   0
train_regrasp_off.h5,     107,    76,         3,            5, 5           , -z  ,      1,    21,  0.004508, 0.000596   ,     1,           1,       1,   1
train_regrasp_off.h5,     108,    77,         0,            1, 1           , -x  ,      1,    21,  0.004515, 0.000464   ,     1,           1,       1,   1
train_regrasp_off.h5,     109,    78,         0,            5, 5           , -z  ,      1,    21,  0.00454 , 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     110,    79,         0,            5, 5           , -z  ,      1,    21,  0.004565, 0.000476   ,     1,           1,       1,   1
train_regrasp_off.h5,     111,    80,         0,            5, 5           , -z  ,      1,    16,  0.034578, 0.348672   ,     0,           0,       1,   0
train_regrasp_off.h5,     112,    81,         0,            5, 5           , -z  ,      1,    21,  0.004573, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     113,    82,         0,            1, 1           , -x  ,      1,    21,  0.004505, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     114,    82,         1,            5, 5           , -z  ,      1,    21,  0.004587, 0.000235   ,     1,           1,       1,   1
train_regrasp_off.h5,     115,    83,         0,            1, 1           , -x  ,      1,    21,  0.004461, 0.001341   ,     1,           1,       1,   1
train_regrasp_off.h5,     116,    84,         0,            4, 4           , +z  ,      1,    21,  0.004524, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     117,    85,         0,            4, 4           , +z  ,      1,    21,  0.004568, 0.000352   ,     1,           1,       1,   1
train_regrasp_off.h5,     118,    86,         0,            1, 1           , -x  ,      1,    16,  0.094319, 0.3591     ,     0,           0,       1,   0
train_regrasp_off.h5,     119,    86,         1,            4, 4           , +z  ,      1,    21,  0.004586, 0.000332   ,     1,           1,       1,   1
train_regrasp_off.h5,     120,    86,         2,            5, 5           , -z  ,      1,    21,  0.004645, 0.000579   ,     1,           1,       1,   1
train_regrasp_off.h5,     121,    87,         0,            4, 4           , +z  ,      1,    12,  0.190763, 0.964882   ,     0,           0,       1,   0
train_regrasp_off.h5,     122,    87,         1,            5, 5           , -z  ,      1,    16,  0.052214, 0.208265   ,     0,           0,       1,   0
train_regrasp_off.h5,     123,    88,         0,            0, 0           , +x  ,      1,    21,  0.004552, 0.000395   ,     1,           1,       1,   1
train_regrasp_off.h5,     124,    88,         1,            2, 2           , +y  ,      1,    21,  0.004589, 0.000178   ,     1,           1,       1,   1
train_regrasp_off.h5,     125,    88,         2,            3, 3           , -y  ,      1,    21,  0.004561, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     126,    88,         3,            5, 5           , -z  ,      1,    14,  0.177199, 0.738961   ,     0,           0,       1,   0
train_regrasp_off.h5,     127,    90,         0,            1, 1           , -x  ,      1,    17,  0.049245, 0.06293    ,     0,           0,       1,   0
train_regrasp_off.h5,     128,    90,         1,            4, 4           , +z  ,      1,    14,  0.157291, 0.498258   ,     0,           0,       1,   0
train_regrasp_off.h5,     129,    91,         0,            1, 1           , -x  ,      1,    14,  0.173889, 0.635174   ,     0,           0,       1,   0
train_regrasp_off.h5,     130,    91,         1,            2, 2           , +y  ,      1,    21,  0.004567, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     131,    91,         2,            3, 3           , -y  ,      1,    21,  0.004534, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     132,    92,         0,            0, 0           , +x  ,      1,    21,  0.004488, 0.000918   ,     1,           1,       1,   1
train_regrasp_off.h5,     133,    92,         1,            2, 2           , +y  ,      1,    21,  0.004637, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     134,    92,         2,            3, 3           , -y  ,      1,    21,  0.004517, 0.000322   ,     1,           1,       1,   1
train_regrasp_off.h5,     135,    93,         0,            0, 0           , +x  ,      1,    21,  0.004455, 0.000543   ,     1,           1,       1,   1
train_regrasp_off.h5,     136,    93,         1,            3, 3           , -y  ,      1,    21,  0.004561, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     137,    93,         2,            5, 5           , -z  ,      1,    21,  0.00404 , 0.003297   ,     1,           1,       1,   1
train_regrasp_off.h5,     138,    94,         0,            0, 0           , +x  ,      1,    21,  0.004539, 0.000368   ,     1,           1,       1,   1
train_regrasp_off.h5,     139,    94,         1,            1, 1           , -x  ,      1,    13,  0.172355, 0.812235   ,     0,           0,       1,   0
train_regrasp_off.h5,     140,    94,         2,            3, 3           , -y  ,      1,    18,  0.048805, 0.019513   ,     0,           0,       1,   0
train_regrasp_off.h5,     141,    95,         0,            2, 2           , +y  ,      1,    21,  0.004584, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     142,    95,         1,            5, 5           , -z  ,      1,    21,  0.00454 , 0.000559   ,     1,           1,       1,   1
train_regrasp_off.h5,     143,    96,         0,            1, 1           , -x  ,      1,    21,  0.004538, 0.000395   ,     1,           1,       1,   1
train_regrasp_off.h5,     144,    96,         1,            2, 2           , +y  ,      1,    21,  0.004599, 0.000297   ,     1,           1,       1,   1
train_regrasp_off.h5,     145,    96,         2,            5, 5           , -z  ,      1,    21,  0.004509, 0.000387   ,     1,           1,       1,   1
train_regrasp_off.h5,     146,    97,         0,            1, 1           , -x  ,      1,    21,  0.005513, 0.000811   ,     1,           1,       1,   1
train_regrasp_off.h5,     147,    97,         1,            2, 2           , +y  ,      1,    21,  0.004595, 0.000418   ,     1,           1,       1,   1
train_regrasp_off.h5,     148,    97,         2,            4, 4           , +z  ,      1,    21,  0.004522, 0.000533   ,     1,           1,       1,   1
train_regrasp_off.h5,     149,    97,         3,            5, 5           , -z  ,      1,    21,  0.004475, 0.000475   ,     1,           1,       1,   1
train_regrasp_off.h5,     150,    98,         0,            0, 0           , +x  ,      1,    21,  0.004558, 0.000314   ,     1,           1,       1,   1
train_regrasp_off.h5,     151,    98,         1,            1, 1           , -x  ,      1,    17,  0.059565, 0.051674   ,     0,           0,       1,   0
train_regrasp_off.h5,     152,    98,         2,            2, 2           , +y  ,      1,    21,  0.004539, 0.00044    ,     1,           1,       1,   1
train_regrasp_off.h5,     153,    98,         3,            3, 3           , -y  ,      1,    21,  0.004756, 0.000612   ,     1,           1,       1,   1
train_regrasp_off.h5,     154,    99,         0,            1, 1           , -x  ,      1,    21,  0.00486 , 0.000502   ,     1,           1,       1,   1
train_regrasp_off.h5,     155,    99,         1,            2, 2           , +y  ,      1,    21,  0.004517, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     156,    99,         2,            3, 3           , -y  ,      1,    21,  0.00458 , 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     157,    99,         3,            5, 5           , -z  ,      1,    21,  0.004645, 0.000581   ,     1,           1,       1,   1
train_regrasp_off.h5,     158,   101,         0,            2, 2           , +y  ,      1,    21,  0.004559, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     159,   102,         0,            3, 3           , -y  ,      1,    18,  0.048663, 0.022655   ,     0,           0,       1,   0
train_regrasp_off.h5,     160,   103,         0,            4, 4           , +z  ,      1,    21,  0.004602, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     161,   104,         0,            0, 0           , +x  ,      1,    17,  0.058558, 0.057293   ,     0,           0,       1,   0
train_regrasp_off.h5,     162,   104,         1,            1, 1           , -x  ,      1,    21,  0.004645, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     163,   105,         0,            4, 4           , +z  ,      1,    21,  0.004324, 0.0012     ,     1,           1,       1,   1
train_regrasp_off.h5,     164,   105,         1,            5, 5           , -z  ,      1,    21,  0.004596, 0.000226   ,     1,           1,       1,   1
train_regrasp_off.h5,     165,   106,         0,            2, 2           , +y  ,      1,    21,  0.004548, 0.00022    ,     1,           1,       1,   1
train_regrasp_off.h5,     166,   106,         1,            3, 3           , -y  ,      1,    10,  0.205133, 1.539666   ,     0,           0,       1,   0
train_regrasp_off.h5,     167,   106,         2,            5, 5           , -z  ,      1,    21,  0.004601, 0.00028    ,     1,           1,       1,   1
train_regrasp_off.h5,     168,   107,         0,            2, 2           , +y  ,      1,    21,  0.004496, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     169,   107,         1,            3, 3           , -y  ,      1,    20,  0.020511, 0.000561   ,     0,           0,       1,   0
train_regrasp_off.h5,     170,   107,         2,            5, 5           , -z  ,      1,    21,  0.004527, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     171,   108,         0,            1, 1           , -x  ,      1,    21,  0.004666, 0.000484   ,     1,           1,       1,   1
train_regrasp_off.h5,     172,   109,         0,            0, 0           , +x  ,      1,    21,  0.004556, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     173,   109,         1,            3, 3           , -y  ,      1,    11,  0.215501, 1.127313   ,     0,           0,       1,   0
train_regrasp_off.h5,     174,   109,         2,            4, 4           , +z  ,      1,    21,  0.004508, 0.000262   ,     1,           1,       1,   1
train_regrasp_off.h5,     175,   110,         0,            0, 4           , +x  ,      0,    21,  0.004562, 0.000164   ,     1,           1,       0,   0
train_regrasp_off.h5,     176,   110,         1,            3, 3           , -y  ,      1,    21,  0.004535, 0.000377   ,     1,           1,       1,   1
train_regrasp_off.h5,     177,   110,         2,            4, 4           , +z  ,      1,    17,  0.060479, 0.038601   ,     0,           0,       1,   0
train_regrasp_off.h5,     178,   112,         0,            1, 1           , -x  ,      1,     9,  0.220896, 1.333926   ,     0,           0,       1,   0
train_regrasp_off.h5,     179,   112,         1,            4, 4           , +z  ,      1,     8,  0.105963, 1.991268   ,     0,           0,       1,   0
train_regrasp_off.h5,     180,   113,         0,            5, 5           , -z  ,      1,    14,  0.16502 , 0.878322   ,     0,           0,       1,   0
train_regrasp_off.h5,     181,   114,         0,            1, -1          , -x  ,      1,    21,  0.004612, 0.000333   ,     1,           1,       0,   0
train_regrasp_off.h5,     182,   114,         1,            4, 4           , +z  ,      1,    15,  0.099918, 0.558026   ,     0,           0,       1,   0
train_regrasp_off.h5,     183,   115,         0,            4, 4           , +z  ,      1,    15,  0.063805, 0.44236    ,     0,           0,       1,   0
train_regrasp_off.h5,     184,   120,         0,            2, 2           , +y  ,      1,    21,  0.005325, 0.001546   ,     1,           1,       1,   1
train_regrasp_off.h5,     185,   120,         1,            3, 3           , -y  ,      1,    13,  0.099989, 0.625898   ,     0,           0,       1,   0
train_regrasp_off.h5,     186,   120,         2,            5, 5           , -z  ,      1,    20,  0.020303, 0.000556   ,     0,           0,       1,   0
train_regrasp_off.h5,     187,   121,         0,            0, 0           , +x  ,      1,    12,  0.152727, 1.064245   ,     0,           0,       1,   0
train_regrasp_off.h5,     188,   121,         1,            2, 2           , +y  ,      1,    11,  0.139188, 0.996214   ,     0,           0,       1,   0
train_regrasp_off.h5,     189,   121,         2,            3, 3           , -y  ,      1,    14,  0.149476, 0.73777    ,     0,           0,       1,   0
train_regrasp_off.h5,     190,   122,         0,            0, 0           , +x  ,      1,    21,  0.004582, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     191,   122,         1,            2, 2           , +y  ,      1,    21,  0.042555, 0.282846   ,     0,           1,       1,   0
train_regrasp_off.h5,     192,   122,         2,            3, 3           , -y  ,      1,    21,  0.004619, 0.000553   ,     1,           1,       1,   1
train_regrasp_off.h5,     193,   123,         0,            2, 2           , +y  ,      1,    16,  0.026092, 0.362225   ,     0,           0,       1,   0
train_regrasp_off.h5,     194,   124,         0,            0, 0           , +x  ,      1,     8,  0.14112 , 1.902042   ,     0,           0,       1,   0
train_regrasp_off.h5,     195,   124,         1,            1, 1           , -x  ,      1,     8,  0.204224, 1.868977   ,     0,           0,       1,   0
train_regrasp_off.h5,     196,   124,         2,            2, 2           , +y  ,      1,    16,  0.072919, 0.177832   ,     0,           0,       1,   0
train_regrasp_off.h5,     197,   124,         3,            3, 3           , -y  ,      1,    21,  0.004515, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     198,   125,         0,            1, 1           , -x  ,      1,    21,  0.004526, 0.000324   ,     1,           1,       1,   1
train_regrasp_off.h5,     199,   125,         1,            2, 2           , +y  ,      1,    21,  0.004679, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     200,   125,         2,            3, 3           , -y  ,      1,    20,  0.019153, 0.007086   ,     1,           0,       1,   1
train_regrasp_off.h5,     201,   125,         3,            4, 4           , +z  ,      1,     9,  0.304932, 1.942839   ,     0,           0,       1,   0
train_regrasp_off.h5,     202,   126,         0,            0, 0           , +x  ,      1,    21,  0.00451 , 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     203,   126,         1,            2, 2           , +y  ,      1,    10,  0.200765, 1.460325   ,     0,           0,       1,   0
train_regrasp_off.h5,     204,   126,         2,            3, 3           , -y  ,      1,    21,  0.004518, 0.000174   ,     1,           1,       1,   1
train_regrasp_off.h5,     205,   127,         0,            0, 0           , +x  ,      1,    15,  0.046851, 0.448709   ,     0,           0,       1,   0
train_regrasp_off.h5,     206,   127,         1,            2, 2           , +y  ,      1,    12,  0.14616 , 1.05742    ,     0,           0,       1,   0
train_regrasp_off.h5,     207,   127,         2,            3, 3           , -y  ,      1,     9,  0.134136, 1.016004   ,     0,           0,       1,   0
train_regrasp_off.h5,     208,   129,         0,            0, 0           , +x  ,      1,    21,  0.004576, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     209,   132,         0,            0, 0           , +x  ,      1,    21,  0.004546, 0.000323   ,     1,           1,       1,   1
train_regrasp_off.h5,     210,   132,         1,            5, 5           , -z  ,      1,    21,  0.004599, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     211,   133,         0,            2, 2           , +y  ,      1,    21,  0.004569, 0.0        ,     1,           1,       1,   1
train_regrasp_off.h5,     212,   133,         1,            3, 3           , -y  ,      1,    14,  0.158015, 0.736386   ,     0,           0,       1,   0
