file            , episode, scene, grasp_idx, bin_assigned, bin_realized, axis, pin_ok, steps, pos_err_m, rot_err_rad, reach, close_label, caption, all
train_regrasp.h5,     103,    66,         0,            0,            0, +x  ,      1,    18,  0.048813, 0.015175   ,     0,           0,       1,   0
train_regrasp.h5,     104,    66,         1,            4,            4, +z  ,      1,    21,  0.004615, 0.000536   ,     1,           1,       1,   1
train_regrasp.h5,     105,    67,         0,            0,            0, +x  ,      1,    21,  0.004468, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     106,    67,         1,            2,            2, +y  ,      1,    16,  0.064185, 0.285375   ,     0,           0,       1,   0
train_regrasp.h5,     107,    67,         2,            4,            4, +z  ,      1,    21,  0.004711, 0.000562   ,     1,           1,       1,   1
train_regrasp.h5,     108,    72,         0,            0,            0, +x  ,      1,    15,  0.103533, 0.324318   ,     0,           0,       1,   0
train_regrasp.h5,     109,    73,         0,            0,            0, +x  ,      1,    21,  0.004534, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     110,    73,         1,            3,            3, -y  ,      1,    21,  0.004508, 0.000323   ,     1,           1,       1,   1
train_regrasp.h5,     111,    73,         2,            4,            4, +z  ,      1,    20,  0.02038 , 0.000763   ,     0,           0,       1,   0
train_regrasp.h5,     112,    74,         0,            2,            2, +y  ,      1,    21,  0.004514, 0.000371   ,     1,           1,       1,   1
train_regrasp.h5,     113,    74,         1,            4,            4, +z  ,      1,    21,  0.004612, 0.00025    ,     1,           1,       1,   1
train_regrasp.h5,     114,    75,         0,            0,            0, +x  ,      1,    21,  0.004578, 0.000317   ,     1,           1,       1,   1
train_regrasp.h5,     115,    75,         1,            3,            3, -y  ,      1,    21,  0.004542, 0.00066    ,     1,           1,       1,   1
train_regrasp.h5,     116,    76,         0,            0,            0, +x  ,      1,    21,  0.00457 , 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     117,    77,         0,            2,            2, +y  ,      1,    16,  0.063744, 0.173553   ,     0,           0,       1,   0
train_regrasp.h5,     118,    78,         0,            0,            0, +x  ,      1,    21,  0.00454 , 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     119,    78,         1,            4,            4, +z  ,      1,    21,  0.004487, 0.000644   ,     1,           1,       1,   1
train_regrasp.h5,     120,    79,         0,            0,            0, +x  ,      1,    19,  0.035473, 0.003645   ,     0,           0,       1,   0
train_regrasp.h5,     121,    79,         1,            4,            4, +z  ,      1,    21,  0.004645, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     122,    80,         0,            2,            2, +y  ,      1,    16,  0.034578, 0.348672   ,     0,           0,       1,   0
train_regrasp.h5,     123,    81,         0,            2,            2, +y  ,      1,    21,  0.004573, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     124,    82,         0,            0,            0, +x  ,      1,    21,  0.004587, 0.000235   ,     1,           1,       1,   1
train_regrasp.h5,     125,    83,         0,            4,            4, +z  ,      1,    21,  0.00452 , 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     126,    84,         0,            0,            0, +x  ,      1,    12,  0.186713, 0.796366   ,     0,           0,       1,   0
train_regrasp.h5,     127,    84,         1,            2,            2, +y  ,      1,    21,  0.004565, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     128,    84,         2,            3,            3, -y  ,      1,    15,  0.092723, 0.535504   ,     0,           0,       1,   0
train_regrasp.h5,     129,    85,         0,            0,            0, +x  ,      1,    21,  0.004365, 0.000858   ,     1,           1,       1,   1
train_regrasp.h5,     130,    85,         1,            3,            3, -y  ,      1,    21,  0.004561, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     131,    86,         0,            0,            0, +x  ,      1,    21,  0.004482, 0.000859   ,     1,           1,       1,   1
train_regrasp.h5,     132,    86,         1,            2,            2, +y  ,      1,    11,  0.179231, 1.066162   ,     0,           0,       1,   0
train_regrasp.h5,     133,    86,         2,            3,            3, -y  ,      1,    13,  0.112988, 0.738932   ,     0,           0,       1,   0
train_regrasp.h5,     134,    87,         0,            0,            0, +x  ,      1,    21,  0.004647, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     135,    88,         0,            0,            0, +x  ,      1,    21,  0.004552, 0.000395   ,     1,           1,       1,   1
train_regrasp.h5,     136,    88,         1,            2,            2, +y  ,      1,    21,  0.004627, 0.000139   ,     1,           1,       1,   1
train_regrasp.h5,     137,    88,         2,            3,            3, -y  ,      1,    21,  0.004572, 9.9e-05    ,     1,           1,       1,   1
train_regrasp.h5,     138,    90,         0,            0,            0, +x  ,      1,    21,  0.00459 , 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     139,    90,         1,            2,            2, +y  ,      1,    13,  0.142118, 0.586873   ,     0,           0,       1,   0
train_regrasp.h5,     140,    90,         2,            4,            4, +z  ,      1,    11,  0.205042, 0.817187   ,     0,           0,       1,   0
train_regrasp.h5,     141,    91,         0,            0,            0, +x  ,      1,    21,  0.004519, 5.6e-05    ,     1,           1,       1,   1
train_regrasp.h5,     142,    91,         1,            2,            2, +y  ,      1,    21,  0.004594, 0.000407   ,     1,           1,       1,   1
train_regrasp.h5,     143,    91,         2,            3,            3, -y  ,      1,    21,  0.004584, 0.000144   ,     1,           1,       1,   1
train_regrasp.h5,     144,    91,         3,            4,            4, +z  ,      1,    21,  0.004557, 0.000632   ,     1,           1,       1,   1
train_regrasp.h5,     145,    92,         0,            0,            0, +x  ,      1,    21,  0.004629, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     146,    92,         1,            2,            2, +y  ,      1,    21,  0.004637, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     147,    92,         2,            3,            3, -y  ,      1,    21,  0.004553, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     148,    92,         3,            4,            4, +z  ,      1,    21,  0.004459, 0.000395   ,     1,           1,       1,   1
train_regrasp.h5,     149,    93,         0,            0,            0, +x  ,      1,    21,  0.004542, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     150,    93,         1,            3,            3, -y  ,      1,    17,  0.040418, 0.080583   ,     0,           0,       1,   0
train_regrasp.h5,     151,    93,         2,            4,            4, +z  ,      1,    21,  0.004585, 0.000512   ,     1,           1,       1,   1
train_regrasp.h5,     152,    94,         0,            0,            0, +x  ,      1,    21,  0.004565, 0.000441   ,     1,           1,       1,   1
train_regrasp.h5,     153,    94,         1,            2,            2, +y  ,      1,    13,  0.241324, 1.076295   ,     0,           0,       1,   0
train_regrasp.h5,     154,    94,         2,            3,            3, -y  ,      1,    15,  0.173698, 0.541122   ,     0,           0,       1,   0
train_regrasp.h5,     155,    94,         3,            4,            4, +z  ,      1,    21,  0.004566, 0.000595   ,     1,           1,       1,   1
train_regrasp.h5,     156,    95,         0,            0,            0, +x  ,      1,    21,  0.00456 , 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     157,    95,         1,            2,            2, +y  ,      1,    21,  0.00467 , 0.000379   ,     1,           1,       1,   1
train_regrasp.h5,     158,    95,         2,            3,            3, -y  ,      1,    21,  0.004603, 0.000554   ,     1,           1,       1,   1
train_regrasp.h5,     159,    95,         3,            4,            4, +z  ,      1,    21,  0.004552, 0.000647   ,     1,           1,       1,   1
train_regrasp.h5,     160,    96,         0,            0,            0, +x  ,      1,    21,  0.004515, 0.000582   ,     1,           1,       1,   1
train_regrasp.h5,     161,    96,         1,            2,            2, +y  ,      1,    21,  0.004598, 0.000262   ,     1,           1,       1,   1
train_regrasp.h5,     162,    96,         2,            4,            4, +z  ,      1,    21,  0.004508, 0.000268   ,     1,           1,       1,   1
train_regrasp.h5,     163,    97,         0,            0,            0, +x  ,      1,    21,  0.004471, 0.000415   ,     1,           1,       1,   1
train_regrasp.h5,     164,    97,         1,            2,            2, +y  ,      1,    21,  0.004605, 6e-05      ,     1,           1,       1,   1
train_regrasp.h5,     165,    97,         2,            3,            3, -y  ,      1,    21,  0.004581, 0.000132   ,     1,           1,       1,   1
train_regrasp.h5,     166,    97,         3,            4,            4, +z  ,      1,    21,  0.004586, 0.000365   ,     1,           1,       1,   1
train_regrasp.h5,     167,    98,         0,            0,            0, +x  ,      1,    21,  0.004248, 0.001609   ,     1,           1,       1,   1
train_regrasp.h5,     168,    98,         1,            2,            2, +y  ,      1,    15,  0.050496, 0.415172   ,     0,           0,       1,   0
train_regrasp.h5,     169,    98,         2,            3,            3, -y  ,      1,    21,  0.004562, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     170,    98,         3,            4,            4, +z  ,      1,    21,  0.004511, 0.000349   ,     1,           1,       1,   1
train_regrasp.h5,     171,    99,         0,            0,            0, +x  ,      1,    21,  0.004547, 0.000436   ,     1,           1,       1,   1
train_regrasp.h5,     172,    99,         1,            2,            2, +y  ,      1,    15,  0.055471, 0.469058   ,     0,           0,       1,   0
train_regrasp.h5,     173,    99,         2,            3,            3, -y  ,      1,    15,  0.104097, 0.456045   ,     0,           0,       1,   0
train_regrasp.h5,     174,    99,         3,            4,            4, +z  ,      1,    21,  0.004572, 0.000503   ,     1,           1,       1,   1
train_regrasp.h5,     175,   101,         0,            0,            0, +x  ,      1,    21,  0.004559, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     176,   102,         0,            0,            0, +x  ,      1,    21,  0.004783, 0.001452   ,     1,           1,       1,   1
train_regrasp.h5,     177,   102,         1,            4,            4, +z  ,      1,    15,  0.041613, 0.30108    ,     0,           0,       1,   0
train_regrasp.h5,     178,   103,         0,            0,            0, +x  ,      1,    21,  0.004554, 0.000532   ,     1,           1,       1,   1
train_regrasp.h5,     179,   103,         1,            4,            4, +z  ,      1,    21,  0.004566, 0.000344   ,     1,           1,       1,   1
train_regrasp.h5,     180,   104,         0,            0,            0, +x  ,      1,    21,  0.004524, 0.000409   ,     1,           1,       1,   1
train_regrasp.h5,     181,   104,         1,            2,            2, +y  ,      1,    13,  0.088464, 0.799658   ,     0,           0,       1,   0
train_regrasp.h5,     182,   104,         2,            3,            3, -y  ,      1,    15,  0.052011, 0.427691   ,     0,           0,       1,   0
train_regrasp.h5,     183,   104,         3,            4,            4, +z  ,      1,    21,  0.004505, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     184,   105,         0,            0,            0, +x  ,      1,    21,  0.004473, 0.000607   ,     1,           1,       1,   1
train_regrasp.h5,     185,   105,         1,            3,            3, -y  ,      1,    21,  0.004602, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     186,   105,         2,            4,            4, +z  ,      1,    18,  0.048819, 0.011514   ,     0,           0,       1,   0
train_regrasp.h5,     187,   106,         0,            0,            0, +x  ,      1,    21,  0.004584, 0.000191   ,     1,           1,       1,   1
train_regrasp.h5,     188,   106,         1,            2,            2, +y  ,      1,    17,  0.044933, 0.047622   ,     0,           0,       1,   0
train_regrasp.h5,     189,   106,         2,            3,            3, -y  ,      1,    10,  0.205133, 1.539666   ,     0,           0,       1,   0
train_regrasp.h5,     190,   106,         3,            4,            4, +z  ,      1,    21,  0.004602, 9.9e-05    ,     1,           1,       1,   1
train_regrasp.h5,     191,   107,         0,            0,            0, +x  ,      1,    21,  0.00457 , 0.000404   ,     1,           1,       1,   1
train_regrasp.h5,     192,   107,         1,            2,            2, +y  ,      1,    21,  0.004604, 0.000298   ,     1,           1,       1,   1
train_regrasp.h5,     193,   107,         2,            3,            3, -y  ,      1,     9,  0.239497, 1.534982   ,     0,           0,       1,   0
train_regrasp.h5,     194,   107,         3,            4,            4, +z  ,      1,    21,  0.004585, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     195,   108,         0,            4,            4, +z  ,      1,    21,  0.004666, 0.000484   ,     1,           1,       1,   1
train_regrasp.h5,     196,   109,         0,            0,            0, +x  ,      1,    21,  0.004518, 0.000739   ,     1,           1,       1,   1
train_regrasp.h5,     197,   109,         1,            3,            3, -y  ,      1,    21,  0.004594, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     198,   109,         2,            4,            4, +z  ,      1,    21,  0.005415, 0.001683   ,     1,           1,       1,   1
train_regrasp.h5,     199,   110,         0,            0,            0, +x  ,      1,    21,  0.004558, 0.000483   ,     1,           1,       1,   1
train_regrasp.h5,     200,   110,         1,            3,            4, -y  ,      0,    21,  0.004562, 0.000164   ,     1,           1,       0,   0
train_regrasp.h5,     201,   110,         2,            4,            4, +z  ,      1,    21,  0.004919, 0.000864   ,     1,           1,       1,   1
train_regrasp.h5,     202,   112,         0,            0,            0, +x  ,      1,    21,  0.004596, 0.00048    ,     1,           1,       1,   1
train_regrasp.h5,     203,   112,         1,            2,            2, +y  ,      1,    21,  0.004542, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     204,   113,         0,            0,            0, +x  ,      1,    21,  0.004504, 0.0004     ,     1,           1,       1,   1
train_regrasp.h5,     205,   113,         1,            3,            3, -y  ,      1,    10,  0.182372, 1.495941   ,     0,           0,       1,   0
train_regrasp.h5,     206,   114,         0,            0,            0, +x  ,      1,    21,  0.004603, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     207,   114,         1,            2,            2, +y  ,      1,    15,  0.099918, 0.558026   ,     0,           0,       1,   0
train_regrasp.h5,     208,   114,         2,            4,            4, +z  ,      1,    21,  0.004634, 0.000431   ,     1,           1,       1,   1
train_regrasp.h5,     209,   115,         0,            0,            0, +x  ,      1,    21,  0.004513, 0.000554   ,     1,           1,       1,   1
train_regrasp.h5,     210,   115,         1,            2,            2, +y  ,      1,    21,  0.004619, 0.000134   ,     1,           1,       1,   1
train_regrasp.h5,     211,   115,         2,            3,            3, -y  ,      1,    14,  0.098331, 0.753535   ,     0,           0,       1,   0
train_regrasp.h5,     212,   120,         0,            3,            3, -y  ,      1,    17,  0.033484, 0.075868   ,     0,           0,       1,   0
train_regrasp.h5,     213,   120,         1,            4,            4, +z  ,      1,    21,  0.004542, 0.0        ,     1,           1,       1,   1
train_regrasp.h5,     214,   121,         0,            0,            0, +x  ,      1,    10,  0.131372, 1.573146   ,     0,           0,       1,   0
train_regrasp.h5,     215,   121,         1,            2,            2, +y  ,      1,    12,  0.169844, 1.160366   ,     0,           0,       1,   0
train_regrasp.h5,     216,   121,         2,            3,            3, -y  ,      1,    12,  0.152727, 1.064245   ,     0,           0,       1,   0
train_regrasp.h5,     217,   122,         0,            2,            2, +y  ,      1,    12,  0.116773, 0.747812   ,     0,           0,       1,   0
train_regrasp.h5,     218,   122,         1,            4,            4, +z  ,      1,    21,  0.042555, 0.282846   ,     0,           1,       1,   0
train_regrasp.h5,     219,   124,         0,            0,            0, +x  ,      1,    21,  0.004566, 0.000185   ,     1,           1,       1,   1
train_regrasp.h5,     220,   124,         1,            2,            4, +y  ,      0,    21,  0.004555, 0.0        ,     1,           1,       0,   0
train_regrasp.h5,     221,   124,         2,            3,            3, -y  ,      1,     8,  0.242637, 1.594617   ,     0,           0,       1,   0
train_regrasp.h5,     222,   124,         3,            4,            4, +z  ,      1,    11,  0.136009, 0.610187   ,     0,           0,       1,   0
train_regrasp.h5,     223,   125,         0,            0,            0, +x  ,      1,    21,  0.004482, 0.000474   ,     1,           1,       1,   1
